,PAPOLA (10914)
ACH-000004,0.0750266897439104
ACH-000005,-0.008851005714321384
ACH-000007,-0.3032441035568503
ACH-000009,0.09961914758036004
ACH-000011,-0.1813963375521047
ACH-000012,0.08944225625444219
ACH-000013,-0.11952649814627445
ACH-000014,-0.23396115444796256
ACH-000015,-0.17367169859269993
ACH-000017,-0.3243724427382843
ACH-000018,-0.4093026284053269
ACH-000019,-0.1715395320787884
ACH-000021,-0.15292755148810686
ACH-000022,-0.2069329371218078
ACH-000025,-0.2701735229156409
ACH-000028,-0.2783599984476275
ACH-000030,-0.09721127103455353
ACH-000035,-0.15133988449718022
ACH-000036,-0.2293842091929343
ACH-000037,-0.41085072216566
ACH-000039,-0.1190388756347344
ACH-000040,-0.14820461022652826
ACH-000041,-0.06259915763795161
ACH-000042,-0.04679774144188368
ACH-000045,-0.3665242747357709
ACH-000047,-0.1884140652669959
ACH-000052,-0.26511685028843124
ACH-000053,-0.4703471278152882
ACH-000054,-0.284855340028779
ACH-000055,0.02392344427254212
ACH-000060,0.08927008005322612
ACH-000067,0.049237432974878634
ACH-000070,-0.18530057229017305
ACH-000075,-0.04524173690611488
ACH-000078,-0.26801585447415377
ACH-000082,-0.3348857497114364
ACH-000085,-0.07604163413001429
ACH-000086,-0.2295943750910761
ACH-000087,-0.3216803710207479
ACH-000092,-0.15138073280950445
ACH-000095,-0.3540049983051157
ACH-000097,-0.36682968863354265
ACH-000098,-0.13738026467755596
ACH-000099,-0.3582532124078099
ACH-000108,-0.32908796358826714
ACH-000113,-0.3812464644032877
ACH-000116,-0.07519195012581434
ACH-000118,0.04249380637081905
ACH-000120,-0.09728972698501526
ACH-000123,-0.14144968783864073
ACH-000127,-0.23658491002534934
ACH-000128,-0.13845173947097875
ACH-000132,-0.26217142185648984
ACH-000133,-0.13398356856677346
ACH-000137,-0.1366612284109712
ACH-000138,-0.24551546451307865
ACH-000142,-0.14975336358117494
ACH-000143,-0.3505948535063698
ACH-000146,-0.12530506970540173
ACH-000148,-0.11952393398982515
ACH-000150,-0.5121838621430916
ACH-000152,-0.2396989067382346
ACH-000153,-0.16850982390536787
ACH-000159,-0.3714573776618398
ACH-000160,-0.04523586922877253
ACH-000163,-0.07440850043985872
ACH-000167,0.1036894502943119
ACH-000168,-0.4754154161083232
ACH-000169,0.09889313892657524
ACH-000178,0.08386104083571845
ACH-000183,-0.07924118786923083
ACH-000188,-0.006526303658215685
ACH-000189,-0.4295391350313841
ACH-000190,0.02239788695193436
ACH-000198,-0.4644123394454893
ACH-000203,-0.10415138129025242
ACH-000204,-0.2947937009417351
ACH-000206,-0.1162545075454396
ACH-000207,-0.20906225846710952
ACH-000208,-0.09105514610551926
ACH-000210,-0.0707300294420306
ACH-000211,-0.3104689713124239
ACH-000215,-0.18310231400573931
ACH-000221,-0.2530564186156353
ACH-000222,0.027365470576731433
ACH-000223,-0.12005468791827087
ACH-000226,-0.3338702202827749
ACH-000227,-0.1052081319299069
ACH-000228,0.05965517948924338
ACH-000231,-0.3132627167726182
ACH-000232,-0.2917282562256841
ACH-000233,-0.23026753163310465
ACH-000234,-0.18252412243073748
ACH-000235,0.05442084473654235
ACH-000237,0.14789627477909464
ACH-000238,-0.2522989359171229
ACH-000242,-0.2908253692279682
ACH-000243,0.141712793147145
ACH-000244,-0.11539980902483135
ACH-000246,-0.36871030578977865
ACH-000248,-0.2935807610690352
ACH-000250,-0.5074703487739447
ACH-000251,-0.16432060288630612
ACH-000252,-0.2925857394084501
ACH-000253,-0.1581708075483525
ACH-000255,-0.3394077788410801
ACH-000256,-0.10679591662482003
ACH-000257,-0.23278639970781825
ACH-000258,-0.17870412904798835
ACH-000259,-0.13242240411433234
ACH-000260,-0.2193927117347635
ACH-000261,-0.2387878733140903
ACH-000262,-0.3215518670690937
ACH-000263,-0.002982608516392184
ACH-000264,0.0438012354725023
ACH-000265,-0.17619973297322553
ACH-000266,0.011850119627205377
ACH-000272,-0.3105244393667644
ACH-000274,-0.07287967726934158
ACH-000277,-0.1409551347294369
ACH-000278,0.0014479645818781582
ACH-000279,-0.44534057103697183
ACH-000280,-0.2491174579281103
ACH-000281,-0.16362303381997853
ACH-000288,-0.33644443299740284
ACH-000291,-0.07447248002332968
ACH-000293,-0.18844432387003174
ACH-000294,-0.1454646959467457
ACH-000295,-0.351594804244029
ACH-000296,-0.3815797422255068
ACH-000302,-0.2788416267195334
ACH-000304,-0.012697737032102866
ACH-000307,-0.054596182482900484
ACH-000308,-0.2357586189258076
ACH-000310,-0.20521360578040865
ACH-000311,-0.3251010727512536
ACH-000312,-0.32704580860668764
ACH-000315,-0.09274239409708372
ACH-000316,-0.232353363555603
ACH-000317,-0.2574435099336006
ACH-000318,-0.15995532016876926
ACH-000319,-0.005497501838740863
ACH-000320,-0.2207562836663902
ACH-000322,-0.2080167970317933
ACH-000323,-0.1665451452431871
ACH-000324,-0.0615483789481953
ACH-000329,0.015374892561225841
ACH-000330,-0.6356403712330573
ACH-000331,-0.049102208150895915
ACH-000332,-0.19315900609482095
ACH-000334,-0.25855242325134736
ACH-000335,-0.18345084942357748
ACH-000336,-0.17982231022100784
ACH-000337,-0.4276065258662032
ACH-000338,-0.2436601109836012
ACH-000339,-0.06164189032683889
ACH-000341,-0.06019970736599885
ACH-000348,-0.15001827603646584
ACH-000350,-0.24111337336271074
ACH-000352,-0.3940997545776405
ACH-000356,0.060215739533286676
ACH-000361,0.07683588520777654
ACH-000362,-0.42403302654391867
ACH-000363,-0.4621735489557567
ACH-000364,-0.20117481157619
ACH-000365,-0.3446797732813801
ACH-000366,-0.2452254299132689
ACH-000368,-0.3450481890244224
ACH-000374,-0.10221346880878143
ACH-000375,-0.13083706662810785
ACH-000376,-0.2874001884213809
ACH-000381,-0.04558795321827341
ACH-000383,0.032817252417605164
ACH-000387,0.2242240344977172
ACH-000389,-0.4208232903707533
ACH-000390,-0.16585885694082625
ACH-000393,-0.3336645472972124
ACH-000395,-0.2712137918038605
ACH-000396,0.021425881874372787
ACH-000397,-0.06212796695417073
ACH-000401,-0.11922676756977416
ACH-000402,-0.25416266771502555
ACH-000403,-0.14390551947417454
ACH-000404,-0.03161325681254376
ACH-000406,-0.061062721939228765
ACH-000407,-0.13617669882195196
ACH-000408,-0.013583179883415376
ACH-000410,-0.2309875959672153
ACH-000411,-0.3203725279659564
ACH-000414,-0.24583882142119576
ACH-000415,-0.1310282806989582
ACH-000416,-0.004531539938831561
ACH-000420,-0.5451272201454112
ACH-000421,0.008492909707153384
ACH-000424,-0.30853966999172805
ACH-000425,-0.1643110182758515
ACH-000426,-0.006316300599774218
ACH-000427,-0.08871983132618487
ACH-000433,-0.2252553667245641
ACH-000435,-0.10848120470203483
ACH-000436,-0.4577173768076968
ACH-000444,-0.19594403483917894
ACH-000445,-0.1701033595952845
ACH-000448,-0.2987621267038937
ACH-000450,-0.26728456277149104
ACH-000452,-0.05732771088646595
ACH-000454,-0.2453617052620746
ACH-000458,-0.2645888008292672
ACH-000459,-0.3851861213873655
ACH-000460,0.03709823557773195
ACH-000461,-0.04001892052127262
ACH-000463,-0.08863979710494893
ACH-000464,-0.26777216520746977
ACH-000466,-0.0859469219702644
ACH-000467,-0.11682610620761305
ACH-000468,-0.20337761783059524
ACH-000469,0.026168225221364968
ACH-000470,-0.38630209277705935
ACH-000471,-0.12188931702191083
ACH-000472,-0.2000261399484804
ACH-000473,-0.17310135192260687
ACH-000475,-0.1849510226854901
ACH-000476,-0.005509705367723924
ACH-000477,-0.3198878768109129
ACH-000479,-0.07974500195303065
ACH-000480,-0.09571326428309183
ACH-000481,-0.09124606270572
ACH-000483,-0.15423180496113265
ACH-000484,-0.5365634886175187
ACH-000485,-0.07481795211652242
ACH-000486,-0.35533708371094785
ACH-000487,0.09239078797727192
ACH-000488,-0.1032973955223114
ACH-000490,-0.1524150501642538
ACH-000491,-0.4404897311773847
ACH-000495,-0.7000978294624299
ACH-000496,-0.1430918969487163
ACH-000499,-0.339425973667555
ACH-000500,-0.3612850649780971
ACH-000502,-0.29366444939408914
ACH-000503,0.02681193633689509
ACH-000505,-0.4241229163981292
ACH-000507,-0.0841233882839097
ACH-000510,-0.2255481084481471
ACH-000511,-0.16115197778619392
ACH-000512,-0.2499709401249451
ACH-000516,-0.047267297705177264
ACH-000517,-0.09274708161208704
ACH-000518,0.17629798022205614
ACH-000520,-0.2069835765172228
ACH-000521,-0.09188707787496367
ACH-000522,-0.14274722622585578
ACH-000524,-0.2744273405158141
ACH-000527,-0.2153303504903692
ACH-000528,-0.19500379722477504
ACH-000537,-0.08719254392186304
ACH-000541,-0.4476684535248236
ACH-000542,-0.3775612974137977
ACH-000544,-0.060367204100552616
ACH-000545,-0.12456875981758847
ACH-000547,-0.209629498533766
ACH-000548,-0.012205054284130858
ACH-000549,-0.20338643554629388
ACH-000550,-0.042589803339002814
ACH-000552,-0.3120024383759741
ACH-000556,-0.13068370897059353
ACH-000557,-0.01344725463082646
ACH-000569,-0.27103124969133424
ACH-000570,-0.2291567388868899
ACH-000571,-0.07955868879414836
ACH-000573,-0.2447653162030924
ACH-000576,-0.3651853280600441
ACH-000579,-0.2605491229339157
ACH-000580,-0.3617430545008835
ACH-000584,0.1203268310337864
ACH-000585,0.03512445088655358
ACH-000588,-0.18461707934157207
ACH-000589,-0.11216704533848088
ACH-000591,-0.26793489980574514
ACH-000593,-0.12595675489826094
ACH-000600,0.03681031645271113
ACH-000601,-0.5694087426998191
ACH-000605,-0.19285824002185348
ACH-000606,-0.3371199132472977
ACH-000608,-0.20683445276200724
ACH-000614,-0.34178192537086105
ACH-000616,-0.027764495907528584
ACH-000618,-0.11647604702307147
ACH-000619,-0.2287180216522317
ACH-000620,-0.4344940368898225
ACH-000621,-0.1313095615721559
ACH-000622,-0.11962482580442915
ACH-000623,-0.30731327542954073
ACH-000624,0.058817386846149525
ACH-000627,-0.22595110946728925
ACH-000630,-0.4208264539649445
ACH-000631,-0.3847065807831914
ACH-000632,-0.13715245826507616
ACH-000633,-0.3093831120800037
ACH-000637,0.2103065437432792
ACH-000638,-0.3831096091351772
ACH-000646,-0.04043960216750203
ACH-000647,-0.1477092654725245
ACH-000648,-0.2470063463741209
ACH-000649,-0.26559625373839285
ACH-000651,-0.09836541287025402
ACH-000652,-0.10732300740506452
ACH-000653,-0.2703799894059667
ACH-000657,-0.10493813126756303
ACH-000658,-0.1874687525090952
ACH-000661,-0.029214836150124962
ACH-000662,-0.10648295256700846
ACH-000663,-0.23143194373891804
ACH-000665,-0.1325212125331075
ACH-000671,-0.2872177126911645
ACH-000672,-0.3719889099772905
ACH-000673,-0.3317204030931535
