,ING3 (54556)
ACH-000004,-0.09462979135979198
ACH-000005,-0.20505327874722312
ACH-000007,-0.5120976851477177
ACH-000009,-0.5436487759338183
ACH-000011,-0.38735268450967103
ACH-000012,-0.3285854691359876
ACH-000013,-0.4704392156324525
ACH-000014,-0.4623498103035082
ACH-000015,-0.07548936681897256
ACH-000017,-0.3783734623605655
ACH-000018,-0.292106518917184
ACH-000019,-0.4815191872092137
ACH-000021,-0.2188844970748716
ACH-000022,-0.34621291755884714
ACH-000025,-0.4866732978008424
ACH-000028,-0.39718440438430574
ACH-000030,-0.3365754631351185
ACH-000035,-0.358480433199101
ACH-000036,-0.601937933312802
ACH-000037,-0.2679184896335426
ACH-000039,-0.6753865429290911
ACH-000040,-0.31942177856779197
ACH-000041,-0.5449148094790377
ACH-000042,-0.5189198483817846
ACH-000045,-0.5078965909201316
ACH-000047,-0.4678348248054982
ACH-000052,-0.3957930846596476
ACH-000053,-0.5711502098065635
ACH-000054,-0.4386898656977921
ACH-000055,-0.5389660584034732
ACH-000060,-0.8114276881982613
ACH-000067,-0.3550763526521917
ACH-000070,-0.2792811644846659
ACH-000075,-0.4076645831619397
ACH-000078,-0.09951990651923663
ACH-000082,0.01390304420587912
ACH-000085,-0.8626129531119245
ACH-000086,-0.3426456445361917
ACH-000087,-0.5422578035043716
ACH-000092,-0.33765842966073234
ACH-000095,-0.620616737755344
ACH-000097,-0.4230921998177657
ACH-000098,-0.3969762507441245
ACH-000099,-0.2887934128164385
ACH-000108,-0.4399226893000526
ACH-000113,-0.4057656317920961
ACH-000116,-0.2731334837251249
ACH-000118,-0.3611430737144435
ACH-000120,-0.7459221416037466
ACH-000123,-0.3629131089491641
ACH-000127,-0.4741083633168819
ACH-000128,-0.2417129139500046
ACH-000132,-0.1951721618300856
ACH-000133,-0.23050902230321424
ACH-000137,-0.362787926083526
ACH-000138,-0.5559345586516679
ACH-000142,-0.3631481731065779
ACH-000143,-0.15019633029114968
ACH-000146,-0.24357662302176786
ACH-000148,-0.5700828163991574
ACH-000150,-0.2924653310423536
ACH-000152,-0.5960686315227414
ACH-000153,-0.8037818784552587
ACH-000159,-0.3851217625671734
ACH-000160,-0.38725245837548816
ACH-000163,-0.19763962444003774
ACH-000167,-0.09808629404175792
ACH-000168,-0.5252727156840834
ACH-000169,-0.3235133160175799
ACH-000178,-0.6333506285456612
ACH-000183,-0.463473396226013
ACH-000188,-0.48308678969635704
ACH-000189,-0.6904964122214132
ACH-000190,-0.22273776707381232
ACH-000198,-0.2433835986199508
ACH-000203,0.1062426360075534
ACH-000204,-0.477489908923661
ACH-000206,-0.7327423206122655
ACH-000207,-0.5598560480790586
ACH-000208,-0.5187226852416377
ACH-000210,-0.26779275872702785
ACH-000211,-0.5863773086449295
ACH-000215,-0.476875772357169
ACH-000221,-0.2839699830433524
ACH-000222,-0.5934914761377784
ACH-000223,-0.17903317940609
ACH-000226,-0.654744160875034
ACH-000227,-0.14694266174604895
ACH-000228,-0.28833787181272963
ACH-000231,-0.514030362524488
ACH-000232,-0.5331370999363756
ACH-000233,-0.7745671311201905
ACH-000234,-0.6889888918441529
ACH-000235,-0.396525317587139
ACH-000237,-0.3529020881072472
ACH-000238,-0.25298705846938185
ACH-000242,-0.4033673126012241
ACH-000243,-0.0909678046337062
ACH-000244,-0.5962452974073181
ACH-000246,-0.2235093927306418
ACH-000248,-0.4714385319015832
ACH-000250,-0.29749473867761245
ACH-000251,-0.33081840511598976
ACH-000252,-0.4965082232203263
ACH-000253,-0.5117689659565855
ACH-000255,-0.7407252103735527
ACH-000256,-0.24747189080811915
ACH-000257,-0.5609627794236631
ACH-000258,-0.4328154734714604
ACH-000259,-0.4823997423351931
ACH-000260,-0.4664348875672085
ACH-000261,-0.44566459154196775
ACH-000262,-0.5165130739938952
ACH-000263,-0.7987784682834456
ACH-000264,-0.4843463355606999
ACH-000265,-0.3192341099638909
ACH-000266,-0.4470365881656381
ACH-000272,-0.40136608182797706
ACH-000274,-0.2250026471184156
ACH-000277,-0.6290526289313801
ACH-000278,-0.31660596545019754
ACH-000279,-0.6584073493561083
ACH-000280,-0.6074866013276392
ACH-000281,-0.5842679989611105
ACH-000288,-0.5924902937366002
ACH-000291,-0.30880116299034965
ACH-000293,-0.471422671839872
ACH-000294,-0.3562449784176201
ACH-000295,-0.17365977604110547
ACH-000296,-0.2898801707113408
ACH-000302,-0.5240709090584462
ACH-000304,-0.4704506505895513
ACH-000307,-0.3594298736791894
ACH-000308,-0.6070375958766626
ACH-000310,-0.38562143343073657
ACH-000311,-0.5974087253210875
ACH-000312,-0.3104745623191656
ACH-000315,-0.4165246934327945
ACH-000316,-0.3529606625022789
ACH-000317,-0.6155846088056759
ACH-000318,-0.9456491861201194
ACH-000319,-0.5420700866499094
ACH-000320,-0.4202249210792595
ACH-000322,-0.5111834525743407
