,POLR2F (5435)
ACH-000004,-0.9926097184866066
ACH-000005,-1.2765098366149852
ACH-000007,-0.7671499436923243
ACH-000009,-0.987682090401136
ACH-000011,-0.7565588219536131
ACH-000012,-0.7528485312427668
ACH-000013,-0.9692996733213508
ACH-000014,-0.8503851911546892
ACH-000015,-0.9242435188051292
ACH-000017,-0.8209652493495642
ACH-000018,-0.6224398298261908
ACH-000019,-0.7383218302107393
ACH-000021,-0.8379336520247318
ACH-000022,-0.6743639669713398
ACH-000025,-0.7915893842292797
ACH-000028,-1.1417535069761122
ACH-000030,-0.8397748080620185
ACH-000035,-0.9506013310034338
ACH-000036,-0.7708304932789101
ACH-000037,-0.4327536028995076
ACH-000039,-0.7008640374555066
ACH-000040,-0.7264530468658211
ACH-000041,-0.6851118496359963
ACH-000042,-0.7886236698362012
ACH-000045,-1.0669820943831283
ACH-000047,-0.7929651667760322
ACH-000052,-0.8755437727558435
ACH-000053,-0.9242197779840606
ACH-000054,-0.7974828475173878
ACH-000055,-0.5856143740528326
ACH-000060,-0.7543114684226354
ACH-000067,-0.9574110474008628
ACH-000070,-0.668726542033422
ACH-000075,-0.744721544191256
ACH-000078,-0.7921700978867875
ACH-000082,-0.8923121147582767
ACH-000085,-0.7873058640602263
ACH-000086,-0.7348377559849253
ACH-000087,-0.6619888527395871
ACH-000092,-0.9128304236053594
ACH-000095,-0.9198390898368906
ACH-000097,-0.9681280969021079
ACH-000098,-0.8343102410247636
ACH-000099,-0.8206278483387549
ACH-000108,-0.7713534841074677
ACH-000113,-0.9486813424736088
ACH-000116,-0.6969729643855596
ACH-000118,-0.9533149820154196
ACH-000120,-0.8939652027656428
ACH-000123,-0.8661895943880491
ACH-000127,-0.7258670428587793
ACH-000128,-0.6351199600352561
ACH-000132,-0.9032491723337976
ACH-000133,-0.918866494553082
ACH-000137,-0.8970805575445971
ACH-000138,-0.7672610907561978
ACH-000142,-0.7580376183968061
ACH-000143,-1.0752312500576418
ACH-000146,-0.8994391783666886
ACH-000148,-0.6113312216483949
ACH-000150,-0.8382103454988745
ACH-000152,-0.9211877538278758
ACH-000153,-0.7200303916443029
ACH-000159,-0.6764858057151371
ACH-000160,-0.5367516919772856
ACH-000163,-0.838170339370414
ACH-000167,-0.7428630493329061
ACH-000168,-0.8790820004689376
ACH-000169,-0.8338032686560545
ACH-000178,-0.728917021487517
ACH-000183,-0.9762385611268128
ACH-000188,-0.7396692079277365
ACH-000189,-0.8120571436216921
ACH-000190,-0.6618920906250644
ACH-000198,-0.8327300991270637
ACH-000203,-0.5888523155410454
ACH-000204,-0.6094510877251403
ACH-000206,-0.8489484259943495
ACH-000207,-1.06070898366696
ACH-000208,-0.7156838043733666
ACH-000210,-1.005313470610184
ACH-000211,-0.7692562959506783
ACH-000215,-0.7054372407015292
ACH-000221,-1.1622899781462377
ACH-000222,-0.8125211619662049
ACH-000223,-0.9373104354487852
ACH-000226,-0.7540187194035325
ACH-000227,-1.039697280161215
ACH-000228,-0.813980700356475
ACH-000231,-1.0248372135360608
ACH-000232,-0.7815633195031487
ACH-000233,-0.6621846036265896
ACH-000234,-0.9318770464085876
ACH-000235,-0.8074931314043773
ACH-000237,-0.7497528427356098
ACH-000238,-0.8131454077447302
ACH-000242,-1.1778182752244315
ACH-000243,-0.8688869295178364
ACH-000244,-0.9335245787251224
ACH-000246,-0.7058980779946217
ACH-000248,-0.8908300117529906
ACH-000250,-0.7711828191150647
ACH-000251,-0.7621518346517592
ACH-000252,-0.8634578833034862
ACH-000253,-0.8089068422210844
ACH-000255,-0.8235762140168186
ACH-000256,-0.8816247684131414
ACH-000257,-0.9520394137233248
ACH-000258,-0.6750797422971668
ACH-000259,-0.7953594067012039
ACH-000260,-0.9304872769523664
ACH-000261,-0.8979692212369528
ACH-000262,-0.6792653241232894
ACH-000263,-0.8266813466795797
ACH-000264,-0.9692696137574558
ACH-000265,-0.8339820429110524
ACH-000266,-0.9115439804414652
ACH-000272,-0.9472037303508024
ACH-000274,-0.7789721459447175
ACH-000277,-0.8270612263798315
ACH-000278,-0.8513704383100192
ACH-000279,-0.7493426459860308
ACH-000280,-0.99168775829458
ACH-000281,-0.8550444189873919
ACH-000288,-0.6579536422743718
ACH-000291,-0.8282141402997582
ACH-000293,-0.7767325010222014
ACH-000294,-0.8220757645512162
ACH-000295,-0.7711461520257118
ACH-000296,-0.7174100744669673
ACH-000302,-1.031025440014922
ACH-000304,-0.8270191749584039
ACH-000307,-0.824045125806642
ACH-000308,-0.83010116622178
ACH-000310,-0.7993746345931062
ACH-000311,-0.6473678300518501
ACH-000312,-0.8065424598810224
ACH-000315,-0.7481487296324166
ACH-000316,-0.8982903880791483
ACH-000317,-0.7366286928287944
ACH-000318,-0.649699630260684
ACH-000319,-0.8464470640950451
ACH-000320,-0.9778294488596084
ACH-000322,-0.9001669774544775
ACH-000323,-0.9650983120952386
ACH-000324,-0.7493576067510662
ACH-000329,-0.8657362431178864
ACH-000330,-0.9845351514966424
ACH-000331,-0.8597633870217539
ACH-000332,-0.828183698010408
ACH-000334,-0.7592750710153352
ACH-000335,-0.7307120641433645
ACH-000336,-0.7466172119316824
ACH-000337,-0.8757351730681756
ACH-000338,-0.9384544046434417
ACH-000339,-0.8495334913111634
ACH-000341,-0.6356631249474581
ACH-000348,-0.8889062852284112
ACH-000350,-1.0195183112674142
ACH-000352,-1.200176084871428
ACH-000356,-0.8951124655696038
ACH-000361,-0.6862639071491773
ACH-000362,-0.8446193672207803
ACH-000363,-0.849131539389895
ACH-000364,-0.6246644939489824
ACH-000365,-0.8185393347202964
ACH-000366,-0.8590568246119212
ACH-000368,-0.9905436079798288
ACH-000374,-0.7398280461028766
ACH-000375,-0.9267438423644084
ACH-000376,-0.822429396396716
ACH-000381,-1.0957824818755115
ACH-000383,-0.8293688850661504
ACH-000387,-1.0077739836165651
ACH-000389,-0.9450092700037672
ACH-000390,-1.0190755101118023
ACH-000393,-0.9539334983690688
ACH-000395,-0.6419274988619054
ACH-000396,-0.7422312882184054
ACH-000397,-0.9059045445276098
ACH-000401,-0.8096106850669214
ACH-000402,-0.8054747573319231
ACH-000403,-0.96607788972791
ACH-000404,-0.4051775877718996
ACH-000406,-0.7663200680834978
ACH-000407,-0.8948228679922445
ACH-000408,-0.9107188988871568
ACH-000410,-0.7946681673875563
ACH-000411,-0.8127776998767539
ACH-000414,-0.6760473654370606
ACH-000415,-0.8923681752485212
ACH-000416,-0.8337498436929008
ACH-000420,-0.8571688702925153
ACH-000421,-0.9386676851875796
ACH-000424,-0.7738108837197766
ACH-000425,-0.9628204228073092
ACH-000426,-0.9915377860770608
ACH-000427,-0.6652272849425584
ACH-000433,-1.001183066644534
ACH-000435,-1.2959572353964863
ACH-000436,-0.9169396969638409
ACH-000444,-0.7566918855063356
ACH-000445,-1.2830609686145285
ACH-000448,-0.7941584312128916
ACH-000450,-0.6564985494964805
ACH-000452,-0.8228427093301178
ACH-000454,-1.0628859123618406
ACH-000458,-0.8006600113976033
ACH-000459,-0.6434223222557636
ACH-000460,-0.8002665088908877
ACH-000461,-0.926192913986002
ACH-000463,-0.8795217158703907
ACH-000464,-0.6683940627074564
ACH-000466,-0.9087140234270072
ACH-000467,-0.8199078105286414
ACH-000468,-0.7998091694841423
ACH-000469,-0.5641510790759909
ACH-000470,-0.9280633372721911
ACH-000471,-0.9105157631097076
ACH-000472,-0.8924918544872074
ACH-000473,-0.8736443027181884
ACH-000475,-0.8099852786897929
ACH-000476,-0.7464542130752371
ACH-000477,-0.8208071380951579
ACH-000479,-1.1170624859506963
ACH-000480,-1.0265200824390013
ACH-000481,-0.8465545244774958
ACH-000483,-1.0245305405860359
ACH-000484,-0.8837033914963871
ACH-000485,-0.6635087680994032
ACH-000486,-0.8745254259256882
ACH-000487,-0.824627162256988
ACH-000488,-1.0083801267675536
ACH-000490,-0.9408714219242564
ACH-000491,-0.8571978719483352
ACH-000495,-0.905507641630304
ACH-000496,-0.791898842591912
ACH-000499,-0.6250753310571856
ACH-000500,-1.4292665504339737
ACH-000502,-0.8544575187919571
ACH-000503,-0.9757246459625256
ACH-000505,-0.9357379235943258
ACH-000507,-0.9170659593101596
ACH-000510,-0.8029039439384283
ACH-000511,-0.7322650562385289
ACH-000512,-0.784642923851127
ACH-000516,-0.8939519743408586
ACH-000517,-1.0945651737644415
ACH-000518,-0.7160342659362263
ACH-000520,-0.7538515073025661
ACH-000521,-0.6539130975889389
ACH-000522,-0.6319144129853165
ACH-000524,-0.9930734685457316
ACH-000527,-0.907041853563548
ACH-000528,-0.9075539725912668
ACH-000537,-0.7614224312450826
ACH-000541,-1.0234320156676728
ACH-000542,-0.8469399478374654
ACH-000544,-0.8969729851818848
ACH-000545,-0.8068918508017424
ACH-000547,-0.7847880696902533
ACH-000548,-0.8043386578555791
ACH-000549,-0.7487135303580872
ACH-000550,-0.6016724278085634
ACH-000552,-0.935365979567244
ACH-000556,-0.7656987205726175
ACH-000557,-0.8774406185694592
ACH-000569,-0.921288419654534
ACH-000570,-0.9515268757672738
ACH-000571,-0.7065712788380857
ACH-000573,-0.958089237978908
ACH-000576,-1.0252114764719635
ACH-000579,-0.5678107870585972
ACH-000580,-0.7988206343120093
ACH-000584,-0.8666762528533342
ACH-000585,-0.7632140187216495
ACH-000588,-0.6786954817943908
ACH-000589,-0.7908789422320982
ACH-000591,-0.7362228071432336
ACH-000593,-0.6980258756489119
ACH-000600,-0.7014924221786792
ACH-000601,-0.8635824671151177
ACH-000605,-0.8583749609422346
ACH-000606,-0.6863672397373178
ACH-000608,-0.9439803875829031
ACH-000614,-0.7239693694829326
ACH-000616,-0.8776429392815441
ACH-000618,-0.8278917981030753
ACH-000619,-0.8417062665901709
ACH-000620,-0.7652939900589814
ACH-000621,-0.7394960577729464
ACH-000622,-1.1186526087775874
ACH-000623,-1.004504104746511
ACH-000624,-0.9181337346729748
ACH-000627,-0.5439815139621567
ACH-000630,-0.8005168150199241
ACH-000631,-0.8526359867009228
ACH-000632,-0.7823956888421633
ACH-000633,-0.7162246658715347
ACH-000637,-0.9261487439308452
ACH-000638,-0.7761039620779179
ACH-000646,-0.6994602484586372
ACH-000647,-0.9083934253202872
ACH-000648,-0.6251519370098354
ACH-000649,-0.7096807909947633
ACH-000651,-0.908826835278097
ACH-000652,-0.8898587326273311
ACH-000653,-0.7621210648896032
ACH-000657,-0.8653259438483755
ACH-000658,-0.9834607237370994
ACH-000661,-0.6012912932108339
ACH-000662,-0.8088181320499339
ACH-000663,-0.6770140829603416
ACH-000665,-0.860108119485423
ACH-000671,-0.79838667723632
ACH-000672,-0.7223598080347642
ACH-000673,-0.8337357345820058
ACH-000676,-0.7881400474319282
ACH-000677,-0.8822076590059515
ACH-000681,-0.8280786881972676
ACH-000683,-0.7637805937846828
ACH-000684,-0.5683923419945077
ACH-000688,-0.9192768228445388
ACH-000693,-0.9405867749574808
ACH-000694,-0.8809677044265473
ACH-000695,-0.8064708467273922
ACH-000696,-0.8082340374143802
ACH-000697,-1.0111605864924726
ACH-000699,-0.6479119082190332
