,STAR (6770)
ACH-000004,-0.13513296896095914
ACH-000005,0.10723227045074228
ACH-000007,0.13560849531758218
ACH-000009,-0.13245134745296003
ACH-000011,0.014239027134950497
ACH-000012,-0.09779625756229077
ACH-000013,-0.16202245086711298
ACH-000014,-0.1650783158819814
ACH-000015,-0.00019231600895089454
ACH-000017,0.13049606554848153
ACH-000018,0.21135151327843585
ACH-000019,-0.10114440865632324
ACH-000021,-0.012084911434678602
ACH-000022,-0.0016418215430321547
ACH-000025,-0.02720848297702865
ACH-000028,0.06507244948330823
ACH-000030,-0.08350231807330144
ACH-000035,0.03000186913864285
ACH-000036,-0.13343132180725847
ACH-000037,-0.19556900411570846
ACH-000039,0.20433366572948847
ACH-000040,0.01443955445536901
ACH-000041,0.09818106148717227
ACH-000042,-0.013557629670803505
ACH-000045,-0.051168596040043035
ACH-000047,0.07391986070475147
ACH-000052,0.10874070708881646
ACH-000053,0.07812343663623403
ACH-000054,0.04429011273329587
ACH-000055,-0.06307197782225496
ACH-000060,-0.2831905175222909
ACH-000067,0.007008001762124185
ACH-000070,-0.22264445534873106
ACH-000075,0.00014588831050378918
ACH-000078,-0.11022765283128726
ACH-000082,-0.13413272539666352
ACH-000085,0.09626743588951256
ACH-000086,-0.025967162679644617
ACH-000087,0.0013433695041460256
ACH-000092,-0.023956440603311573
ACH-000095,0.04820318131224957
ACH-000097,-0.21775482497944676
ACH-000098,0.08926482547564192
ACH-000099,-0.0814951572355081
ACH-000108,0.08591118465704559
ACH-000113,-0.12000577931808085
ACH-000116,-0.16305375128572688
ACH-000118,-0.036580231950124366
ACH-000120,0.003130887796514385
ACH-000123,0.005431027295866271
ACH-000127,-0.10077226367286976
ACH-000128,-0.07068334451628258
ACH-000132,-0.006623377949255186
ACH-000133,-0.1288203949697326
ACH-000137,-0.12330540463739115
ACH-000138,-0.09767590194715944
ACH-000142,0.03677661471503215
ACH-000143,-0.01311992869540042
ACH-000146,-0.13838308648603728
ACH-000148,0.06975474604714599
ACH-000150,-0.08138156817436112
ACH-000152,-0.0706085348476966
ACH-000153,0.04189333565550181
ACH-000159,-0.03340016830135812
ACH-000160,-0.09770717159535697
ACH-000163,-0.10041522326206108
ACH-000167,-0.2983002147535715
ACH-000168,-0.1192526279725386
ACH-000169,0.1695614654530016
ACH-000178,-0.056289189408564526
ACH-000183,-0.0430089321498707
ACH-000188,-0.1367545574542053
ACH-000189,-0.0035683919802536493
ACH-000190,0.0098625161130516
ACH-000198,-0.012929818652981023
ACH-000203,0.23885486966796146
ACH-000204,0.2591162215924375
ACH-000206,-0.12635963991651425
ACH-000207,-0.026569341171121624
ACH-000208,-0.04961058464960594
ACH-000210,-0.3008553965457557
ACH-000211,-0.04762581595775794
ACH-000215,0.024542365700812585
ACH-000221,-0.01908648570555188
ACH-000222,0.0582346982092093
ACH-000223,-0.04865299848449451
ACH-000226,-0.0761898440854247
ACH-000227,-0.13382661114669894
ACH-000228,-0.25979613695788073
ACH-000231,-0.16984445453293115
ACH-000232,0.015764258652919774
ACH-000233,-0.12270819103472586
ACH-000234,0.03478791368687917
ACH-000235,-0.05674918445113693
ACH-000237,-0.031869763310935724
ACH-000238,0.02510949287703194
ACH-000242,0.18468764141656735
ACH-000243,-0.17849507914707405
ACH-000244,-0.07644212418419713
ACH-000246,-0.08827365758265171
ACH-000248,-0.1197914899855821
ACH-000250,0.04473651420202289
ACH-000251,-0.24441405959347184
ACH-000252,-0.041641057490585096
ACH-000253,-0.05176977529673057
ACH-000255,-0.14204080534676428
ACH-000256,-0.0705367233386563
ACH-000257,0.028768344263364123
ACH-000258,-0.03426106227706211
ACH-000259,0.06626049094368143
ACH-000260,-0.07856262571450652
ACH-000261,-0.08691069535639333
ACH-000262,-0.13531738321843448
ACH-000263,-0.07304823947096706
ACH-000264,0.03634113643145718
ACH-000265,-0.20420535959285996
ACH-000266,-0.04511700501202622
ACH-000272,-0.0030957145828263465
ACH-000274,-0.0687948293187821
ACH-000277,-0.07022442212918972
ACH-000278,0.08159055756131019
ACH-000279,-0.024344465916479367
ACH-000280,0.02663374163889529
ACH-000281,0.11450783417184253
ACH-000288,0.13481727512149955
ACH-000291,-0.07727744059395159
ACH-000293,0.14822099916884182
ACH-000294,0.10511745686747366
ACH-000295,0.3594668837525051
ACH-000296,-0.13987191141426236
ACH-000302,-0.01890594690832733
ACH-000304,-0.1053440836364644
ACH-000307,-0.04709051248916737
ACH-000308,-0.11658770461804545
ACH-000310,-0.06352102719200721
ACH-000311,-0.032592295522892833
ACH-000312,-0.02039863254171186
ACH-000315,0.062486020698606135
ACH-000316,0.04008203112365197
ACH-000317,-0.09198770106911278
ACH-000318,0.09399472728838136
ACH-000319,0.020936354526175684
ACH-000320,-0.05669339238103945
ACH-000322,0.007623166670043911
ACH-000323,-0.03989289243561248
ACH-000324,0.05443763458136304
ACH-000329,-0.11552511127176192
ACH-000330,-0.27573782436345146
ACH-000331,-0.1529765913654746
ACH-000332,-0.039706174456282536
ACH-000334,0.20587039721073674
ACH-000335,0.12239521408653252
ACH-000336,-0.2516566510162159
ACH-000337,0.21564737841432435
ACH-000338,0.18889983358572174
ACH-000339,-0.11620209754586472
ACH-000341,0.10759666970680724
ACH-000348,-0.046479900529619665
ACH-000350,-0.09789752816922354
ACH-000352,-0.1000150299219328
ACH-000356,-0.05010998278546193
