,PIGW (284098)
ACH-000004,-0.22156609093441296
ACH-000005,-0.22376138552872032
ACH-000007,-0.11401276507606894
ACH-000009,-0.2584980844778337
ACH-000011,-0.2934616030829004
ACH-000012,-0.1644350118262315
ACH-000013,-0.2338060754112216
ACH-000014,0.032658899609221755
ACH-000015,-0.10120589218207313
ACH-000017,-0.22929331029831404
ACH-000018,-0.09673003333275748
ACH-000019,-0.22214792891496365
ACH-000021,-0.08549508089022355
ACH-000022,-0.07559587001048622
ACH-000025,-0.21973666958765006
ACH-000028,-0.1795367328713138
ACH-000030,-0.2396197106481693
ACH-000035,-0.352950421223659
ACH-000036,-0.09343552225342544
ACH-000037,0.012258457495874444
ACH-000039,-0.16672605049314754
ACH-000040,-0.18560676656057146
ACH-000041,-0.1972039836981232
ACH-000042,-0.08875720940867259
ACH-000045,-0.2439850586900426
ACH-000047,-0.3595501720847926
ACH-000052,-0.2063266840915612
ACH-000053,-0.20707381876127326
ACH-000054,-0.038680479799809785
ACH-000055,-0.18295600704945955
ACH-000060,-0.3517519558711506
ACH-000067,-0.4189708705091023
ACH-000070,-0.18716435184939634
ACH-000075,-0.19239435513725556
ACH-000078,-0.27021681926681945
ACH-000082,-0.23228207059422634
ACH-000085,-0.2753333129448371
ACH-000086,-0.21265583164117746
ACH-000087,-0.21036692356006087
ACH-000092,-0.2172676367625159
ACH-000095,-0.3500301622927741
ACH-000097,-0.19345642306077104
ACH-000098,-0.3250969101477982
ACH-000099,-0.2184179515317275
ACH-000108,-0.05490173285960272
ACH-000113,-0.1507059095124036
ACH-000116,-0.21443863654200654
ACH-000118,-0.2548607321993831
ACH-000120,-0.08984804999277128
ACH-000123,-0.35824755321252244
ACH-000127,-0.1813213977277979
ACH-000128,-0.2525956528794363
ACH-000132,-0.21679722257744047
ACH-000133,-0.2155702383789948
ACH-000137,-0.2578507608208726
ACH-000138,-0.33696981895681233
ACH-000142,-0.1735825872289914
ACH-000143,-0.1604289986163667
ACH-000146,-0.19054899237519432
ACH-000148,-0.2876467688998291
ACH-000150,-0.2089036554816442
ACH-000152,-0.3097109283721684
ACH-000153,-0.17499375413928014
ACH-000159,-0.15577123712647878
ACH-000160,-0.34929900206725795
ACH-000163,-0.3084549864276936
ACH-000167,-0.1658917786565217
ACH-000168,-0.2680319345972693
ACH-000169,-0.2072651196351125
ACH-000178,-0.2911769540135569
ACH-000183,-0.21376280658047225
ACH-000188,-0.17442109437617526
ACH-000189,-0.27336142511350864
ACH-000190,-0.27477398273161163
ACH-000198,-0.0878603356276982
ACH-000203,-0.29831136788341284
ACH-000204,-0.3187908807551013
ACH-000206,0.015763007048116152
ACH-000207,-0.16439903736100572
ACH-000208,-0.4473508188817624
ACH-000210,-0.0033171130293972602
ACH-000211,-0.2340094751710869
ACH-000215,-0.19066969987893576
ACH-000221,-0.22540447775794414
ACH-000222,-0.08623863222387276
ACH-000223,-0.20015232727311974
ACH-000226,-0.15864975417679067
ACH-000227,-0.16369031788440333
ACH-000228,-0.29713736192218115
ACH-000231,-0.23199705423532366
ACH-000232,-0.19628581717809546
ACH-000233,-0.11989400534943127
ACH-000234,-0.2788729660343741
ACH-000235,-0.1737014827603101
ACH-000237,-0.0975580455920335
ACH-000238,-0.18066805893249996
ACH-000242,-0.02699897648162091
ACH-000243,-0.3390637117429732
ACH-000244,-0.08938106896482657
ACH-000246,-0.3063245169862076
ACH-000248,-0.3589515454850738
ACH-000250,-0.1895493111426283
ACH-000251,-0.4369756412318985
ACH-000252,-0.14323388209073418
ACH-000253,-0.18638019840813155
ACH-000255,-0.2525635678135364
ACH-000256,-0.19225188384810732
ACH-000257,-0.13449821033952591
ACH-000258,0.01969649535001616
ACH-000259,-0.2219605033046277
ACH-000260,-0.1249175270427282
ACH-000261,-0.22755434940077554
ACH-000262,-0.24059747636367476
ACH-000263,-0.04981099123243709
ACH-000264,-0.18665203316190715
ACH-000265,-0.16892016278294167
ACH-000266,-0.23875294990279294
ACH-000272,-0.37802157262872776
ACH-000274,-0.2155400727810821
ACH-000277,-0.2507944332244663
ACH-000278,-0.16575277492512264
ACH-000279,-0.1433119660015891
ACH-000280,-0.2048783467203071
ACH-000281,-0.18237041515378608
ACH-000288,-0.28232478901240343
ACH-000291,-0.2331179778451558
ACH-000293,-0.10235361901426973
ACH-000294,-0.22646989283936314
ACH-000295,-0.24916378819463936
ACH-000296,-0.11018275389174052
ACH-000302,-0.2516720589105079
ACH-000304,-0.436152012818247
ACH-000307,-0.3630890408848403
ACH-000308,-0.16612959513960476
ACH-000310,-0.12867627161273515
ACH-000311,-0.26593402991615384
ACH-000312,-0.2314703486911544
ACH-000315,-0.3011387685182103
ACH-000316,-0.37846896218132203
ACH-000317,-0.15873174875436522
ACH-000318,-0.2127671638662456
ACH-000319,-0.2764608845360558
ACH-000320,-0.3088750126336785
ACH-000322,-0.4750037268965486
ACH-000323,-0.07085247687371593
ACH-000324,-0.29695974122660945
ACH-000329,-0.15540127366386558
ACH-000330,-0.3210638909960326
ACH-000331,-0.5060322167350995
ACH-000332,-0.14465311483078766
ACH-000334,-0.277458406763945
ACH-000335,-0.28241192423759576
ACH-000336,-0.42788963774147615
ACH-000337,-0.2191878467898736
ACH-000338,0.08108011237578938
ACH-000339,-0.28971282002631
ACH-000341,-0.16590559147122336
ACH-000348,-0.11311230754208805
ACH-000350,-0.02022679916829787
ACH-000352,-0.12828495377338212
ACH-000356,-0.21572253019330434
ACH-000361,-0.1888002431689159
ACH-000362,-0.17390327049354895
ACH-000363,-0.16980141129948675
ACH-000364,-0.4097183826693655
ACH-000365,-0.22365006726322573
ACH-000366,-0.13967513453344696
ACH-000368,-0.15145444484393608
ACH-000374,-0.45030187534194394
ACH-000375,-0.29172893469193056
ACH-000376,-0.08006639529822579
ACH-000381,-0.3060808153453222
ACH-000383,-0.23652512397833514
ACH-000387,-0.21569835716979074
ACH-000389,-0.2887250174690801
ACH-000390,-0.15701622486567324
ACH-000393,-0.2592315886894841
ACH-000395,-0.2361582862934995
ACH-000396,-0.09005062454892293
ACH-000397,-0.21630584343648904
ACH-000401,-0.3619285552278373
ACH-000402,-0.2849701915681141
ACH-000403,-0.2637356310786416
ACH-000404,-0.03537110338066475
ACH-000406,-0.0623570856771831
ACH-000407,-0.17763517762703265
ACH-000408,-0.2504869288566731
ACH-000410,-0.2913340889334117
ACH-000411,-0.2550075280174345
ACH-000414,-0.23523487347748265
ACH-000415,-0.3718846527166301
ACH-000416,-0.2920300362094484
ACH-000420,-0.3563511430692273
ACH-000421,-0.12862139562972458
ACH-000424,-0.18181473692560488
ACH-000425,-0.24415753797738515
ACH-000426,-0.09447574123217793
ACH-000427,-0.3565687761662656
ACH-000433,-0.4719043213223864
ACH-000435,-0.3637686897410831
ACH-000436,-0.13988809323106072
ACH-000444,-0.2912021069716242
ACH-000445,-0.3107009829848404
ACH-000448,-0.15665451691361135
ACH-000450,-0.34775227169050604
ACH-000452,-0.2389374061859237
ACH-000454,-0.008964497432055789
ACH-000458,-0.2490116576073855
ACH-000459,-0.047922094195977545
ACH-000460,-0.27760987549323807
ACH-000461,-0.1332078048584022
ACH-000463,-0.4302174709134272
ACH-000464,-0.11303257797114942
ACH-000466,-0.4221565210359004
ACH-000467,-0.25112628165296097
ACH-000468,-0.23908003157950564
ACH-000469,-0.19575672198640304
ACH-000470,-0.20605957253658866
ACH-000471,-0.3210112371826685
ACH-000472,-0.11110311397936393
ACH-000473,-0.3740798191610326
ACH-000475,-0.27477909785272664
ACH-000476,-0.3582381515204299
ACH-000477,-0.1988534659102989
ACH-000479,-0.16109389480469938
ACH-000480,-0.3136145116240305
ACH-000481,-0.18320322966747146
ACH-000483,-0.0830585641476539
ACH-000484,-0.24259296241571504
ACH-000485,-0.0956789517101458
ACH-000486,-0.2872447651599569
ACH-000487,-0.07368954502088675
ACH-000488,-0.1045374816773878
ACH-000490,-0.3257541817744583
ACH-000491,-0.33874014540852193
ACH-000495,-0.039115539516120484
ACH-000496,-0.18610139376251675
ACH-000499,-0.1572934042332806
ACH-000500,-0.4326724373912636
ACH-000502,-0.2027321374143496
ACH-000503,-0.3296115586262161
ACH-000505,-0.049223562368427766
ACH-000507,-0.1579399016071523
ACH-000510,-0.21828867527466395
ACH-000511,-0.2097309099085522
ACH-000512,-0.293449365533454
ACH-000516,-0.1986044033008899
ACH-000517,-0.15074206198004653
ACH-000518,-0.2504824236313888
ACH-000520,-0.26299970257979777
ACH-000521,-0.3357720328010529
ACH-000522,-0.23800411990143736
ACH-000524,-0.18528418247489992
