,SFTPD (6441)
ACH-000004,0.011404668106812949
ACH-000005,-0.22909855330498965
ACH-000007,0.06436782546604658
ACH-000009,0.01638286802460545
ACH-000011,0.08434731213540164
ACH-000012,0.10625755627655413
ACH-000013,0.10388628265758316
ACH-000014,-0.08630401806254005
ACH-000015,-0.06770883928470936
ACH-000017,-0.046620145544563917
ACH-000018,-0.08319638991024522
ACH-000019,0.010064176337512757
ACH-000021,0.12035365683509895
ACH-000022,0.06602857518365493
ACH-000025,-0.0004923324318915525
ACH-000028,0.0815174499127158
ACH-000030,0.006771871448250808
ACH-000035,-0.01372198332642352
ACH-000036,-0.004028552377542729
ACH-000037,0.08561224755856489
ACH-000039,0.16731100082698755
ACH-000040,0.0704594465516672
ACH-000041,-0.04260971221003994
ACH-000042,0.07888411702701258
ACH-000045,-0.013333427569004023
ACH-000047,0.0921772156260326
ACH-000052,0.05315055911719285
ACH-000053,0.014393754724997597
ACH-000054,0.07734352742264558
ACH-000055,0.058449982214840365
ACH-000060,-0.02338633767291209
ACH-000067,0.037986992116118515
ACH-000070,0.021523665696176645
ACH-000075,-0.0939899724225217
ACH-000078,0.17698841535980525
ACH-000082,-0.017363848595598353
ACH-000085,0.08882663945137434
ACH-000086,-0.07547364652015807
ACH-000087,-0.025135639150936823
ACH-000092,0.050094161690558234
ACH-000095,-0.09875994847022404
ACH-000097,-0.08051908879848793
ACH-000098,-0.011746795317844515
ACH-000099,0.03288206092675222
ACH-000108,0.0275507572936003
ACH-000113,-0.02557489011595461
ACH-000116,-0.02836839515829635
ACH-000118,-0.050650481202574364
ACH-000120,0.08010597043855823
ACH-000123,0.018322737155821944
ACH-000127,0.024238352340549763
ACH-000128,0.017344509790024328
ACH-000132,-0.020297944803592656
ACH-000133,0.0277546780209082
ACH-000137,0.003159404099841811
ACH-000138,0.14519967818827542
ACH-000142,0.0946586892557669
ACH-000143,-0.16190466338173634
ACH-000146,0.027125539945207517
ACH-000148,-0.03225861876777802
ACH-000150,0.07989258134252368
ACH-000152,0.02882094579894485
ACH-000153,0.1390676475041551
ACH-000159,-0.04552681069924744
ACH-000160,-0.03245990021647352
ACH-000163,0.09744196717043276
ACH-000167,-0.1097346238082012
ACH-000168,0.19112676862059594
ACH-000169,-0.09066224875186313
ACH-000178,-0.02244961354859813
ACH-000183,-0.014583640592029172
ACH-000188,0.04941779106755655
ACH-000189,0.07573634808569603
ACH-000190,-0.05481064105377288
ACH-000198,-0.03070052896088746
ACH-000203,0.006060634564644354
ACH-000204,0.06277214917018517
ACH-000206,-0.036757832246341104
ACH-000207,-0.04279997028262613
ACH-000208,0.1981884446407813
ACH-000210,0.017669754460694582
ACH-000211,-0.0075960374965001205
ACH-000215,-0.01746632946757399
