,GSE1 (23199)
ACH-000004,-0.8168879727798384
ACH-000005,-0.39233584425696416
ACH-000007,-0.22842906592346665
ACH-000009,0.07678943512678668
ACH-000011,0.11790811133085173
ACH-000012,-0.11233866740434653
ACH-000013,0.09239798900010096
ACH-000014,0.06196063545022379
ACH-000015,0.045414874494920286
ACH-000017,-0.20681062607930967
ACH-000018,0.06961679912068668
ACH-000019,-0.15411113593175008
ACH-000021,-0.1693084211586972
ACH-000022,0.08353026887325883
ACH-000025,-0.22011642959010905
ACH-000028,-0.38599984410136096
ACH-000030,-0.05175045056175162
ACH-000035,-0.13382311666743793
ACH-000036,-0.26838067701137025
ACH-000037,-0.17484320823078242
ACH-000039,0.031468622513416554
ACH-000040,0.07383276165215649
ACH-000041,-0.07453172892633059
ACH-000042,-0.0923672758953567
ACH-000045,0.25349424202366777
ACH-000047,-0.08230488765103451
ACH-000052,-0.1232623704005236
ACH-000053,-0.02403982703573966
ACH-000054,0.02452039200954989
ACH-000055,0.11086623957652272
ACH-000060,0.10598885338258188
ACH-000067,0.11380439432748893
ACH-000070,-0.19338747244390467
ACH-000075,0.035420984737356616
ACH-000078,-0.089771739472191
ACH-000082,-0.040559322599385744
ACH-000085,-0.059627677751860585
ACH-000086,0.10179581574501832
ACH-000087,0.2420294291889497
ACH-000092,0.04835353595982974
ACH-000095,-0.06627712302918598
ACH-000097,-0.23456514843286425
ACH-000098,-0.08758691200944467
ACH-000099,-0.4378604034201606
ACH-000108,-0.04322039421240658
ACH-000113,-0.3073346723433833
ACH-000116,-0.026637759558458537
ACH-000118,-0.049536350472558735
ACH-000120,-0.13865873215837274
ACH-000123,-0.07803315110570395
ACH-000127,0.0025861746640285853
ACH-000128,-0.0749556584246492
ACH-000132,-0.0146680827544236
ACH-000133,-0.14969611952735715
ACH-000137,-0.04102565367045945
ACH-000138,0.04129191252764405
ACH-000142,-0.15126705164862322
ACH-000143,0.12155417013952495
ACH-000146,-0.07533971153736814
ACH-000148,-0.007002962520434344
ACH-000150,-0.08431274353669264
ACH-000152,-0.08380254820695329
ACH-000153,-0.140203690154195
ACH-000159,0.0968832071515846
ACH-000160,-0.05621615860180031
ACH-000163,-0.16538912168766814
ACH-000167,0.3847125842876837
ACH-000168,-0.3215715958226781
ACH-000169,-0.08437255072196151
ACH-000178,0.10427482413907313
ACH-000183,0.015367505914476528
ACH-000188,-0.08488590754322682
ACH-000189,-0.07021473211061999
ACH-000190,-0.17203723682418698
ACH-000198,-0.2378483401363657
ACH-000203,0.031057513057752863
ACH-000204,-0.025371337578954854
ACH-000206,0.04131300686757198
ACH-000207,0.0602772142775238
ACH-000208,-0.03578811922834986
ACH-000210,0.1442364629890247
ACH-000211,-0.09310328482255614
ACH-000215,0.032540389213589184
ACH-000221,-0.15396995438852115
ACH-000222,0.0483573086833896
ACH-000223,0.005795746567883049
ACH-000226,0.07886894616304964
ACH-000227,-0.14470464862240442
ACH-000228,-0.007646815303967213
ACH-000231,-0.03400341652466149
ACH-000232,0.02097594521781884
ACH-000233,0.2119922730431668
ACH-000234,-0.034437944836391954
ACH-000235,0.03106123177797254
ACH-000237,-0.03454469681288492
ACH-000238,-0.16624461749284228
ACH-000242,0.09930692357556893
ACH-000243,0.025215350192820875
ACH-000244,0.04841044323688239
ACH-000246,-0.0516300586831688
ACH-000248,-0.053200388976989116
ACH-000250,-0.07103999248465162
ACH-000251,0.0032243948776421844
ACH-000252,0.023944950974931763
ACH-000253,0.031029800216286787
ACH-000255,0.07452054330779972
ACH-000256,-0.01279057376291491
ACH-000257,-0.6002636598898411
ACH-000258,0.1747118762898229
ACH-000259,-0.2555824108856972
ACH-000260,0.004615840410982962
ACH-000261,-0.028399241752792008
ACH-000262,-7.41508445804539e-05
ACH-000263,-0.021220762635348157
ACH-000264,-0.03633679458631262
ACH-000265,0.07028163417718429
ACH-000266,-0.12086041602607933
ACH-000272,-0.020618357478028915
ACH-000274,0.003749126097258517
ACH-000277,0.08387661491526496
ACH-000278,0.1509514660412153
ACH-000279,-0.03969935465437727
ACH-000280,0.017551322847685256
ACH-000281,0.277879403073778
ACH-000288,0.02202739095789852
ACH-000291,0.036297596624075466
ACH-000293,0.18851312145495655
ACH-000294,-0.08022477568607399
ACH-000295,0.17065204722008176
ACH-000296,-0.07899973741528171
ACH-000302,0.10784652629655507
ACH-000304,-0.22127847533839573
ACH-000307,-0.038649417150210814
ACH-000308,0.0003638862810623985
ACH-000310,-0.03437847640024462
ACH-000311,-0.04098543010370128
ACH-000312,-0.3500909883986122
ACH-000315,-0.044397561071961786
ACH-000316,-0.03392415446725253
ACH-000317,0.022756543648562503
ACH-000318,0.07859982981012628
ACH-000319,0.022269571605369416
ACH-000320,-0.16719010497030146
ACH-000322,0.08039080756499996
ACH-000323,0.06067014190051679
ACH-000324,0.02428354659554894
ACH-000329,-0.052048777680212086
ACH-000330,-0.2186243305587753
ACH-000331,0.2725189275502455
ACH-000332,0.012829571677085936
ACH-000334,0.0794078157728747
ACH-000335,-0.3005295703066574
ACH-000336,-0.4554836411124826
ACH-000337,0.008444426203314809
ACH-000338,-0.918944955078886
ACH-000339,-0.06033710730197335
ACH-000341,0.12852317620398335
ACH-000348,-0.01639363833403764
ACH-000350,-0.13539802587391098
ACH-000352,-0.3808171285655835
ACH-000356,-0.007853224732167994
ACH-000361,-0.1471517425107812
ACH-000362,-0.1966601770052897
ACH-000363,0.0007811618948972832
ACH-000364,0.10207681571668056
ACH-000365,-0.03808716608606884
ACH-000366,-0.12163346448557075
ACH-000368,-0.023613651887036687
ACH-000374,0.025783220670322484
ACH-000375,-0.2630852610052871
ACH-000376,-0.08634735428804989
ACH-000381,0.012096489955259495
ACH-000383,-0.09676734529114707
ACH-000387,-0.7243391672953381
ACH-000389,0.035322832267699465
ACH-000390,-0.03014437490471365
ACH-000393,-0.07217556744643606
ACH-000395,-0.14708541848191325
ACH-000396,-0.3450493038330349
ACH-000397,-0.04998009102394648
ACH-000401,-0.0012216513568430426
ACH-000402,-0.12111786649993575
ACH-000403,0.06097492875247485
ACH-000404,-0.2115887015198908
ACH-000406,-0.18838455449135666
ACH-000407,-0.06707323623153202
ACH-000408,-0.2451099276518533
ACH-000410,-0.0821068841882271
ACH-000411,0.03825794687615396
ACH-000414,-0.011406580415108563
ACH-000415,-0.01402867754609874
ACH-000416,-0.10980206880998987
ACH-000420,-0.03126786693677914
ACH-000421,-0.014367335402735859
ACH-000424,0.10123601412726277
ACH-000425,0.060950470834091774
ACH-000426,-0.09180784856835272
ACH-000427,0.11960298404103095
ACH-000433,-0.11181463829534716
ACH-000435,0.18536089536687628
ACH-000436,-0.11112567895142154
ACH-000444,0.06638493890040237
ACH-000445,-0.08785557749558777
ACH-000448,-0.10194728376574998
ACH-000450,-0.07489929134419522
ACH-000452,-0.06677355318512798
ACH-000454,0.09380041518314404
ACH-000458,-0.010526388082855245
ACH-000459,-0.07663030118309891
ACH-000460,0.11355732718151625
ACH-000461,-0.07912304291863075
ACH-000463,-0.0556639333287477
ACH-000464,-0.06273651988284834
ACH-000466,-0.08677933348987972
ACH-000467,-0.06354937179212583
ACH-000468,-0.234578861502258
ACH-000469,-0.02971804826570125
ACH-000470,-0.1853638714992001
ACH-000471,0.11415819950394868
ACH-000472,-0.047729915896751886
ACH-000473,-0.13869677171938824
ACH-000475,-0.0630938640972938
ACH-000476,-0.1030873083204536
ACH-000477,-0.05876696802722794
ACH-000479,-0.136588428521961
ACH-000480,0.21280127463218784
ACH-000481,0.13791682640312358
ACH-000483,0.06376022445756914
ACH-000484,-0.1165489654031725
ACH-000485,0.0036553549357656533
ACH-000486,-0.09197182674421273
ACH-000487,-0.4613802273539537
ACH-000488,-0.01442506574162408
ACH-000490,0.3703445428095619
ACH-000491,-0.3379239941860909
ACH-000495,-0.3160591994048733
ACH-000496,-0.08542688525437164
ACH-000499,0.07574886392729567
ACH-000500,-0.2333698833112142
ACH-000502,-0.18699017235040066
ACH-000503,-0.0936232197188459
ACH-000505,0.007540900972766566
