,TCTEX1D1 (200132)
ACH-000004,-0.09686746970817983
ACH-000005,0.002656193050916773
ACH-000007,-0.1698388867376197
ACH-000009,-0.06216365293779583
ACH-000011,0.025596619095827014
ACH-000012,-0.2149081215356685
ACH-000013,-0.10562895378385773
ACH-000014,-0.11521608115567285
ACH-000015,-0.15150052294330008
ACH-000017,-0.04953112198838358
ACH-000018,-0.2524244922171913
ACH-000019,-0.07811583675156565
ACH-000021,-0.2344212090505496
ACH-000022,-0.029047089268217363
ACH-000025,0.0032627026462781453
ACH-000028,-0.21742452386602906
ACH-000030,-0.036758914066252285
ACH-000035,-0.16100442219379238
ACH-000036,-0.1837109840786952
ACH-000037,-0.09680793985616956
ACH-000039,0.1415249132250722
ACH-000040,-0.20868268959221697
ACH-000041,-0.05476463221072888
ACH-000042,0.019566403438472237
ACH-000045,-0.042794787830571585
ACH-000047,-0.1856011184216242
ACH-000052,-0.1979507780048947
ACH-000053,-0.14577671230795244
ACH-000054,-0.14546476430544789
ACH-000055,-0.04708578082956611
ACH-000060,0.009637800341916069
ACH-000067,-0.22485648460958835
ACH-000070,-0.21234879084346808
ACH-000075,-0.2352947605305069
ACH-000078,-0.099943128670808
ACH-000082,-0.07667709301965024
ACH-000085,-0.2309613455488195
ACH-000086,-0.07071349001712854
ACH-000087,-0.1428016760358733
ACH-000092,-0.32518459877405154
ACH-000095,-0.031515484409045745
ACH-000097,-0.100893833185293
ACH-000098,0.0008342846994627238
ACH-000099,-0.15567978236097255
ACH-000108,-0.1431439232159574
ACH-000113,-0.13149132308869682
ACH-000116,-0.2077542425810708
ACH-000118,-0.08552242519879415
ACH-000120,-0.07223494521206045
ACH-000123,0.0068198413207088285
ACH-000127,0.005790026781462351
ACH-000128,-0.06103953263751422
ACH-000132,-0.09005597399928815
ACH-000133,-0.22669379596566466
ACH-000137,-0.3132594023025585
ACH-000138,-0.0186761587671946
ACH-000142,-0.06578926185835518
ACH-000143,-0.0036491642229385056
ACH-000146,-0.0345314595586376
ACH-000148,-0.2213489511019141
ACH-000150,-0.2178214757687923
ACH-000152,-0.25556045682378664
ACH-000153,0.13352362878024635
ACH-000159,-0.05061138657722275
ACH-000160,-0.011533966394462424
ACH-000163,-0.2054285344031389
ACH-000167,-0.09600821166377536
ACH-000168,0.03383629251558466
ACH-000169,-0.06417044917184463
ACH-000178,-0.06869025504193635
ACH-000183,0.030724834538782393
ACH-000188,-0.0449061354879318
ACH-000189,-0.1406302864290336
ACH-000190,-0.17140794601673556
ACH-000198,-0.08700046660763437
ACH-000203,-0.2365774274351911
ACH-000204,0.03131058409531688
ACH-000206,-0.19621045128444548
ACH-000207,-0.008998805148567714
ACH-000208,-0.3941932002104028
ACH-000210,-0.19290659555523398
ACH-000211,-0.02056279835203117
ACH-000215,-0.2042038720793401
ACH-000221,0.06645485619380903
ACH-000222,-0.14733215179389958
ACH-000223,-0.04261205248006385
ACH-000226,-0.11958145078629273
ACH-000227,-0.14332870819308302
ACH-000228,-0.09343215050564012
ACH-000231,-0.06555918732678605
ACH-000232,-0.02386907761209962
ACH-000233,-0.13522382521384874
ACH-000234,0.0960795493116541
ACH-000235,-0.004054946760646903
ACH-000237,-0.13894297638848865
ACH-000238,-0.2716724356932673
ACH-000242,-0.003486474137935245
ACH-000243,-0.074527943198886
ACH-000244,0.16217339783278698
ACH-000246,-0.2004495962858135
ACH-000248,-0.28312839254078803
ACH-000250,-0.06469073189906292
ACH-000251,0.03560704796394562
ACH-000252,-0.1579178587969645
ACH-000253,-0.06423660397828035
ACH-000255,-0.09535926688427933
ACH-000256,-0.18184797208100698
ACH-000257,-0.2116460575364413
ACH-000258,0.10439290728081232
ACH-000259,-0.1046625860052311
