,DIO2 (1734)
ACH-000004,0.18912622443981472
ACH-000005,0.1497083615920694
ACH-000007,0.040122551909541546
ACH-000009,-0.08904819516320765
ACH-000011,0.1391396799603207
ACH-000012,-0.03908619724176285
ACH-000013,0.04775330170115928
ACH-000014,-0.012081980334048802
ACH-000015,-0.062130582348575325
ACH-000017,-0.13297036376819055
ACH-000018,-0.10368109785351184
ACH-000019,-0.07537102277085539
ACH-000021,0.23685085624879645
ACH-000022,0.014015723370506564
ACH-000025,-0.12815240564100852
ACH-000028,0.0023751377884351924
ACH-000030,-0.07695908194667588
ACH-000035,0.08906442008324644
ACH-000036,-0.0908601002922062
ACH-000037,0.07102642425970959
ACH-000039,0.12790089516390554
ACH-000040,-0.09062727301315043
ACH-000041,0.11201118485910327
ACH-000042,-0.02367711854937317
ACH-000045,0.11577982107787815
ACH-000047,-0.08651930254839195
ACH-000052,-0.04864225718710912
ACH-000053,-0.0314993048047997
ACH-000054,-0.15861205932003342
ACH-000055,0.040002859788860215
ACH-000060,-0.14024077242451033
ACH-000067,-0.1080454386604067
ACH-000070,-0.2009330964216016
ACH-000075,-0.04880056285686568
ACH-000078,-0.03088282572701285
ACH-000082,-0.015795315018615932
ACH-000085,-0.008613804526025573
ACH-000086,-0.0982498636475655
ACH-000087,0.06574272231084917
ACH-000092,-0.00033561046463778487
ACH-000095,0.08397002764404554
ACH-000097,-0.16169870580389772
ACH-000098,0.08134134775736837
ACH-000099,-0.0891401444216026
ACH-000108,-0.08779651784987695
ACH-000113,0.033564588368911234
ACH-000116,0.1518915325175656
ACH-000118,-0.16285375215428546
ACH-000120,-0.025613778440060127
ACH-000123,-0.14184605592920482
ACH-000127,-0.032104031563894485
ACH-000128,-0.09116952820613196
ACH-000132,-0.1134861375263064
ACH-000133,0.02043416938795324
ACH-000137,0.08290451390569026
ACH-000138,0.10517302141487556
ACH-000142,0.19226959915332684
ACH-000143,-0.11088867482303924
ACH-000146,0.041749093622768116
ACH-000148,-0.06603030755617248
ACH-000150,-0.09480035379641394
ACH-000152,-0.004750590738214293
ACH-000153,0.03031416097637935
ACH-000159,-0.014176618412499129
ACH-000160,-0.11631168601392608
ACH-000163,-0.002554611174811009
ACH-000167,-0.08984877621500502
ACH-000168,0.26367659743895666
ACH-000169,0.14605762418932544
ACH-000178,-0.11129824042563227
ACH-000183,0.009807899822170823
ACH-000188,0.01782966447273142
ACH-000189,0.013494811342364221
ACH-000190,0.13315455560968645
ACH-000198,-0.033772678213470825
ACH-000203,-0.047576702973688066
ACH-000204,-0.1931230460663229
ACH-000206,-0.11232673801239404
ACH-000207,-0.03200140202712295
ACH-000208,-0.18972509624272527
ACH-000210,0.01853922637142305
ACH-000211,-0.09317319454731836
ACH-000215,0.034446883156659794
ACH-000221,0.020574314431272125
ACH-000222,-0.03363917135046119
ACH-000223,-0.0505389007904576
ACH-000226,0.047513791316373684
ACH-000227,-0.0905045612776284
ACH-000228,-0.13803547545560582
ACH-000231,0.15456474448590465
ACH-000232,-0.11641273726390025
ACH-000233,-0.14920291762255644
ACH-000234,0.1549660245377291
ACH-000235,0.03061753119858042
ACH-000237,-0.08562316582585383
ACH-000238,-0.2604125960593076
ACH-000242,0.04144029380051232
ACH-000243,-0.029028132908601487
ACH-000244,-0.019492293419080188
ACH-000246,-0.062188432603870726
ACH-000248,-0.0013835206236954675
ACH-000250,0.009276444142128849
ACH-000251,0.01907807897837544
ACH-000252,-0.16124304032535042
ACH-000253,0.021350905762831388
ACH-000255,-0.060939200612942626
ACH-000256,-0.13286900077244115
ACH-000257,-0.2452821554937085
ACH-000258,-0.02475461380690164
ACH-000259,-0.011033184241282532
ACH-000260,0.001302713743610808
ACH-000261,-0.04010093881930196
ACH-000262,-0.17359587976832067
ACH-000263,0.2694631709739668
ACH-000264,-0.0965083644423234
ACH-000265,-0.007709154600476323
