,IFNK (56832)
ACH-000004,-0.006332819410752043
ACH-000005,0.4590003195775122
ACH-000007,0.009114289060714641
ACH-000009,0.1138579785349481
ACH-000011,0.12005050987725505
ACH-000012,0.17440729304449076
ACH-000013,0.15483071379556232
ACH-000014,0.05672774166110463
ACH-000015,0.025383551948176583
ACH-000017,0.2295291261797248
ACH-000018,0.22059040431623556
ACH-000019,-0.0681963858541681
ACH-000021,0.1465667833687776
ACH-000022,0.09817755349748168
ACH-000025,0.10841435987566213
ACH-000028,0.23956276510201202
ACH-000030,0.10045626480131344
ACH-000035,0.10107524635495256
ACH-000036,0.15605791629373764
ACH-000037,0.12283609169252085
ACH-000039,0.22717226870236146
ACH-000040,0.15917252554577868
ACH-000041,-0.0679251796418854
ACH-000042,0.12671900586881749
ACH-000045,0.20432121411882545
ACH-000047,0.0995309196975663
ACH-000052,0.08139758395513401
ACH-000053,0.08111646132629584
ACH-000054,0.0967984183173276
ACH-000055,0.27049747001849583
ACH-000060,0.26087106368070656
ACH-000067,0.16054868071511988
ACH-000070,0.048470973812406656
ACH-000075,0.2723790705898792
ACH-000078,-0.06282479091487496
ACH-000082,0.03202759612206939
ACH-000085,0.2147747117479136
ACH-000086,0.18470541686573835
ACH-000087,0.2433557613185036
ACH-000092,0.11529322872695452
ACH-000095,0.06528216972617057
ACH-000097,0.15835063981436526
ACH-000098,0.11712643097264908
ACH-000099,0.1312282485758086
ACH-000108,0.23666110250041186
ACH-000113,0.17452835933461114
ACH-000116,0.2904606173366812
ACH-000118,0.11572721609932933
ACH-000120,0.2567040785653161
ACH-000123,0.167374479545795
ACH-000127,0.07703574914109136
ACH-000128,0.10285184146155996
ACH-000132,0.11512584089638292
ACH-000133,0.1741300388740866
ACH-000137,0.10589930626682406
ACH-000138,0.08295694779621993
ACH-000142,0.3046240134974101
ACH-000143,0.09728290094311434
ACH-000146,0.12654730850810958
ACH-000148,0.17642067826067603
ACH-000150,0.15393937298243246
ACH-000152,0.13594373410366642
ACH-000153,0.24301224198351526
ACH-000159,0.15912870343488086
ACH-000160,0.11293389434790801
ACH-000163,0.12690110482885594
ACH-000167,0.1656261867173202
