,ZZZ3 (26009)
ACH-000416,-0.3003308571223564
ACH-000420,-0.3011644094023416
ACH-000421,-0.2998392820525741
ACH-000424,-0.4734112273221476
ACH-000425,-0.3488448286222842
ACH-000426,-0.17235844797198638
ACH-000427,-0.3376088623873938
ACH-000433,-0.11177971509443783
ACH-000435,-0.5103661942208594
ACH-000436,-0.4074059790720928
ACH-000444,-0.32259290492811243
ACH-000445,-0.2347575812454681
ACH-000448,-0.20093950092667265
ACH-000450,-0.28328244671435043
ACH-000452,-0.2435663633745596
ACH-000454,-0.2647776832239437
ACH-000458,-0.3763141785569261
ACH-000459,-0.13818109283685218
ACH-000460,-0.5271991849013652
ACH-000461,-0.2451441346711151
ACH-000463,-0.2414628021650941
ACH-000464,-0.2789201014497893
ACH-000466,-0.3881594193652387
ACH-000467,-0.15565038569278478
ACH-000468,-0.2432592500883151
ACH-000469,-0.39969956477927404
ACH-000470,-0.26927683657632434
ACH-000471,-0.19213202217528755
ACH-000472,-0.15350304621963526
ACH-000473,-0.3727143165077312
ACH-000475,-0.3109249706153063
ACH-000476,-0.1341191537426635
ACH-000477,-0.31555099904587675
ACH-000479,-0.1592010305107738
ACH-000480,-0.2605736567272484
ACH-000481,-0.2355742204542239
ACH-000483,-0.3507951890463438
ACH-000484,-0.1545136341323526
ACH-000485,-0.3430395261691159
ACH-000486,-0.3296910415664795
ACH-000487,-0.3223831515723976
ACH-000488,-0.27748305507514937
ACH-000490,-0.3382711240601451
ACH-000491,-0.2587415302641629
ACH-000495,-0.2675565829679226
ACH-000496,-0.18023658934101106
ACH-000499,-0.06767022366241254
ACH-000500,-0.26104780505093217
ACH-000502,-0.37263150584295984
ACH-000503,-0.06695466212279673
ACH-000505,-0.2412372591294823
ACH-000507,0.0012565054983660114
ACH-000510,-0.2567521916588624
ACH-000511,-0.2723046238898573
ACH-000512,-0.006990234474473464
ACH-000516,-0.41704883751067057
ACH-000517,-0.2361028705505082
ACH-000518,-0.3203263329961949
ACH-000520,-0.25432557230627795
ACH-000521,-0.4302583970059968
ACH-000522,-0.4785317314168714
ACH-000524,-0.2532005488963642
ACH-000527,-0.26040859246928444
ACH-000528,-0.2518079841255572
ACH-000537,-0.5844849816056353
ACH-000541,-0.3698225052599519
ACH-000542,-0.5062626078690702
ACH-000544,-0.5304058367734397
ACH-000545,-0.3548226755472074
ACH-000547,-0.2813988308256989
ACH-000548,-0.14328831134573575
ACH-000549,-0.586492706342776
ACH-000550,-0.2351127083842984
ACH-000552,-0.3059317956749379
ACH-000556,-0.2943910896953234
ACH-000557,-0.290846411341158
ACH-000569,-0.2827406277586362
ACH-000570,-0.17053169301649734
ACH-000571,-0.19954286897019533
ACH-000573,-0.1801707579693407
ACH-000576,-0.30466435893783866
ACH-000579,-0.20194923698484107
ACH-000580,-0.32337128863243264
ACH-000584,-0.27168469014631685
ACH-000585,-0.2856315671849169
ACH-000588,-0.15554064894260552
ACH-000589,-0.2491485531841185
ACH-000591,-0.3766735983631848
ACH-000593,-0.22411968001368973
ACH-000600,-0.27408906872802336
ACH-000601,-0.06811861165800083
ACH-000605,-0.3853253100103264
ACH-000606,-0.3069695895163062
ACH-000608,-0.21693896996093048
ACH-000614,-0.4632810086712522
ACH-000616,-0.17116505276307034
ACH-000618,-0.1719940402321265
ACH-000619,-0.3301678491399787
ACH-000620,-0.2879809950165558
ACH-000621,-0.18357150701458844
ACH-000622,-0.2624803848465519
ACH-000623,-0.13651065482915714
ACH-000624,-0.4215311461760486
ACH-000627,-0.4165442151570127
ACH-000630,-0.30529958361588905
ACH-000631,-0.0895465933252763
ACH-000632,-0.27232705798992995
ACH-000633,-0.2006815698311584
ACH-000637,-0.33468530897493826
ACH-000638,-0.3457042422220237
ACH-000646,-0.745095253034751
ACH-000647,-0.21708027284651155
ACH-000648,-0.2893429393518712
ACH-000649,-0.19877877821142054
ACH-000651,-0.2597378313458412
ACH-000652,-0.4419870764707199
ACH-000653,-0.3166301054916755
ACH-000657,-0.36703672455858777
ACH-000658,-0.3825475561143013
ACH-000661,-0.4588224047435222
ACH-000662,0.0067790986170351356
ACH-000663,-0.2527848538937664
ACH-000665,-0.4589297766078717
ACH-000671,-0.4437239890203013
ACH-000672,-0.6063494649922591
ACH-000673,-0.19703192833556468
ACH-000676,-0.2758544536216045
ACH-000677,-0.2513426461690472
ACH-000681,-0.3895236355040895
ACH-000683,-0.2787689012159276
ACH-000684,-0.1923052277713901
ACH-000688,-0.6089347096161276
ACH-000693,-0.14358070684689034
ACH-000694,-0.2817249885614077
ACH-000695,-0.3603220922030468
ACH-000696,-0.4190884629611043
ACH-000697,-0.2846966921759397
ACH-000699,-0.1991144441126584
ACH-000701,-0.3427691268106575
ACH-000706,-0.5152784392531259
ACH-000711,-0.4975311797107879
ACH-000713,-0.4398759084488528
ACH-000714,-0.45948118439100305
ACH-000718,-0.33350279199509336
ACH-000720,-0.34638248223607465
ACH-000721,-0.3334923051390157
ACH-000724,-0.6014660355422895
ACH-000725,-0.2793586065836828
ACH-000732,-0.6405774469524915
ACH-000734,-0.3736442888899713
ACH-000735,-0.31214084371984185
ACH-000736,-0.5062899005161032
ACH-000738,-0.2013865444486896
ACH-000746,-0.0352821425989593
ACH-000747,-0.308369969438693
ACH-000748,-0.3546079670595512
ACH-000753,-0.5214377971114331
ACH-000756,-0.5421498025743098
ACH-000757,-0.3277890501526504
ACH-000758,-0.44664616472533947
ACH-000760,-0.3540105541430022
ACH-000762,-0.4282911072915549
ACH-000763,-0.4520815118493695
ACH-000764,-0.4442594630809287
ACH-000765,-0.557858647232468
ACH-000766,-0.24333366394823325
ACH-000767,-0.33548662356035724
ACH-000768,-0.2999532680299618
ACH-000769,-0.5050195490690224
ACH-000770,-0.35426048729929044
ACH-000771,-0.4139143962883832
ACH-000773,-0.006706058857853523
ACH-000776,-0.011983128037554728
ACH-000777,-0.1793595982451343
ACH-000778,-0.3390455814444943
ACH-000781,-0.2255664527557917
ACH-000782,-0.4185182024533611
ACH-000783,-0.35329899176371665
ACH-000784,-0.20327081471860026
ACH-000785,-0.3108518641940796
ACH-000787,-0.32506749845082594
ACH-000788,-0.4378320872965565
ACH-000791,-0.3389361171605318
ACH-000792,-0.0929750973277356
ACH-000794,-0.3012535903043593
ACH-000796,-0.3503666651800693
ACH-000798,-0.2619287468628821
ACH-000799,-0.43476847330546653
ACH-000800,-0.4429641662080032
ACH-000802,-0.34676875207279106
ACH-000804,-0.17713254577383478
ACH-000805,-0.5543497752630685
ACH-000809,-0.22334139876016185
ACH-000810,-0.3909673808691348
ACH-000811,-0.1779523324302623
ACH-000817,-0.3268523803548917
ACH-000819,-0.2541385721321288
ACH-000820,-0.3215193601100578
ACH-000821,-0.2262351693546641
ACH-000822,-0.1440459845504995
ACH-000823,-0.4032649464606256
ACH-000824,-0.044200787572502884
ACH-000827,-0.4636513835707184
ACH-000829,-0.2893716788309971
ACH-000831,-0.3823812642871921
ACH-000832,-0.38913188296523293
ACH-000833,-0.03811509621165747
ACH-000834,-0.4159877536049856
ACH-000835,-0.3798434871588041
ACH-000836,-0.0252234061005472
ACH-000837,-0.39318475971485417
ACH-000838,-0.18864906091610356
ACH-000839,-0.3812114330266476
ACH-000840,-0.18659876929954095
ACH-000841,-0.445981308521208
ACH-000843,-0.2815406840820622
ACH-000846,-0.3764511819387701
ACH-000847,-0.31147352588647903
ACH-000848,-0.14898714220651374
ACH-000849,-0.3419268432644985
ACH-000851,-0.2727412599525607
ACH-000855,-0.30563724035755274
ACH-000856,-0.3391586264033085
ACH-000858,-0.5813597488752508
ACH-000859,-0.3520188088842597
ACH-000861,-0.2568909855796377
ACH-000862,-0.43700395565155226
ACH-000865,-0.19500716753757336
ACH-000866,-0.3654878651013047
ACH-000867,-0.15787519385447032
ACH-000869,-0.1747410342531802
ACH-000872,-0.2379928395155224
ACH-000873,-0.6647535861965745
ACH-000876,-0.4788739482560882
ACH-000878,-0.16690416258477989
ACH-000880,-0.21111509124431407
ACH-000881,-0.2718880428460713
ACH-000882,-0.340607229181913
ACH-000884,-0.36503997128875787
ACH-000885,-0.20544110256028286
ACH-000887,-0.33902178126224386
ACH-000889,-0.08430021752817117
ACH-000896,-0.3092718931152467
ACH-000898,-0.35235373419928473
ACH-000900,-0.2089483221740185
ACH-000901,-0.21320117802929767
ACH-000905,-0.4795598381005976
ACH-000906,-0.29060014208790264
ACH-000907,-0.4048769776183983
ACH-000910,-0.2580213805076054
ACH-000911,-0.4256923799157293
ACH-000912,-0.3135405489306315
ACH-000913,-0.4246090589346927
ACH-000915,-0.2306142506885642
ACH-000916,-0.25741259927927945
ACH-000917,-0.32480838914729543
ACH-000920,-0.2505161228680429
ACH-000921,-0.2716290313773229
ACH-000924,-0.13499205568892972
ACH-000926,-0.3071061779460679
ACH-000928,-0.4968074738935268
ACH-000929,-0.551089135847821
ACH-000932,-0.4039691151986541
ACH-000935,-0.2342017818084159
ACH-000936,-0.2863106634132448
ACH-000937,-0.04700828791683894
ACH-000938,-0.2504125219661477
ACH-000939,-0.03813617946910112
ACH-000941,-0.12677661824975153
ACH-000943,-0.2596582276737192
ACH-000946,-0.06888895221934731
ACH-000947,-0.16998935885218816
ACH-000948,-0.382301104238644
ACH-000950,-0.20829490526180214
ACH-000953,-0.11320117030682135
ACH-000954,-0.3544971558034348
ACH-000957,-0.2349562414069009
ACH-000958,-0.3140987476873005
ACH-000960,-0.24587451529936702
ACH-000963,-0.25502496310265604
ACH-000968,-0.15253709423658265
ACH-000969,-0.21472735034331566
ACH-000972,-0.2454515976690777
ACH-000973,-0.25037046431865073
ACH-000974,-0.4825480740009567
ACH-000978,-0.13991101918177648
ACH-000984,-0.4348169614819984
ACH-000986,-0.13922920075071854
ACH-000988,-0.3570982964077412
ACH-000993,-0.1472090565456916
ACH-000994,-0.10975131009402617
ACH-000996,-0.23273941540116344
ACH-001001,-0.14546162884030606
ACH-001020,-0.055782854527577586
ACH-001028,-0.3712667232691924
ACH-001031,-0.3174225589473979
ACH-001038,-0.20579290823778615
ACH-001048,-0.2889217500465289
ACH-001050,-0.3735414858568449
ACH-001053,-0.3349475266713502
ACH-001054,-0.3336506895491882
ACH-001061,-0.18138299487195844
ACH-001067,-0.5295038417615878
ACH-001075,-0.4719119012514928
ACH-001096,-0.23184557083582225
ACH-001111,0.018458104168531626
ACH-001119,-0.2764180810273115
ACH-001128,0.2351515925206944
ACH-001134,-0.2475071080895012
ACH-001151,-0.3529552259947145
ACH-001163,-0.149693170035671
ACH-001164,-0.36857926109941097
ACH-001183,-0.31140845086892216
ACH-001192,-0.3672024981570066
ACH-001193,-0.3340332502196889
ACH-001196,-0.4345919153852131
ACH-001197,-0.2052069773930594
ACH-001205,-0.5775306483022019
ACH-001211,-0.053190039949509264
ACH-001212,-0.4246009110084423
ACH-001228,-0.20850710840170664
ACH-001232,-0.6005190650804991
ACH-001239,-0.40939015738920015
ACH-001270,-0.7137398708350359
ACH-001274,-0.27802710971437844
ACH-001275,-0.38653399079711415
ACH-001277,-0.13602258455436594
ACH-001278,-0.23937315608537515
ACH-001280,-0.1636313469124239
ACH-001283,-0.24385482136943706
ACH-001289,-0.3008089925069335
ACH-001300,-0.3529467035658652
ACH-001301,-0.13372083897309833
ACH-001302,-0.1935077794837641
ACH-001306,-0.3251376293991543
ACH-001318,-0.3692955724555155
ACH-001322,-0.5307380075584519
ACH-001328,-0.2818983759094132
ACH-001332,-0.2872057996395865
ACH-001336,-0.22213994885078453
ACH-001346,-0.3961792033085725
ACH-001353,-0.3994771854566029
ACH-001354,-0.12134709544869698
ACH-001367,-0.2243563934697416
ACH-001368,-0.29312618688570763
ACH-001374,-0.3182547527198569
ACH-001377,-0.5136578423507376
ACH-001380,-0.3346964629384757
ACH-001391,-0.1180780639827736
ACH-001408,-0.2546901424983452
ACH-001430,-0.2822789389724143
ACH-001431,-0.4456522564655897
ACH-001450,-0.031684142336614436
ACH-001496,0.015168896259941316
ACH-001500,-0.18939492378950204
ACH-001523,-0.4041576776840614
ACH-001532,-0.4157928626886129
ACH-001550,-0.04989164805191708
ACH-001552,-0.4155165244841831
ACH-001554,-0.4566797830599614
ACH-001654,-0.3443277007102296
ACH-001735,-0.3972068522583749
ACH-001736,-0.399035983148978
ACH-001737,-0.13095692718841576
ACH-001740,-0.3611523401461611
ACH-001745,-0.3609122771810247
ACH-001765,-0.19938346912310284
