,SCGB1A1 (7356)
ACH-000004,-0.0719162416911429
ACH-000005,-0.2062055283736804
ACH-000007,0.1730391243671351
ACH-000009,-0.05463354371948955
ACH-000011,-0.16251118590747027
ACH-000012,-0.046258441200453235
ACH-000013,-0.1014333948783775
ACH-000014,0.002340939710171102
ACH-000015,-0.06652913488059703
ACH-000017,-0.1393690638796536
ACH-000018,0.04648176847678438
ACH-000019,-0.1394160090151882
ACH-000021,-0.21341735659768613
ACH-000022,-0.050810688960005526
ACH-000025,-0.08211692719648765
ACH-000028,-0.11923452805539955
ACH-000030,-0.16266655684006964
ACH-000035,-0.16698323726394632
ACH-000036,-0.18510697662694192
ACH-000037,-0.10441791247960576
ACH-000039,-0.047052562390101936
ACH-000040,-0.014672465470722524
ACH-000041,0.04802513188066927
ACH-000042,-0.17867212315627964
ACH-000045,-0.023610674708554127
ACH-000047,-0.08213593853559044
ACH-000052,-0.17571989708743102
ACH-000053,-0.13396425672803572
ACH-000054,-0.023405695809091725
ACH-000055,-0.03127895060847122
ACH-000060,-0.18962830782765336
ACH-000067,-0.13455580908742945
ACH-000070,-0.01056402003940905
ACH-000075,-0.0989134374126478
ACH-000078,-0.014094216902761716
ACH-000082,-0.11921252424476722
ACH-000085,0.13273379196522286
ACH-000086,-0.2478807389944882
ACH-000087,0.11460865050762414
ACH-000092,-0.14482574901047646
ACH-000095,-0.17822465491832892
ACH-000097,-0.11956998619789785
ACH-000098,-0.08184517198634375
ACH-000099,-0.051034038386607035
ACH-000108,-0.10607382170318606
ACH-000113,-0.14660838066792456
ACH-000116,-0.18572351315545468
ACH-000118,-0.13593180293844376
ACH-000120,0.016867388679308287
ACH-000123,-0.15740765021129666
ACH-000127,-0.09649112164959953
ACH-000128,0.01866348812608726
ACH-000132,-0.1269551185941669
ACH-000133,-0.2064597883778506
ACH-000137,-0.12593710651014192
ACH-000138,-0.16034081322192448
ACH-000142,-0.011596441390791731
ACH-000143,-0.03043282262555145
ACH-000146,-0.10916524197107304
ACH-000148,-0.13422163715982524
ACH-000150,0.013969046668604036
