,CLK2 (1196)
ACH-000004,-0.5216123360017394
ACH-000005,-0.5790888736181379
ACH-000007,-0.34113769693414703
ACH-000009,-0.5559459345951344
ACH-000011,-0.21133889455309146
ACH-000012,-0.3638796791170296
ACH-000013,-0.2855004320023032
ACH-000014,-0.4024401788428488
ACH-000015,-0.4573492633544591
ACH-000017,-0.4047354718577609
ACH-000018,-0.15289594949286806
ACH-000019,-0.1474084849126542
ACH-000021,-0.3452083540084949
ACH-000022,-0.3520854455187369
ACH-000025,-0.5218516107452607
ACH-000028,-0.31213293615816
ACH-000030,-0.3140870381659944
ACH-000035,-0.3443156345935535
ACH-000036,-0.281690491523749
ACH-000037,-0.2446751439974961
ACH-000039,-0.6730332992973177
ACH-000040,-0.3207054116769984
ACH-000041,-0.4824680875227572
ACH-000042,-0.31132404657587226
ACH-000045,-0.4916318292209919
ACH-000047,-0.4330678086817625
ACH-000052,-0.20693176565715965
ACH-000053,-0.3962019637878623
ACH-000054,-0.3986992219124612
ACH-000055,-0.4580842843583138
ACH-000060,-0.29975594932100835
ACH-000067,-0.3012167935295166
ACH-000070,-0.2022108613067936
ACH-000075,-0.3996843689245009
ACH-000078,-0.3724798639703193
ACH-000082,-0.41037452227154253
ACH-000085,-0.35406729097676176
ACH-000086,-0.43110812855393865
ACH-000087,-0.5944562406854089
ACH-000092,-0.4061874400779038
ACH-000095,-0.4268034357872356
ACH-000097,-0.5666588805376147
ACH-000098,-0.4548200451297572
ACH-000099,-0.4482963305560883
ACH-000108,-0.3253095444042294
ACH-000113,-0.6301013937866956
ACH-000116,-0.543776824832122
ACH-000118,-0.3712176549095807
ACH-000120,-0.2346880924056153
ACH-000123,-0.3477039208250149
ACH-000127,-0.4783413601624669
ACH-000128,-0.3356754350439609
ACH-000132,-0.11818869631603456
ACH-000133,-0.4971128570216454
ACH-000137,-0.23367602671145998
ACH-000138,-0.5882820936847054
ACH-000142,-0.4843240005996889
ACH-000143,-0.4902806474862429
ACH-000146,-0.38946283268176335
ACH-000148,-0.4662522097996675
ACH-000150,-0.3746715290832178
ACH-000152,-0.18682984505579628
ACH-000153,-0.5136372064066637
ACH-000159,-0.5192483709731712
ACH-000160,-0.38301166370734857
ACH-000163,-0.3734153205598159
ACH-000167,-0.5400908431817241
ACH-000168,-0.3260425663410829
ACH-000169,-0.42327669594703377
ACH-000178,-0.4600038413613575
ACH-000183,-0.4408927393514339
ACH-000188,-0.42625826588215737
ACH-000189,-0.4901005311183655
ACH-000190,0.028857234360924213
ACH-000198,-0.6539435598632175
ACH-000203,-0.3370826457578037
ACH-000204,-0.6429136989430847
ACH-000206,-0.202361084567166
ACH-000207,-0.44002221290233945
ACH-000208,-0.6102306720827156
ACH-000210,-0.6549929470630483
ACH-000211,-0.4552199357488055
ACH-000215,-0.3922213334623823
ACH-000221,-0.45027761822155016
ACH-000222,-0.2258824574001544
ACH-000223,-0.3810145253482812
ACH-000226,-0.5118121332375717
ACH-000227,-0.3822697543084897
ACH-000228,-0.4682270948619605
ACH-000231,-0.3855462501241059
ACH-000232,-0.5343349720386698
ACH-000233,-0.33369100237821736
ACH-000234,-0.4053498457857028
ACH-000235,-0.5183084341935117
ACH-000237,-0.26737424944992016
ACH-000238,-0.5250370173305738
ACH-000242,-0.41368958865878497
ACH-000243,-0.3179338851685537
ACH-000244,-0.1055514430365998
ACH-000246,-0.4259146338781881
ACH-000248,-0.33743417378875024
ACH-000250,-0.4731776893727036
ACH-000251,-0.5591409485471072
ACH-000252,-0.14493904230457816
ACH-000253,-0.37946725147009336
ACH-000255,-0.38589157253719264
ACH-000256,-0.4800910375750376
ACH-000257,-0.2081777005546251
ACH-000258,-0.5183073242023707
ACH-000259,-0.44805498849718456
ACH-000260,-0.4728810450325766
ACH-000261,-0.3785049237843514
ACH-000262,-0.2494378777496977
ACH-000263,-0.4881049295832605
ACH-000264,-0.4093579557666691
ACH-000265,-0.39152517390291214
ACH-000266,-0.3137388283379347
ACH-000272,-0.4277201092284142
ACH-000274,-0.2319638236296704
ACH-000277,-0.40892367136178204
ACH-000278,-0.3746769372925689
ACH-000279,-0.21638220208562628
ACH-000280,-0.5931048852796069
ACH-000281,-0.3914434276363614
ACH-000288,-0.4136878407820492
ACH-000291,-0.4318220134826978
ACH-000293,-0.4160043379858186
ACH-000294,-0.5023996550912169
ACH-000295,-0.5241097581558211
ACH-000296,-0.18439386292743612
ACH-000302,-0.4557047534193775
ACH-000304,-0.6864273965786313
ACH-000307,-0.489464366212229
ACH-000308,-0.5423355242252887
ACH-000310,-0.36279450483753417
ACH-000311,-0.4017348888505871
ACH-000312,-0.4484129935876892
ACH-000315,-0.4070638124254897
ACH-000316,-0.4631675596303973
ACH-000317,-0.21016108002462253
ACH-000318,-0.4856113645542636
ACH-000319,-0.4724560272907222
ACH-000320,-0.5466614641450644
ACH-000322,-0.2706772632973178
ACH-000323,-0.4171057196147429
ACH-000324,-0.3751239945254389
ACH-000329,-0.3848106708693672
ACH-000330,-0.7775279093273625
ACH-000331,-0.3104235556902924
ACH-000332,-0.4557200945103161
ACH-000334,-0.3392217930613298
ACH-000335,-0.31055966092150705
ACH-000336,-0.30699699604535696
ACH-000337,-0.539077831495777
ACH-000338,-0.6311948305156558
ACH-000339,-0.375523851929604
ACH-000341,-0.5188171180927001
ACH-000348,-0.29298293246225743
ACH-000350,-0.3841759474893137
ACH-000352,-0.3648929054957493
ACH-000356,-0.6598899566694411
ACH-000361,-0.4952827785141613
ACH-000362,-0.5291851661167792
ACH-000363,-0.3238571026458492
ACH-000364,-0.5118274897822714
ACH-000365,-0.4352369996148819
ACH-000366,-0.4251354211802472
ACH-000368,-0.2538036914532681
ACH-000374,-0.5199389951012949
ACH-000375,-0.3539669805196596
ACH-000376,-0.3628320362925264
ACH-000381,-0.3967045952093092
ACH-000383,-0.4797824493656742
ACH-000387,-0.3710859845260859
ACH-000389,-0.3933303131149655
ACH-000390,-0.5784721177884029
ACH-000393,-0.4081318906325507
ACH-000395,-0.5960217778348853
ACH-000396,-0.3363539238017257
ACH-000397,-0.4460679334529231
ACH-000401,-0.3388583444785312
ACH-000402,-0.5462837397561296
ACH-000403,-0.4411732566607968
ACH-000404,-0.4716378227390995
ACH-000406,-0.4663384322601428
ACH-000407,-0.5023088971166516
ACH-000408,-0.4998797207416911
ACH-000410,-0.4549707949065576
ACH-000411,-0.38864639647818106
ACH-000414,-0.3269137082732805
ACH-000415,-0.4869227066388448
ACH-000416,-0.5179668868364153
ACH-000420,-0.421901874767622
ACH-000421,-0.5508609104861439
ACH-000424,-0.20931443143704329
ACH-000425,-0.4077294175169671
ACH-000426,-0.28814437909345625
ACH-000427,-0.3618319861129485
ACH-000433,-0.5214760283196674
ACH-000435,-0.5932954734518444
ACH-000436,-0.5703133475848254
ACH-000444,-0.42569956341326703
ACH-000445,-0.11673109027262933
ACH-000448,-0.4643056452586931
ACH-000450,-0.30067433246466624
ACH-000452,-0.42178046556134413
ACH-000454,-0.4460989032962431
ACH-000458,-0.4616823856127078
ACH-000459,-0.2780159180598657
ACH-000460,-0.24364051763932945
ACH-000461,-0.30153954878253914
ACH-000463,-0.3610427170024935
ACH-000464,-0.4849313128993539
ACH-000466,-0.4012165009016212
ACH-000467,-0.3292637130466027
ACH-000468,-0.5432738379219427
ACH-000469,-0.43492936788638464
ACH-000470,-0.4315903917312948
ACH-000471,-0.4118637407022391
ACH-000472,-0.3589040463977243
ACH-000473,-0.3557571247831783
ACH-000475,-0.4719399840128865
ACH-000476,-0.542311837574326
ACH-000477,-0.3840495576936948
ACH-000479,-0.2982717369375375
ACH-000480,-0.5480915896903954
ACH-000481,-0.4518411247519937
ACH-000483,-0.17575670793617829
ACH-000484,-0.6557899918466664
ACH-000485,-0.4668899898771488
ACH-000486,-0.3584301249319337
ACH-000487,-0.4515156609052275
ACH-000488,-0.2614385685929858
ACH-000490,-0.3855582980049321
ACH-000491,-0.3572107383522613
ACH-000495,-0.34420089123566106
ACH-000496,-0.277821230755326
ACH-000499,-0.6307406094245379
ACH-000500,-0.4697376385382584
ACH-000502,-0.25512445453914
ACH-000503,-0.3621746829215781
ACH-000505,-0.5112724569694821
ACH-000507,-0.4111334595988936
ACH-000510,-0.5712392192538989
ACH-000511,-0.2843130486066585
ACH-000512,-0.4025911751818148
ACH-000516,-0.32985219748137273
ACH-000517,-0.5235678296144334
ACH-000518,-0.5612551642336859
ACH-000520,-0.4975294650331768
ACH-000521,-0.4731616908740655
ACH-000522,-0.4363661837992052
ACH-000524,-0.407642044628578
ACH-000527,-0.4506729247895772
ACH-000528,-0.29933705485159456
ACH-000537,-0.4228671207307178
ACH-000541,-0.060636385958999686
ACH-000542,-0.4072831230764548
ACH-000544,-0.3191034707194855
ACH-000545,-0.4229614386112627
ACH-000547,-0.3855380898501101
ACH-000548,-0.4993330057044412
ACH-000549,-0.245488082630621
ACH-000550,-0.3672713336468605
ACH-000552,-0.3037989865811212
ACH-000556,-0.4183594869469456
ACH-000557,-0.4984696174511922
ACH-000569,-0.2641834993495136
ACH-000570,-0.3100466454321334
ACH-000571,-0.4316526370915084
ACH-000573,-0.3572147407964097
ACH-000576,-0.5493961329559462
ACH-000579,-0.6122726001235175
ACH-000580,-0.4067163557431419
ACH-000584,-0.2677045403335058
ACH-000585,-0.3945540849558138
ACH-000588,-0.28100591597846275
ACH-000589,-0.36815606898898096
ACH-000591,-0.21801282972401825
ACH-000593,-0.4145539081445535
ACH-000600,-0.4335290613158271
ACH-000601,-0.3789270281642978
ACH-000605,-0.3579960278807793
ACH-000606,-0.4522501052679958
ACH-000608,-0.5566901345992997
ACH-000614,-0.4388451832826405
ACH-000616,-0.4604879080566511
ACH-000618,-0.5009264749012452
ACH-000619,-0.2767190375305525
ACH-000620,-0.3211993962585409
ACH-000621,-0.2349587662384424
ACH-000622,-0.454930548274497
ACH-000623,-0.30760684046449344
ACH-000624,-0.3632661296770329
ACH-000627,-0.3708823079048965
ACH-000630,-0.28872118885406506
ACH-000631,-0.4614624764728127
ACH-000632,-0.3612543341332087
ACH-000633,-0.29210375982902737
ACH-000637,-0.21998816693622456
ACH-000638,-0.32363297772395416
ACH-000646,-0.4652832550775447
ACH-000647,-0.5462321278796481
ACH-000648,-0.4703566007630899
ACH-000649,-0.3710181158607082
ACH-000651,-0.3694438252972919
ACH-000652,-0.5340084313387111
ACH-000653,-0.3668296508415145
ACH-000657,-0.4519729722622306
ACH-000658,-0.4105621745499304
ACH-000661,-0.40416860769172575
ACH-000662,-0.4742250251680135
ACH-000663,-0.2648186094741022
ACH-000665,-0.3419395815622008
ACH-000671,-0.41044992893283017
ACH-000672,0.02364799496720907
ACH-000673,-0.440471539507162
ACH-000676,-0.3961758277870176
ACH-000677,-0.4860551753138789
ACH-000681,-0.4364862528270688
ACH-000683,-0.6153515967998793
ACH-000684,-0.34218573923551904
ACH-000688,-0.22390785105936611
ACH-000693,-0.5297271492489826
ACH-000694,-0.3662903667018021
ACH-000695,-0.24384382444495997
ACH-000696,-0.3122883490808792
ACH-000697,-0.4347322103799048
ACH-000699,-0.38682053638005615
ACH-000701,-0.5544362707239469
ACH-000706,-0.5123656829373876
ACH-000711,-0.4013137701688732
ACH-000713,-0.4368769555600778
ACH-000714,-0.5910785675512299
ACH-000718,-0.3309366372246361
ACH-000720,-0.4168048328270032
ACH-000721,-0.3655854850826161
ACH-000724,-0.42122967803278827
ACH-000725,-0.6030320758266766
ACH-000732,-0.34291634007141825
ACH-000734,-0.4031531135347367
ACH-000735,-0.4895643283797662
ACH-000736,-0.06672602675224568
ACH-000738,-0.32662822280779
ACH-000746,-0.4645851952315273
ACH-000747,-0.5072694549360071
ACH-000748,-0.5156367722194589
ACH-000753,-0.4615713316983499
ACH-000756,-0.3238687663648205
ACH-000757,-0.4955880417091138
ACH-000758,-0.4586590408622625
ACH-000760,-0.4510044885234954
ACH-000762,-0.2904982138067514
ACH-000763,-0.2772112326725169
ACH-000764,-0.5476611278737656
ACH-000765,-0.3843772074190733
ACH-000766,-0.4700092427929755
ACH-000767,-0.7150174289077773
ACH-000768,-0.29655413261638586
ACH-000769,-0.35536429344349785
ACH-000770,-0.3615900490288829
ACH-000771,-0.4009637739527075
ACH-000773,-0.3497470435323403
ACH-000776,-0.4154855616864413
ACH-000777,-0.3920813811332461
ACH-000778,-0.3329074340205385
ACH-000781,-0.4109621043156283
ACH-000782,-0.5763042696007576
ACH-000783,-0.3984011694426623
ACH-000784,-0.3893633607578587
ACH-000785,-0.7065592217331071
ACH-000787,-0.35509827481079576
ACH-000788,-0.35329672557055025
ACH-000791,-0.3663143472566313
ACH-000792,-0.4927389322163155
ACH-000794,-0.28468010486753226
ACH-000796,-0.3862419622016549
ACH-000798,-0.22962934649769384
ACH-000799,-0.21156788754971084
ACH-000800,-0.3918116371583065
ACH-000802,-0.3691390915355184
ACH-000804,-0.4415395164097883
ACH-000805,-0.4680081467433774
ACH-000809,-0.4072942864344712
ACH-000810,0.06917257391170513
ACH-000811,-0.3525748966657337
ACH-000817,-0.5453159884404868
ACH-000819,-0.3511348787229284
ACH-000820,-0.32813828327394107
ACH-000821,-0.3386072818628207
ACH-000822,-0.6064888212691664
ACH-000823,-0.4486231617907442
ACH-000824,-0.6960958689198046
ACH-000827,-0.2548572627444621
ACH-000829,-0.4729482971621221
ACH-000831,-0.2026933748293557
ACH-000832,-0.4585376080425124
ACH-000833,-0.3474965177862851
ACH-000834,-0.3115889124254562
ACH-000835,-0.3136259050204266
ACH-000836,-0.4436822614058079
ACH-000837,-0.3007166897905031
ACH-000838,-0.5586385283523131
ACH-000839,-0.5123624941372156
ACH-000840,-0.4026134123986476
ACH-000841,-0.43869443169885214
ACH-000843,-0.4850930865604783
ACH-000846,-0.5676645660306829
ACH-000847,-0.3696189382329283
ACH-000848,-0.4155313979481662
ACH-000849,-0.3386658581289979
ACH-000851,-0.21921594250920934
ACH-000855,-0.4552549794851892
ACH-000856,-0.29658869335878096
ACH-000858,-0.25488710674459714
ACH-000859,-0.15892165699507185
ACH-000861,-0.4689864575106444
ACH-000862,-0.4085232632131096
ACH-000865,-0.4980890554676125
ACH-000866,-0.5327101024701387
ACH-000867,-0.4223542058603063
ACH-000869,-0.4519114101670694
ACH-000872,-0.35260583140302976
ACH-000873,-0.28697411715464
ACH-000876,-0.3674548068086377
ACH-000878,-0.34746935978679944
ACH-000880,-0.4077045732410907
ACH-000881,-0.36247658907790337
ACH-000882,-0.417923247379915
ACH-000884,-0.35587745979235125
ACH-000885,-0.2790843409635996
ACH-000887,-0.491840756850995
ACH-000889,-0.5107688691474592
ACH-000896,-0.40315600769393056
ACH-000898,-0.3136784514245432
ACH-000900,-0.5042758051463271
ACH-000901,-0.3311121155564635
ACH-000905,-0.5944268033226336
ACH-000906,-0.3167183905114891
ACH-000907,-0.5001290877853538
ACH-000910,-0.2851069529682776
ACH-000911,-0.3031158265898435
ACH-000912,-0.4435048267532916
ACH-000913,-0.5948172249929781
ACH-000915,-0.4552361645555138
ACH-000916,-0.7276421340996397
ACH-000917,-0.6089641858488282
ACH-000920,-0.3539724975868427
ACH-000921,-0.2953054730313835
ACH-000924,-0.39993415259832055
ACH-000926,-0.4797117559226062
ACH-000928,-0.37164002263750096
ACH-000929,-0.7699258702414878
ACH-000932,-0.3826271543191341
ACH-000935,-0.3736544068485175
ACH-000936,-0.43003387471724586
ACH-000937,-0.4780487578420018
ACH-000938,-0.4585611388815884
ACH-000939,-0.3630230692240044
ACH-000941,-0.403467782691525
ACH-000943,-0.3772533534758989
ACH-000946,-0.29204839483804496
ACH-000947,-0.4833312713764474
ACH-000948,-0.4137448901598245
ACH-000950,-0.2390363397795869
ACH-000953,-0.5183532803789968
ACH-000954,-0.5548226125167238
ACH-000957,-0.3562796570905089
ACH-000958,-0.3727739274195515
ACH-000960,-0.3259274716119331
ACH-000963,-0.5545370384559271
ACH-000968,-0.3978552759828938
ACH-000969,-0.4965610501837046
ACH-000972,-0.1477131491521207
ACH-000973,-0.3650760378084236
ACH-000974,-0.4838019158662478
ACH-000978,-0.4981847891019216
ACH-000984,-0.3705064102624889
ACH-000986,-0.3947102201827396
ACH-000988,-0.38354012478452665
ACH-000993,-0.3840386734127931
ACH-000994,-0.4117424518080915
ACH-000996,-0.1780298796823552
ACH-001001,-0.2504473118448001
ACH-001020,-0.34899515018329946
ACH-001028,-0.3867042899843573
ACH-001031,-0.4746663059133779
ACH-001038,-0.3582981228873404
ACH-001048,-0.3377281575964672
ACH-001050,-0.4272933724064871
ACH-001053,-0.4366538429637711
ACH-001054,-0.37014037249201504
ACH-001061,-0.4099527987768081
ACH-001067,-0.3149521636420342
ACH-001075,-0.17351556566043627
ACH-001096,-0.6090550668028225
ACH-001111,-0.5705806087253045
ACH-001119,-0.3377589011015104
ACH-001128,-0.3174583685552378
ACH-001134,-0.3152805843483347
ACH-001151,-0.5260388977427772
ACH-001163,-0.6408465139954165
ACH-001164,-0.35090400751909745
ACH-001183,-0.2880387983589602
ACH-001192,-0.4299010685949269
ACH-001193,-0.5037123752508604
ACH-001196,-0.4540734383216532
ACH-001197,-0.5209409616560307
ACH-001205,-0.17038820508614744
ACH-001211,-0.2793160703318981
ACH-001212,-0.3575502467545543
ACH-001228,-0.5042264719681452
ACH-001232,-0.3308588651324864
ACH-001239,-0.4346226030087685
ACH-001270,-0.5186005842268837
ACH-001274,-0.3857332181572791
ACH-001275,-0.36621951411584497
ACH-001277,-0.5371750807814167
ACH-001278,-0.404610822848501
ACH-001280,-0.2968846659154785
ACH-001283,-0.4655035511822473
ACH-001289,-0.4175396436415793
ACH-001300,-0.4480597819557501
ACH-001301,-0.5935673687626823
ACH-001302,-0.2712322586986514
ACH-001306,-0.3274696271569639
ACH-001318,-0.6208923819492845
ACH-001322,-0.28010920362412434
ACH-001328,-0.5629906856080592
ACH-001332,-0.3368055953286324
ACH-001336,-0.5609916409302905
ACH-001346,-0.32343628642421896
ACH-001353,-0.494192598419934
ACH-001354,-0.6421193408924993
ACH-001367,-0.3361364181203199
ACH-001368,-0.5036951978159747
ACH-001374,-0.8594991649778797
ACH-001377,-0.3952684004568067
ACH-001380,-0.4496456407827741
ACH-001391,-0.389399103233992
ACH-001408,-0.43412542900020734
ACH-001430,-0.4453546369872368
ACH-001431,-0.4649683296954069
ACH-001450,-0.6864079621334339
ACH-001496,-0.4328363382453296
ACH-001500,-0.4066058327948404
ACH-001523,-0.32399823912905457
ACH-001532,-0.4332047620549972
ACH-001550,-0.4160677216323565
ACH-001552,-0.2554175973739384
ACH-001554,-0.4085186418774875
ACH-001654,-0.3202607877508045
ACH-001735,-0.3720733150960524
ACH-001736,-0.4255925434496096
ACH-001737,-0.25667636119177856
ACH-001740,-0.3445675906487101
ACH-001745,-0.4303113992757508
ACH-001765,-0.5109877898980356
