,SGCB (6443)
ACH-000004,0.14284433161845958
ACH-000005,-0.05372515814471642
ACH-000007,0.2048176139872684
ACH-000009,0.08271812646779647
ACH-000011,0.03754240519069561
ACH-000012,-0.013391607290962221
ACH-000013,0.06025318249044445
ACH-000014,-0.008220799728871148
ACH-000015,0.006487316811415528
ACH-000017,0.017842807780580682
ACH-000018,0.11352630780424175
ACH-000019,-0.10881342508088264
ACH-000021,-0.007261445344741089
ACH-000022,-0.06179655154056659
ACH-000025,0.034532571689026514
ACH-000028,-0.20919624511661175
ACH-000030,0.1120986836406196
ACH-000035,0.001006547970406528
ACH-000036,-0.09109553925740696
ACH-000037,0.10189945189438196
ACH-000039,0.07000320010621043
ACH-000040,-0.17514108241292747
ACH-000041,-0.1158876026410961
ACH-000042,0.1159156002373902
ACH-000045,0.0715294944181841
ACH-000047,-0.032749107442333794
ACH-000052,0.07920667249522423
ACH-000053,0.041720697122492933
ACH-000054,0.02426371002692483
ACH-000055,0.07152639882549852
ACH-000060,-0.08333591732148922
ACH-000067,-0.0006539243268503443
ACH-000070,0.18008977360830944
ACH-000075,0.01347751597582629
ACH-000078,-0.08134641126710987
ACH-000082,-0.021668597167597642
ACH-000085,0.012655836022808202
ACH-000086,0.02263306991005657
ACH-000087,-0.027444251684353372
ACH-000092,0.07770237772823092
ACH-000095,0.00752087994807469
ACH-000097,-0.15967012322491325
ACH-000098,0.07231074349515765
ACH-000099,0.1378215108606672
ACH-000108,-0.03852079895384733
ACH-000113,0.1697538607054385
ACH-000116,-0.09389503417784154
ACH-000118,0.017711088761531414
ACH-000120,0.13234710848016154
ACH-000123,-0.0032391316077637748
ACH-000127,0.025663789657848376
ACH-000128,-0.12073361968866925
ACH-000132,-0.11772520231732166
ACH-000133,0.05206895557599152
ACH-000137,-0.015622723026098597
ACH-000138,0.057661842183655526
ACH-000142,-0.07421169482413208
ACH-000143,0.04096860036906858
ACH-000146,0.03265910986931177
ACH-000148,0.08363620866583298
ACH-000150,-0.07925911021478052
ACH-000152,-0.039366258964336216
ACH-000153,-0.072888859169642
ACH-000159,0.054234526649947414
ACH-000160,-0.09723898745582886
ACH-000163,0.04809173662038976
ACH-000167,0.13304653374217845
ACH-000168,0.07181527340979807
ACH-000169,-0.023015308233211827
ACH-000178,0.08742934837537923
ACH-000183,0.1089588022600254
ACH-000188,0.02351753270681277
ACH-000189,-0.1127873755946151
ACH-000190,-0.06629654701868183
ACH-000198,0.1828212553340848
ACH-000203,0.022567990320330026
