,PFDN6 (10471)
ACH-000004,-1.1923521486888955
ACH-000005,-1.0847277107183595
ACH-000007,-1.2259217687332646
ACH-000009,-0.8825261344073694
ACH-000011,-1.2128267402224455
ACH-000012,-0.9350229060876654
ACH-000013,-1.3859335187176856
ACH-000014,-0.9094111681671664
ACH-000015,-0.941936720555566
ACH-000017,-0.9816143130834836
ACH-000018,-1.142589374292916
ACH-000019,-0.9082011600491652
ACH-000021,-0.9848277297817
ACH-000022,-0.8286818070188999
ACH-000025,-0.9981615490889924
ACH-000028,-1.131635317325394
ACH-000030,-1.2141895699778429
ACH-000035,-1.084280481676687
ACH-000036,-1.1192170259581655
ACH-000037,-0.8992150204352038
ACH-000039,-0.799708278722958
ACH-000040,-0.9856498271800588
ACH-000041,-1.0576582860494836
ACH-000042,-1.1187909086992622
ACH-000045,-0.9285220928946529
ACH-000047,-0.8120992899032897
ACH-000052,-0.8600766563637536
ACH-000053,-0.9530681106468256
ACH-000054,-1.0894996932702117
ACH-000055,-1.1844149700710869
ACH-000060,-0.9706135728758783
ACH-000067,-1.1136978028551632
ACH-000070,-0.905579979938308
ACH-000075,-1.0553673326899828
ACH-000078,-0.9614018639481884
ACH-000082,-0.9247868613580488
ACH-000085,-1.1866504503771838
ACH-000086,-0.9637856089701096
ACH-000087,-1.1578989721955364
ACH-000092,-0.8854692190882709
ACH-000095,-0.8136917008927312
ACH-000097,-1.1989091232543432
ACH-000098,-0.9301691590072096
ACH-000099,-0.851678911688869
ACH-000108,-1.0821051524662644
ACH-000113,-0.9531663281681478
ACH-000116,-1.0545372860286093
ACH-000118,-1.22848742144568
ACH-000120,-0.819201107676603
ACH-000123,-0.9835506751897208
ACH-000127,-1.206055671540558
ACH-000128,-0.8957766427855044
ACH-000132,-0.9623446749903494
ACH-000133,-0.9334972162562007
ACH-000137,-0.9219451683362117
ACH-000138,-0.8633970545446851
ACH-000142,-0.8807093977758688
ACH-000143,-1.115846867772338
ACH-000146,-0.8847834133017153
ACH-000148,-0.8220528372786624
ACH-000150,-0.7845450316031127
ACH-000152,-0.9121158638625012
ACH-000153,-1.2243139284341351
ACH-000159,-0.8966016376273337
ACH-000160,-1.1186172771120846
ACH-000163,-1.202200399034142
ACH-000167,-1.3637975747060689
ACH-000168,-0.9166546051011022
ACH-000169,-1.0704558764316965
ACH-000178,-1.0271646614275214
ACH-000183,-0.8858306570826525
ACH-000188,-0.981425437154306
ACH-000189,-0.9042559493802256
ACH-000190,-0.8684637697288826
ACH-000198,-0.8319524704232769
ACH-000203,-0.5110798533866283
ACH-000204,-1.0712253722344378
ACH-000206,-0.7223714920603972
ACH-000207,-1.1318087475288077
ACH-000208,-0.9317993436837952
ACH-000210,-1.023288488534795
ACH-000211,-0.9986446430833814
ACH-000215,-0.8547285468540393
ACH-000221,-1.1989186804553442
ACH-000222,-0.8836739662757289
ACH-000223,-1.0068559338413394
ACH-000226,-0.8698025361617758
ACH-000227,-0.6503992854601632
ACH-000228,-1.2665570244616484
ACH-000231,-0.9492953416897464
ACH-000232,-0.9639292730665948
ACH-000233,-0.8249118942664081
ACH-000234,-0.8263629471332109
ACH-000235,-1.077513042306321
ACH-000237,-0.8559693781325569
ACH-000238,-1.3586965925004322
ACH-000242,-0.6857930377724841
ACH-000243,-1.0968931719000137
ACH-000244,-1.2427531794103783
ACH-000246,-0.9024301172464811
ACH-000248,-1.2231054044228316
ACH-000250,-0.9529679199444387
ACH-000251,-0.9324242451778634
ACH-000252,-1.089737116882494
ACH-000253,-1.0351886871025258
ACH-000255,-0.9656555076576852
ACH-000256,-0.8602017012709311
ACH-000257,-0.8318926854209371
ACH-000258,-0.8705891375824805
ACH-000259,-1.0935809740151872
ACH-000260,-0.9456763320609876
ACH-000261,-0.951694370351203
ACH-000262,-1.033872495851129
ACH-000263,-1.0582995309289285
ACH-000264,-1.1535065327739176
ACH-000265,-1.0516126705102415
ACH-000266,-1.0650866817750704
ACH-000272,-0.8009524308073829
ACH-000274,-0.9215096463456042
ACH-000277,-0.8694449163260851
ACH-000278,-0.8818521170720326
ACH-000279,-0.8665188609938619
ACH-000280,-1.0302680999809624
ACH-000281,-0.9040159858957776
