,EIF1AD (84285)
ACH-000004,-1.1261897592822918
ACH-000005,-1.3154176969700102
ACH-000007,-1.115963012847309
ACH-000009,-1.0588278953756918
ACH-000011,-1.0961693308190503
ACH-000012,-1.0284728511822807
ACH-000013,-1.087704279021292
ACH-000014,-1.3262542697521518
ACH-000015,-0.9643580126386551
ACH-000017,-1.1051336985907458
ACH-000018,-0.7870623166073412
ACH-000019,-1.2757574970521843
ACH-000021,-1.016475448322329
ACH-000022,-0.9872038939834292
ACH-000025,-1.1502386973347252
ACH-000028,-1.079028043590179
ACH-000030,-1.0694163485929922
ACH-000035,-0.9880676934889756
ACH-000036,-1.1249606702516732
ACH-000037,-1.189009518513344
ACH-000039,-1.152967922348363
ACH-000040,-1.1975766701421515
ACH-000041,-0.9285404778722884
ACH-000042,-1.1270484065762143
ACH-000045,-1.0335815321015231
ACH-000047,-1.0432193464854336
ACH-000052,-1.0724128077330746
ACH-000053,-1.1319541159353796
ACH-000054,-0.9566738849465262
ACH-000055,-1.3355817249149622
ACH-000060,-0.9903655376261996
ACH-000067,-0.8702872632486107
ACH-000070,-0.7650398302650943
ACH-000075,-1.151347456968481
ACH-000078,-0.9916833183048276
ACH-000082,-0.9064229691130964
ACH-000085,-0.8983413699331914
ACH-000086,-1.1229796499561984
ACH-000087,-0.9326779985341898
ACH-000092,-1.1656434437021583
ACH-000095,-0.9872268554450404
ACH-000097,-1.018945484211034
ACH-000098,-1.1605990659818255
ACH-000099,-1.0691233328425946
ACH-000108,-1.1916043392766025
ACH-000113,-1.043879568906776
ACH-000116,-0.9600916188369544
ACH-000118,-1.1115423753929918
ACH-000120,-1.2307741415657636
ACH-000123,-1.0964968476664547
ACH-000127,-1.0899345984664888
ACH-000128,-1.2318538117754942
ACH-000132,-1.0711430722707165
ACH-000133,-0.9863454445352066
ACH-000137,-1.1933246956840822
ACH-000138,-1.148516153366856
ACH-000142,-1.0538742513695545
ACH-000143,-0.9875441399602718
ACH-000146,-1.2647764006938997
ACH-000148,-1.0736248920136156
ACH-000150,-1.0084239484879365
ACH-000152,-0.995953081499332
ACH-000153,-1.0756835619662537
ACH-000159,-0.975689496084304
ACH-000160,-1.3049991501933835
ACH-000163,-1.0582031717553422
ACH-000167,-1.7124561984413107
ACH-000168,-1.070780103051877
ACH-000169,-1.1385362659993072
ACH-000178,-0.9915568631383074
ACH-000183,-1.3164863597306415
ACH-000188,-0.9000440892544879
ACH-000189,-1.0391068830975907
ACH-000190,-1.0195603766508279
ACH-000198,-1.0189893387584517
ACH-000203,-1.2021710421374463
ACH-000204,-0.9616814675230474
ACH-000206,-1.0071305150210257
ACH-000207,-0.8435073313046164
ACH-000208,-1.0490090203223854
ACH-000210,-1.1968678782206952
ACH-000211,-1.039224956549072
ACH-000215,-0.948019583550318
ACH-000221,-1.1103441978874733
ACH-000222,-1.0346473300854355
ACH-000223,-0.9246684229615004
ACH-000226,-0.9487421147832882
ACH-000227,-0.8332267142709572
ACH-000228,-1.0016133670260734
ACH-000231,-1.1884032569151688
ACH-000232,-1.0631101900026494
ACH-000233,-0.9903831999714268
ACH-000234,-1.3660547682589768
ACH-000235,-1.1156062852044912
ACH-000237,-1.177136732852509
ACH-000238,-0.9081585046853176
ACH-000242,-1.1584103073752865
ACH-000243,-0.9569279412458104
ACH-000244,-1.1421331506470789
ACH-000246,-1.1207182673622211
ACH-000248,-1.0622971941527024
ACH-000250,-0.9824577111609524
ACH-000251,-0.9552389550212124
ACH-000252,-1.0787999327456566
ACH-000253,-1.1683060126224458
ACH-000255,-0.9256636504074752
ACH-000256,-1.2515329165554199
ACH-000257,-0.9551470650442884
ACH-000258,-0.6103528303206038
ACH-000259,-1.073548858165631
ACH-000260,-1.0992901766577088
ACH-000261,-0.9711321534823512
ACH-000262,-1.2619260686193037
ACH-000263,-1.0557861875119154
ACH-000264,-1.2343914336729445
ACH-000265,-1.1338293895387366
ACH-000266,-0.9798481492075491
ACH-000272,-1.1031813987986443
ACH-000274,-1.0918836721581016
ACH-000277,-1.037439407588954
ACH-000278,-1.150457808428739
ACH-000279,-1.0555225943583508
ACH-000280,-1.185806482731451
ACH-000281,-1.1518811934387672
ACH-000288,-1.016216428806456
ACH-000291,-1.0144362697998872
ACH-000293,-0.8777359764426913
ACH-000294,-1.0407335508554931
ACH-000295,-0.9798994032049172
ACH-000296,-1.0605421319172978
ACH-000302,-0.9545900491632072
ACH-000304,-0.7556777534890331
ACH-000307,-1.2563532875734111
ACH-000308,-0.9017392164862814
ACH-000310,-0.9833995170210176
ACH-000311,-1.1328213884110672
ACH-000312,-0.9956641757246812
ACH-000315,-1.3615770640628255
ACH-000316,-1.1450605236210196
ACH-000317,-1.2270869854822126
ACH-000318,-1.0936195911156483
ACH-000319,-1.1667907153014727
ACH-000320,-1.1254009977452668
ACH-000322,-1.1563309798684824
ACH-000323,-1.2181634501205083
ACH-000324,-1.135541531351228
ACH-000329,-1.062462686718974
ACH-000330,-1.1398902955120735
ACH-000331,-1.0432185251484305
ACH-000332,-0.9400976866418764
ACH-000334,-1.2659686610762384
ACH-000335,-0.9815689260531216
ACH-000336,-1.0906531368890051
ACH-000337,-1.1537437712925556
ACH-000338,-1.340094123183394
ACH-000339,-1.0596667246938454
ACH-000341,-1.006116451957989
ACH-000348,-0.953535630138694
ACH-000350,-0.7721242453707131
ACH-000352,-1.1698099532139383
ACH-000356,-0.9947810992429826
ACH-000361,-1.2324922661469837
ACH-000362,-1.151328040547007
ACH-000363,-1.073829967345752
ACH-000364,-1.1234123964413811
ACH-000365,-1.1110673421866286
ACH-000366,-1.0954609283590298
ACH-000368,-1.195364944653446
ACH-000374,-1.076144258066242
ACH-000375,-1.028182572583059
ACH-000376,-1.2801219546721865
ACH-000381,-1.0908857186216099
ACH-000383,-1.036592986457891
ACH-000387,-0.9408245873296074
ACH-000389,-0.8053474821068748
ACH-000390,-1.1291273455807105
ACH-000393,-1.1077745557359573
ACH-000395,-1.2655215616231985
ACH-000396,-0.9483718379123196
ACH-000397,-1.4210628410403814
ACH-000401,-0.7971450015611692
ACH-000402,-0.9232250707507228
ACH-000403,-1.0454856450356569
ACH-000404,-1.3147193347697617
ACH-000406,-1.1657633099997242
ACH-000407,-0.930617228518464
ACH-000408,-0.9701381181223281
ACH-000410,-1.0762885255204178
ACH-000411,-1.1397839124620142
ACH-000414,-1.1651736104975376
ACH-000415,-1.1184828511723242
ACH-000416,-1.080183000969081
ACH-000420,-1.149557230972848
ACH-000421,-1.0052080484952424
ACH-000424,-0.9521103805814132
ACH-000425,-1.090860839540544
ACH-000426,-0.9531242353124809
ACH-000427,-1.063044689302695
ACH-000433,-0.9842732029554832
ACH-000435,-0.9140488611375948
ACH-000436,-1.0473010115473205
ACH-000444,-1.187799899793481
ACH-000445,-1.2235011612682798
ACH-000448,-1.0225469705911043
ACH-000450,-0.7479579325832572
ACH-000452,-1.2998444006371035
ACH-000454,-1.1474537526694375
ACH-000458,-0.9770406288674712
ACH-000459,-0.6368173070481663
ACH-000460,-0.925400110624982
ACH-000461,-1.1400790394957188
ACH-000463,-1.0339886063348116
ACH-000464,-1.2213561951730112
ACH-000466,-1.231258388694883
ACH-000467,-1.246897422299286
ACH-000468,-1.3027838398283809
ACH-000469,-1.0038446176139366
ACH-000470,-0.9736836110016556
ACH-000471,-1.1384506687288825
ACH-000472,-1.0620632986325471
ACH-000473,-1.3303114937626537
ACH-000475,-1.1589602942882191
ACH-000476,-1.1178172316230193
ACH-000477,-1.0522371907467194
ACH-000479,-1.2549023315478784
ACH-000480,-1.0852342629732792
ACH-000481,-0.9795041516880716
ACH-000483,-1.1050731813714176
ACH-000484,-0.98663078238853
ACH-000485,-1.0144142089919992
ACH-000486,-1.0610238842314141
ACH-000487,-0.921539611849586
ACH-000488,-0.8027414605580971
ACH-000490,-1.0949046843264247
ACH-000491,-1.0961929601767693
ACH-000495,-0.970054204478874
ACH-000496,-1.038483642874148
ACH-000499,-1.2829037334557671
ACH-000500,-1.1230222695599408
ACH-000502,-1.1066178861027327
ACH-000503,-0.8538282778295291
ACH-000505,-1.1151272317518277
ACH-000507,-0.9148462891968434
ACH-000510,-1.0156250544260113
ACH-000511,-1.0300294781289232
ACH-000512,-1.1917459578922984
ACH-000516,-1.058725217850456
ACH-000517,-1.1363423931701164
ACH-000518,-1.218360144803824
ACH-000520,-1.0619835420118866
ACH-000521,-1.2926786006051774
ACH-000522,-1.1349502902071995
ACH-000524,-0.831247228525638
ACH-000527,-1.11088302149503
ACH-000528,-1.228605509982882
ACH-000537,-1.047485047410584
ACH-000541,-1.3418319512104555
ACH-000542,-1.02416884813563
ACH-000544,-0.8991499431803348
ACH-000545,-0.9560112703622604
ACH-000547,-0.922503914641853
ACH-000548,-0.887356948966479
ACH-000549,-0.9130467594253612
ACH-000550,-1.161860817941096
ACH-000552,-0.9656829861601286
ACH-000556,-1.1101755318944737
ACH-000557,-1.116068945348316
ACH-000569,-0.9095769724392504
ACH-000570,-1.1575830878154962
ACH-000571,-1.1889894789232107
ACH-000573,-1.037240858631547
ACH-000576,-0.94748710791363
ACH-000579,-0.9940554986113312
ACH-000580,-1.06345932896049
ACH-000584,-0.9982357534602728
ACH-000585,-1.1147177721294663
ACH-000588,-1.1004287853415626
ACH-000589,-1.088164043758468
ACH-000591,-0.9075435013954476
ACH-000593,-1.1352297797610156
ACH-000600,-1.098240134891688
ACH-000601,-1.0221251139609442
ACH-000605,-1.286285435155375
ACH-000606,-0.7722467766729304
ACH-000608,-0.9264391260529234
ACH-000614,-1.2165246769236722
ACH-000616,-0.9592986800394084
ACH-000618,-1.0849072409091505
ACH-000619,-1.1023163406738203
ACH-000620,-1.0837071188040897
ACH-000621,-1.0685938429029165
ACH-000622,-0.9514744026083868
ACH-000623,-1.1456731937780766
ACH-000624,-0.9250383041230291
ACH-000627,-0.8018010147947287
ACH-000630,-0.9119432853725512
ACH-000631,-0.7839350886179138
ACH-000632,-1.0481239872040604
ACH-000633,-0.8704016894645675
ACH-000637,-1.1240704542202806
ACH-000638,-0.8722846824601405
ACH-000646,-1.112919548805794
ACH-000647,-1.1315326837261477
ACH-000648,-1.064604823532366
ACH-000649,-1.088231070294539
ACH-000651,-0.9656344568534364
ACH-000652,-1.1132661519435412
ACH-000653,-0.8312564797920058
ACH-000657,-1.002507784609015
ACH-000658,-1.0728468214816114
ACH-000661,-0.9786299423925552
ACH-000662,-0.947896300003864
ACH-000663,-1.1841869138502734
ACH-000665,-1.1928592770848254
ACH-000671,-1.1322878396253315
ACH-000672,-1.2503444599614484
ACH-000673,-0.9873612606342798
ACH-000676,-0.9645109098153436
ACH-000677,-1.2921666165690842
ACH-000681,-0.9780091958207576
ACH-000683,-1.2014888233421028
ACH-000684,-0.8850620769367502
ACH-000688,-1.2391414724321363
ACH-000693,-1.0411915046536304
ACH-000694,-1.0524366638234743
ACH-000695,-1.0734294093597343
ACH-000696,-0.9959750483973792
ACH-000697,-1.0465001588534826
ACH-000699,-0.8383111414032912
ACH-000701,-1.3048001097726931
ACH-000706,-1.133702181052726
ACH-000711,-0.9894335375794172
ACH-000713,-0.8498173838418374
ACH-000714,-1.027801397688905
ACH-000718,-1.2786939116419471
ACH-000720,-0.9474352964972472
ACH-000721,-1.1184524721602709
ACH-000724,-0.8951559670540491
ACH-000725,-1.157835351862762
ACH-000732,-1.036731038105861
ACH-000734,-1.0156181136871467
ACH-000735,-1.0202295867765718
ACH-000736,-0.8904266976173403
ACH-000738,-1.1639797976976562
ACH-000746,-0.9834495619667616
ACH-000747,-1.166771752771126
ACH-000748,-1.0078566634717991
ACH-000753,-1.0358366777353325
ACH-000756,-1.0576619554296507
ACH-000757,-1.2852172407741425
ACH-000758,-1.111030227835888
ACH-000760,-1.2210147872680102
ACH-000762,-1.2387745719535814
ACH-000763,-1.0819656920734433
ACH-000764,-1.2836257481274913
ACH-000765,-1.1636875277415994
ACH-000766,-1.0607309762634944
ACH-000767,-1.1103760999295962
ACH-000768,-1.030895169150526
ACH-000769,-1.043565613087054
ACH-000770,-1.0751114113098723
ACH-000771,-1.0885064314615227
ACH-000773,-1.0197721525526957
ACH-000776,-1.0213383721353488
ACH-000777,-0.9133752576369224
ACH-000778,-1.106334022073604
ACH-000781,-1.1688207419612806
ACH-000782,-0.9357356862322604
ACH-000783,-0.932020305555402
ACH-000784,-1.1017052833750078
ACH-000785,-1.043576987830196
ACH-000787,-1.114254489188952
ACH-000788,-0.9730415994214676
ACH-000791,-0.9978411972639544
ACH-000792,-1.1186493492192002
ACH-000794,-0.9831776911319468
ACH-000796,-1.1557417770920821
ACH-000798,-0.9969248639206336
ACH-000799,-0.9291157591956593
ACH-000800,-0.7895938351575604
ACH-000802,-1.0069491176928906
ACH-000804,-0.8310607667425518
ACH-000805,-1.0009514088720382
ACH-000809,-1.198364540017499
ACH-000810,-1.1643079555097124
ACH-000811,-1.3072692514902589
ACH-000817,-0.9824255640451204
ACH-000819,-1.1846127734060052
ACH-000820,-1.4504629640885136
ACH-000821,-1.1137385722208215
ACH-000822,-1.0929975834153656
ACH-000823,-1.1140417699994798
ACH-000824,-1.1401835109407392
ACH-000827,-1.080131036451218
ACH-000829,-0.8892787860072845
ACH-000831,-1.1240980562894043
ACH-000832,-0.9814447650440952
ACH-000833,-0.8428967363236074
ACH-000834,-0.99803487144895
ACH-000835,-1.0481059561964392
ACH-000836,-1.086557922121222
ACH-000837,-1.1561462495654429
ACH-000838,-1.2850732984451023
ACH-000839,-0.9702522156008564
ACH-000840,-0.8890354201840392
ACH-000841,-1.0140749072701225
ACH-000843,-1.0070384704080404
ACH-000846,-0.8471625623262935
ACH-000847,-0.947766512503882
ACH-000848,-0.9145809694105494
ACH-000849,-1.010246436786017
ACH-000851,-1.1570548881009142
ACH-000855,-1.0449445713590833
ACH-000856,-1.0018103675071273
ACH-000858,-1.1178327784144575
ACH-000859,-1.1161029113989858
ACH-000861,-0.9905515614086344
ACH-000862,-1.008936489715648
ACH-000865,-1.0244963682756436
ACH-000866,-1.1426273611995492
ACH-000867,-0.980160229033096
ACH-000869,-1.0169207701198202
ACH-000872,-1.1060633983909611
ACH-000873,-0.9356398758147554
ACH-000876,-0.7548404590156008
