,EIF1AD (84285)
ACH-000878,-1.2900165634849752
ACH-000880,-1.039191514754895
ACH-000881,-1.088521240827832
ACH-000882,-1.0505155157627917
ACH-000884,-1.1357518233824675
ACH-000885,-1.0467575549892922
ACH-000887,-0.973090149104408
ACH-000889,-0.9218898315511797
ACH-000896,-0.9323285791471836
ACH-000898,-1.1383690603421095
ACH-000900,-1.028132511588252
ACH-000901,-1.1001434083174146
ACH-000905,-1.1295938371586154
ACH-000906,-1.0545512164016728
ACH-000907,-1.348297609948824
ACH-000910,-1.1560520170102782
ACH-000911,-0.8770364427622562
ACH-000912,-1.1517342204892809
ACH-000913,-0.963656357698393
ACH-000915,-1.0139446043836624
ACH-000916,-0.882741223230002
ACH-000917,-1.0444386752302697
ACH-000920,-1.048172378389273
ACH-000921,-1.0449021890369934
ACH-000924,-0.9918795567289956
ACH-000926,-1.1698342434734574
ACH-000928,-0.7700408836576059
ACH-000929,-0.9490259424650234
ACH-000932,-1.0600889068131052
ACH-000935,-1.1735189073291958
ACH-000936,-1.1920317390851856
ACH-000937,-0.9341065903144188
ACH-000938,-1.0762276174584102
ACH-000939,-1.1151322089096674
ACH-000941,-1.0009200185651226
ACH-000943,-1.224372803559227
ACH-000946,-1.1038511944965124
ACH-000947,-1.1010082558295458
ACH-000948,-0.9842304104533518
ACH-000950,-0.7646613611226999
ACH-000953,-0.8238443706731678
ACH-000954,-1.250933545937802
ACH-000957,-1.1439671021747289
ACH-000958,-1.362419314074934
ACH-000960,-1.171625656439927
ACH-000963,-0.9673355442676862
ACH-000968,-1.1490401526877254
ACH-000969,-1.189416641658035
ACH-000972,-1.0183045434866247
ACH-000973,-0.9478944628652471
ACH-000974,-0.9344522868498824
ACH-000978,-0.8389153654017438
ACH-000984,-1.1300552945259972
ACH-000986,-1.0491186801749417
ACH-000988,-1.2536250246376477
ACH-000993,-1.134195426921209
ACH-000994,-0.7812488830543417
ACH-000996,-1.113611557918728
ACH-001001,-1.0353670291684685
ACH-001020,-1.3126944149246014
ACH-001028,-1.0014385100109613
ACH-001031,-1.121784549614158
ACH-001038,-0.8560841542719508
ACH-001048,-1.2383724068652535
ACH-001050,-1.2147277508563459
ACH-001053,-1.1293731937405391
ACH-001054,-1.225133476502163
ACH-001061,-1.1342108554257886
ACH-001067,-0.9873834700761234
ACH-001075,-0.9895181526603309
ACH-001096,-1.1394131952172901
ACH-001111,-0.9853968610182424
ACH-001119,-1.1683435063802967
ACH-001128,-1.0771815284430812
ACH-001134,-1.0910850232671736
ACH-001151,-1.0769471184009982
ACH-001163,-1.0638733543746783
ACH-001164,-0.9432142603086681
ACH-001183,-1.2162694886401562
ACH-001192,-1.2762284653743794
ACH-001193,-1.5332281563130483
ACH-001196,-1.0148489373431162
ACH-001197,-1.1503149189347637
ACH-001205,-0.8884283640281149
ACH-001211,-1.1919364863215547
ACH-001212,-1.3059221591555124
ACH-001228,-1.2604157614461091
ACH-001232,-1.2625937137399346
ACH-001239,-1.1406906018000704
ACH-001270,-1.3272171120417753
ACH-001274,-1.0386808002200358
ACH-001275,-1.2178586471419566
ACH-001277,-1.0028412618084526
ACH-001278,-1.1191131784692765
ACH-001280,-1.1533048588066392
ACH-001283,-1.0232014753070644
ACH-001289,-0.9067405460111144
ACH-001300,-1.0040459334555494
ACH-001301,-0.9594049636975542
ACH-001302,-1.3035849811319042
ACH-001306,-1.3169356428057282
ACH-001318,-1.2986445163531914
ACH-001322,-1.1208937078368937
ACH-001328,-1.0029363814600545
ACH-001332,-1.0983193823208652
ACH-001336,-1.1993022966568647
ACH-001346,-1.2084198426529522
ACH-001353,-1.0391884386474757
ACH-001354,-1.2101366261937208
ACH-001367,-0.9613782722042544
ACH-001368,-1.1150174841434872
ACH-001374,-0.790859992850886
ACH-001377,-1.051930044227352
ACH-001380,-0.8926261993579675
ACH-001391,-1.0770902865817966
ACH-001408,-1.0739368769319282
ACH-001430,-1.018709252215991
ACH-001431,-1.2464458212510459
ACH-001450,-1.0012140044640443
ACH-001496,-1.1266840591303304
ACH-001500,-1.2251205895236577
ACH-001523,-1.0563809762171068
ACH-001532,-0.970553991178497
ACH-001550,-1.2236567560508396
ACH-001552,-0.9560857890888318
ACH-001554,-1.1457097300049732
ACH-001654,-1.1155895071085635
ACH-001735,-1.1778954171441132
ACH-001736,-1.0765591248952069
ACH-001737,-0.9682679891999668
ACH-001740,-1.1831593164433956
ACH-001745,-1.0740752366232604
ACH-001765,-0.9367063765882624
