,QSOX2 (169714)
ACH-000004,-0.06150646830441231
ACH-000005,0.24305504092438374
ACH-000007,-0.35241813666753724
ACH-000009,-0.16923792556136089
ACH-000011,-0.06045056057540756
ACH-000012,-0.16397314167398225
ACH-000013,-0.22609454491614395
ACH-000014,-0.16120513292702351
ACH-000015,-0.043662559561656634
ACH-000017,-0.09585212320676496
ACH-000018,-0.2587674646173936
ACH-000019,-0.2535356310335197
ACH-000021,-0.11900542382632393
ACH-000022,-0.17278447617249212
ACH-000025,-0.0012516151729298846
ACH-000028,-0.08871780271325598
ACH-000030,-0.1325026471037991
ACH-000035,0.0566319250093889
ACH-000036,-0.19205920498243306
ACH-000037,0.002674486352030369
ACH-000039,0.05145654644817742
ACH-000040,-0.1449605532577076
ACH-000041,-0.2663838549592161
ACH-000042,-0.1627418332081122
ACH-000045,0.032906612614753736
ACH-000047,-0.18624576175245314
ACH-000052,0.13273332559257106
ACH-000053,-0.09877638399970977
ACH-000054,-0.06878924449442464
ACH-000055,-0.0843466022668341
ACH-000060,-0.3084974528509261
ACH-000067,-0.19908433768177086
ACH-000070,0.016833257592043585
ACH-000075,-0.03474029629943118
ACH-000078,-0.07197589459443868
ACH-000082,-0.0838449069456065
ACH-000085,-0.06570045687141537
ACH-000086,-0.16212763410088404
ACH-000087,-0.06302959442619921
ACH-000092,-0.11360432208548285
ACH-000095,-0.1364700587134712
ACH-000097,-0.21749659096391527
ACH-000098,-0.052256091783947134
ACH-000099,-0.20981424193234813
ACH-000108,-0.19548583962964305
ACH-000113,-0.0577488471182658
ACH-000116,-0.23298777744768065
ACH-000118,-0.07082719782435556
ACH-000120,-0.17206423109994076
ACH-000123,-0.1058060528517782
ACH-000127,-0.11637122230260148
ACH-000128,-0.14207842006388058
ACH-000132,-0.061841696833799926
ACH-000133,-0.033305334912313765
ACH-000137,-0.045675055065287705
ACH-000138,-0.12548646771502955
ACH-000142,-0.008154782741732442
ACH-000143,-0.19371090251706755
ACH-000146,-0.05213579690256681
ACH-000148,-0.210822917569445
ACH-000150,-0.14539009316363422
ACH-000152,-0.23276303315219246
ACH-000153,0.03542880888277728
ACH-000159,-0.123479983096574
ACH-000160,-0.21489741721792974
ACH-000163,-0.2335292114869573
ACH-000167,-0.13721941492386447
ACH-000168,0.010885811759271934
ACH-000169,-0.34537675107755705
ACH-000178,-0.2208446258433744
ACH-000183,-0.11939290322200286
ACH-000188,-0.15768789270693487
ACH-000189,-0.21777718342960398
ACH-000190,-0.15520737747856508
ACH-000198,-0.11181332400784544
ACH-000203,-0.38374901828136804
ACH-000204,-0.13696681425774096
ACH-000206,-0.040952910857038345
ACH-000207,-0.2146222295205412
ACH-000208,-0.15133567760652067
ACH-000210,0.021700954613830425
ACH-000211,-0.05610672551032751
ACH-000215,-0.15123426262849507
ACH-000221,-0.019002384239117032
ACH-000222,-0.288394884103527
ACH-000223,-0.12175474415878886
ACH-000226,-0.16454150240491092
ACH-000227,-0.14903486887539552
ACH-000228,-0.19318453160283125
ACH-000231,-0.08223578658472308
ACH-000232,-0.08532057712401295
ACH-000233,-0.17300950163174633
ACH-000234,-0.18360610827887053
ACH-000235,-0.17470681719451644
ACH-000237,-0.2417460100178805
ACH-000238,-0.10257680538093712
ACH-000242,-0.3402557106015545
ACH-000243,-0.112479156661106
ACH-000244,-0.2972797255714527
ACH-000246,-0.14771891917830668
ACH-000248,0.07741462885863681
ACH-000250,-0.14166608710653575
ACH-000251,-0.20609171178535912
ACH-000252,-0.3352627549259156
