,MYO1H (283446)
ACH-000228,-0.3074353430444613
ACH-000231,-0.5456288012387307
ACH-000232,-0.5583417421341632
ACH-000233,-0.4244638765898992
ACH-000234,-0.539474855378739
ACH-000235,-0.570562128698393
ACH-000237,-0.6682679502196222
ACH-000238,-0.7859363678436769
ACH-000242,-0.6590795766246135
ACH-000243,-0.4645109291518164
ACH-000244,-0.3720027039468937
ACH-000246,-0.4148935082444272
ACH-000248,-0.5203746675633155
ACH-000250,-0.5933497769496177
ACH-000251,-0.5202392950912944
ACH-000252,-0.6393620685997319
ACH-000253,-0.6227628035795176
ACH-000255,-0.37722405144497534
ACH-000256,-0.28967868445985673
ACH-000257,-0.6372546672480898
ACH-000258,-0.5355955228010673
ACH-000259,-0.6544153666726421
ACH-000260,-0.5740023693777676
ACH-000261,-0.514525217879222
ACH-000262,-0.32734027504134056
ACH-000263,-0.7922797021688965
ACH-000264,-0.5035813748510504
ACH-000265,-0.42082730611571706
ACH-000266,-0.5665917895540861
ACH-000272,-0.4474734940489899
ACH-000274,-0.7056076688921937
ACH-000277,-0.4621083643126336
ACH-000278,-0.4942771840992794
ACH-000279,-0.6077423538523831
ACH-000280,-0.4996955458489288
ACH-000281,-0.6584497895967548
ACH-000288,-0.5314554476666904
ACH-000291,-0.4897426105129286
ACH-000293,-0.5219433339433145
ACH-000294,-0.3944143821517993
ACH-000295,-0.5820795593920834
ACH-000296,-0.5377725813447054
ACH-000302,-0.5260102065533158
ACH-000304,-0.7057105869433531
ACH-000307,-0.4734865178748925
ACH-000308,-0.5615518136249511
ACH-000310,-0.6252341685448696
ACH-000311,-0.6409604403127104
ACH-000312,-0.5640070372521807
ACH-000315,-0.509217780068338
ACH-000316,-0.271984737541757
ACH-000317,-0.3989196188065521
ACH-000318,-0.6598920106167586
ACH-000319,-0.413877389653918
ACH-000320,-0.4434677842342623
ACH-000322,-0.5622948064495766
ACH-000323,-0.6161654363618225
ACH-000324,-0.4831030061181021
ACH-000329,-0.6289222583082629
ACH-000330,-0.5602714855156706
ACH-000331,-0.49105909395861497
ACH-000332,-0.5480337149680742
ACH-000334,-0.8025689087577615
ACH-000335,-0.4083829282988449
ACH-000336,-0.5642811282640898
ACH-000337,-0.4302861085572412
ACH-000338,-1.2439282856104958
ACH-000339,-0.572992716906001
ACH-000341,-0.567199378102922
ACH-000348,-0.4479378664678365
ACH-000350,-0.6006069551034131
ACH-000352,-0.6469122765075239
ACH-000356,-0.8010362004744568
ACH-000361,-0.7114866762320153
ACH-000362,-0.5887063289105205
ACH-000363,-0.5384763040126919
ACH-000364,-0.4195207041599425
ACH-000365,-0.6157896203954478
ACH-000366,-0.5878464960402002
ACH-000368,-0.832989607328565
ACH-000374,-0.6901693168928926
ACH-000375,-0.3780550046113672
ACH-000376,-0.4773981251819373
ACH-000381,-0.7912840742830691
ACH-000383,-0.5561114389861863
ACH-000387,-0.5299904163442879
ACH-000389,-0.5644083905248749
ACH-000390,-0.6304651500711358
ACH-000393,-0.4032099189768471
ACH-000395,-0.649173419879698
ACH-000396,-0.7141692818371986
ACH-000397,-0.5284314913692438
ACH-000401,-0.3512901502497212
ACH-000402,-0.4136390411810537
ACH-000403,-0.6747268673082042
ACH-000404,-0.8528116577035789
ACH-000406,-0.4623393867794161
ACH-000407,-0.5969068617291287
ACH-000408,-0.4011402301855522
ACH-000410,-0.5755273898756369
ACH-000411,-0.6416207381071203
ACH-000414,-0.6333932793356369
ACH-000415,-0.5588391008582464
ACH-000416,-0.6259882366513195
ACH-000420,-0.5117972293156611
ACH-000421,-0.6102380698849419
ACH-000424,-0.2793524272964373
ACH-000425,-0.5999993628181645
ACH-000426,-0.4021329604677251
ACH-000427,-0.715182432093357
ACH-000433,-0.4597518295747743
ACH-000435,-0.537367243438184
ACH-000436,-0.4824061624047448
ACH-000444,-0.2662157014783302
ACH-000445,-0.3099521151211242
ACH-000448,-0.5331647403604679
ACH-000450,-0.5379483391676876
ACH-000452,-0.5510450895359604
ACH-000454,-0.5921499151946116
ACH-000458,-0.5723263799591355
ACH-000459,-0.20772206950322675
ACH-000460,-0.6694929858580809
ACH-000461,-0.4729978926361602
ACH-000463,-0.6182893510736489
ACH-000464,-0.6867141255974215
ACH-000466,-0.3754117228367742
ACH-000467,-0.6070409953138166
ACH-000468,-0.5570289864054453
ACH-000469,-0.495142288111902
ACH-000470,-0.6705396926415667
ACH-000471,-0.4124808643971752
ACH-000472,-0.5882774094134946
ACH-000473,-0.4353614691737011
ACH-000475,-0.5593497253135947
ACH-000476,-0.4962404209842846
ACH-000477,-0.2702907584944456
ACH-000479,-0.8265553799649812
ACH-000480,-0.6043742919797689
ACH-000481,-0.6467461114054498
ACH-000483,-0.3519668106765072
ACH-000484,-0.4098168258541395
ACH-000485,-0.5722816448419
ACH-000486,-0.5174568314527059
ACH-000487,-0.6728679198753486
ACH-000488,-0.5360000490488105
ACH-000490,-0.5452936250352171
ACH-000491,-0.6207228595820857
ACH-000495,-0.3428411926464482
ACH-000496,-0.5437883205300178
ACH-000499,-0.4006388395403683
ACH-000500,-0.7618244583566304
ACH-000502,-0.5542897853369905
ACH-000503,-0.7993268436680723
ACH-000505,-0.4676012469191085
ACH-000507,-0.4912630378523549
ACH-000510,-0.4979598438725203
ACH-000511,-0.6074990250382879
ACH-000512,-0.40899775860974896
ACH-000516,-0.8134287277072012
ACH-000517,-0.5548135438232452
ACH-000518,-0.2712096887377343
ACH-000520,-0.5410466601905921
ACH-000521,-0.537675376824571
ACH-000522,-0.6122768566185436
ACH-000524,-0.5116124731234727
ACH-000527,-0.45523558333520897
ACH-000528,-0.497564830097124
ACH-000537,-0.4855714905346247
ACH-000541,-0.5142041654400408
ACH-000542,-0.4951062043018996
ACH-000544,-0.4107348963268065
ACH-000545,-0.38947579286708695
ACH-000547,-0.3975296743580215
ACH-000548,-0.6482171347526544
ACH-000549,-0.4919625839103267
ACH-000550,-0.4926739001523247
ACH-000552,-0.6324495206563961
ACH-000556,-0.7227900247694866
ACH-000557,-0.6386012304573797
ACH-000569,-0.2938474034190252
ACH-000570,-0.5290466056864248
ACH-000571,-0.5334387355440382
ACH-000573,-0.3610576129829648
ACH-000576,-0.4266916036824917
ACH-000579,-0.6583823990366494
ACH-000580,-0.35015735966456346
ACH-000584,-0.4534913617451824
ACH-000585,-0.5243954319671267
ACH-000588,-0.4405201598473582
ACH-000589,-0.5623255294371443
ACH-000591,-0.7577039679045144
ACH-000593,-0.6162809956804789
ACH-000600,-0.6194364311905904
ACH-000601,-0.5820440712565071
ACH-000605,-0.5107873681710187
ACH-000606,-0.5300509122961262
ACH-000608,-0.5869979795913796
ACH-000614,-0.818267996128996
ACH-000616,-0.4758138432018862
ACH-000618,-0.5327009989472461
ACH-000619,-0.4000107369636173
ACH-000620,-0.5373044265988354
ACH-000621,-0.6063686698892862
ACH-000622,-0.4283619471193608
ACH-000623,-0.5216931865467443
ACH-000624,-0.5390436311008211
ACH-000627,-0.543884424678203
ACH-000630,-0.4644955999307809
ACH-000631,-0.4895720899569638
ACH-000632,-0.4715380528891069
ACH-000633,-0.5204431073878549
ACH-000637,-0.6328694025760719
ACH-000638,-0.3923674357196089
ACH-000646,-0.4790491478164595
ACH-000647,-0.52246012208077
ACH-000648,-0.30303467763180786
ACH-000649,-0.5240796215081138
ACH-000651,-0.5484960341846847
ACH-000652,-0.3023416371125596
ACH-000653,-0.5386034357999403
ACH-000657,-0.578708533776464
ACH-000658,-0.5788177214320248
ACH-000661,-0.4097258764540599
ACH-000662,-0.5562816703912867
ACH-000663,-0.3760297363606879
ACH-000665,-0.4539839848388398
ACH-000671,-0.37379481588511626
ACH-000672,-0.33479808539490485
ACH-000673,-0.632682578953379
ACH-000676,-0.4366227044581243
ACH-000677,-0.4259578152466144
ACH-000681,-0.33342701073565595
ACH-000683,-0.6971797581101307
ACH-000684,-0.5421260857071912
ACH-000688,-0.6377590706608575
ACH-000693,-0.5260556040302761
ACH-000694,-0.5578116428811526
ACH-000695,-0.3496265083590618
ACH-000696,-0.6123496139548245
ACH-000697,-0.4413693039541163
ACH-000699,-0.5033707104551514
ACH-000701,-0.4038864416377344
ACH-000706,-0.4773637971319144
ACH-000711,-0.6170582308468956
ACH-000713,-0.43605595803704855
ACH-000714,-0.6674349366370304
ACH-000718,-0.6222168350110227
ACH-000720,-0.5806794809168411
ACH-000721,-0.5170204708865995
ACH-000724,-0.5899432944179166
ACH-000725,-0.5339742294582122
ACH-000732,-0.3709367461233006
ACH-000734,-0.467070893309413
ACH-000735,-0.6727538957452703
ACH-000736,-0.4208533760108898
ACH-000738,-0.4798913726541188
ACH-000746,-0.5890646730009901
ACH-000747,-0.3902020276091266
ACH-000748,-0.4837660159751314
ACH-000753,-0.4797982807662722
ACH-000756,-0.4292802562118725
ACH-000757,-0.4255119287739992
ACH-000758,-0.616862868030671
ACH-000760,-0.5384322818023449
ACH-000762,-0.3379762730685356
ACH-000763,-0.5398005477656083
ACH-000764,-0.6543538601403621
ACH-000765,-0.5114471951703266
ACH-000766,-0.6623362606900502
ACH-000767,-0.8791082109224759
ACH-000768,-0.4123788320033951
ACH-000769,-0.5479317397638716
ACH-000770,-0.6765465390414085
ACH-000771,-0.6115777839623646
ACH-000773,-0.5789414510159191
ACH-000776,-0.4863755644274809
ACH-000777,-0.5899856797877067
ACH-000778,-0.7632477801690262
ACH-000781,-0.4581244783881362
ACH-000782,-0.4050995930468366
ACH-000783,-0.8149881607812853
ACH-000784,-0.5621506720267448
ACH-000785,-0.7333601523990491
ACH-000787,-0.43388242296426816
ACH-000788,-0.5023398808330862
ACH-000791,-0.6040355148856557
ACH-000792,-0.33029110264328443
ACH-000794,-0.5677508761927624
ACH-000796,-0.5563786601153778
ACH-000798,-0.270429589152522
ACH-000799,-0.5032330637846298
ACH-000800,-0.6781147607389908
ACH-000802,-0.5493352666620899
ACH-000804,-0.7426383298980026
ACH-000805,-0.8235331970471671
ACH-000809,-0.5898127005861121
ACH-000810,-0.4396603807824851
ACH-000811,-0.4424675486307048
ACH-000817,-0.4656670115449996
ACH-000819,-0.5992206384075957
ACH-000820,-0.3562423318514027
ACH-000821,-0.644383981771825
ACH-000822,-0.5827861629035493
ACH-000823,-0.5224095810421596
ACH-000824,-0.6009581462974826
ACH-000827,-0.5217411933533177
ACH-000829,-0.4742318341601965
ACH-000831,-0.4757394045419046
ACH-000832,-0.5466842600109229
ACH-000833,-0.4446396473668069
ACH-000834,-0.6495474653488921
ACH-000835,-0.3480435017656084
ACH-000836,-0.5773825097247018
ACH-000837,-0.4582058717067994
ACH-000838,-0.5365786763804268
ACH-000839,-0.5763909164957093
ACH-000840,-0.4045526274421956
ACH-000841,-0.4746158376113409
ACH-000843,-0.5330680094806958
ACH-000846,-0.6283398925884298
ACH-000847,-0.395634515366209
ACH-000848,-0.5152485453523318
ACH-000849,-0.6628971348156867
ACH-000851,-0.6154881866049616
ACH-000855,-0.5219513072169603
ACH-000856,-0.3820379130984871
ACH-000858,-0.4506526761762559
ACH-000859,-0.6180681017504532
ACH-000861,-0.5567268078511978
ACH-000862,-0.6426316333371949
ACH-000865,-0.4503252898769686
ACH-000866,-0.4933676754063097
ACH-000867,-0.6002535116693294
ACH-000869,-0.4621405595543272
ACH-000872,-0.427514803495387
ACH-000873,-0.3394610840258469
ACH-000876,-0.8028376508606118
ACH-000878,-0.5312549964154303
ACH-000880,-0.46943701636662
ACH-000881,-0.5510322383152498
ACH-000882,-0.5794931048873813
ACH-000884,-0.553259772558755
ACH-000885,-0.4295586514430781
ACH-000887,-0.5671425512032581
ACH-000889,-0.6723177409818354
ACH-000896,-0.4909243909079581
ACH-000898,-0.5004354215501325
ACH-000900,-0.5525925151572193
ACH-000901,-0.706973602516178
ACH-000905,-0.5109361772093325
ACH-000906,-0.503638378404361
ACH-000907,-0.5607022962656298
ACH-000910,-0.5133300693411028
ACH-000911,-0.41208021361984704
ACH-000912,-0.5864717843173357
ACH-000913,-0.5167644745421129
ACH-000915,-0.36982696265388704
ACH-000916,-0.3868862891393499
ACH-000917,-0.4903962365912992
ACH-000920,-0.7425277937884701
ACH-000921,-0.5073959395369363
ACH-000924,-0.5891709265444396
ACH-000926,-0.6404469904155005
ACH-000928,-0.6957723667507074
ACH-000929,-0.4605487550322105
ACH-000932,-0.4373031497408796
ACH-000935,-0.5983007923518794
ACH-000936,-0.540448228076886
ACH-000937,-0.6615205945644841
ACH-000938,-0.5112977868335419
ACH-000939,-0.5849971051000209
ACH-000941,-0.3161007732855946
ACH-000943,-0.4408628151172869
ACH-000946,-0.3777724371896237
ACH-000947,-0.5284945426482298
ACH-000948,-0.5255871105735589
ACH-000950,-0.41547502659122704
ACH-000953,-0.5486327531201671
ACH-000954,-0.5477079295337737
ACH-000957,-0.6245313333651921
ACH-000958,-0.4513309980713507
ACH-000960,-0.5953676878278161
ACH-000963,-0.5944571400035961
ACH-000968,-0.5840611578016025
ACH-000969,-0.4885664980566289
ACH-000972,-0.6545608121820865
ACH-000973,-0.5141003283504021
ACH-000974,-0.4544065650811136
ACH-000978,-0.4064843873256098
ACH-000984,-0.5954642012142527
ACH-000986,-0.5154857845984525
ACH-000988,-0.4982124494558874
ACH-000993,-0.5513746790721136
ACH-000994,-0.5119672276376751
ACH-000996,-0.4879895647741394
ACH-001001,-0.4956232998100705
ACH-001020,-0.34334924962828245
ACH-001028,-0.6776025347542217
ACH-001031,-0.3556574032139767
ACH-001038,-0.5627211409603382
ACH-001048,-0.5510630872278183
ACH-001050,-0.4256150446640211
ACH-001053,-0.4868487059846309
ACH-001054,-0.39333149074269336
ACH-001061,-0.4554510200379953
ACH-001067,-0.40508121884759096
ACH-001075,-0.5762564935664228
ACH-001096,-0.5189527737671588
ACH-001111,-0.5538494914591588
ACH-001119,-0.3597736824507978
ACH-001128,-0.3768783145214307
ACH-001134,-0.4999871652304846
ACH-001151,-0.531877409239401
ACH-001163,-0.7123486766144224
ACH-001164,-0.7695578032106869
ACH-001183,-0.5999921897454593
ACH-001192,-0.6987285796930487
ACH-001193,-0.7033800502466381
ACH-001196,-0.4639733614681591
ACH-001197,-0.6499957383230077
ACH-001205,-0.5976568707812129
ACH-001211,-0.5645175680074839
ACH-001212,-0.5553154908463823
ACH-001228,-0.7012027871716685
ACH-001232,-0.741206731335683
ACH-001239,-0.5903470861795312
ACH-001270,-0.6847724789215551
ACH-001274,-0.5643456278513438
ACH-001275,-0.5311287996196504
ACH-001277,-0.6038476590987003
ACH-001278,-0.4340496031545089
ACH-001280,-0.8224841828506465
ACH-001283,-0.4844962357892362
ACH-001289,-0.29733429834065805
ACH-001300,-0.7337118977462476
ACH-001301,-0.6178007535240698
ACH-001302,-0.6153606849069283
ACH-001306,-0.5551361433019525
ACH-001318,-0.452384952748735
ACH-001322,-0.24407001420727215
ACH-001328,-0.6716083091168312
ACH-001332,-0.4807398912922057
ACH-001336,-0.6070540466758224
ACH-001346,-0.5687379790180396
ACH-001353,-0.5877476339479794
ACH-001354,-0.9031279340616198
ACH-001367,-0.7087290354575517
ACH-001368,-0.5725581049147784
ACH-001374,-0.5763229668359423
ACH-001377,-0.7055155611186715
ACH-001380,-0.5602800372142658
ACH-001391,-0.5055290026200541
ACH-001408,-0.5834338667564518
ACH-001430,-0.6538055733055365
ACH-001431,-0.5458102553925404
ACH-001450,-0.6799306083147476
ACH-001496,-0.4419773808176849
ACH-001500,-0.5535104426705055
ACH-001523,-0.6305555365881171
ACH-001532,-0.4250849886909756
ACH-001550,-0.4608163759830914
ACH-001552,-0.6805043112366014
ACH-001554,-0.5704219127548383
ACH-001654,-0.5141604108854205
ACH-001735,-0.5327812859316753
ACH-001736,-0.5578240613432317
ACH-001737,-0.6685709809782177
ACH-001740,-0.5002424018286366
ACH-001745,-0.4708372628056606
ACH-001765,-0.7203919996620372
