,IHH (3549)
ACH-000004,-0.07924448505519267
ACH-000005,-0.2749579049348533
ACH-000007,0.008880109111832336
ACH-000009,-0.05027451321737614
ACH-000011,-0.14026980310239684
ACH-000012,0.0017765907417537374
ACH-000013,0.015428270498680754
ACH-000014,-0.09848414441484088
ACH-000015,-0.03806233642452985
ACH-000017,-0.055626518620781176
ACH-000018,-0.12517586492260566
ACH-000019,-0.0030650486760322553
ACH-000021,-0.046574936394208115
ACH-000022,-0.03744461776691165
ACH-000025,-0.0762158005746023
ACH-000028,-0.11503137293626102
ACH-000030,-0.08136346479817823
ACH-000035,-0.04893912240526403
ACH-000036,-0.15250278341714804
ACH-000037,-0.049955388232786425
ACH-000039,-0.04160946499606427
ACH-000040,-0.005172327514018583
ACH-000041,-0.08585718982356265
ACH-000042,-0.15588756432661613
ACH-000045,-0.03306291399296635
ACH-000047,0.017679805641470203
ACH-000052,0.0665711331336874
ACH-000053,-0.031139017015136907
ACH-000054,-0.16017891750537652
ACH-000055,0.0035890382642711884
ACH-000060,0.023538619549146857
ACH-000067,-0.2729960450421661
ACH-000070,-0.08633592841812224
ACH-000075,-0.020395324837594216
ACH-000078,-0.19955817602434767
ACH-000082,-0.12340361438727128
ACH-000085,-0.14680811601784782
ACH-000086,-0.010215749095092696
ACH-000087,0.031175746722786824
ACH-000092,0.013667228050837926
ACH-000095,-0.02953656844649
ACH-000097,-0.07252858912207395
ACH-000098,-0.1064090039276312
ACH-000099,-0.047203398460793855
ACH-000108,-0.02727401164803109
ACH-000113,-0.02589412502853386
ACH-000116,-0.03687179167796428
ACH-000118,-0.059765009927852025
ACH-000120,-0.04363663611638315
ACH-000123,0.06894578041298813
ACH-000127,0.03577286924341888
ACH-000128,-0.013858019596837865
ACH-000132,0.0168397013282782
ACH-000133,-0.17713256536972655
ACH-000137,-0.09846766500124032
ACH-000138,-0.007303602703551344
ACH-000142,-0.02800894236930571
ACH-000143,0.037705589601708965
ACH-000146,-0.05444212625315497
ACH-000148,-0.15468347458710038
ACH-000150,-0.003155379925240422
ACH-000152,-0.01749050897915595
ACH-000153,0.05053882580458755
ACH-000159,-0.047729094662280085
ACH-000160,-0.056418378520203635
ACH-000163,-0.003430939966255501
