,RSPH6A (81492)
ACH-000004,-0.05600535901646402
ACH-000005,-0.20791169050351355
ACH-000007,-0.2205634036082894
ACH-000009,-0.007586837457316546
ACH-000011,-0.1141135054066329
ACH-000012,-0.07129081650598873
ACH-000013,-0.24606177037917745
ACH-000014,-0.24832364556796385
ACH-000015,-0.21326500043629104
ACH-000017,0.02118414534472621
ACH-000018,-0.15658585115351234
ACH-000019,-0.14751607318205728
ACH-000021,-0.15218004533436302
ACH-000022,-0.04848745703435963
ACH-000025,0.02472968329154065
ACH-000028,-0.11774892933416325
ACH-000030,-0.16013337211727954
ACH-000035,-0.2051545105813036
ACH-000036,0.025751313956311462
ACH-000037,-0.05650604950162765
ACH-000039,-0.11506883076209362
ACH-000040,-0.055996725680058465
ACH-000041,-0.13882346469925486
ACH-000042,-0.05242181359380434
ACH-000045,0.018183159751945108
ACH-000047,-0.1453749028664289
ACH-000052,-0.20490199930371
ACH-000053,-0.33200935597857745
ACH-000054,-0.16766041778904142
ACH-000055,-0.08401273929756885
ACH-000060,0.10686737292886117
ACH-000067,-0.057209222376653414
ACH-000070,-0.1345249628320436
ACH-000075,-0.20149134376886668
ACH-000078,-0.006519477483980285
ACH-000082,-0.12662902233776108
ACH-000085,0.00011629081829275823
ACH-000086,-0.2542313695388524
ACH-000087,-0.10110450281813717
ACH-000092,-0.06668789926067313
ACH-000095,-0.07768440144174356
ACH-000097,-0.11245690051754564
ACH-000098,-0.22254566574038387
ACH-000099,-0.04068566856197118
ACH-000108,-0.18862321462197887
ACH-000113,-0.11955753727132268
ACH-000116,-0.04109030607874746
ACH-000118,-0.06394929067791755
ACH-000120,-0.045485784977484296
ACH-000123,-0.15556876395359173
ACH-000127,-0.025988379960951772
ACH-000128,-0.08321662590541506
ACH-000132,-0.13917785424344867
ACH-000133,-0.11019951361098383
ACH-000137,-0.33501718891736976
ACH-000138,-0.08161606151909966
ACH-000142,-0.18931181877178765
ACH-000143,-0.023207669988993467
ACH-000146,-0.11342365324710325
ACH-000148,-0.07160363886142894
ACH-000150,-0.04585728935498886
ACH-000152,-0.1597139956730836
ACH-000153,-0.2623319129127329
ACH-000159,-0.18864013361734336
ACH-000160,-0.1186463875325936
ACH-000163,-0.11045395854509657
ACH-000167,0.002737876392128467
ACH-000168,-0.0058407316078327425
ACH-000169,-0.029990218096079588
ACH-000178,-0.04348050007194474
ACH-000183,-0.11271655032620627
ACH-000188,-0.15174141138893446
ACH-000189,-0.11149236045428054
ACH-000190,-0.28971346083500765
ACH-000198,-0.10113785921190296
ACH-000203,-0.3084505288356061
ACH-000204,-0.14610322825164207
ACH-000206,0.028976140940496962
ACH-000207,-0.06321966016121815
ACH-000208,-0.10271650230687657
ACH-000210,-0.024134607073727214
ACH-000211,-0.04818865132600063
ACH-000215,-0.08664284262754618
ACH-000221,-0.18336094926328572
ACH-000222,-0.15995399533357266
ACH-000223,-0.1038992567292373
ACH-000226,-0.1145876578124027
ACH-000227,0.043244446772270975
ACH-000228,-0.23963858033978186
ACH-000231,0.035114447555680633
ACH-000232,0.05235954041136385
ACH-000233,-0.10308242259782983
ACH-000234,-0.16844972046298887
ACH-000235,-0.13774844180614348
ACH-000237,-0.19403616425404324
ACH-000238,-0.004796711651480629
ACH-000242,0.1749448571381522
ACH-000243,-0.0037951658179669772
ACH-000244,0.09299357995220874
ACH-000246,-0.09813788852556148
ACH-000248,-0.07079370861852663
ACH-000250,-0.1329337917066966
ACH-000251,-0.13394924154845056
ACH-000252,-0.015161837017052468
ACH-000253,-0.18237291065192954
ACH-000255,-0.19202263125571534
ACH-000256,-0.23650726883224024
ACH-000257,-0.25759168100985114
ACH-000258,0.1721177397291703
ACH-000259,-0.16489306234865286
ACH-000260,-0.14028459746248864
ACH-000261,-0.0640727303755472
ACH-000262,-0.3353322138672765
ACH-000263,-0.2694307579734368
ACH-000264,-0.041081934780263486
ACH-000265,-0.24262156750430686
ACH-000266,-0.08391567518070034
ACH-000272,0.007414160329338925
ACH-000274,-0.0568373612639961
ACH-000277,-0.04058250739387958
ACH-000278,-0.16394393934313767
ACH-000279,-0.005230858145477854
ACH-000280,-0.19783973434493252
ACH-000281,-0.15497686655596846
ACH-000288,-0.02793860172490337
ACH-000291,-0.2808069702068346
ACH-000293,-0.08562240463995603
ACH-000294,-0.23901911729725986
ACH-000295,-0.07451636356081533
ACH-000296,-0.1531063675311119
ACH-000302,-0.2633700795862379
ACH-000304,-0.304010825991333
ACH-000307,0.013924658156012331
ACH-000308,-0.20580332018494174
ACH-000310,0.029822436224434062
ACH-000311,-0.17160369467426634
ACH-000312,-0.07716861817594207
ACH-000315,-0.30598196427795565
ACH-000316,-0.11500937212016507
ACH-000317,0.15504354185472285
ACH-000318,-0.2412097896223553
ACH-000319,-0.42595260346697067
ACH-000320,0.037087536020465536
ACH-000322,0.06494545503536975
ACH-000323,-0.1282676862071187
ACH-000324,-0.11165285292376684
ACH-000329,0.0778670801943711
ACH-000330,-0.15367494215765407
ACH-000331,-0.03799590012189282
ACH-000332,-0.12080925554845046
ACH-000334,-0.2246186754524819
ACH-000335,-0.2871867498055051
ACH-000336,-0.2980986518559906
ACH-000337,-0.09911447951922064
ACH-000338,0.0996803551032112
ACH-000339,-0.0736469465925924
ACH-000341,-0.1169120120940714
ACH-000348,-0.12474014554093488
ACH-000350,-0.07889295877548211
ACH-000352,-0.01393608513807064
ACH-000356,-0.1478543508776506
ACH-000361,0.0328059202657108
ACH-000362,-0.13161205317542332
ACH-000363,-0.1983077642869038
ACH-000364,-0.22090206473293025
ACH-000365,-0.01763610767985193
ACH-000366,-0.23702049284822296
ACH-000368,-0.1223738257717083
ACH-000374,0.015543773998685187
ACH-000375,-0.3880030972712293
ACH-000376,-0.10536848167076154
ACH-000381,0.07104598133327901
ACH-000383,-0.21607876804451184
ACH-000387,-0.055289929357439135
ACH-000389,-0.2266019796325901
ACH-000390,-0.10940325372657604
ACH-000393,-0.035309995298708735
ACH-000395,-0.1804613361011439
ACH-000396,-0.15579816488680093
ACH-000397,-0.2124789439220013
ACH-000401,-0.19169451544378907
ACH-000402,0.9406689373714704
ACH-000403,-0.1399912369687206
ACH-000404,-0.022636563156163664
ACH-000406,-0.04117680882275872
ACH-000407,-0.012082061485984652
ACH-000408,-0.17553704441359014
ACH-000410,-0.15758029549154876
ACH-000411,-0.09617130997242383
ACH-000414,-0.1258893238793081
ACH-000415,-0.055288000341149834
ACH-000416,-0.08360335105338575
ACH-000420,-0.1925681843045657
ACH-000421,-0.11288163078220415
ACH-000424,-0.11414023565988014
ACH-000425,-0.09638203345837586
ACH-000426,-0.04871952691305622
ACH-000427,-0.1720300724305778
ACH-000433,-0.07718416638146827
ACH-000435,-0.03049508662542324
ACH-000436,0.018686956218205687
ACH-000444,0.003059817098769789
ACH-000445,-0.048704337680178456
ACH-000448,-0.08360194212639817
ACH-000450,-0.04821317722567526
ACH-000452,-0.0241646711490628
ACH-000454,0.07761581674760537
ACH-000458,-0.25280444529543444
ACH-000459,-0.10327908476114177
ACH-000460,-0.07749125870383419
ACH-000461,-0.1223022229089922
ACH-000463,-0.1769095956750668
ACH-000464,-0.1032830250311726
ACH-000466,-0.11562379608252868
ACH-000467,-0.16148379009202252
ACH-000468,-0.07055519037128252
ACH-000469,-0.08365440517553553
ACH-000470,-0.2597309880907097
ACH-000471,-0.16452586638125746
ACH-000472,-0.18046805614589514
ACH-000473,-0.07129002396009708
ACH-000475,-0.13763872619783052
ACH-000476,-0.09400698300354812
ACH-000477,-0.2713472384308289
ACH-000479,0.16058105169550474
ACH-000480,-0.2380045383418049
ACH-000481,-0.08533560560329134
ACH-000483,-0.15435318772405604
ACH-000484,-0.3169330095918739
ACH-000485,-0.10350739768364448
ACH-000486,-0.15509954811530927
ACH-000487,-0.14072842060237478
ACH-000488,-0.11693670523540388
ACH-000490,-0.08722312380500045
ACH-000491,-0.07318033375825005
ACH-000495,-0.03419286579604997
ACH-000496,0.00799707740932015
ACH-000499,-0.1980824359884791
ACH-000500,0.05200085570237405
ACH-000502,-0.16292183585604195
ACH-000503,-0.15685370554301045
ACH-000505,-0.0005209245045270668
ACH-000507,-0.3630748924592109
ACH-000510,-0.11785188819103605
ACH-000511,-0.09216862877969458
ACH-000512,-0.12809947743677266
ACH-000516,-0.13465582996187989
ACH-000517,-0.04608901121954937
ACH-000518,-0.10231639036808757
ACH-000520,-0.03742580674187715
ACH-000521,-0.05690908797626965
ACH-000522,-0.06754688243538907
ACH-000524,-0.12326319452757685
ACH-000527,-0.12375927622082045
ACH-000528,0.022736838154265856
ACH-000537,-0.02248634410641955
ACH-000541,-0.1802535726747084
ACH-000542,-0.13071508918053554
ACH-000544,-0.15259890521564648
ACH-000545,-0.1165155854764512
ACH-000547,-0.0033909060085275237
ACH-000548,-0.17589712912851216
ACH-000549,0.057683674890420325
ACH-000550,-0.09415975783668698
ACH-000552,-0.1006351975415226
ACH-000556,-0.2763395541073719
ACH-000557,-0.08566183217027543
ACH-000569,-0.2743983639955281
ACH-000570,-0.038148635872111016
ACH-000571,-0.05559914210250917
ACH-000573,-0.2197841172105257
ACH-000576,-0.1964183323867108
ACH-000579,0.0253275821793296
ACH-000580,0.004362907585484865
ACH-000584,-0.10682233932614926
ACH-000585,-0.13578501894430406
ACH-000588,0.1428639887995831
ACH-000589,-0.14261371580303947
ACH-000591,-0.07265401922732179
ACH-000593,-0.1854743536461332
ACH-000600,-0.04307178301249336
ACH-000601,-0.18060762962411026
ACH-000605,0.011296218021202238
ACH-000606,-0.20307219730939668
ACH-000608,-0.1818412166966111
ACH-000614,-0.32170554286712577
ACH-000616,-0.1748609895973401
ACH-000618,-0.09429664859976884
ACH-000619,0.15929400719933334
ACH-000620,-0.10825397102077268
ACH-000621,-0.1143719496743214
ACH-000622,-0.025192917116478968
ACH-000623,-0.24170401298832495
ACH-000624,-0.0538706431231002
ACH-000627,-0.1614108067154955
ACH-000630,-0.06823369647904154
ACH-000631,-0.35795462369200404
ACH-000632,-0.03415670178414708
ACH-000633,-0.1623481101527386
ACH-000637,-0.3320753641790352
ACH-000638,-0.11353333638625895
ACH-000646,-0.2349570088789105
ACH-000647,0.009103097666721795
ACH-000648,0.08684341285109988
ACH-000649,-0.13599560140590874
ACH-000651,-0.08894258632848939
ACH-000652,-0.06534982112129069
ACH-000653,-0.15767571718895207
ACH-000657,-0.17318578884284544
ACH-000658,-0.02528132238343117
ACH-000661,-0.2196184493136347
ACH-000662,-0.13286662570579036
ACH-000663,-0.3126817114166996
ACH-000665,-0.06096210088395122
ACH-000671,-0.05842215699017411
ACH-000672,-0.1476094440755468
ACH-000673,-0.10718407604593466
ACH-000676,-0.09859906049287644
ACH-000677,-0.1280317360593643
ACH-000681,-0.05715206837089409
ACH-000683,-0.08474685074316755
ACH-000684,0.2326945260139544
ACH-000688,-0.06615654126533572
ACH-000693,-0.1652786046611366
ACH-000694,-0.25275872929085125
ACH-000695,-0.02807303389525283
ACH-000696,-0.13270413752671584
ACH-000697,-0.047852575766077
ACH-000699,-0.22268568864714894
ACH-000701,-0.3114309571696872
ACH-000706,-0.1298982846248102
ACH-000711,-0.13600463077834632
ACH-000713,-0.13254601903170082
ACH-000714,-0.11163555007579752
ACH-000718,-0.1272245699937417
ACH-000720,-0.05509385439944373
ACH-000721,-0.2527345395209973
ACH-000724,-0.1755299903714524
ACH-000725,-0.11449528680218013
ACH-000732,-0.23148444163874105
ACH-000734,-0.2851609670194236
ACH-000735,-0.0680039230480848
ACH-000736,-0.06734196330826553
ACH-000738,-0.041551082810476016
ACH-000746,-0.019029635365722056
ACH-000747,-0.06576420537631948
ACH-000748,-0.17761132477085048
ACH-000753,-0.04183792367390481
ACH-000756,-0.16047658745913754
ACH-000757,-0.255112479455456
ACH-000758,-0.15606585035479625
ACH-000760,-0.08805900375252762
ACH-000762,-0.27306208711114377
ACH-000763,-0.06675879982727102
ACH-000764,-0.19530983239127891
ACH-000765,-0.03917696804121623
ACH-000766,-0.1459002275019506
ACH-000767,-0.06741800549932353
ACH-000768,-0.02543547286290237
ACH-000769,-0.08026165989676078
ACH-000770,-0.08445155851798983
ACH-000771,-0.03978174499680303
ACH-000773,-0.12530577309522978
ACH-000776,-0.12051611274774862
ACH-000777,-0.28589467022336085
ACH-000778,-0.1350916324590861
ACH-000781,-0.0814356186304771
ACH-000782,-0.17015603870396415
ACH-000783,-0.10877951317297134
ACH-000784,-0.10994486715198616
ACH-000785,0.01869186636164313
ACH-000787,-0.18106044546726327
ACH-000788,-0.0948590738622366
ACH-000791,-0.07673998912289284
ACH-000792,-0.1562054405415295
ACH-000794,-0.0713040974737798
ACH-000796,-0.11738347535543872
ACH-000798,-0.10834016399817413
ACH-000799,-0.3172259883691779
ACH-000800,-0.19720881506257584
ACH-000802,-0.035803692220720114
ACH-000804,-0.02155855680254679
ACH-000805,-0.23427470418302504
ACH-000809,-0.11327532882965005
ACH-000810,0.033092373949806804
ACH-000811,-0.16797840802161018
ACH-000817,-0.0726209507259543
ACH-000819,-0.20271311145023704
ACH-000820,-0.1302652776923144
ACH-000821,-0.31077259323057865
ACH-000822,-0.1513665751006994
ACH-000823,-0.07315794315918757
ACH-000824,-0.18217274650074752
ACH-000827,-0.09356508341994643
ACH-000829,-0.10512872344102643
ACH-000831,-0.17325037172131888
ACH-000832,-0.05962546255795102
ACH-000833,-0.10077959083908364
ACH-000834,-0.36747021512327815
ACH-000835,-0.0669835393715965
ACH-000836,-0.11539311182513053
ACH-000837,-0.11532290988095932
ACH-000838,-0.10556702909009384
ACH-000839,0.056460474819016074
ACH-000840,-0.09223801452492973
ACH-000841,-0.2379703569849112
ACH-000843,-0.17522699132697392
ACH-000846,-0.21541090737616084
ACH-000847,-0.2483775378243202
ACH-000848,-0.2612109486360221
ACH-000849,-0.04845056337355121
ACH-000851,0.031175768675344624
ACH-000855,-0.15518552227631902
ACH-000856,-0.1512287490828477
ACH-000858,-0.16292229627055055
ACH-000859,0.038670830875009055
ACH-000861,-0.4219626417410903
ACH-000862,-0.17114026895869192
ACH-000865,-0.1961877031648131
ACH-000866,-0.06633152235941171
ACH-000867,-0.09893773058432212
ACH-000869,-0.04804687831239565
ACH-000872,-0.16153131892540118
