,RABGAP1L (9910)
ACH-000004,-0.22862377157882516
ACH-000005,-0.08755508124297366
ACH-000007,-0.01628416129067302
ACH-000009,-0.11536383140446707
ACH-000011,0.013316670509162628
ACH-000012,-0.09262880467241312
ACH-000013,-0.09702227273326096
ACH-000014,0.04478936387486588
ACH-000015,-0.0031219701924223523
ACH-000017,-0.06072596669398396
ACH-000018,-0.1251903588170763
ACH-000019,-0.08492177093035541
ACH-000021,0.017960944038542453
ACH-000022,-0.0209496117298362
ACH-000025,-0.10280528000926936
ACH-000028,-0.1944967179556373
ACH-000030,0.04192970609707596
ACH-000035,0.007919447963267282
ACH-000036,-0.04199699040917546
ACH-000037,0.03572086223847816
ACH-000039,0.08561796551537447
ACH-000040,-0.22330359194690969
ACH-000041,0.0030479084842270784
ACH-000042,0.07883004429933853
ACH-000045,-0.09026006371771754
ACH-000047,-0.18832124236730155
ACH-000052,0.09913691218652472
ACH-000053,-0.08226963757847752
ACH-000054,0.025469900665203483
ACH-000055,-0.04165306915740198
ACH-000060,0.0369499307437298
ACH-000067,0.13365795530137514
ACH-000070,-0.04641158474040477
ACH-000075,-0.11631779157734977
ACH-000078,-0.058725420374102624
ACH-000082,-0.1338302823724243
ACH-000085,-0.14897626517016765
ACH-000086,-0.15718376110551738
ACH-000087,-0.10279706115806928
ACH-000092,-0.09056175121806696
ACH-000095,-0.07909804597085146
ACH-000097,-0.0131000770233021
ACH-000098,-0.13128044937722413
ACH-000099,-0.048223064240626085
ACH-000108,0.019587941258510943
ACH-000113,0.00883069015270337
ACH-000116,0.057061945652717085
ACH-000118,-0.005029180842872888
ACH-000120,-0.026982689779378715
ACH-000123,0.06617836170260688
ACH-000127,-0.005433096167183144
ACH-000128,0.1110509602702512
ACH-000132,-0.15033812086876813
ACH-000133,-0.11794566002271616
ACH-000137,0.03907315494285177
ACH-000138,-0.00566876782867084
ACH-000142,-0.1070043287063202
ACH-000143,-0.1352032999778323
ACH-000146,0.0881853371434915
ACH-000148,-0.05576759307051293
ACH-000150,0.05714448929405335
ACH-000152,-0.07402634036257763
ACH-000153,0.0822962821940869
ACH-000159,-0.02464960015810344
ACH-000160,-0.017957198233141392
ACH-000163,-0.031237686647113936
ACH-000167,0.05076006356385111
ACH-000168,-0.059062800599083774
ACH-000169,-0.148194010162758
ACH-000178,0.02345757505176808
ACH-000183,0.08146758910496787
ACH-000188,0.0300639106227562
ACH-000189,-0.2124151848488336
ACH-000190,-0.1807168959237268
ACH-000198,-0.016039434474256854
ACH-000203,0.2681461000972871
ACH-000204,-0.43032476937806896
ACH-000206,-0.10664542503254433
ACH-000207,0.16955212457485164
ACH-000208,0.02714032996398533
ACH-000210,-0.0613826814159461
ACH-000211,-0.056377024160828126
ACH-000215,-0.01896454039197269
ACH-000221,0.08957420978814422
ACH-000222,-0.06997978863151735
ACH-000223,-0.13316485525034227
ACH-000226,-0.08781659803838457
ACH-000227,-0.018019653303905054
ACH-000228,0.07050242636024047
ACH-000231,-0.035456767138156015
ACH-000232,0.05326011903865432
ACH-000233,-0.0008065085694054805
ACH-000234,0.050392709956238034
ACH-000235,-0.1027089057241631
ACH-000237,-0.11623261273915962
ACH-000238,-0.021829304846439967
ACH-000242,0.006323280999506011
ACH-000243,-0.013770406400159016
ACH-000244,0.036483452705406455
ACH-000246,0.0019774184225079578
ACH-000248,-0.16176626022001453
ACH-000250,0.010499958576069952
ACH-000251,0.10627515811800428
ACH-000252,-0.045224566175219486
ACH-000253,0.06905889899585085
ACH-000255,-0.025611181099530197
ACH-000256,-0.012590444043832166
ACH-000257,0.1422530254676365
ACH-000258,-0.2240073655159967
ACH-000259,0.02689063487687817
ACH-000260,-0.1308909869519658
ACH-000261,-0.07950878815952721
ACH-000262,-0.016522513637985126
ACH-000263,0.12267756353695655
ACH-000264,-0.04337287107094443
ACH-000265,0.04188648983148829
ACH-000266,-0.062488873030789885
ACH-000272,-0.07934699107332695
ACH-000274,-0.026331063877884246
ACH-000277,-0.13300349424995644
ACH-000278,-0.1002487575358889
ACH-000279,-0.050925424665783314
ACH-000280,-0.011661048141285936
ACH-000281,0.03346058315660642
ACH-000288,-0.06227951603356467
ACH-000291,-0.07172180660006425
ACH-000293,0.02129357434308956
ACH-000294,0.052405948505295404
ACH-000295,-0.1081621695775898
ACH-000296,-0.060119067193151216
ACH-000302,-0.05986521153161713
ACH-000304,0.013636771968337869
ACH-000307,-0.07608569028320898
ACH-000308,-0.1493024425126359
ACH-000310,-0.12261084928451275
ACH-000311,0.0839845617101783
ACH-000312,-0.10785789930166108
ACH-000315,0.0035158525520703047
ACH-000316,0.0824067638228672
ACH-000317,-0.04392567365382054
ACH-000318,0.007816935515901059
ACH-000319,-0.054209418551232035
ACH-000320,-0.056838252999701674
ACH-000322,-0.2280824912043609
ACH-000323,-0.05279646571986412
ACH-000324,-0.01870324980916029
ACH-000329,0.02170196998781781
ACH-000330,0.03440345337374811
ACH-000331,-0.07484742742294265
ACH-000332,0.017490869971055662
ACH-000334,0.11178148688224347
ACH-000335,-0.07072393508917539
ACH-000336,0.05754264991331742
ACH-000337,-0.054651103120410965
ACH-000338,-0.29061974446140737
ACH-000339,-0.12231329222640445
ACH-000341,-0.18332009782098624
ACH-000348,0.020189293438197347
ACH-000350,-0.08001126584364537
ACH-000352,-0.048650633433885225
ACH-000356,0.14620799339731386
ACH-000361,0.035624197705269464
ACH-000362,0.0018324177941485464
ACH-000363,-0.0418855498517669
ACH-000364,0.0973053347955813
ACH-000365,-0.06474912787219618
ACH-000366,-0.017573880017143433
ACH-000368,-0.11507497532415015
ACH-000374,0.0060747406981196475
ACH-000375,-0.0985515695927016
ACH-000376,0.0282447546852115
ACH-000381,0.08203031256075423
ACH-000383,-0.13617964594719553
ACH-000387,0.01241566775269822
ACH-000389,-0.09910708143638317
ACH-000390,0.011118417168878514
ACH-000393,-0.05658066456673255
ACH-000395,0.022204189997972745
ACH-000396,0.0029742607022825852
ACH-000397,-0.0699580333461837
ACH-000401,-0.090523229195598
ACH-000402,-0.24099767239637296
ACH-000403,-0.1227410838054971
ACH-000404,-0.01667986689653398
ACH-000406,-0.025183044153686163
ACH-000407,-0.1257415114938266
ACH-000408,0.2996380240426262
ACH-000410,-0.2204684691778317
ACH-000411,-0.13539540727453298
ACH-000414,0.04491690459213457
ACH-000415,0.0687622097940918
ACH-000416,-0.16912460561638928
ACH-000420,-0.06763792530123297
ACH-000421,-0.12439269936455702
ACH-000424,-0.11200076089580016
ACH-000425,-0.06399438358275336
ACH-000426,-0.11576613834685405
ACH-000427,-0.1352987590997097
ACH-000433,0.18873476667524106
ACH-000435,-0.0977996182826808
ACH-000436,-0.0242081454247768
ACH-000444,-0.11364712588517205
ACH-000445,-0.05679021326566069
ACH-000448,-0.07322218946250053
ACH-000450,-0.032463247203360385
ACH-000452,-0.03486805503246111
ACH-000454,0.04282511758852051
ACH-000458,0.0853485069254038
ACH-000459,-0.1272596776029253
ACH-000460,0.006888316054284316
ACH-000461,0.03825495140432427
ACH-000463,-0.10918897328945464
ACH-000464,0.02287693088723345
ACH-000466,0.04222940352897752
ACH-000467,-0.029489556467482688
ACH-000468,-0.031149645636031724
ACH-000469,0.050229249738944715
ACH-000470,0.012085592711481451
ACH-000471,-0.06113105768907887
ACH-000472,0.023065582081121028
ACH-000473,0.004072577921568911
ACH-000475,-0.038235989241248665
ACH-000476,-0.04580150439800389
ACH-000477,-0.12642212985923526
ACH-000479,-0.3077701598136359
ACH-000480,-0.08525534056739245
ACH-000481,-0.08590345368574072
ACH-000483,-0.05965690181228112
ACH-000484,0.02238970337356691
ACH-000485,0.0762066175758116
ACH-000486,0.02454510307972244
ACH-000487,-0.034267247669366535
ACH-000488,0.02348976103180669
ACH-000490,-0.061604182764510435
ACH-000491,0.134609727975007
ACH-000495,-0.07251824563948397
ACH-000496,0.11288500639827904
ACH-000499,0.18923309013907014
ACH-000500,-0.20486892952105826
ACH-000502,-0.02103015888012093
ACH-000503,-0.007732321700782691
ACH-000505,-0.006904764553266326
ACH-000507,-0.16017716511413607
ACH-000510,-0.11194691464681324
ACH-000511,0.19984872095811815
ACH-000512,-0.11366151656352767
ACH-000516,-0.12384865087150385
ACH-000517,-0.04331737640850401
ACH-000518,-0.0068671893169877495
ACH-000520,-0.07706685604305134
ACH-000521,0.021930465761882525
ACH-000522,0.0034111102949000893
ACH-000524,-0.009593376188809344
ACH-000527,-0.11013189344937893
ACH-000528,0.060716038212089374
ACH-000537,0.05137738595873866
ACH-000541,-0.19869652224277093
ACH-000542,0.03708959957396436
ACH-000544,-0.01137970304021237
ACH-000545,0.0019046234725212754
ACH-000547,-0.11831958149625176
ACH-000548,-0.17810468267277024
ACH-000549,-0.013924421458595649
ACH-000550,-0.06249477122444823
ACH-000552,0.039745076923456885
ACH-000556,-0.0740419818147668
ACH-000557,0.01806257172673852
ACH-000569,-0.3156280900005625
ACH-000570,0.05249311570220993
ACH-000571,-0.11409815693901527
ACH-000573,0.06834162186343676
ACH-000576,-0.04106363290895125
ACH-000579,-0.06490592417957146
ACH-000580,-0.06860762414084028
ACH-000584,-0.0014086324535534055
ACH-000585,-0.02683176524849975
ACH-000588,-0.002685535446781134
ACH-000589,-0.09721041253290023
ACH-000591,0.2165621838129032
ACH-000593,-0.0388548053350997
ACH-000600,-0.04447058389501405
