,LGALSL (29094)
ACH-000004,0.006451185807620469
ACH-000005,0.12832941466142458
ACH-000007,0.009484158966874516
ACH-000009,-0.06696298753194864
ACH-000011,0.05084804002209086
ACH-000012,0.005365199820327722
ACH-000013,-0.019571263218765483
ACH-000014,-0.07093831399390818
ACH-000015,0.04869219314513749
ACH-000017,-0.0839836909800641
ACH-000018,-0.11803439554239906
ACH-000019,0.07646495058620026
ACH-000021,-0.11055952139295716
ACH-000022,-0.062367009411083585
ACH-000025,-0.05063185877913974
ACH-000028,0.01409670668747854
ACH-000030,-0.10561191357950543
ACH-000035,-0.07371429985113064
ACH-000036,-0.2677398773423547
ACH-000037,0.06316180904567803
ACH-000039,-0.18456858818784735
ACH-000040,-0.009126334546943924
ACH-000041,-0.027825173876818043
ACH-000042,-0.025580650575292473
ACH-000045,-0.06622371643879528
ACH-000047,-0.04328748896604201
ACH-000052,-0.05700013870225607
ACH-000053,-0.011521399565763138
ACH-000054,-0.04893636248523185
ACH-000055,0.01955389300048607
ACH-000060,0.09438800630204967
ACH-000067,-0.08699917282725525
ACH-000070,0.1377529840467347
ACH-000075,0.106117325529946
ACH-000078,-0.0905435583837779
ACH-000082,-0.009876327457511512
ACH-000085,-0.04992069694162
ACH-000086,0.02281797282935111
ACH-000087,-0.18698054055332985
ACH-000092,-0.050319855691806505
ACH-000095,-0.06055470654298298
ACH-000097,-0.003218909247348123
ACH-000098,0.011441009877710956
ACH-000099,0.017741561700721564
ACH-000108,-0.0965881948979445
ACH-000113,0.04871553848767652
ACH-000116,-0.2404374222283755
ACH-000118,0.02154824517642584
ACH-000120,-0.007922489056540794
ACH-000123,-0.0444854939316192
ACH-000127,-0.1499378136196616
ACH-000128,-0.11990175293984945
ACH-000132,-0.02552898742994791
ACH-000133,-0.19674434107297714
ACH-000137,-0.1672023719017488
ACH-000138,0.02186110767666704
ACH-000142,-0.07996482308558159
ACH-000143,-0.02383618425163948
ACH-000146,-0.10670432197276007
ACH-000148,-0.06108757950730648
ACH-000150,0.11114352590652693
ACH-000152,-0.11548299136302245
ACH-000153,-0.12463680956078647
ACH-000159,-0.059003509456591025
ACH-000160,-0.04928850156256998
ACH-000163,-0.06717855015450093
ACH-000167,-0.13190667976935644
ACH-000168,-0.08276519097854912
ACH-000169,-0.06631643981302818
ACH-000178,-0.02698594739645012
ACH-000183,-0.02445787502758713
ACH-000188,-0.00014850292162182376
ACH-000189,-0.0043800837270305225
ACH-000190,-0.08028092371644957
ACH-000198,0.046928835634176894
ACH-000203,-0.15010480380392016
ACH-000204,-0.07834064776532569
ACH-000206,-0.16061915050561726
ACH-000207,-0.1326982054846151
ACH-000208,-0.014900006449020413
ACH-000210,-0.16898330386094196
ACH-000211,-0.07006438220128205
ACH-000215,-0.07676956215735199
ACH-000221,-0.17120574984355366
ACH-000222,-0.07551403312143005
ACH-000223,-0.18268539941322232
ACH-000226,-0.0976576539948688
ACH-000227,-0.07847950273229716
ACH-000228,0.04349064622808814
ACH-000231,0.03476661259458768
ACH-000232,-0.019865096327920426
ACH-000233,-0.06350900979641426
ACH-000234,0.08424119016393977
ACH-000235,-0.019795699437643446
ACH-000237,0.009105591547776523
ACH-000238,-0.025939381027979547
ACH-000242,-0.014469964851263053
ACH-000243,-0.06949195070984562
ACH-000244,-0.0031913222364550265
ACH-000246,-0.08753474625031364
ACH-000248,0.028650684773810244
ACH-000250,-3.5411517657626546e-05
ACH-000251,-0.07593028140237992
ACH-000252,0.0002975764726425569
ACH-000253,0.08206052682773278
ACH-000255,-0.04815598997581102
ACH-000256,-0.14447000786371314
ACH-000257,-0.18072275670089005
ACH-000258,-0.008684135251075394
ACH-000259,-0.013828482763017071
ACH-000260,-0.06519546805603725
ACH-000261,-0.034613058478475664
ACH-000262,-0.2934178267615001
ACH-000263,0.07123927403779681
ACH-000264,-0.11758696074981285
ACH-000265,0.005010216988437929
ACH-000266,-0.0424024752845393
ACH-000272,-0.12236942850161972
ACH-000274,-0.07627250592127179
ACH-000277,-0.11994815493428762
ACH-000278,-0.08525387029938157
ACH-000279,-0.09918660211139524
ACH-000280,0.0774539045506999
ACH-000281,0.06262467425927354
ACH-000288,-0.08929799736687664
ACH-000291,-0.012916389181108259
ACH-000293,-0.12066979573061612
ACH-000294,-0.1422881794797403
ACH-000295,-0.007948341325462542
ACH-000296,-0.000371884787141094
ACH-000302,-0.014429297124120975
ACH-000304,-0.13303391444000168
ACH-000307,0.07011730810668386
ACH-000308,-0.034588079843440304
ACH-000310,-0.1243685794044869
ACH-000311,-0.046896211588137816
ACH-000312,0.12153430488905967
ACH-000315,0.060848083271330636
ACH-000316,-0.013040813478297804
ACH-000317,-0.02568231126346196
ACH-000318,-0.10628726887965552
ACH-000319,-0.09654903221953884
ACH-000320,-0.052701407919884674
ACH-000322,-0.022286004912424644
ACH-000323,-0.025350890937752262
ACH-000324,-0.06824653445767828
ACH-000329,-0.05671869312624276
ACH-000330,-0.14963802244597782
ACH-000331,-0.002521852568520557
ACH-000332,-0.09233355140563294
ACH-000334,-0.31992814514461143
ACH-000335,-0.10781375469936223
ACH-000336,0.09888247936827467
ACH-000337,0.1426554924436617
ACH-000338,-0.3493251811099643
ACH-000339,-0.00591106267391705
ACH-000341,-0.07648946988509235
ACH-000348,-0.1919251734923377
ACH-000350,0.04304548866771275
ACH-000352,-0.028843383769465974
ACH-000356,-0.0011784883865476633
ACH-000361,-0.10158096768839747
ACH-000362,-0.03867752085967754
ACH-000363,0.00043979207969229936
ACH-000364,-0.08790814719356271
ACH-000365,-0.04626108981862938
ACH-000366,-0.006620404896789511
ACH-000368,-0.1431627086502955
ACH-000374,-0.03373808044795805
ACH-000375,-0.008586212407287916
ACH-000376,-0.15712011581968302
ACH-000381,-0.17475623743563606
ACH-000383,-0.057380307786286125
ACH-000387,-0.07004031182258857
ACH-000389,-0.04841591140236156
ACH-000390,-0.05309882622066217
ACH-000393,-0.008940785079955505
ACH-000395,0.002574036539701561
ACH-000396,-0.21527782531464365
ACH-000397,-0.1360172101857857
ACH-000401,-0.008884673903826081
ACH-000402,0.07045883320583844
ACH-000403,-0.0619317731961232
ACH-000404,-0.05747401770887978
ACH-000406,0.0101993649759616
ACH-000407,-0.04685561267108612
ACH-000408,-0.021942724968559743
ACH-000410,-0.10247840616810976
ACH-000411,-0.049025599169703386
ACH-000414,0.04637907277688043
ACH-000415,0.030836742777217974
ACH-000416,-0.025091747230378242
ACH-000420,-0.05506320997598288
ACH-000421,-0.03772362811302315
ACH-000424,0.06773071434105696
ACH-000425,-0.015552619898603291
ACH-000426,-0.09422555176931663
ACH-000427,0.19125342757652028
ACH-000433,-0.10826062665588324
ACH-000435,-0.07692383786025819
ACH-000436,-0.040497559606691366
ACH-000444,0.018832435293855542
ACH-000445,0.036483703408637824
ACH-000448,-0.10457863404956108
ACH-000450,0.13635494799066095
ACH-000452,-0.08860725527837861
ACH-000454,-0.1263747596410213
ACH-000458,-0.018417002817595687
ACH-000459,-0.022696117219367727
ACH-000460,-0.09036273380956332
ACH-000461,0.04223310786946945
ACH-000463,-0.004124957936621491
ACH-000464,-0.09330095563037297
ACH-000466,-0.05386577820073461
ACH-000467,0.0654177528168841
ACH-000468,-0.03245089695039824
ACH-000469,-0.08856803021743326
ACH-000470,-0.06709428052527618
ACH-000471,-0.059683408292191466
ACH-000472,-0.07169092287583624
ACH-000473,0.061958875836109435
ACH-000475,-0.022938963075808727
ACH-000476,-0.14079344888803386
ACH-000477,0.026073027807526804
ACH-000479,0.12127062009142155
ACH-000480,-0.026774596503295917
ACH-000481,-0.05069513083623445
ACH-000483,0.013879804338644736
ACH-000484,-0.04252828714284578
ACH-000485,-0.09449956713532498
ACH-000486,-0.0388426218015402
ACH-000487,0.037783691905272164
ACH-000488,-0.08991894191253091
ACH-000490,-0.0450323317198898
ACH-000491,-0.12935484647513787
ACH-000495,-0.10161742453644483
ACH-000496,-0.10292268531337484
ACH-000499,0.07867504941134831
ACH-000500,-0.08838346254233967
ACH-000502,-0.01643318129556534
ACH-000503,-0.054784448610649086
ACH-000505,-0.05217807011723054
ACH-000507,-0.13562144380600666
ACH-000510,-0.07518971578591598
ACH-000511,-0.21857827676692734
ACH-000512,0.030740707149328462
ACH-000516,0.045931515770281435
ACH-000517,-0.0593400649018747
ACH-000518,0.030641382117634106
ACH-000520,-0.11605659708527705
ACH-000521,0.03883244725724789
ACH-000522,-0.0502444811699317
ACH-000524,-0.03931866959491749
ACH-000527,-0.09390007118699877
ACH-000528,-0.0911206088470784
ACH-000537,-0.00802364549348286
ACH-000541,-0.19783854698199704
ACH-000542,-0.02054446846338237
ACH-000544,-0.02280588213210179
ACH-000545,-0.011258720113382891
ACH-000547,0.15982984204590303
ACH-000548,-0.13719770347637505
ACH-000549,-0.03459234041045176
ACH-000550,-0.03911901082523148
ACH-000552,-0.1443943711624187
ACH-000556,0.013994028514430306
ACH-000557,-0.10989597157273276
ACH-000569,-0.1383559234737058
ACH-000570,-0.00577888853351811
ACH-000571,-0.04889169121063352
ACH-000573,-0.04873304058076392
ACH-000576,-0.05042438844001668
ACH-000579,-0.20799343159915412
ACH-000580,-0.02258104120713296
ACH-000584,-0.047749999001706206
ACH-000585,-0.07430388141858996
ACH-000588,-0.1176141385822251
ACH-000589,-0.07107517357423036
ACH-000591,-0.03543136944165353
ACH-000593,-0.08722261315134675
ACH-000600,0.005709496240628587
ACH-000601,-0.07123645342784543
ACH-000605,-0.05577690932329779
ACH-000606,-0.0955122237878621
ACH-000608,-0.030528799696322457
ACH-000614,-0.12537365293567782
ACH-000616,-0.08713532882854262
ACH-000618,-0.12954421430914412
ACH-000619,-0.09100381761297127
ACH-000620,-0.13506898128560132
ACH-000621,-0.03573403028243414
ACH-000622,-0.08894759089005227
ACH-000623,-0.022329825328398542
ACH-000624,-0.0031842399340170665
ACH-000627,-0.06794963637978277
ACH-000630,0.000929481257869007
ACH-000631,-0.05375637066827902
ACH-000632,-0.12243068901090175
