,PIGX (54965)
ACH-000004,-0.21894118263320533
ACH-000005,0.10348132747413624
ACH-000007,-0.228021997404311
ACH-000009,-0.24172815131032335
ACH-000011,-0.4315470117104294
ACH-000012,-0.1644852884845052
ACH-000013,-0.2028818894229136
ACH-000014,-0.2373221035857672
ACH-000015,-0.2076366069266302
ACH-000017,-0.23977372423139875
ACH-000018,-0.2207479829619166
ACH-000019,-0.04389104216075025
ACH-000021,-0.19582091786694866
ACH-000022,-0.3140556708824043
ACH-000025,-0.230767239609414
ACH-000028,-0.27734579425997763
ACH-000030,-0.1548421777320125
ACH-000035,-0.04915081372800556
ACH-000036,-0.2430778830321209
ACH-000037,0.03379689306319628
ACH-000039,-0.40467935021147067
ACH-000040,-0.4983544331799024
ACH-000041,-0.13814247317816522
ACH-000042,-0.2242531989729072
ACH-000045,-0.2052095936309994
ACH-000047,-0.3068554948151445
ACH-000052,0.0435031943014217
ACH-000053,-0.2102457065669455
ACH-000054,-0.32962752835600184
ACH-000055,-0.2614671142713685
ACH-000060,-0.4688909669312574
ACH-000067,-0.38583437613409177
ACH-000070,-0.3362128693620965
ACH-000075,-0.3276100914366217
ACH-000078,-0.27630289098368843
ACH-000082,-0.2550301563841701
ACH-000085,-0.4975172619195462
ACH-000086,-0.15420834471018086
ACH-000087,-0.060332217115002286
ACH-000092,-0.3483442670177884
ACH-000095,-0.2448235112834992
ACH-000097,-0.26861837924559195
ACH-000098,-0.1522091642109667
ACH-000099,-0.18465323810960607
ACH-000108,-0.3835589548819962
ACH-000113,-0.2141868829869739
ACH-000116,-0.18074129651959372
ACH-000118,-0.3262043925960729
ACH-000120,-0.14726912902591935
ACH-000123,-0.07323660123732664
ACH-000127,-0.33622319971783915
ACH-000128,-0.25838915253451633
ACH-000132,-0.3973954837580171
ACH-000133,-0.1308465379699046
ACH-000137,-0.32049506910460074
ACH-000138,-0.20609251384796384
ACH-000142,-0.17584684045300095
ACH-000143,-0.3432227194354192
ACH-000146,-0.13011276407619432
ACH-000148,-0.28360671198497345
ACH-000150,-0.2349138148598972
ACH-000152,-0.1919733251581208
ACH-000153,0.2058071873634338
ACH-000159,-0.217428157332622
ACH-000160,-0.2812821049807555
ACH-000163,-0.2014804303846585
ACH-000167,-0.3240970724712897
ACH-000168,0.0632350097874701
ACH-000169,-0.14397963213756867
ACH-000178,-0.2334342454653449
ACH-000183,-0.18027220769829036
ACH-000188,-0.147099755104078
ACH-000189,-0.274028858226593
ACH-000190,-0.3709635547039507
ACH-000198,-0.16003709846517467
ACH-000203,-0.047951023304992665
ACH-000204,-0.4506900456562299
ACH-000206,0.13022009676378946
ACH-000207,-0.22444530022734466
ACH-000208,-0.5894674565116088
ACH-000210,-0.3691298396613821
ACH-000211,-0.24513508632441394
ACH-000215,-0.2668570148115601
ACH-000221,-0.008436197547758689
ACH-000222,-0.4463064959001336
ACH-000223,-0.3417194083519019
ACH-000226,-0.2956663834622019
ACH-000227,-0.3115257298276933
ACH-000228,-0.2573944407565212
ACH-000231,-0.020427568229117614
ACH-000232,-0.29982156173287383
ACH-000233,-0.17436134507599274
ACH-000234,-0.4227687380162111
ACH-000235,-0.171245623310092
ACH-000237,-0.294240281432521
ACH-000238,-0.1963936407330729
ACH-000242,-0.06898719755384046
ACH-000243,-0.19011324832077992
ACH-000244,-0.13952496148692775
ACH-000246,-0.3453385834288499
ACH-000248,-0.3168607220314356
ACH-000250,-0.2500839602897488
ACH-000251,-0.4199438621600428
ACH-000252,-0.2555877106842392
ACH-000253,-0.28325049809304864
ACH-000255,-0.3006455792944929
ACH-000256,-0.4034630297718647
ACH-000257,-0.3054391709103913
ACH-000258,-0.15031494555887567
ACH-000259,-0.1578671800695153
ACH-000260,-0.14177161200635385
ACH-000261,-0.16966055829963295
ACH-000262,-0.09264284706134084
ACH-000263,-0.24207809083952184
ACH-000264,-0.2105900692772772
ACH-000265,-0.21112740282749232
ACH-000266,-0.17848164998774288
ACH-000272,-0.2816542164594228
ACH-000274,-0.2806126179984188
ACH-000277,-0.28171837039493397
ACH-000278,-0.17282990561971726
ACH-000279,-0.16421507744916464
ACH-000280,-0.2907397767323493
ACH-000281,-0.1557747324809978
ACH-000288,-0.0921987206772986
ACH-000291,-0.29093916175047146
ACH-000293,-0.12523090055067998
ACH-000294,-0.2444706220438341
ACH-000295,-0.3888234328675027
ACH-000296,-0.13043380422454398
ACH-000302,-0.2035559715900439
ACH-000304,-0.2970361570318214
ACH-000307,-0.2860992458425491
ACH-000308,-0.2999295837513741
ACH-000310,-0.15714520228996562
ACH-000311,-0.2931989838266754
ACH-000312,-0.29574135314217753
ACH-000315,-0.0793835243269775
ACH-000316,-0.19699543882559956
ACH-000317,-0.24792635325343199
ACH-000318,-0.034806005666745465
ACH-000319,0.009510616966897268
ACH-000320,-0.4563441515899425
ACH-000322,-0.5254126824831735
ACH-000323,-0.08572911314630582
ACH-000324,-0.29843644725738105
ACH-000329,-0.42591872542286574
ACH-000330,-0.2165889797503452
ACH-000331,-0.4504766334873897
ACH-000332,-0.14481360379567124
ACH-000334,-0.34050593569463683
ACH-000335,-0.18508334579051772
ACH-000336,-0.4479137949147399
ACH-000337,-0.27096415049241884
ACH-000338,0.1736257515860626
ACH-000339,-0.1719924203468013
ACH-000341,-0.0365423445406836
ACH-000348,-0.2846059056234927
ACH-000350,-0.1572066373388603
ACH-000352,-0.2219559006319481
ACH-000356,-0.2345917367319616
ACH-000361,-0.4355078290601505
ACH-000362,-0.1930801821971802
ACH-000363,-0.1929317956878217
ACH-000364,-0.3385314374056139
ACH-000365,-0.0950632397830744
ACH-000366,-0.24857886390791056
ACH-000368,-0.3293836581726462
ACH-000374,-0.17044696987843894
ACH-000375,-0.2197632943112787
ACH-000376,-0.2770949949757241
ACH-000381,-0.43095254496030105
ACH-000383,-0.1110958031856042
ACH-000387,-0.3065838262902929
ACH-000389,-0.18758645847249664
ACH-000390,-0.06269326152954295
ACH-000393,-0.29131288132060484
ACH-000395,0.015045585444192506
ACH-000396,-0.3367369176267467
ACH-000397,-0.2847459178398789
ACH-000401,-0.3819964974244162
ACH-000402,-0.029788015720490987
ACH-000403,-0.3801556216047101
ACH-000404,-0.16371918405403185
ACH-000406,-0.11175837599636716
ACH-000407,-0.36002311929919845
ACH-000408,-0.2909564352819257
ACH-000410,-0.29214065970520225
ACH-000411,-0.2633554285330563
ACH-000414,-0.325321281178556
ACH-000415,-0.23995988723945136
ACH-000416,-0.22910510432123074
ACH-000420,-0.40749165411837096
ACH-000421,-0.18756997350095206
ACH-000424,-0.14295488630504113
ACH-000425,-0.3046915915410389
ACH-000426,-0.04736033201310548
ACH-000427,-0.11534801174324948
ACH-000433,0.10185358963377612
ACH-000435,-0.09999602648576696
ACH-000436,-0.28664285057878963
ACH-000444,-0.4786243990467374
ACH-000445,-0.3091586603012879
ACH-000448,-0.07574354939370577
ACH-000450,-0.3408552694127895
ACH-000452,-0.228023428623178
ACH-000454,-0.3703146664386645
ACH-000458,-0.1221604279225816
