,HIST1H2BF (8343)
ACH-000004,-0.17156610645749149
ACH-000005,-0.533458228871547
ACH-000007,-0.21873871126873254
ACH-000009,-0.12351474424093667
ACH-000011,-0.36933110060416413
ACH-000012,-0.1860331083899743
ACH-000013,-0.13290544954796574
ACH-000014,-0.09941333343853807
ACH-000015,-0.004066806261166481
ACH-000017,-0.26885727679146426
ACH-000018,0.08796416138907821
ACH-000019,-0.10823035863218997
ACH-000021,-0.056790630821193115
ACH-000022,-0.03208577587400603
ACH-000025,-0.22740817811774244
ACH-000028,-0.1079497388718382
ACH-000030,-0.0054436056282762425
ACH-000035,-0.3444007958026517
ACH-000036,-0.25507527027487764
ACH-000037,0.06851240197502312
ACH-000039,-0.06911271017696698
ACH-000040,-0.21777309496656985
ACH-000041,-0.2388353013700867
ACH-000042,-0.20647333084267827
ACH-000045,-0.16146332779175454
ACH-000047,-0.16126674306284086
ACH-000052,-0.07765352217895319
ACH-000053,-0.056802205656023674
ACH-000054,-0.006293595241547289
ACH-000055,-0.00048475600880258565
ACH-000060,-0.19225024609213487
ACH-000067,-0.13071656279936045
ACH-000070,-0.3459059138512727
ACH-000075,-0.11825452066287412
ACH-000078,-0.14766898685702284
ACH-000082,-0.2632823061021421
ACH-000085,-0.1331026374839805
ACH-000086,-0.1473193491961231
ACH-000087,-0.29849150724225576
ACH-000092,-0.1167334484920816
ACH-000095,-0.1924558598394771
ACH-000097,-0.1469968479779757
ACH-000098,-0.14052510968105275
ACH-000099,-0.016357663640951703
ACH-000108,-0.0958655727169168
ACH-000113,-0.06153306171186412
ACH-000116,-0.014029997739742266
ACH-000118,-0.2009750889159806
ACH-000120,-0.08083587447902839
ACH-000123,0.014390362944074038
ACH-000127,-0.0707081743938914
ACH-000128,-0.08872544318791863
ACH-000132,-0.11529854315114745
ACH-000133,-0.12344628941063845
ACH-000137,-0.0030493922076449717
ACH-000138,-0.017160304019623433
ACH-000142,-0.2564520203854179
ACH-000143,-0.18337551109284175
ACH-000146,-0.14976966058244967
ACH-000148,-0.061445828881644925
ACH-000150,-0.08720240780671967
ACH-000152,0.03815049563590686
ACH-000153,-0.2448541124485308
ACH-000159,-0.20138371818347528
ACH-000160,0.15284789674212634
ACH-000163,-0.20480526818839895
