,ACR (49)
ACH-000004,-0.09207288498696592
ACH-000005,-0.3286231739064577
ACH-000007,-0.2139204110060697
ACH-000009,-0.2306146712256341
ACH-000011,-0.3590477376176683
ACH-000012,-0.20921430755314455
ACH-000013,-0.10968538381138936
ACH-000014,-0.10794586230614184
ACH-000015,-0.08756485226606739
ACH-000017,-0.0792214285898021
ACH-000018,-0.24067592219662004
ACH-000019,-0.04426571884186895
ACH-000021,-0.07450671452121688
ACH-000022,-0.16554741696131256
ACH-000025,-0.2522134566306912
ACH-000028,-0.17999086769063374
ACH-000030,-0.2968881662801794
ACH-000035,-0.13048050468224187
ACH-000036,-0.12953275841020165
ACH-000037,-0.29835233320739346
ACH-000039,-0.19479726725213845
ACH-000040,-0.08519258458177703
ACH-000041,-0.2388021240316245
ACH-000042,-0.14508286276374396
ACH-000045,-0.1009909511745056
ACH-000047,-0.2321971660296177
ACH-000052,-0.12962565083928798
ACH-000053,-0.16500000064705286
ACH-000054,-0.053069473915652816
ACH-000055,-0.09152375071605733
ACH-000060,-0.262338177903618
ACH-000067,-0.07090489075566411
ACH-000070,-0.015244048475067646
ACH-000075,-0.09821509453931107
ACH-000078,-0.4858961745120006
ACH-000082,-0.058488014696258014
ACH-000085,-0.24236180008513636
ACH-000086,0.1259082048399806
ACH-000087,-0.3491107455929389
ACH-000092,-0.007212046668941516
ACH-000095,-0.04804934418832717
ACH-000097,-0.08661720847116447
ACH-000098,-0.039770535512483
ACH-000099,-0.34385125648864945
ACH-000108,-0.16421912691082358
ACH-000113,-0.12928184707700638
ACH-000116,-0.07308424373165724
ACH-000118,-0.03059006820449305
ACH-000120,-0.1892840849403136
ACH-000123,-0.225394113493076
ACH-000127,-0.030704160964192036
ACH-000128,-0.1112776444939906
ACH-000132,-0.0920215613440162
ACH-000133,0.0046391496596425745
ACH-000137,-0.1619025313161335
ACH-000138,0.006183191897902228
ACH-000142,-0.10599109679387277
ACH-000143,-0.23553230126621305
ACH-000146,-0.045819746368556194
ACH-000148,-0.210095762451379
ACH-000150,-0.19021311893083914
ACH-000152,-0.14076425890798214
ACH-000153,0.05749900780262322
ACH-000159,-0.05936266353854404
ACH-000160,-0.052837065047248714
ACH-000163,-0.15838352243712894
ACH-000167,0.05900602866638518
ACH-000168,-0.07172661860095618
ACH-000169,-0.17152962681338835
ACH-000178,-0.19500205906367016
ACH-000183,0.045629454481580255
ACH-000188,-0.16368296843196822
ACH-000189,-0.2802461525743288
ACH-000190,0.10785327262950996
ACH-000198,-0.09692939225812153
ACH-000203,-0.5171532731518255
ACH-000204,0.046067267877265484
ACH-000206,-0.0631871800525897
ACH-000207,-0.012456877408578
ACH-000208,0.00920109900848741
ACH-000210,-0.11952077850778353
ACH-000211,-0.1556011040002373
ACH-000215,-0.025473404778290926
ACH-000221,-0.21645578022919287
ACH-000222,-0.05630596893892713
ACH-000223,-0.0522883579513391
ACH-000226,-0.029686612261664462
ACH-000227,-0.246013093284368
ACH-000228,0.12028373398767707
ACH-000231,-0.3293530989546168
ACH-000232,-0.14504295417516158
ACH-000233,-0.2343396875883864
ACH-000234,-0.19274497196122156
ACH-000235,-0.0216556145232836
ACH-000237,-0.15616419734492054
ACH-000238,-0.19411322608430387
ACH-000242,0.00788195715531208
ACH-000243,0.02096517205544953
ACH-000244,-0.06776563469443331
ACH-000246,-0.05297843176765192
ACH-000248,-0.15461838718490015
ACH-000250,-0.16240141992407042
ACH-000251,-0.07243576715262842
ACH-000252,-0.17762109288297356
ACH-000253,-0.14187691324182916
ACH-000255,-0.046014416413604896
ACH-000256,-0.5276611138567412
ACH-000257,0.0005846562326779213
ACH-000258,-0.21104928958699312
ACH-000259,-0.1906340397819129
ACH-000260,-0.2256738487544963
ACH-000261,-0.11588986644489155
ACH-000262,-0.20291421063812545
ACH-000263,-0.05941413250913734
ACH-000264,-0.1774552635346479
ACH-000265,-0.09775138557909807
ACH-000266,-0.0970079539471718
ACH-000272,-0.14904741255420428
ACH-000274,-0.18339624357527112
ACH-000277,-0.09861281482578688
ACH-000278,-0.1610978020941496
ACH-000279,-0.1704591620360043
ACH-000280,-0.24493151208869346
ACH-000281,-0.2809612278023136
ACH-000288,-0.1345813704177167
ACH-000291,-0.05282068819445885
ACH-000293,-0.0458090491897665
ACH-000294,-0.12882202733668194
ACH-000295,-0.19498808339375595
ACH-000296,-0.19816453233449255
ACH-000302,-0.09196376982361934
ACH-000304,-0.2455606837623044
ACH-000307,-0.315474123959877
ACH-000308,-0.070701091709827
ACH-000310,-0.3464351073859607
ACH-000311,-0.08139732742166446
ACH-000312,-0.09514086422680196
ACH-000315,0.04175579489847698
ACH-000316,-0.1918466504886212
ACH-000317,0.040164451969693565
ACH-000318,-0.09942257809846143
ACH-000319,-0.1981897312672368
ACH-000320,-0.08040336473776752
ACH-000322,-0.3028764746362221
ACH-000323,-0.15604824947836088
ACH-000324,-0.29900589634007896
ACH-000329,-0.056334246456860325
ACH-000330,-0.07066249771349954
ACH-000331,0.03044251308531818
ACH-000332,-0.06539637296500389
ACH-000334,-0.12134068344424925
ACH-000335,0.01131816711219399
ACH-000336,-0.13333157295122078
ACH-000337,0.07689774159946282
ACH-000338,0.0006149376833357787
ACH-000339,-0.051817482695958726
ACH-000341,-0.0690898632495635
ACH-000348,-0.059097777130294925
ACH-000350,-0.0874318949423084
ACH-000352,-0.023216583843961268
ACH-000356,-0.094403901404626
ACH-000361,-0.29090907134712496
ACH-000362,-0.1446987270741994
ACH-000363,-0.1048504196940916
ACH-000364,-0.0019314983768579997
ACH-000365,-0.059443818558442364
ACH-000366,-0.1435728851376931
ACH-000368,-0.2355918092296733
ACH-000374,-0.0936915466516772
ACH-000375,-0.5284715618156705
ACH-000376,-0.1297805666375934
ACH-000381,-0.06925583796985763
ACH-000383,-0.06939032136253502
ACH-000387,-0.1414206988734105
ACH-000389,-0.267003769659987
ACH-000390,-0.12123437445267013
ACH-000393,-0.17288986342634075
ACH-000395,-0.10305506797419096
ACH-000396,-0.22236858366683507
ACH-000397,-0.09705552136638697
ACH-000401,-0.037750573485602984
ACH-000402,0.07311549530309243
ACH-000403,-0.1607393072698757
ACH-000404,0.11917758071579353
ACH-000406,-0.08180678622224996
ACH-000407,0.05021820655312533
ACH-000408,-0.07028428170517388
ACH-000410,-0.026237064462436663
ACH-000411,-0.025059479191657703
ACH-000414,-0.2527904085436892
ACH-000415,-0.02221840638279277
ACH-000416,-0.14364362104310074
ACH-000420,-0.17264759022594212
ACH-000421,-0.1073485637723811
ACH-000424,-0.0850907996346942
ACH-000425,-0.2068354416321886
ACH-000426,-0.05344042174509905
ACH-000427,-0.022676341182292198
ACH-000433,0.08984920822746274
ACH-000435,0.2565772176990897
ACH-000436,-0.003046851700887273
ACH-000444,-0.14673292589704212
ACH-000445,-0.2925164788748529
ACH-000448,-0.13844701657808156
ACH-000450,-0.0744878905121184
ACH-000452,-0.1157184836060875
ACH-000454,-0.2506314706796435
ACH-000458,-0.13648296937799134
ACH-000459,-0.12195304661008492
ACH-000460,-0.14544681272542087
ACH-000461,0.02417245296952822
ACH-000463,-0.02934548401472542
ACH-000464,-0.09276934601978692
ACH-000466,-0.053265792086639625
ACH-000467,-0.0337172463071011
ACH-000468,-0.21447958303861714
ACH-000469,-0.16087445412460386
ACH-000470,-0.13487583681299267
ACH-000471,-0.1963927538726426
ACH-000472,-0.08210716233823334
ACH-000473,-0.11713190221983368
ACH-000475,-0.16924640013644934
ACH-000476,-0.11369724051906605
ACH-000477,-0.07477551493222467
ACH-000479,-0.1344806288740678
ACH-000480,-0.1713475368869418
ACH-000481,-0.11429093180351765
ACH-000483,-0.037880194154043534
ACH-000484,-0.3006943279907264
ACH-000485,-0.08174719115905811
ACH-000486,-0.11504069063543605
ACH-000487,-0.1020216949302477
ACH-000488,-0.14254870557093488
ACH-000490,-0.12390472190456432
ACH-000491,-0.010775626647297318
ACH-000495,-0.007441343485588768
ACH-000496,0.06582526850718373
