,LIPT1 (51601)
ACH-000004,-0.3309437436248205
ACH-000005,-0.3198938603849872
ACH-000007,-0.2200024992305848
ACH-000009,-0.07852854302350516
ACH-000011,-0.4416351365471243
ACH-000012,-0.06167951250739283
ACH-000013,-0.06224939241935022
ACH-000014,-0.03989705003718155
ACH-000015,-0.026348493589283074
ACH-000017,-0.32277730435354024
ACH-000018,-0.2438698807460225
ACH-000019,-0.451838856365038
ACH-000021,-0.024672016063872024
ACH-000022,0.015298704080348415
ACH-000025,-0.27146127055842795
ACH-000028,-0.3836693531984723
ACH-000030,-0.3138882314198419
ACH-000035,-0.18600977283457087
ACH-000036,-0.09277867262792557
ACH-000037,-0.3129419222102615
ACH-000039,-0.29022926036674124
ACH-000040,-0.2560815416736292
ACH-000041,-0.22016193885892366
ACH-000042,-0.10778299966129913
ACH-000045,-0.4685346500108671
ACH-000047,-0.2695342613297821
ACH-000052,-0.045867488947076734
ACH-000053,-0.4774334635384962
ACH-000054,-0.4578854991743173
ACH-000055,-0.3130475626117796
ACH-000060,-0.06883359260653159
ACH-000067,-0.23388034337065505
ACH-000070,-0.6973107439551031
ACH-000075,-0.2990462386575929
ACH-000078,-0.03880438587326443
ACH-000082,-0.18912712727282385
ACH-000085,-0.22892027087655226
ACH-000086,-0.06293722488222614
ACH-000087,-0.3289241753243361
ACH-000092,-0.3704516543798945
ACH-000095,-0.1439948892921147
ACH-000097,-0.12368027958417795
ACH-000098,-0.1893302430322787
ACH-000099,-0.04250357506511177
ACH-000108,-0.08393756259408652
ACH-000113,-0.5028749251673786
ACH-000116,-0.06405569228816582
ACH-000118,-0.4402501662491979
ACH-000120,-0.3888324766098657
ACH-000123,-0.20148004703585912
ACH-000127,-0.5219222568445405
ACH-000128,-0.16169041551426225
ACH-000132,0.008839996127229596
ACH-000133,-0.17894388179045054
ACH-000137,-0.26916008708063155
ACH-000138,-0.3275075161464326
ACH-000142,-0.1187710110463082
ACH-000143,-0.0950547102118299
ACH-000146,-0.3845556055877217
ACH-000148,-0.4319223623173293
ACH-000150,0.19831746766850844
ACH-000152,-0.11509456691433186
ACH-000153,-0.3682823965491957
ACH-000159,-0.14086394269744226
ACH-000160,-0.4103907482319767
ACH-000163,-0.18540961644111345
ACH-000167,-0.2255968771542911
ACH-000168,-0.040816890374629086
ACH-000169,-0.06274825581782363
ACH-000178,-0.17534655147882205
ACH-000183,-0.28463565051782674
ACH-000188,-0.14992192503740134
ACH-000189,-0.3855136112366399
ACH-000190,-0.507492834910418
ACH-000198,-0.5297227130062202
ACH-000203,-0.16964079204570404
ACH-000204,-0.7180242459317779
ACH-000206,-0.4166984213007495
ACH-000207,-0.4198984629154612
ACH-000208,-0.4410991122886155
ACH-000210,-0.07916122178251747
ACH-000211,-0.12504561767663475
ACH-000215,-0.31310615515409057
ACH-000221,-0.0609403389235479
ACH-000222,-0.2162484755898055
ACH-000223,-0.2544708218210884
ACH-000226,-0.4032669885582194
ACH-000227,-0.09605171266585466
ACH-000228,-0.3484304662127227
ACH-000231,-0.1924704331985196
ACH-000232,0.15988995469953013
ACH-000233,-0.2499504431263481
ACH-000234,-0.2764062242969418
ACH-000235,-0.3960474261579037
ACH-000237,-0.3420648972492932
ACH-000238,-0.1722290558490979
ACH-000242,-0.10596235623649017
ACH-000243,-0.19921610026426695
ACH-000244,-0.26532772764377816
ACH-000246,-0.15941815200993334
ACH-000248,-0.1671504117741729
ACH-000250,-0.2726841931372935
ACH-000251,-0.062447314476915414
ACH-000252,-0.4152305032500427
ACH-000253,-0.2785060605225449
ACH-000255,-0.09916488164776224
ACH-000256,-0.07340362176691699
ACH-000257,-0.1556302565185364
ACH-000258,-0.1259990166004456
