,RNFT2 (84900)
ACH-000004,-0.18821718236305005
ACH-000005,0.009996311455039828
ACH-000007,0.09196967927029012
ACH-000009,-0.2266336745459177
ACH-000011,-0.15583639661821072
ACH-000012,-0.1930802004190493
ACH-000013,-0.11604550150959635
ACH-000014,-0.2752007356287951
ACH-000015,-0.13007976732307225
ACH-000017,-0.20900587220263644
ACH-000018,-0.04363095062682218
ACH-000019,-0.25660469084263443
ACH-000021,-0.19767107646993454
ACH-000022,-0.11909306193157893
ACH-000025,-0.1901916184023181
ACH-000028,-0.21521248683717686
ACH-000030,-0.21679551376989398
ACH-000035,-0.13127772772888624
ACH-000036,-0.27823524139306977
ACH-000037,-0.13650621582681768
ACH-000039,-0.3210069599330568
ACH-000040,-0.2680268180679492
ACH-000041,-0.3501768470984831
ACH-000042,-0.188263061440144
ACH-000045,-0.1574567828086164
ACH-000047,-0.11455411742078347
ACH-000052,-0.3569219833814803
ACH-000053,-0.2240080156150945
ACH-000054,-0.23238360977555825
ACH-000055,-0.2947733779119358
ACH-000060,-0.27534104372081025
ACH-000067,-0.14853754025884575
ACH-000070,-0.11035102335782156
ACH-000075,-0.3979530185783756
ACH-000078,-0.14403237077337555
ACH-000082,-0.2765626090675675
ACH-000085,-0.12991157548713406
ACH-000086,-0.14361060752860355
ACH-000087,-0.2258072884371166
ACH-000092,-0.20717982866779275
ACH-000095,-0.2062282942426796
ACH-000097,-0.18499468053645246
ACH-000098,-0.2285210681443356
ACH-000099,-0.16655376157889185
ACH-000108,-0.01869469035773304
ACH-000113,-0.22934208533483294
ACH-000116,-0.2301261168289387
ACH-000118,-0.2111282097015891
ACH-000120,-0.2110272332080433
ACH-000123,-0.10144962187270844
ACH-000127,-0.08928998399731666
ACH-000128,-0.2875105482140735
ACH-000132,-0.12543545001979256
ACH-000133,-0.27646999680778434
ACH-000137,-0.2134628691539453
ACH-000138,-0.2221217875497724
ACH-000142,-0.15608992116582945
ACH-000143,-0.14853115107070192
ACH-000146,-0.12496348842748176
ACH-000148,-0.23304018210209795
ACH-000150,-0.207725692892888
ACH-000152,-0.2010626477776108
ACH-000153,-0.0906821440943773
ACH-000159,-0.2705396388462007
ACH-000160,-0.11853821136461988
ACH-000163,-0.04553507891826313
ACH-000167,0.1333106582837955
ACH-000168,-0.19006405636871432
ACH-000169,-0.2172576454808439
ACH-000178,-0.11206441778776588
ACH-000183,0.052150124207278326
ACH-000188,-0.2399361273228093
ACH-000189,-0.2669676405642526
ACH-000190,0.016183949413684437
ACH-000198,-0.15957801921981035
ACH-000203,-0.32381144048465793
ACH-000204,-0.19863820245688776
ACH-000206,-0.2162440712462332
ACH-000207,-0.1821264899540931
ACH-000208,-0.039770247320385865
ACH-000210,0.01881746558832332
ACH-000211,-0.22615017571570514
ACH-000215,-0.1137892899410264
ACH-000221,-0.25188518389208003
ACH-000222,-0.012746889163182116
ACH-000223,-0.12385426959320794
ACH-000226,-0.22154872556275804
ACH-000227,-0.3721718419214937
ACH-000228,-0.1572836787925007
ACH-000231,-0.1624180978935209
ACH-000232,-0.18767143358185487
ACH-000233,-0.14422183043796188
ACH-000234,-0.15515305404551505
ACH-000235,-0.11008277525834148
ACH-000237,-0.21831957260517248
ACH-000238,-0.1374895119315519
ACH-000242,-0.19630226804622866
ACH-000243,-0.1910520215088129
ACH-000244,-0.2547325610593217
ACH-000246,-0.09205119545654222
ACH-000248,-0.20053465341132864
ACH-000250,-0.23732281221206636
ACH-000251,-0.08996970657800969
ACH-000252,-0.3369428088558041
ACH-000253,-0.26438827410816385
ACH-000255,-0.12062174014990967
ACH-000256,-0.2522317675485549
ACH-000257,-0.23749699699993784
ACH-000258,-0.2320293462634603
ACH-000259,-0.3300081108155574
ACH-000260,-0.2515806285259143
ACH-000261,-0.22506769005085345
ACH-000262,0.082254124662044
ACH-000263,-0.2465268765624969
ACH-000264,-0.19830540620389436
ACH-000265,-0.1587131481314214
ACH-000266,-0.2314468343705072
ACH-000272,-0.06666196065047544
ACH-000274,-0.23167318704948925
ACH-000277,-0.20013916920257896
ACH-000278,-0.3042556513162991
ACH-000279,-0.22693265072108745
ACH-000280,-0.05187296023810015
ACH-000281,-0.17894403734313558
ACH-000288,-0.1570101511070666
ACH-000291,-0.1918168768213697
ACH-000293,-0.11759232162087492
ACH-000294,-0.28427621461466424
ACH-000295,-0.21970033577345427
ACH-000296,-0.28368174247271394
ACH-000302,-0.17758263236836264
ACH-000304,-0.06470588325708601
ACH-000307,-0.1314443669549862
ACH-000308,-0.11845033480579792
ACH-000310,-0.2898901134098497
ACH-000311,0.02575443053452594
ACH-000312,-0.2044636068403944
ACH-000315,-0.14610983724070406
ACH-000316,-0.3396587586358001
ACH-000317,-0.0056949004291214494
ACH-000318,-0.10002886547760524
ACH-000319,0.08521374803781284
ACH-000320,-0.19279393386714175
ACH-000322,-0.16155722346354448
ACH-000323,-0.2745562501094964
ACH-000324,-0.16830004470466225
ACH-000329,-0.31044769870872163
ACH-000330,-0.2028750435743056
ACH-000331,-0.1672181618691876
ACH-000332,-0.1885161450287548
ACH-000334,-0.1184445087351177
ACH-000335,-0.05451604032894485
ACH-000336,-0.1799160118278076
ACH-000337,-0.2968706888957305
ACH-000338,0.2277943123808368
ACH-000339,-0.11825676698482013
ACH-000341,-0.1903766208131236
ACH-000348,-0.13395390602519272
ACH-000350,-0.13197206382695656
ACH-000352,-0.1610943287826836
ACH-000356,-0.407024273254574
ACH-000361,-0.0034829680598890546
ACH-000362,-0.113616118709572
ACH-000363,-0.14459821193743808
ACH-000364,-0.2015201303437729
ACH-000365,-0.2308315499156281
ACH-000366,-0.19106507749333734
ACH-000368,-0.4462483067622273
ACH-000374,-0.24416976906872795
ACH-000375,-0.2707384376381893
ACH-000376,-0.3198922214509505
ACH-000381,-0.330389709784599
