,TMEM179B (374395)
ACH-000004,0.07040537939996701
ACH-000005,-0.13869635571239075
ACH-000007,-0.06555902042312539
ACH-000009,0.07351144486592014
ACH-000011,0.041988136486596966
ACH-000012,-0.06217481171314705
ACH-000013,0.055295802829666056
ACH-000014,0.1528265012480399
ACH-000015,0.084288225748803
ACH-000017,0.04916555695117838
ACH-000018,0.08446842525683684
ACH-000019,0.07262932904988405
ACH-000021,0.002428233557904397
ACH-000022,-0.026473722543953044
ACH-000025,-0.0040887528540372396
ACH-000028,0.12170874973736305
ACH-000030,0.08307016772746251
ACH-000035,0.05229403418817577
ACH-000036,0.059603636522428415
ACH-000037,0.08899399588694873
ACH-000039,-0.08422771317071948
ACH-000040,-0.11546805332056467
ACH-000041,0.13827873113305514
ACH-000042,-0.0655503678945535
ACH-000045,0.08596213828050117
ACH-000047,0.15182996570988486
ACH-000052,-0.01759359673182355
ACH-000053,-0.01754737674385407
ACH-000054,-0.032728535112985416
ACH-000055,-0.12936776635836988
ACH-000060,0.005367279161704324
ACH-000067,0.051357655556158635
ACH-000070,0.14527112454974025
ACH-000075,0.06489631372829804
ACH-000078,0.10700682641608633
ACH-000082,-0.07002465034411468
ACH-000085,-0.10352496979206402
ACH-000086,-0.18981757736010316
ACH-000087,0.1654114600427187
ACH-000092,0.04085243168082864
ACH-000095,0.051362457486767835
ACH-000097,-0.004651120581864904
ACH-000098,0.07778802375705582
ACH-000099,0.07739595382261899
ACH-000108,-0.01690072632248626
ACH-000113,0.04156155104959066
ACH-000116,-0.0889838433353515
ACH-000118,-0.1074522292067174
ACH-000120,0.0242343705253858
ACH-000123,0.10933122234124842
ACH-000127,0.07073324333549683
ACH-000128,0.03383164376716781
ACH-000132,-0.04137071264152287
ACH-000133,-0.0358539638087613
ACH-000137,-0.0022129538533808527
ACH-000138,-0.08602120565134054
ACH-000142,-0.1857498023437735
ACH-000143,0.033501456221293587
ACH-000146,0.015083486857811641
ACH-000148,0.002404783363237354
ACH-000150,0.030870304243986367
ACH-000152,-0.10700915643370168
ACH-000153,0.07124415287298955
ACH-000159,0.008614348399253862
ACH-000160,-0.0584281169250522
ACH-000163,-0.041864362309157487
ACH-000167,-0.039692815503178144
ACH-000168,0.08272896111867238
ACH-000169,-0.03194531188952561
ACH-000178,-0.009955376274278891
ACH-000183,0.10861280140370902
ACH-000188,0.04461779803699576
ACH-000189,-0.04522880789783495
ACH-000190,0.07124595140528969
ACH-000198,0.02802994157365416
ACH-000203,-0.13983692945887832
ACH-000204,-0.0631160728599925
ACH-000206,0.07203076162106589
ACH-000207,-0.1499026876029514
ACH-000208,0.1247574154706264
ACH-000210,0.1163941298337931
ACH-000211,0.07201690716559776
ACH-000215,0.0957671139153876
ACH-000221,-0.13780485248942012
ACH-000222,-0.15515761880484694
ACH-000223,0.017319497034648378
ACH-000226,0.03048892641994368
ACH-000227,0.1230322890703304
ACH-000228,-0.1101348228706604
ACH-000231,0.017112886198697653
ACH-000232,0.038469252820134615
ACH-000233,-0.021471800528902633
ACH-000234,0.06620230801386846
ACH-000235,0.015832994908741474
ACH-000237,0.0067613899367118995
ACH-000238,0.0415691779682975
ACH-000242,0.0595931137213068
ACH-000243,0.030321423187536983
ACH-000244,0.058911359761505834
ACH-000246,-0.0034258543795999477
ACH-000248,0.19202483150907107
ACH-000250,-0.006057217510154197
ACH-000251,0.09643159607845404
ACH-000252,0.010247717260109021
ACH-000253,-0.01576675983428025
ACH-000255,0.06989452222552225
ACH-000256,-0.17057010848115647
ACH-000257,0.14497155601908604
ACH-000258,0.22531609583459936
ACH-000259,-0.01232617676871583
ACH-000260,-0.01557417192325002
ACH-000261,-0.0453494337142132
ACH-000262,-0.02868526695669868
ACH-000263,0.3561647393626076
ACH-000264,0.04497852378745198
ACH-000265,-0.042151474695900366
ACH-000266,-0.07959702043408284
ACH-000272,0.0627037367768723
ACH-000274,0.12434992387791087
ACH-000277,-0.1112992034105168
ACH-000278,0.027997821952096068
ACH-000279,0.05509002469018901
ACH-000280,0.0776411562615046
ACH-000281,0.0006871372950232108
ACH-000288,0.11375488279822585
ACH-000291,-0.0012028170554287919
ACH-000293,-0.13325397864113522
ACH-000294,0.10317090358217712
ACH-000295,0.018960618518371747
ACH-000296,-0.04280656942772016
ACH-000302,-0.054970219969417325
ACH-000304,0.29669288677264805
ACH-000307,-0.044528746526360685
ACH-000308,-0.1041471459866729
ACH-000310,0.1168399698828814
ACH-000311,0.04014477801347492
ACH-000312,0.009387697752912144
ACH-000315,0.15289668538488693
ACH-000316,-0.16906656578791604
ACH-000317,-0.04603185859894294
ACH-000318,-0.2971001020069359
ACH-000319,-0.15762987520274785
ACH-000320,0.12951650746633805
ACH-000322,-0.08998591674023375
ACH-000323,0.04051408601269934
ACH-000324,0.012231127673251373
ACH-000329,0.13146770908907518
ACH-000330,0.011445759709831018
ACH-000331,0.13678922162957646
ACH-000332,0.04109621324682969
ACH-000334,-0.046333564032640114
ACH-000335,-0.3378416272746355
ACH-000336,-0.09350224500149792
