,MIIP (60672)
ACH-000206,-0.102063335446548
ACH-000207,-0.1367830677276948
ACH-000208,-0.4168511744626732
ACH-000210,-0.050261726668895314
ACH-000211,-0.2021044303732576
ACH-000215,-0.07548169944839336
ACH-000221,-0.291010919061054
ACH-000222,-0.06072741210017552
ACH-000223,-0.08555740990476758
ACH-000226,-0.09057052910702733
ACH-000227,-0.19545314045132794
ACH-000228,-0.1429122741860377
ACH-000231,-0.09397011194562403
ACH-000232,-0.14408108420816734
ACH-000233,-0.09701824388456293
ACH-000234,-0.18490869221545475
ACH-000235,-0.1721677418350125
ACH-000237,-0.2610864659032914
ACH-000238,-0.2979628991678309
ACH-000242,-0.2751303726997341
ACH-000243,-0.09924634311891084
ACH-000244,-0.16409589306226224
ACH-000246,-0.2952037321876191
ACH-000248,-0.31200601810095624
ACH-000250,-0.19087931939519012
ACH-000251,-0.16522380831575184
ACH-000252,-0.22140910886110746
ACH-000253,-0.1258967073358185
ACH-000255,-0.23427389947974506
ACH-000256,-0.4492878769420201
ACH-000257,-0.3472831125441742
ACH-000258,-0.015429574975648997
ACH-000259,-0.1367486216333489
ACH-000260,-0.22405442863036928
ACH-000261,-0.1159640335668393
ACH-000262,-0.08241365221352785
ACH-000263,-0.08365376302769742
ACH-000264,-0.1752532334311335
ACH-000265,-0.033377707877393914
ACH-000266,-0.13505175844514433
ACH-000272,-0.16884820326609498
ACH-000274,-0.17797298075778312
ACH-000277,-0.21125001688721687
ACH-000278,-0.2335316701859036
ACH-000279,-0.18636340196906967
ACH-000280,-0.011161555564689216
ACH-000281,-0.24793101799532516
ACH-000288,-0.1833816407626888
ACH-000291,-0.5362055149982836
ACH-000293,-0.14885303206143688
ACH-000294,-0.005872291633573526
ACH-000295,-0.2707232285598678
ACH-000296,-0.33792801994581834
ACH-000302,-0.18583354726662887
ACH-000304,-0.024316139153323344
ACH-000307,-0.15055441165455108
ACH-000308,-0.09073256941321284
ACH-000310,-0.05802491342144754
ACH-000311,-0.13381171741768494
ACH-000312,-0.2762310174155401
ACH-000315,-0.3007264515398093
ACH-000316,-0.23533486331809064
ACH-000317,-0.3819193157873621
ACH-000318,-0.07095755148729611
ACH-000319,-0.130955880695718
ACH-000320,-0.27034110144576
ACH-000322,-0.1041315078254664
ACH-000323,-0.30405068344830083
ACH-000324,-0.07448892361807735
ACH-000329,-0.20517809071126691
ACH-000330,-0.1862783566813367
ACH-000331,-0.19480049044279732
ACH-000332,-0.3063748541786726
ACH-000334,-0.3473012874972854
ACH-000335,-0.16838851154800208
ACH-000336,-0.2335312453724219
ACH-000337,-0.0013806250604412572
ACH-000338,-0.40158909359158623
ACH-000339,-0.08425119570264222
ACH-000341,-0.23359559762034726
ACH-000348,-0.09359046886544248
ACH-000350,-0.16528287243188794
ACH-000352,-0.13271013371931292
ACH-000356,-0.3020572093537656
ACH-000361,-0.06923130156911579
ACH-000362,-0.11941750730113908
ACH-000363,-0.2782859351136241
ACH-000364,-0.104529432181312
ACH-000365,-0.11221219179470723
ACH-000366,-0.4509649096676947
ACH-000368,-0.19842438098164494
ACH-000374,-0.14441789105680805
ACH-000375,0.05039392766283572
ACH-000376,-0.20031775473535776
ACH-000381,-0.11570685975762318
ACH-000383,-0.06488165738783504
ACH-000387,-0.35499405743859536
ACH-000389,-0.17645881566488686
ACH-000390,-0.14599059703995002
ACH-000393,-0.06175640039640036
ACH-000395,-0.12932341508151113
ACH-000396,-0.5362496956592826
ACH-000397,-0.1116116301967984
ACH-000401,-0.29180259034766914
ACH-000402,0.034192891676220555
ACH-000403,-0.08736053228787752
ACH-000404,-0.06983971865912413
ACH-000406,-0.07926620160453733
ACH-000407,-0.034250305168871835
ACH-000408,-0.3257146004635008
ACH-000410,-0.10349416548700496
ACH-000411,-0.22970077947281345
ACH-000414,-0.19823193164715852
ACH-000415,-0.06993995790328618
ACH-000416,-0.1190264317656664
ACH-000420,-0.20519424432992053
ACH-000421,-0.16506180052387526
ACH-000424,-0.14438352933959614
ACH-000425,-0.04729658560440357
ACH-000426,0.017276910982655012
ACH-000427,-0.5745391844478943
ACH-000433,-0.1431110532026599
ACH-000435,-0.2104990813326591
ACH-000436,-0.2299541779574907
ACH-000444,-0.017118287436250178
ACH-000445,-0.23406470349204264
ACH-000448,-0.2037300657860137
ACH-000450,-0.19896794935771095
ACH-000452,-0.16810018680845282
ACH-000454,-0.09700537954623764
ACH-000458,-0.21190112488950133
ACH-000459,-0.2261998862234879
ACH-000460,-0.08027956955575831
ACH-000461,-0.3167624974549599
ACH-000463,-0.12999116065733562
ACH-000464,-0.22130554534616187
ACH-000466,-0.2457948709172405
ACH-000467,-0.18025644084212325
ACH-000468,-0.0959535645068133
ACH-000469,-0.1841361354137848
ACH-000470,-0.12951514002418468
ACH-000471,-0.1357436940534915
ACH-000472,-0.11647045379765113
ACH-000473,-0.10931557225196196
ACH-000475,-0.19348154123591046
ACH-000476,-0.0871391067535833
ACH-000477,-0.11550011928539765
ACH-000479,-0.2730661513988664
ACH-000480,-0.15427121332477248
ACH-000481,-0.130716172984381
ACH-000483,-0.27902517369996765
ACH-000484,-0.2902514491958679
ACH-000485,0.0014974983373076795
ACH-000486,-0.14205309675253966
ACH-000487,-0.4440022174610205
ACH-000488,-0.4210689746185369
ACH-000490,-0.26197688843946626
ACH-000491,-0.15687734786179933
ACH-000495,-0.21563714504150405
ACH-000496,-0.194803114977052
ACH-000499,0.03969014776531333
ACH-000500,-0.2782209306847204
ACH-000502,-0.19059875064560824
ACH-000503,-0.26621359281932794
ACH-000505,-0.1712328146369918
ACH-000507,-0.24206930018404985
ACH-000510,-0.008022689601110486
ACH-000511,-0.2136850259496871
ACH-000512,-0.1874816568895332
ACH-000516,-0.04303280107191866
ACH-000517,-0.1564674521540491
ACH-000518,0.019745761616278446
ACH-000520,-0.389084044005884
ACH-000521,-0.1765403969580173
ACH-000522,-0.19851645589296185
ACH-000524,-0.14276611618143328
ACH-000527,-0.16301945691594102
ACH-000528,-0.1540361908840091
ACH-000537,0.00511223590827574
ACH-000541,-0.2895321044895607
ACH-000542,-0.22260851654857888
ACH-000544,-0.3707824426097713
ACH-000545,-0.11945493116225063
ACH-000547,-0.5153346490144979
ACH-000548,-0.4512438232384858
ACH-000549,-0.07703593819984672
ACH-000550,-0.29498479814730705
ACH-000552,-0.15577008557445673
ACH-000556,-0.11713175196279678
ACH-000557,-0.1514913478926993
ACH-000569,-0.22859527048308426
ACH-000570,-0.17636322503368665
ACH-000571,-0.2454271397753721
ACH-000573,0.06440695424441756
ACH-000576,-0.2941530035675249
ACH-000579,-0.1911976576476416
ACH-000580,-0.0874360200753713
ACH-000584,-0.4594229947158154
ACH-000585,-0.18488604036992495
ACH-000588,0.05440315566286647
ACH-000589,-0.7495812301832846
ACH-000591,0.026013235620981328
ACH-000593,-0.348708942804406
ACH-000600,-0.28440612184751163
ACH-000601,-0.16407565353119824
ACH-000605,-0.16054336339347475
ACH-000606,-0.1202405342991434
ACH-000608,-0.1913960710034859
ACH-000614,-0.18900653256824332
ACH-000616,-0.040642649950113637
ACH-000618,-0.3270482828953639
ACH-000619,-0.2561323579410649
ACH-000620,-0.12600732645904436
ACH-000621,-0.22668588491366115
ACH-000622,-0.1279792568714004
ACH-000623,-0.2234963915926372
ACH-000624,-0.09556605598619217
ACH-000627,-0.11764337439260945
ACH-000630,-0.1695143340877713
ACH-000631,0.08888390072723262
ACH-000632,-0.16719480795771333
ACH-000633,-0.2527478310516675
ACH-000637,-0.1322236562229043
ACH-000638,-0.34580858622335586
ACH-000646,-0.12323850163483327
ACH-000647,-0.11805288178117518
ACH-000648,-0.2806211576197006
ACH-000649,-0.17390373728686062
ACH-000651,-0.06724666262381629
ACH-000652,-0.2796100157612221
ACH-000653,-0.25035844192960144
ACH-000657,-0.3326354845479689
ACH-000658,-0.12060936061419487
ACH-000661,-0.1049569640593365
ACH-000662,-0.08874494839437141
ACH-000663,-0.2649072912752981
ACH-000665,-0.1176754772350276
ACH-000671,-0.2359047561371071
ACH-000672,0.3913761987954154
ACH-000673,-0.097879324625468
ACH-000676,-0.12599258022868254
ACH-000677,-0.21879917461323795
ACH-000681,-0.17683255409253726
ACH-000683,-0.5817215810600268
ACH-000684,-0.0923709329090948
ACH-000688,-0.4203693472501509
ACH-000693,-0.23678066489644398
ACH-000694,-0.2405235561693033
ACH-000695,0.01375060524525039
ACH-000696,-0.14673140625946482
ACH-000697,-0.07829077511148642
ACH-000699,-0.2298234338982163
ACH-000701,-0.05969618712801617
ACH-000706,-0.21433754932230267
ACH-000711,-0.0994925957920826
ACH-000713,-0.24871078071878386
ACH-000714,-0.1622554562548396
ACH-000718,-0.186393497741242
ACH-000720,-0.02950156104565175
ACH-000721,-0.1929987845163124
ACH-000724,-0.2323786185465015
ACH-000725,-0.08302314759681301
ACH-000732,-0.5272174577988102
ACH-000734,-0.09280394018698264
ACH-000735,-0.29529976801692714
ACH-000736,-0.20319787320660956
ACH-000738,-0.2572006611579018
ACH-000746,-0.12756642073412525
ACH-000747,-0.100326443724709
ACH-000748,-0.2344171246533884
ACH-000753,-0.1011990438304617
ACH-000756,-0.2282406458719522
ACH-000757,-0.22233629976690705
ACH-000758,-0.3308800979773133
ACH-000760,-0.17348113120480535
ACH-000762,-0.2724523928259618
ACH-000763,-0.13144876600538016
ACH-000764,-0.12070064997770998
ACH-000765,-0.18977215192100594
ACH-000766,-0.123974490261198
ACH-000767,-0.230195909236938
ACH-000768,0.029221012835374295
ACH-000769,-0.3711350556082863
ACH-000770,-0.0999225756735488
ACH-000771,-0.1292508659410869
ACH-000773,0.018863932055951882
ACH-000776,-0.3642525277161587
ACH-000777,-0.17612541962718406
ACH-000778,-0.12514405066752193
ACH-000781,-0.17639843227676322
ACH-000782,-0.14025504062411792
ACH-000783,-0.1772887963250134
ACH-000784,-0.4632424146384402
ACH-000785,-0.2768298026328044
ACH-000787,-0.2264469153577616
ACH-000788,-0.10071504801755683
ACH-000791,-0.1045434648846116
ACH-000792,-0.1829153972849059
ACH-000794,-0.20476900936847514
ACH-000796,-0.13407807109075268
ACH-000798,-0.11565699496709705
ACH-000799,-0.13058241962351125
ACH-000800,-0.3212672086968271
ACH-000802,-0.3716043930202873
ACH-000804,-0.1399815832666504
ACH-000805,-0.3965800080181841
ACH-000809,-0.09400522023609173
ACH-000810,-0.4522684126098425
ACH-000811,-0.2225990147086661
ACH-000817,-0.31266610155860425
ACH-000819,-0.1627348785665436
ACH-000820,0.18816604942026546
ACH-000821,0.1961602607469975
ACH-000822,-0.1423515503779075
ACH-000823,-0.5549077490485118
ACH-000824,-0.12807406586507725
ACH-000827,-0.10063961179286594
ACH-000829,-0.15593974410598185
ACH-000831,-0.1377840428856741
ACH-000832,-0.2687235746273678
ACH-000833,0.07238891847895619
ACH-000834,-0.14912533623032387
ACH-000835,0.053519628662488175
ACH-000836,-0.03647216488712485
ACH-000837,-0.2645240868006904
ACH-000838,-0.3662099756613351
ACH-000839,-0.2611387450299407
ACH-000840,0.09023891933217336
ACH-000841,-0.016308709569835118
ACH-000843,-0.2551354380748978
ACH-000846,-0.16721216734244648
ACH-000847,-0.3773457356790458
ACH-000848,-0.15459015432131287
ACH-000849,-0.2709382710279711
ACH-000851,-0.07672139076311488
ACH-000855,-0.16437015675948372
ACH-000856,-0.2316479228974826
ACH-000858,-0.38136536824253386
ACH-000859,-0.14790615564225704
ACH-000861,-0.11884537167008095
ACH-000862,-0.11904162502953927
ACH-000865,-0.1457325612019975
ACH-000866,-0.03716126007885054
ACH-000867,-0.04086254935400496
ACH-000869,-0.13981386326250878
ACH-000872,-0.21715562096581545
ACH-000873,-0.0556097629821246
ACH-000876,-0.006774168570635127
ACH-000878,-0.2549370631452185
ACH-000880,-0.26308696870625403
ACH-000881,0.0002484789382086548
ACH-000882,-0.13179835471863302
ACH-000884,-0.09825551818133198
ACH-000885,-0.29566557631180895
ACH-000887,-0.16084125842091873
ACH-000889,-0.06642657390812322
ACH-000896,-0.05520531268715235
ACH-000898,-0.026711232277666128
ACH-000900,-0.0606995138110901
ACH-000901,-0.14994938738273314
ACH-000905,-0.14343069369856715
ACH-000906,-0.12628374538562392
ACH-000907,-0.27934315092066736
ACH-000910,-0.13044237076547224
ACH-000911,-0.0020769967725402434
ACH-000912,-0.2005068353640271
ACH-000913,-0.2635616239940192
ACH-000915,-0.30627804061634856
ACH-000916,-0.24619735516595725
ACH-000917,-0.2714471852024082
ACH-000920,-0.5573694340030649
ACH-000921,-0.15656673615296088
ACH-000924,-0.2516142864940628
ACH-000926,-0.24248356831235346
ACH-000928,-0.39243215487399935
ACH-000929,-0.3364460868140399
ACH-000932,-0.38438092970818544
ACH-000935,-0.14136761316056187
ACH-000936,-0.0909881175499166
ACH-000937,-0.11810526137371168
ACH-000938,-0.03659259388232414
ACH-000939,-0.048111440443146816
ACH-000941,-0.09273719660278304
ACH-000943,-0.11108432785427667
ACH-000946,-0.08656766251852961
ACH-000947,-0.096561838536484
ACH-000948,-0.1501142123509248
ACH-000950,-0.25971293356023784
ACH-000953,-0.06209474667849418
ACH-000954,-0.2325256572868511
ACH-000957,-0.048638357708464745
ACH-000958,-0.1666397200992054
ACH-000960,-0.09309015069632767
ACH-000963,-0.10273912094759886
ACH-000968,0.005623305494405935
ACH-000969,-0.2275025655657348
ACH-000972,-0.16705117622426946
ACH-000973,0.02990075695547058
ACH-000974,-0.2186396328995299
ACH-000978,-0.2293547621120175
ACH-000984,0.06244407077154077
ACH-000986,-0.14903988100730034
ACH-000988,-0.0816042831470573
ACH-000993,-0.236316796299642
ACH-000994,-0.1566867776619388
ACH-000996,-0.029512744854021392
ACH-001001,-0.17230114318943954
ACH-001020,-0.4579205903514299
ACH-001028,-0.09161410492248473
ACH-001031,-0.19906017006376606
ACH-001038,-0.1738245181113551
ACH-001048,-0.10092511016418136
ACH-001050,-0.12819056529051875
ACH-001053,-0.2691534860838806
ACH-001054,-0.16906681297277226
ACH-001061,-0.1984359252039612
ACH-001067,-0.20955957976108236
ACH-001075,-0.2869193552315144
ACH-001096,-0.0794729477848051
ACH-001111,0.05999041201656871
ACH-001119,-0.2305782931730221
ACH-001128,-0.3947061745153629
ACH-001134,-0.13879586467611524
ACH-001151,-0.08470957668635691
ACH-001163,-0.2525108234524244
ACH-001164,-0.07276971750599984
ACH-001183,0.048333434454124406
ACH-001192,-0.1503795579008155
ACH-001193,0.10427909289271567
ACH-001196,-0.07595342027514572
ACH-001197,-0.2648210879801975
ACH-001205,-0.19503979475520264
ACH-001211,-0.5891388653847637
ACH-001212,0.010504400383942108
ACH-001228,-0.28017809629304763
ACH-001232,-0.010769530253739504
ACH-001239,-0.20547073708900795
ACH-001270,-0.07342513008430307
ACH-001274,-0.1413828797728149
ACH-001275,-0.14907308073713327
ACH-001277,0.02813998596621244
ACH-001278,-0.3123367242437786
ACH-001280,-0.2062687592738452
ACH-001283,-0.17066015277634364
ACH-001289,-0.34872272883259897
ACH-001300,-0.05297001609564052
ACH-001301,-0.2105153787573491
ACH-001302,-0.2805673957125927
ACH-001306,-0.2629020705074813
ACH-001318,-0.04068791519200796
ACH-001322,-0.3024984891825497
ACH-001328,-0.21828899493216686
ACH-001332,-0.4096002982847816
ACH-001336,-0.3667616877353469
ACH-001346,-0.2628680918693441
ACH-001353,-0.0618989583470745
ACH-001354,-0.15435376458389616
ACH-001367,-0.4377651836932223
ACH-001368,-0.14778033351383402
ACH-001374,0.09998207856163227
ACH-001377,-0.2018546155523042
ACH-001380,-0.2265610736196589
ACH-001391,-0.10630207027686124
ACH-001408,-0.0776213956969769
ACH-001430,-0.049813166536663483
ACH-001431,-0.11414387319100283
ACH-001450,-0.2946038135370809
ACH-001496,-0.10614778018528948
ACH-001500,-0.19168040189355745
ACH-001523,-0.2666027494253989
ACH-001532,-0.1771012464190114
ACH-001550,-0.14119344888661425
ACH-001552,-0.007684864587493511
ACH-001554,-0.19470541861550253
ACH-001654,-0.1636044249603894
ACH-001735,0.029631959444756713
ACH-001736,0.15619421656162688
ACH-001737,-0.23837594823903335
ACH-001740,-0.3972149568283805
ACH-001745,-0.4226370967361304
ACH-001765,-0.06077901496005113
