,PIGV (55650)
ACH-000403,-0.22272250246516925
ACH-000404,-0.4792549547680297
ACH-000406,-0.18971545140854992
ACH-000407,-0.18116837407901368
ACH-000408,-0.3246145065269074
ACH-000410,-0.2896994615696273
ACH-000411,-0.25634747218384824
ACH-000414,-0.2651110216922758
ACH-000415,-0.2804775022092358
ACH-000416,-0.19860143595331387
ACH-000420,-0.3972525321079333
ACH-000421,-0.19701167655078414
ACH-000424,-0.32306398092366234
ACH-000425,-0.14089213965893171
ACH-000426,-0.06475873016472324
ACH-000427,-0.19017292706211147
ACH-000433,-0.3008852386497196
ACH-000435,-0.1548653201562553
ACH-000436,0.1087435609454766
ACH-000444,-0.1974416496338852
ACH-000445,-0.3394871731598659
ACH-000448,-0.11809048883149645
ACH-000450,-0.19352894409464244
ACH-000452,-0.13421048753990505
ACH-000454,-0.3271582987644759
ACH-000458,-0.373674937302291
ACH-000459,-0.03903972008713506
ACH-000460,-0.13949668333643475
ACH-000461,-0.23500662979319464
ACH-000463,-0.24215076016803555
ACH-000464,-0.11770121947435808
ACH-000466,-0.20627464888180908
ACH-000467,-0.16615199008355835
ACH-000468,-0.20591516155212355
ACH-000469,-0.26153475105537816
ACH-000470,-0.21403253783760096
ACH-000471,-0.4857853818131172
ACH-000472,-0.14784591698030594
ACH-000473,-0.33646303642490044
ACH-000475,-0.3962435928541132
ACH-000476,-0.2905209658254004
ACH-000477,-0.2268375492590545
ACH-000479,-0.2548349619186368
ACH-000480,-0.2668032810283316
ACH-000481,-0.15525841725021386
ACH-000483,-0.17745377808467594
ACH-000484,-0.10581338766231532
ACH-000485,-0.2746258625432574
ACH-000486,-0.1615108059153065
ACH-000487,-0.10144227189223742
ACH-000488,-0.1960259770434374
ACH-000490,-0.3502023560039701
ACH-000491,-0.190455964289918
ACH-000495,0.022459681030251703
ACH-000496,-0.29514400311954664
ACH-000499,-0.3475304819347629
ACH-000500,0.05880235349894297
ACH-000502,-0.2685879012623337
ACH-000503,-0.06036200317689117
ACH-000505,-0.1744590790769061
ACH-000507,-0.19909986883813666
ACH-000510,-0.15742782374018546
ACH-000511,-0.2537064108088446
ACH-000512,-0.4750632137099008
ACH-000516,-0.2174593167951954
ACH-000517,-0.2508657005894529
ACH-000518,-0.3405709847678205
ACH-000520,-0.3124832166914851
ACH-000521,-0.5067535630826832
ACH-000522,-0.3492290305023162
ACH-000524,-0.15622321240998902
ACH-000527,-0.3998326646254406
ACH-000528,-0.29031051622185555
ACH-000537,-0.5228189625607051
ACH-000541,-0.2580736718205753
ACH-000542,-0.1758937185638711
ACH-000544,0.028293869811070863
ACH-000545,-0.282812612288896
ACH-000547,-0.4116733494174368
ACH-000548,-0.29888097265141805
ACH-000549,-0.1900258664940199
ACH-000550,-0.2918122648567957
ACH-000552,-0.303409378823427
ACH-000556,-0.11059587548011922
ACH-000557,-0.14157224946064906
ACH-000569,-0.18686264052553705
ACH-000570,-0.5319329424378351
ACH-000571,-0.3001977775596496
ACH-000573,-0.18546219315954307
ACH-000576,0.24651930322611054
ACH-000579,-0.20246144479529332
ACH-000580,-0.12665241946411412
ACH-000584,-0.14773682348657913
ACH-000585,-0.26562318965232423
ACH-000588,-0.2209528031052268
ACH-000589,-0.09007109504464979
ACH-000591,-0.21845641269849986
ACH-000593,-0.4193378156479252
ACH-000600,-0.2353824125948224
ACH-000601,-0.15243286885268906
ACH-000605,-0.21188586118280875
ACH-000606,-0.2290882289829196
ACH-000608,-0.23289351784601656
ACH-000614,-0.13339463130988866
ACH-000616,-0.0661642582882945
ACH-000618,-0.14937831807581825
ACH-000619,-0.2447368472331257
ACH-000620,-0.6064160160739428
ACH-000621,-0.26825854563522666
ACH-000622,-0.35905643915934554
ACH-000623,-0.2199274184440705
ACH-000624,-0.07358393479477396
ACH-000627,-0.3041338740796907
ACH-000630,-0.5239487047337325
ACH-000631,-0.6047776767696309
ACH-000632,-0.3239181842473537
ACH-000633,-0.4015589346060035
ACH-000637,-0.22580931729689724
ACH-000638,-0.14144980570154864
ACH-000646,-0.4824830514968592
ACH-000647,-0.2356118550680262
ACH-000648,-0.1348273118406132
ACH-000649,-0.223479876187699
ACH-000651,-0.2192805344262249
ACH-000652,-0.4463401023160652
ACH-000653,-0.08360651870600251
ACH-000657,-0.21081764348043056
ACH-000658,-0.138875295199508
ACH-000661,-0.11388274723963406
ACH-000662,-0.4470890613726845
ACH-000663,-0.257442178355635
ACH-000665,-0.19742214416345047
ACH-000671,-0.5327354234841458
ACH-000672,-0.3040370623307233
ACH-000673,-0.06654983825855895
ACH-000676,-0.1877506799404148
ACH-000677,-0.10972345693443804
ACH-000681,-0.3805916823411437
ACH-000683,-0.2591647760301977
ACH-000684,-0.4325499963614488
ACH-000688,-0.3247371107863309
ACH-000693,-0.3041370800550283
ACH-000694,-0.2861239457588207
ACH-000695,-0.30828940276401323
ACH-000696,-0.18245877716350167
ACH-000697,-0.11526869966531993
ACH-000699,-0.32808739800951026
ACH-000701,-0.045562244286213485
ACH-000706,-0.38907372766490506
ACH-000711,-0.21549259486013084
ACH-000713,-0.01687816521257662
ACH-000714,-0.12038434077293016
ACH-000718,-0.21611750818609665
ACH-000720,-0.006010628986762572
ACH-000721,-0.2254483570975819
ACH-000724,-0.12048269934675845
ACH-000725,-0.16526636870944725
ACH-000732,-0.0013323654190844914
ACH-000734,-0.3334148155401269
ACH-000735,-0.1953147526836756
ACH-000736,-0.22900087347643724
ACH-000738,-0.16703718702231204
ACH-000746,-0.17223662757394734
ACH-000747,-0.2137419429876468
ACH-000748,-0.1679469497244957
ACH-000753,-0.16540387047732044
ACH-000756,-0.1845810798543888
ACH-000757,-0.08077669496273215
ACH-000758,-0.2380016424213168
ACH-000760,-0.13631931764118074
ACH-000762,-0.08922266695840918
ACH-000763,-0.2227108006765489
ACH-000764,0.034077609410379614
ACH-000765,-0.15178323429984994
ACH-000766,-0.3483357125911771
ACH-000767,-0.2724339939594377
ACH-000768,-0.024356870099841967
ACH-000769,-0.2129372653720565
ACH-000770,-0.17664025108680514
ACH-000771,-0.4852349812629397
ACH-000773,-0.13183253347025944
ACH-000776,-0.3212185119331922
ACH-000777,-0.3381791351160588
ACH-000778,-0.3267157529566879
ACH-000781,-0.2164447192708712
ACH-000782,-0.25161240517357153
ACH-000783,-0.18010337398862128
ACH-000784,-0.16893778274205273
ACH-000785,-0.2665333821664885
ACH-000787,-0.3370352790573405
ACH-000788,-0.1761964923149536
ACH-000791,-0.1494745256066638
ACH-000792,-0.3107943936731987
ACH-000794,-0.3139513792638569
ACH-000796,-0.10222665799247124
ACH-000798,-0.21168346143472166
ACH-000799,-0.048465208273824716
ACH-000800,-0.107023792075113
ACH-000802,-0.1947421336671337
ACH-000804,-0.03932023599714191
ACH-000805,-0.09731670361521608
ACH-000809,-0.10220463606743384
ACH-000810,-0.21825941674728389
ACH-000811,-0.3916310788777399
ACH-000817,-0.2451594208085509
ACH-000819,-0.2507408133271604
ACH-000820,-0.09739432066970573
ACH-000821,-0.11580229384212368
ACH-000822,-0.14499396644236626
ACH-000823,-0.8093709934562557
ACH-000824,-0.16523434299661158
ACH-000827,-0.14373163539528475
ACH-000829,-0.15442140117015835
ACH-000831,-0.1933744964533381
ACH-000832,-0.20229620401992096
ACH-000833,-0.15398177378003094
ACH-000834,-0.3645142246512128
ACH-000835,-0.22351629354898989
ACH-000836,-0.3746949298163279
ACH-000837,-0.16699746620529934
ACH-000838,-0.18659048359424624
ACH-000839,-0.3481210350620531
ACH-000840,-0.2579954169800186
ACH-000841,-0.1720516650448695
ACH-000843,-0.17232695210564014
ACH-000846,-0.1461416235327894
ACH-000847,-0.24169382960597585
ACH-000848,-0.20158806075714675
ACH-000849,-0.13604286174252853
ACH-000851,-0.2361613692845155
ACH-000855,-0.2802304809861872
ACH-000856,-0.3424817501388922
ACH-000858,0.0814885993250312
ACH-000859,-0.3898661713449457
ACH-000861,-0.2643139884454768
ACH-000862,-0.17669684676645392
ACH-000865,-0.08391417360567054
ACH-000866,-0.37014845491230297
ACH-000867,-0.2248301851219718
ACH-000869,-0.19521587679755525
ACH-000872,-0.3983743968476624
ACH-000873,-0.2317405964141709
ACH-000876,-0.09969045067026587
ACH-000878,0.023034474764773168
ACH-000880,-0.8241529540796494
ACH-000881,0.06954770498694432
ACH-000882,-0.1469011952453036
ACH-000884,-0.1865477067058474
ACH-000885,-0.5689559421653707
ACH-000887,-0.3238594974020854
ACH-000889,-0.11113446060544148
ACH-000896,-0.14829399144021904
ACH-000898,-0.1518650980675675
ACH-000900,-0.2472115416053573
ACH-000901,-0.2834999998549608
ACH-000905,-0.0981642455207072
ACH-000906,-0.1851477796262536
ACH-000907,-0.08717768916917047
ACH-000910,-0.246885731512038
ACH-000911,-0.17115101057128904
ACH-000912,-0.0448336111855904
ACH-000913,-0.3052571353940903
ACH-000915,-0.2457432574608685
ACH-000916,0.2598738871261393
ACH-000917,-0.25175392486938514
ACH-000920,-0.3922351685515345
ACH-000921,-0.11373619667169013
ACH-000924,-0.40304036131638254
ACH-000926,-0.2722177797377665
ACH-000928,-0.10679037776580302
ACH-000929,-0.19314475776040654
ACH-000932,0.0004140764290280568
ACH-000935,-0.1534299557240279
ACH-000936,-0.2715707049415237
ACH-000937,-0.07093904278105216
ACH-000938,-0.06967343059810159
ACH-000939,-0.1873440340108797
ACH-000941,-0.25270804051487633
ACH-000943,-0.2702654598466977
ACH-000946,-0.1558801254897685
ACH-000947,-0.1412411313102776
ACH-000948,-0.14579453545541676
ACH-000950,-0.1315641305355182
ACH-000953,-0.02910395635201068
ACH-000954,-0.20099416915240745
ACH-000957,-0.11514206474149795
ACH-000958,-0.10863604835258564
ACH-000960,-0.09492366957388584
ACH-000963,-0.0886094382770093
ACH-000968,-0.16411030912782196
ACH-000969,-0.2210860329790271
ACH-000972,-0.08690953759352824
ACH-000973,-0.047357161227098536
ACH-000974,-0.2864841028862389
ACH-000978,-0.2796206579171307
ACH-000984,-0.05119170180038048
ACH-000986,-0.3373487122778033
ACH-000988,-0.1374230243603477
ACH-000993,-0.2092933686669151
ACH-000994,-0.16470751597018018
ACH-000996,-0.054704987859871455
ACH-001001,-0.21366224617189952
ACH-001020,-0.10870286437710083
ACH-001028,-0.20316357578602612
ACH-001031,-0.12949784788870522
ACH-001038,-0.12747571507721098
ACH-001048,-0.34820741905407243
ACH-001050,-0.2904946478391886
ACH-001053,-0.2560442920150689
ACH-001054,-0.1614825930817652
ACH-001061,-0.2804735301197533
ACH-001067,-0.17881143923798895
ACH-001075,-0.20975527620155696
ACH-001096,-0.24355087663446204
ACH-001111,-0.4979917685421406
ACH-001119,-0.15233218533303128
ACH-001128,-0.3687050274006843
ACH-001134,-0.14965063701756715
ACH-001151,-0.2657714275236553
ACH-001163,-0.3195477305565612
ACH-001164,-0.10185124020963886
ACH-001183,-0.40298366376774464
ACH-001192,-0.17687596949140638
ACH-001193,0.028914150961808736
ACH-001196,-0.1820896189529675
ACH-001197,-0.03797387253550447
ACH-001205,-0.3554978176435345
ACH-001211,-0.2702415910088015
ACH-001212,-0.16616244295459787
ACH-001228,-0.0934014074427579
ACH-001232,-0.25710118874282395
ACH-001239,-0.2107005444732402
ACH-001270,-0.2526848686415686
ACH-001274,-0.2651589179261937
ACH-001275,-0.4188039587128997
ACH-001277,-0.2951976917711999
ACH-001278,-0.2579925482723035
ACH-001280,-0.1525402983050471
ACH-001283,-0.2709114682597111
ACH-001289,-0.3336804901344411
ACH-001300,-0.344409479122549
ACH-001301,-0.3968976810862898
ACH-001302,-0.21623897873476647
ACH-001306,-0.24226791270439146
ACH-001318,-0.18895868022672832
ACH-001322,-0.2122475062740141
ACH-001328,-0.4636882423395368
ACH-001332,-0.3141659589699291
ACH-001336,-0.11134709531946384
ACH-001346,-0.1387616497046998
ACH-001353,-0.14794791441579688
ACH-001354,-0.06924681248935192
ACH-001367,-0.36299524986896814
ACH-001368,-0.2929848190880967
ACH-001374,-0.4328464091547112
ACH-001377,-0.20999179906090554
ACH-001380,-0.394795690851404
ACH-001391,-0.2905186214723055
ACH-001408,-0.2465443852063648
ACH-001430,-0.2842027216633694
ACH-001431,-0.31229271195590075
ACH-001450,-0.1997479428705413
ACH-001496,-0.1622456173246928
ACH-001500,-0.5421759863431334
ACH-001523,-0.3512602892422075
ACH-001532,-0.14335439996434424
ACH-001550,-0.20812140849284536
ACH-001552,-0.21125601384492496
ACH-001554,-0.2600038730967214
ACH-001654,-0.234300104570668
ACH-001735,-0.2586084423918211
ACH-001736,-0.09976298103404728
ACH-001737,-0.2323132685762081
ACH-001740,-0.27811776757171475
ACH-001745,-0.17268298904267546
ACH-001765,-0.2237541943445324
