,CFAP43 (80217)
ACH-000004,0.02615730720404899
ACH-000005,0.0029396983216500704
ACH-000007,0.06711688127999309
ACH-000009,-0.08125863941025249
ACH-000011,-0.13990602466731716
ACH-000012,-0.12040084135008798
ACH-000013,0.0006175382638949617
ACH-000014,-0.024652363304907856
ACH-000015,-0.08128903647799117
ACH-000017,0.11912590251436067
ACH-000018,0.07213186055431532
ACH-000019,0.10531243969096857
ACH-000021,0.07328276558425288
ACH-000022,-0.03413077479518538
ACH-000025,-0.10663449342005478
ACH-000028,0.08267083332377485
ACH-000030,-0.07203845028444059
ACH-000035,0.060049260645985425
ACH-000036,-0.12312635596459524
ACH-000037,-0.039705753321237
ACH-000039,-0.0998002691704328
ACH-000040,-0.05417501178548043
ACH-000041,-0.02258575079654716
ACH-000042,-0.12708070831790558
ACH-000045,0.004387759215455739
ACH-000047,-0.07639488463089246
ACH-000052,0.19818876338357147
ACH-000053,-0.035845959687943615
ACH-000054,-0.004446563522679423
ACH-000055,0.19991080012817344
ACH-000060,-0.029336179886208163
ACH-000067,-0.1062337536625561
ACH-000070,0.005990667037384622
ACH-000075,-0.00977594655979862
ACH-000078,0.041767369566115466
ACH-000082,-0.043620450891292635
ACH-000085,0.02809042883357806
ACH-000086,-0.08852959551826743
ACH-000087,0.15341449103592256
ACH-000092,0.01356125117790112
ACH-000095,0.041917842971043416
ACH-000097,-0.033759899934222334
ACH-000098,-0.10818428380136512
ACH-000099,-0.004016974938317275
ACH-000108,-0.048627866813423404
ACH-000113,-0.028262387291355037
ACH-000116,0.0029164254327492213
ACH-000118,-0.08388964473280347
ACH-000120,0.07005824674626368
ACH-000123,-0.011806546254251284
ACH-000127,0.008601098659490658
ACH-000128,0.055096519103364494
ACH-000132,-0.08158470031201763
ACH-000133,0.02320760068692604
ACH-000137,0.15215849911813295
ACH-000138,0.04784181293320877
ACH-000142,-0.06871170596642882
ACH-000143,-0.03380559170282695
ACH-000146,-0.05930446832504791
ACH-000148,-0.023864036214468504
ACH-000150,-0.07741338689974764
ACH-000152,0.007405003271787098
ACH-000153,0.09837782713258317
ACH-000159,0.02970177021497938
ACH-000160,0.030469524620133893
ACH-000163,0.01897223132069429
ACH-000167,-0.07009553714616866
ACH-000168,-0.020336125985402017
ACH-000169,-0.10278954915146983
ACH-000178,-0.16015155875311285
ACH-000183,0.06935432845280437
ACH-000188,-0.10959800772198876
ACH-000189,-0.1502571385870993
ACH-000190,-0.15208965446616793
ACH-000198,0.00833289479075486
ACH-000203,-0.00017058553268386653
ACH-000204,0.03618036174202753
ACH-000206,0.11807048332694912
ACH-000207,-0.058596993415481226
ACH-000208,-0.13731667327856673
ACH-000210,0.008662523698335223
ACH-000211,0.0020491124510274568
ACH-000215,0.06299632294344233
ACH-000221,-0.09345501529167732
ACH-000222,0.12695290766138986
ACH-000223,-0.07709716441873206
ACH-000226,0.09076743120701973
ACH-000227,0.06538851941654372
ACH-000228,-0.05406950470362855
ACH-000231,-0.053609881742205365
ACH-000232,0.20836107688130465
ACH-000233,0.0034260606933594505
ACH-000234,0.05938386104945339
ACH-000235,0.021125422844745403
ACH-000237,-0.08608675244199265
ACH-000238,-0.08189059553171796
ACH-000242,0.055570268620285086
ACH-000243,-0.06975446696092891
ACH-000244,0.01890633199581784
ACH-000246,0.030023389633484332
ACH-000248,0.09013118927766436
ACH-000250,-0.03273438533336249
ACH-000251,0.2197739821599028
ACH-000252,-0.1145456081188627
ACH-000253,-0.0028228931313472195
ACH-000255,0.018871820536671045
ACH-000256,-0.015355412062919254
ACH-000257,0.034983152927733664
ACH-000258,0.14109872359094536
ACH-000259,-0.033808111524762534
ACH-000260,-0.023197787556447903
ACH-000261,-0.014361744292612597
ACH-000262,0.0950307692921433
ACH-000263,0.04228726500816316
ACH-000264,-0.03035763812343858
ACH-000265,0.008286871635570067
ACH-000266,-0.03222265114452174
ACH-000272,0.024496216744147103
ACH-000274,-0.056751946508131985
ACH-000277,0.07536061994919736
ACH-000278,-0.07921990809305897
ACH-000279,-0.07974507865284189
ACH-000280,-0.04884069728044334
ACH-000281,-0.032192642007937436
ACH-000288,-0.07522558175742795
ACH-000291,-0.008994949293667934
ACH-000293,0.024488532514609654
ACH-000294,0.02584126671919137
ACH-000295,0.0047159439783091926
ACH-000296,0.004630385742610612
ACH-000302,-0.0675307986280411
ACH-000304,0.0897129158014203
ACH-000307,-0.030928680770657812
ACH-000308,-0.059453164790533364
ACH-000310,-0.1225639671591723
ACH-000311,-0.0018902718639177817
ACH-000312,-0.0846002878625264
ACH-000315,-0.020086965195545897
ACH-000316,0.07607197234168815
ACH-000317,-0.011457608483610472
ACH-000318,0.08060643934988843
ACH-000319,-0.07358758017531299
ACH-000320,-0.09596310810288544
ACH-000322,-0.17486376186107294
ACH-000323,0.1838760690041902
ACH-000324,-0.04441361743917307
ACH-000329,-0.05701648059290386
ACH-000330,-0.11400969025938518
ACH-000331,-0.04098234920259691
ACH-000332,0.024913548680792576
ACH-000334,0.0882915486764083
ACH-000335,0.050421748575926885
ACH-000336,-0.10191738600954853
ACH-000337,-0.023795027050548027
ACH-000338,-0.4755339099242587
ACH-000339,-0.11952261908561836
ACH-000341,0.005945833004229561
ACH-000348,0.02244456128537187
ACH-000350,-0.0027917012140212037
ACH-000352,0.13277838322976207
ACH-000356,-0.0077257218576201265
ACH-000361,0.2229939056313748
ACH-000362,-0.04489866374721803
ACH-000363,-0.0030484745801170297
ACH-000364,0.015456621769501187
ACH-000365,0.02178437671824511
ACH-000366,-0.08785867085629308
ACH-000368,-0.01732116371174992
ACH-000374,-0.07676978755372571
ACH-000375,-0.10409435814370208
ACH-000376,-0.05163394401360183
ACH-000381,0.01194947153970727
ACH-000383,-0.021156840602152158
ACH-000387,-0.0837349911745129
ACH-000389,0.043749329774405016
ACH-000390,0.01023212525935237
ACH-000393,0.0704808756172582
