,SH3PXD2B (285590)
ACH-000004,-0.017727648552334028
ACH-000005,-0.06233976857196605
ACH-000007,-0.09537952485525633
ACH-000009,-0.09541152170872948
ACH-000011,-0.09671824406529617
ACH-000012,-0.0029534285097780762
ACH-000013,-0.014492391246894987
ACH-000014,0.08754055256748225
ACH-000015,-0.13304844626656911
ACH-000017,-0.14530659222455852
ACH-000018,-0.020102116690280104
ACH-000019,-0.10794239839596244
ACH-000021,0.01933962110648441
ACH-000022,-0.06749922291228028
ACH-000025,0.11727519325350028
ACH-000028,0.009724144807736678
ACH-000030,0.06454347315953562
ACH-000035,-0.02173450300640955
ACH-000036,-0.0958675425329662
ACH-000037,-0.18789491519861468
ACH-000039,-0.0497532044355571
ACH-000040,-0.1982239417376459
ACH-000041,-0.048480055329064235
ACH-000042,-0.06737186152980723
ACH-000045,-0.10795589275683874
ACH-000047,-0.0229948788252673
ACH-000052,-0.002646289867113422
ACH-000053,-0.0946677781306752
ACH-000054,-0.02957542496165657
ACH-000055,-0.10563280989431556
ACH-000060,-0.038854875374361164
ACH-000067,-0.01654376844768898
ACH-000070,-0.044694130309899306
ACH-000075,-0.028064597141103875
ACH-000078,-0.02176679558177508
ACH-000082,-0.04628497002425859
ACH-000085,-0.05379434535806606
ACH-000086,0.016762175595971457
ACH-000087,0.20001617219166715
ACH-000092,-0.10263776313084516
ACH-000095,-0.13390684994132782
ACH-000097,-0.1846409586193672
ACH-000098,-0.2038657681596513
ACH-000099,-0.035677781282465605
ACH-000108,-0.09612776490676647
ACH-000113,-0.07259225016698173
ACH-000116,-0.09212710068265413
ACH-000118,-0.017589388923511175
ACH-000120,-0.0397196167504278
ACH-000123,0.06572005484812762
ACH-000127,-0.0015556150596826833
ACH-000128,-0.05796774585274836
ACH-000132,-0.1241199925091807
ACH-000133,-0.09448110459375557
ACH-000137,-0.1021234227173138
ACH-000138,-0.013961803178580241
ACH-000142,-0.05067471204360279
ACH-000143,-0.16334664183243255
ACH-000146,-0.02550203273317412
ACH-000148,-0.09650801516191014
ACH-000150,-0.1865952536786973
ACH-000152,-0.019773039248913545
ACH-000153,0.182260037577872
ACH-000159,-0.01639749101103729
ACH-000160,-0.06540336952491711
ACH-000163,0.0024094524683017497
ACH-000167,0.09201248965514676
ACH-000168,-0.13421775912358264
ACH-000169,-0.05933148126537155
ACH-000178,0.0333087870835619
ACH-000183,-0.06667201357736792
ACH-000188,-0.03804068415719464
ACH-000189,0.15158243238664926
ACH-000190,-0.19650629548990864
ACH-000198,0.08730032699966622
ACH-000203,-0.1154895493274055
ACH-000204,-0.14883009103215966
ACH-000206,-0.16515292920676453
ACH-000207,-0.03966321264036105
ACH-000208,0.09102145649805676
ACH-000210,-0.039680203595189464
ACH-000211,-0.052466715543011064
ACH-000215,0.043108940524266136
ACH-000221,0.00527121246229194
ACH-000222,-0.04106316578227687
ACH-000223,-0.08829883044646225
ACH-000226,0.004130351287031631
ACH-000227,0.011276809469200365
ACH-000228,-0.0551758407841678
ACH-000231,-0.02186310532622953
ACH-000232,-0.1252263138416091
ACH-000233,-0.09476003692112928
ACH-000234,-0.10522512559678417
ACH-000235,-0.09366005640280653
ACH-000237,-0.09160110143229384
ACH-000238,-0.04382533953320019
ACH-000242,-0.04214610167954277
ACH-000243,-0.06891915768503681
ACH-000244,-0.04370723741344865
ACH-000246,-0.10387229344621572
ACH-000248,0.09051709000573603
ACH-000250,-0.05369283561538972
ACH-000251,-0.09497685593258584
ACH-000252,0.2388502596973436
ACH-000253,-0.01015142760101202
ACH-000255,-0.09886265371427844
ACH-000256,-0.0031076250472397947
ACH-000257,-0.19919590628720146
ACH-000258,0.06345321247847485
ACH-000259,-0.12907858149473994
ACH-000260,-0.09641875299852544
ACH-000261,-0.04306532287473119
ACH-000262,0.02450148113584397
ACH-000263,-0.1588728858865231
ACH-000264,-0.027539096191293515
ACH-000265,-0.08862339053228263
ACH-000266,-0.01027556319773884
ACH-000272,-0.03140356250286919
ACH-000274,-0.023044739194484538
ACH-000277,-0.2273700125770554
ACH-000278,-0.04553958113247218
ACH-000279,-0.10592948736796227
ACH-000280,0.004682374784636139
ACH-000281,-0.06081413610254445
ACH-000288,-0.11686165665917067
ACH-000291,-0.033467516663578965
ACH-000293,-0.1580589343095848
ACH-000294,0.04690710366570805
ACH-000295,-0.2198267631353043
ACH-000296,-0.15903251456449924
ACH-000302,-0.00918279558915143
ACH-000304,0.17357767025857998
ACH-000307,-0.06943591676136543
ACH-000308,0.00045455912397591867
ACH-000310,-0.13275212527873956
ACH-000311,-0.12334818863213558
ACH-000312,-0.029088355650630407
ACH-000315,0.0642805663224543
ACH-000316,-0.18465684938898946
ACH-000317,-0.07998292180207638
ACH-000318,0.08583742430941664
ACH-000319,-0.11429383289260585
ACH-000320,-0.2244703080318939
ACH-000322,0.043450411341647725
ACH-000323,-0.22799693464232815
ACH-000324,-0.04905637614410671
ACH-000329,-0.21105405803034588
ACH-000330,-0.12543708049834829
ACH-000331,-0.2995076616422919
ACH-000332,-0.017810216338351913
ACH-000334,0.08024097180261944
ACH-000335,-0.3121437885633063
ACH-000336,0.31050960404331746
ACH-000337,-0.38865033915974906
ACH-000338,0.411701773611557
ACH-000339,-0.06875117437296191
ACH-000341,-0.2894556099094751
ACH-000348,-0.05767710346003705
ACH-000350,-0.20457571325512788
ACH-000352,0.08104614464616876
ACH-000356,-0.047930180912692966
ACH-000361,-0.10057877965485984
ACH-000362,-0.015257612576917825
ACH-000363,-0.011528048854008549
ACH-000364,0.09934337682784347
ACH-000365,-0.0676945404954608
ACH-000366,0.03191792324791811
ACH-000368,-0.15231263148272173
ACH-000374,0.1409749314251756
ACH-000375,-0.013594193703553486
ACH-000376,-0.1417431256000218
ACH-000381,0.08590269095491786
ACH-000383,-0.08075123821054944
ACH-000387,-0.020930989121125138
ACH-000389,-0.18041321036591232
ACH-000390,0.014836528961766503
ACH-000393,-0.06865009101494389
ACH-000395,-0.0029847772330125802
ACH-000396,-0.10459800089479078
ACH-000397,-0.1808044661822828
ACH-000401,-0.005013361579129003
ACH-000402,-0.01961200826910793
ACH-000403,-0.11296227188630767
ACH-000404,0.023499097156063985
ACH-000406,-0.05763443952186115
ACH-000407,-0.08513188134495757
ACH-000408,-0.1359035659419274
ACH-000410,-0.025176471181596
ACH-000411,-0.12058002231865088
ACH-000414,0.048852164766152985
ACH-000415,0.07619859370262852
ACH-000416,0.009647386944123915
ACH-000420,-0.20719056003097305
ACH-000421,-0.03941946147016062
ACH-000424,-0.03444393497623087
ACH-000425,-0.10433112914701967
ACH-000426,-0.16408819956653545
ACH-000427,-0.10652511145130424
ACH-000433,-0.19496493431964787
ACH-000435,0.26961721506238223
ACH-000436,-0.3320005143502591
ACH-000444,-0.04092649334852122
ACH-000445,-0.166137934036539
ACH-000448,-0.03968899932888341
ACH-000450,-0.1196859831280243
ACH-000452,0.00888899966120657
ACH-000454,-0.07745391649939973
ACH-000458,-0.03740880432238276
ACH-000459,-0.08496725735185366
ACH-000460,-0.20217462848920711
ACH-000461,-0.2234674307214332
ACH-000463,0.03220224264118254
ACH-000464,-0.10170126728285854
ACH-000466,-0.10903333308874223
ACH-000467,-0.11540412372444082
ACH-000468,-0.15223708118929907
ACH-000469,-0.04084014117628865
ACH-000470,-0.0278992512564622
ACH-000471,0.0048314187099339255
ACH-000472,0.015886631000232417
ACH-000473,-0.2571567547259747
ACH-000475,-0.056574496856828235
ACH-000476,-0.1342817748884549
ACH-000477,0.012247430066139714
ACH-000479,-0.04583349116213757
ACH-000480,0.06782597214018611
ACH-000481,0.08800672955796196
ACH-000483,-0.02924993830269825
ACH-000484,-0.0974901476397656
ACH-000485,0.0334170973015995
ACH-000486,0.009948111256342488
ACH-000487,-0.02383949150117562
ACH-000488,-0.0946960536255712
ACH-000490,-0.05569649319124002
ACH-000491,0.03379005364162326
ACH-000495,-0.1516322313999657
ACH-000496,-0.03872920589102607
ACH-000499,0.10985565060055047
ACH-000500,0.4364331641253646
ACH-000502,-0.006448639538744218
ACH-000503,-0.04423104717013617
ACH-000505,-0.13785657180418626
ACH-000507,-0.019512425399037338
ACH-000510,0.021736739913502216
ACH-000511,-0.06564057975105306
ACH-000512,-0.2576459973295112
ACH-000516,0.1107917120066382
ACH-000517,-0.04877463052739873
ACH-000518,-0.16315545787751476
ACH-000520,-0.06388739822954954
ACH-000521,0.006329539339215676
ACH-000522,-0.03904888810560755
ACH-000524,-0.040559562140204085
ACH-000527,0.039419467200861334
ACH-000528,-0.09764437756614712
ACH-000537,-0.08703335004957898
ACH-000541,-0.027890085266580884
ACH-000542,0.10677764940243806
ACH-000544,-0.021028722920823608
ACH-000545,-0.05717413003841226
ACH-000547,-0.2276404762634065
ACH-000548,-0.0031430911716703305
ACH-000549,-0.09945040691215418
ACH-000550,-0.16207389993695606
ACH-000552,0.0027151434047378523
ACH-000556,-0.0993954099312753
ACH-000557,0.03345918550376745
ACH-000569,-0.16334525048814028
ACH-000570,-0.1247487296758599
ACH-000571,-0.029149426311116344
ACH-000573,-0.09237654461875908
ACH-000576,0.08432694908943339
ACH-000579,-0.05421200905807836
ACH-000580,0.0339646037821629
ACH-000584,-0.032804235504598434
ACH-000585,-0.08893557822469966
ACH-000588,0.12374252267035395
ACH-000589,-0.06599844861568341
ACH-000591,-0.03801906348927274
ACH-000593,0.03462802744676624
ACH-000600,-0.17709757168142667
ACH-000601,-0.09262746672793888
ACH-000605,0.01694918097750439
ACH-000606,-0.09630181299007066
ACH-000608,-0.04709418132340997
ACH-000614,-0.12979543242426467
ACH-000616,-0.05350013565193205
ACH-000618,0.1278287759736893
ACH-000619,-0.16354166068313408
ACH-000620,-0.02225196317295252
ACH-000621,-0.04302875739988958
ACH-000622,-0.07156192078734999
ACH-000623,-0.020131606148194568
ACH-000624,0.014384028384554904
ACH-000627,-0.027451720730562186
