,ABT1 (29777)
ACH-000361,-0.5700603137877304
ACH-000362,-0.32499272394913103
ACH-000363,-0.4249427615761758
ACH-000364,-0.684543952875703
ACH-000365,-0.31500446105314506
ACH-000366,-0.23518948505492665
ACH-000368,-0.20246773984593044
ACH-000374,-0.624090220428059
ACH-000375,-0.5082549039900558
ACH-000376,-0.4539184747974984
ACH-000381,-0.26888087774137576
ACH-000383,-0.5858842589469396
ACH-000387,-0.3990544386598753
ACH-000389,-0.3955419057784664
ACH-000390,-0.42266551847024897
ACH-000393,-0.5130844128414835
ACH-000395,-0.09209046422562443
ACH-000396,-0.1112278781765182
ACH-000397,-0.4111139673348146
ACH-000401,-0.6154831529264286
ACH-000402,-0.5199236803467369
ACH-000403,-0.3140318831172494
ACH-000404,-0.4974649816642232
ACH-000406,-0.4242123550165498
ACH-000407,-0.29854619848743474
ACH-000408,-0.3466095962462651
ACH-000410,-0.5428242682339645
ACH-000411,-0.5055279709319299
ACH-000414,-0.6278163498508047
ACH-000415,-0.39106149589210015
ACH-000416,-0.3635986985856073
ACH-000420,-0.7304590034368059
ACH-000421,-0.5149139996667572
ACH-000424,-0.5670646950702853
ACH-000425,-0.7092594390707392
ACH-000426,-0.218911803902738
ACH-000427,-0.2439399158105385
ACH-000433,-0.5836908234098209
ACH-000435,-0.3938080954448321
ACH-000436,-0.3515193690779529
ACH-000444,-0.3968583611030979
ACH-000445,-0.3068285907878241
ACH-000448,-0.6509176677539289
ACH-000450,-0.4682527724940783
ACH-000452,-0.5222982072663026
ACH-000454,-0.4185945732554972
ACH-000458,-0.8611376651607385
ACH-000459,-0.44491386743113004
ACH-000460,-0.427366302625214
ACH-000461,-0.2296239168898152
ACH-000463,-0.401802155656486
ACH-000464,-0.3662840191347908
ACH-000466,-0.2589188921155055
ACH-000467,-0.5380602331977735
ACH-000468,-0.3171600037924466
ACH-000469,-0.3245112958934485
ACH-000470,-0.3963824865155025
ACH-000471,-0.4336801587582638
ACH-000472,-0.2488061586050245
ACH-000473,-0.6861115617997156
ACH-000475,-0.3341584275457674
ACH-000476,-0.351686246585706
ACH-000477,-0.5002212576565702
ACH-000479,-0.2310290009961624
ACH-000480,-0.43529189414269104
ACH-000481,-0.4563349516998866
ACH-000483,-0.4404354047540882
ACH-000484,-0.20080717589527575
ACH-000485,-0.2672797019010786
ACH-000486,-0.2932890540327221
ACH-000487,-0.3847552656291253
ACH-000488,-0.332369859363132
ACH-000490,-0.4763543584171637
ACH-000491,-0.6324503226146212
ACH-000495,-0.3920636869977297
ACH-000496,-0.5041129760345848
ACH-000499,-0.5664556928188663
ACH-000500,-0.008051235745736303
ACH-000502,-0.2404813485666352
ACH-000503,-0.3338877809289324
ACH-000505,-0.5718668418885531
ACH-000507,-0.348302055321903
ACH-000510,-0.2899965013888625
ACH-000511,-0.5395024554774719
ACH-000512,-0.5359845577795552
ACH-000516,-0.3316682188917075
ACH-000517,-0.43775678289918973
ACH-000518,-0.40468830031975545
ACH-000520,-0.3103658353747044
ACH-000521,-0.474738167102394
ACH-000522,-0.3854204461476915
ACH-000524,-0.3807803194087917
ACH-000527,-0.3677224466631016
ACH-000528,-0.5359961861108409
ACH-000537,-0.6316160516869445
ACH-000541,-0.24426873076841601
ACH-000542,-0.565483818032911
ACH-000544,-0.36177694383686426
ACH-000545,-0.5600663545266918
ACH-000547,-0.6179587688519217
ACH-000548,-0.3657740817036644
ACH-000549,-0.4567378863823868
ACH-000550,-0.5753917064587241
ACH-000552,-0.4129132953013205
ACH-000556,-0.4155780152640483
ACH-000557,-0.4263455152892431
ACH-000569,-0.4902997817796647
ACH-000570,-0.4275592977100292
ACH-000571,-0.19971136400480347
ACH-000573,-0.7576255455246315
ACH-000576,-0.5077933778950626
ACH-000579,-0.3267980736363728
ACH-000580,-0.6389078467885502
ACH-000584,-0.3159455392904357
ACH-000585,-0.2741435744491346
ACH-000588,-0.2886147654173032
ACH-000589,-0.3928018097898503
ACH-000591,-0.3849067611771987
ACH-000593,-0.5125677933721418
ACH-000600,-0.630191745229297
ACH-000601,-0.42898809461313625
ACH-000605,-0.39072026955454014
ACH-000606,-0.5993479647121109
ACH-000608,-0.4389918039227745
ACH-000614,-0.4815925528915435
ACH-000616,-0.6438680829836035
ACH-000618,-0.3731555025300055
ACH-000619,-0.562859718873567
ACH-000620,-0.243028374725352
ACH-000621,-0.4220324989293815
ACH-000622,-0.5188034111507367
ACH-000623,-0.34678790018789035
ACH-000624,-0.3717416794970461
ACH-000627,-0.2469972748115224
ACH-000630,-0.4554911825834571
ACH-000631,-0.3167847237705869
ACH-000632,-0.44584235039292464
ACH-000633,-0.32397369510699914
ACH-000637,-0.6362385272545007
ACH-000638,-0.29260113708795465
ACH-000646,-0.6110342211333949
ACH-000647,-0.3378374787585787
ACH-000648,-0.31367203540286137
ACH-000649,-0.2989752865005267
ACH-000651,-0.5358938411924333
ACH-000652,-0.3515522400318438
ACH-000653,-0.08437410708094986
ACH-000657,-0.4124047372233116
ACH-000658,-0.2427236081159473
ACH-000661,-0.592823026396449
ACH-000662,-0.6031764624183535
ACH-000663,-0.2937123677785418
ACH-000665,-0.4313267116875965
ACH-000671,-0.15726262973698374
ACH-000672,-0.34408831818375823
ACH-000673,-0.44944443535407375
ACH-000676,-0.3796232015871559
ACH-000677,-0.5458210649972358
ACH-000681,-0.6068647701908095
ACH-000683,-0.3889907303821891
ACH-000684,-0.3688232301446975
ACH-000688,-0.3910518003212257
ACH-000693,-0.4249666852260959
ACH-000694,-0.26798460615174186
ACH-000695,-0.3683012611183962
ACH-000696,-0.4603701275682696
ACH-000697,-0.5976624255524885
ACH-000699,-0.2971424164420448
ACH-000701,-0.3271513489025213
ACH-000706,-0.7188041277835348
ACH-000711,-0.35905179589394176
ACH-000713,-0.5480238421989612
ACH-000714,-0.3889548662926388
ACH-000718,-0.28816642815680715
ACH-000720,-0.4883972417920832
ACH-000721,-0.7141782676013559
ACH-000724,-0.2296176142762856
ACH-000725,-0.3952361342768427
ACH-000732,-0.20799611151935327
ACH-000734,-0.3640023623637663
ACH-000735,-0.3444461290086667
ACH-000736,-0.28028339878446706
ACH-000738,-0.3840327502719531
ACH-000746,-0.39947108374050655
ACH-000747,-0.32198902102574256
ACH-000748,-0.5664605443368212
ACH-000753,-0.27534154692807683
ACH-000756,-0.35489688334011216
ACH-000757,-0.4502207697491788
ACH-000758,-0.3770557131405216
ACH-000760,-0.5491324488858392
ACH-000762,-0.4669428514183982
ACH-000763,-0.2663198712119184
ACH-000764,-0.2814956680832264
ACH-000765,-0.5046637247036171
ACH-000766,-0.4486802176825669
ACH-000767,-0.3369000567510845
ACH-000768,-0.3308675988603583
ACH-000769,-0.5130955097604312
ACH-000770,-0.4212376559432892
ACH-000771,-0.369543505215598
ACH-000773,-0.3059096791951663
ACH-000776,-0.2888858118035898
ACH-000777,-0.5024223112496281
ACH-000778,-0.3953461446217328
ACH-000781,-0.523644333038325
ACH-000782,-0.4778634367728386
ACH-000783,-0.2844248163038657
ACH-000784,-0.4087326983544397
ACH-000785,-0.3810845398491778
ACH-000787,-0.29442329390021205
ACH-000788,-0.37104733117054417
ACH-000791,-0.4318279944646927
ACH-000792,-0.4652832513424753
ACH-000794,-0.4045837623763437
ACH-000796,-0.2830895370179602
ACH-000798,-0.5359885198041551
ACH-000799,-0.7129426261156597
ACH-000800,-0.2282361449336447
ACH-000802,-0.3932421841106377
ACH-000804,-0.4240965431204294
ACH-000805,-0.3835575849099002
ACH-000809,-0.41840405199535335
ACH-000810,-0.1974843567919225
ACH-000811,-0.4076729143581681
ACH-000817,-0.623343234364428
ACH-000819,-0.5223279640932714
ACH-000820,-0.3252794773842452
ACH-000821,-0.21568047526646406
ACH-000822,-0.22527748413219684
ACH-000823,-0.3636795238987669
ACH-000824,-0.3483407257275494
ACH-000827,-0.5460644268756305
ACH-000829,-0.4235810891094523
ACH-000831,-0.4234676029447241
ACH-000832,-0.4296902668941916
ACH-000833,-0.07557327094918714
ACH-000834,-0.40107303591616794
ACH-000835,-0.3382997735859179
ACH-000836,-0.05568499807856507
ACH-000837,-0.4530334137476778
ACH-000838,-0.5460180624448552
ACH-000839,-0.4125155628069432
ACH-000840,-0.4512531670306034
ACH-000841,-0.5522016026460116
ACH-000843,-0.6250457693492055
ACH-000846,-0.3761086533988303
ACH-000847,-0.5986559026952311
ACH-000848,-0.34100640271793065
ACH-000849,-0.2392369125926287
ACH-000851,-0.4235040316847858
ACH-000855,-0.3548969036598207
ACH-000856,-0.4864469135260322
ACH-000858,-0.5748202060996958
ACH-000859,-0.4286614205766045
ACH-000861,-0.4220150081746809
ACH-000862,-0.4463472393821447
ACH-000865,-0.4910988237678806
ACH-000866,-0.4993825119310593
ACH-000867,-0.5595746574926439
ACH-000869,-0.2933075322912148
ACH-000872,-0.5937246285240074
ACH-000873,-0.5023213373185936
ACH-000876,-0.432324420085022
ACH-000878,-0.3037540879790314
ACH-000880,-0.5680230458015398
ACH-000881,-0.6541894516158914
ACH-000882,-0.3673413678015968
ACH-000884,-0.3641464071660949
ACH-000885,-0.5149361303005635
ACH-000887,-0.4581764873963276
ACH-000889,-0.16585800527988975
ACH-000896,-0.4681340411138347
ACH-000898,-0.3018077661122738
ACH-000900,-0.4329541743965745
ACH-000901,-0.4026912686148422
ACH-000905,-0.4527578091991633
ACH-000906,-0.3031570295706442
ACH-000907,-0.5362556694954892
ACH-000910,-0.2619765089162336
ACH-000911,-0.4066173282661594
ACH-000912,-0.7018565624213913
ACH-000913,-0.268261216524882
ACH-000915,-0.4359964544293704
ACH-000916,-0.7759996427486864
ACH-000917,-0.3550617419117626
ACH-000920,-0.4425354539597085
ACH-000921,-0.38919804640905664
ACH-000924,-0.38576531505640704
ACH-000926,-0.4929170629658355
ACH-000928,-0.2772854416617458
ACH-000929,-0.5385236492558113
ACH-000932,-0.42875440359765465
ACH-000935,-0.3718612379285042
ACH-000936,-0.5889010711444812
ACH-000937,-0.4376215395432261
ACH-000938,-0.4942006317491036
ACH-000939,-0.17509503866571538
ACH-000941,-0.9692492754166384
ACH-000943,-0.6132371736770497
ACH-000946,-0.2808141968901204
ACH-000947,-0.4372177895650888
ACH-000948,-0.5721212383419226
ACH-000950,-0.4518221176789966
ACH-000953,-0.3215475260125041
ACH-000954,-0.3480768095273384
ACH-000957,-0.5260956805089363
ACH-000958,-0.7990576296788492
ACH-000960,-0.4864335748093138
ACH-000963,-0.5027312629405244
ACH-000968,-0.14275202147575894
ACH-000969,-0.749887299745465
ACH-000972,-0.4253441761039884
ACH-000973,-0.32914515653544035
ACH-000974,-0.4509574032259758
ACH-000978,-1.0095079242051186
ACH-000984,-0.3033959943622524
ACH-000986,-0.3723718600542119
ACH-000988,-0.6695638098183987
ACH-000993,-0.4652175902610472
ACH-000994,-0.4240545344491095
ACH-000996,-0.3246870834842639
ACH-001001,-0.3657884672198711
ACH-001020,-0.32375854340863697
ACH-001028,-0.25081037939617057
ACH-001031,-0.2735949516180084
ACH-001038,-0.4826436168861138
ACH-001048,-0.485925824274099
ACH-001050,-0.41301941154297983
ACH-001053,-0.3630112733436459
ACH-001054,-0.35631971546361996
ACH-001061,-0.515478568621329
ACH-001067,-0.307527790806425
ACH-001075,-0.4041819352650474
ACH-001096,-0.4777318489812362
ACH-001111,-0.0783166808705645
ACH-001119,-0.4117281765654672
ACH-001128,0.5711976647786501
ACH-001134,-0.4358989048052403
ACH-001151,-0.4405759768621756
ACH-001163,-0.31325544662339483
ACH-001164,-0.3940215850222032
ACH-001183,-0.6506406728719547
ACH-001192,-0.4977598202238451
ACH-001193,-0.5139710714423819
ACH-001196,-0.6898769885085464
ACH-001197,-0.3511874212434237
ACH-001205,-0.531561728136116
ACH-001211,-0.2492440791456787
ACH-001212,-0.6352879190132876
ACH-001228,-0.7593954782096696
ACH-001232,-0.2814039353825178
ACH-001239,-0.3970608275526726
ACH-001270,-0.4279163994472869
ACH-001274,-0.5541400185153129
ACH-001275,-0.4058803043758944
ACH-001277,-0.6022268420872133
ACH-001278,-0.6689540793704174
ACH-001280,-0.6052763463549332
ACH-001283,-0.39295288321669053
ACH-001289,-0.5086049506146735
ACH-001300,-0.5990678112933345
ACH-001301,-0.3177983997311992
ACH-001302,-0.34577254674098107
ACH-001306,-0.41866164265731537
ACH-001318,-0.4550250032879512
ACH-001322,-0.393243641439259
ACH-001328,-0.4519240380647997
ACH-001332,-0.5790841353480901
ACH-001336,-0.5221377820532616
ACH-001346,-0.6158541232585568
ACH-001353,-0.3636844999895564
ACH-001354,-0.611337663884156
ACH-001367,-0.3697635544606719
ACH-001368,-0.461500889467606
ACH-001374,-0.14641822349759956
ACH-001377,-0.4650758864747148
ACH-001380,-0.2858206423435
ACH-001391,-0.4022256094293833
ACH-001408,-0.35032712184284936
ACH-001430,-0.3287995363790707
ACH-001431,-0.34813596411728553
ACH-001450,-0.38653145414885576
ACH-001496,-0.19787608338301765
ACH-001500,-0.2063014967304021
ACH-001523,-0.4426189873946052
ACH-001532,-0.3247396879740202
ACH-001550,-0.08770765822774464
ACH-001552,-0.682927953741631
ACH-001554,-0.35522983405063285
ACH-001654,-0.5919981849739929
ACH-001735,-0.3912624936834452
ACH-001736,-0.37306753868664944
ACH-001737,-0.7059639727702225
ACH-001740,-0.5012496340700162
ACH-001745,-0.4771179254483671
ACH-001765,-0.6203630194619232
