,SPATC1L (84221)
ACH-000004,-0.02942345853495628
ACH-000005,0.06919192204708871
ACH-000007,0.009429106580734328
ACH-000009,0.02305025386937318
ACH-000011,-0.0265122668892009
ACH-000012,-0.034544068154008865
ACH-000013,0.051690186257725736
ACH-000014,-0.09266642836767708
ACH-000015,-0.03570674153443094
ACH-000017,-0.028386887962450626
ACH-000018,-0.022147978746858945
ACH-000019,-0.06478269752577907
ACH-000021,-0.01307812587694538
ACH-000022,0.09312889478042237
ACH-000025,-0.10392842204291064
ACH-000028,0.07747488349377711
ACH-000030,-0.06402482565936195
ACH-000035,0.11633199908670976
ACH-000036,-0.058581554316375926
ACH-000037,0.045692412758634886
ACH-000039,-0.14989884432088815
ACH-000040,0.05233485823011225
ACH-000041,-0.07400164364103827
ACH-000042,0.036670826074380734
ACH-000045,0.07702598678219337
ACH-000047,-0.106120574171449
ACH-000052,0.1808767176280155
ACH-000053,-0.06866893433608501
ACH-000054,0.03981932435978805
ACH-000055,-0.05103726488307506
ACH-000060,-0.23105322989475285
ACH-000067,-0.0543130188899168
ACH-000070,-0.054705816760289606
ACH-000075,-0.1155009590353395
ACH-000078,-0.0760298985225372
ACH-000082,-0.0976897804225012
ACH-000085,0.21782969713742253
ACH-000086,-0.015519875862824438
ACH-000087,0.1102990897300665
ACH-000092,-0.05851021650146244
ACH-000095,0.062329066797779664
ACH-000097,0.0259831696517292
ACH-000098,-0.10834784527308608
ACH-000099,-0.003819621417880673
ACH-000108,-0.16321728025242915
ACH-000113,-0.14010140520975709
ACH-000116,-0.09661855177496964
ACH-000118,0.061872187358469735
ACH-000120,-0.13345372890018795
ACH-000123,-0.05995452475588026
ACH-000127,0.006701265539395774
ACH-000128,0.034987338231541334
ACH-000132,-0.014011361296486828
ACH-000133,-0.06275431875206365
ACH-000137,0.10927509370927606
ACH-000138,0.10098719977104244
ACH-000142,-0.20601477432700324
ACH-000143,-0.11145041747946544
ACH-000146,0.056064856997712936
ACH-000148,-0.025471013911364068
ACH-000150,-0.09597809620605063
ACH-000152,-0.06796204092384556
ACH-000153,-0.2723630172904381
ACH-000159,0.05145600839951602
ACH-000160,0.01989170136557724
ACH-000163,-0.058019300445837335
ACH-000167,0.3137506764220801
ACH-000168,-0.2362371249467847
ACH-000169,-0.06146406042215161
ACH-000178,0.0030467071364381963
ACH-000183,-0.2080587495356579
ACH-000188,-0.02341612556845754
ACH-000189,0.0851787495127589
ACH-000190,0.19334411828996534
ACH-000198,0.122121424706159
ACH-000203,-0.3926605316763611
ACH-000204,0.056649412118371885
ACH-000206,-0.16176136941381808
ACH-000207,-0.15405665223490625
ACH-000208,-0.10938043960486096
ACH-000210,0.06246511177369748
ACH-000211,0.07428845282313658
ACH-000215,-0.02310242854711229
ACH-000221,0.17676040770016507
ACH-000222,-0.17810572869214214
ACH-000223,-0.11627965972730832
ACH-000226,-0.02434363499269399
ACH-000227,-0.1794077047061296
ACH-000228,-0.05736539471227217
ACH-000231,-0.03528596728298053
ACH-000232,-0.20343255966778492
ACH-000233,-0.04935538875897464
ACH-000234,0.0924918979373397
ACH-000235,-0.007345055536955616
ACH-000237,0.0219097573950655
ACH-000238,-0.2042034803555044
ACH-000242,-0.3636276332978946
ACH-000243,-0.08959490469995468
ACH-000244,0.06731636125677824
ACH-000246,0.033146173933300375
ACH-000248,-0.026944788373802882
ACH-000250,-0.10644706328023668
ACH-000251,0.008173206598228688
ACH-000252,0.12196142983394005
ACH-000253,-0.06877015220424136
ACH-000255,-0.07761862156282114
ACH-000256,-0.05163722466835703
ACH-000257,-0.02901149854325624
ACH-000258,-0.0011845476095988568
ACH-000259,-0.051396763252752366
ACH-000260,-0.00856967327539203
ACH-000261,-0.08017281444251216
ACH-000262,0.015066189560338297
ACH-000263,0.21810855607100355
ACH-000264,-0.11592795259596506
ACH-000265,-0.016129660942805032
ACH-000266,-0.06964813016661632
ACH-000272,0.01619683920947175
ACH-000274,-0.08407154275336727
ACH-000277,0.13064317847711548
ACH-000278,0.030915951659646806
ACH-000279,-0.09315873034553963
ACH-000280,-0.04443461777972081
ACH-000281,0.030235937340165726
ACH-000288,-0.12204287205476246
ACH-000291,-0.10409420005179304
ACH-000293,-0.1282944345727034
ACH-000294,0.18937890556457534
ACH-000295,-0.229806606691224
ACH-000296,0.028580892249431045
ACH-000302,-0.047807816536487406
ACH-000304,-0.11316479676357755
ACH-000307,-0.04990509843396037
ACH-000308,-0.058022185857013235
ACH-000310,-0.2456314786020593
ACH-000311,-0.0900575625640844
ACH-000312,-0.0522220386892125
ACH-000315,0.14840019464307233
ACH-000316,-0.06171472154598792
ACH-000317,0.1438213416652885
ACH-000318,-0.052095960090194564
ACH-000319,0.03567226375020665
ACH-000320,-0.026275099070534817
ACH-000322,0.07125895192093963
ACH-000323,0.06407538830046665
ACH-000324,-0.14749222640460088
ACH-000329,0.04657754680534136
ACH-000330,0.06298106897880579
ACH-000331,0.0414507967136342
ACH-000332,-0.08047252733552389
ACH-000334,-0.3227556450263838
ACH-000335,0.07312699618490782
ACH-000336,0.07352316412954922
ACH-000337,0.10568476417596999
ACH-000338,-0.2231039271246108
ACH-000339,-0.10629895305615557
ACH-000341,-0.13131512856302222
ACH-000348,-0.03644067760589957
ACH-000350,0.0008440931374780985
ACH-000352,-0.06796995383266917
ACH-000356,0.13236280751971122
ACH-000361,-0.17024905250090042
ACH-000362,0.05019960782778369
ACH-000363,-0.034121960786372606
ACH-000364,-0.011787519675042341
ACH-000365,-0.034707718752986984
ACH-000366,-0.09729128839586837
ACH-000368,0.05491043695106816
ACH-000374,-0.014504345920335159
ACH-000375,-0.17781374000294722
ACH-000376,-0.004685844712061762
ACH-000381,-0.08405159936206415
ACH-000383,-0.05001923686696298
ACH-000387,0.007831532820247311
ACH-000389,-0.15455809531213974
ACH-000390,-0.07529617278419057
ACH-000393,0.046245584672827335
ACH-000395,-0.21932889431698505
ACH-000396,0.01715748304842274
ACH-000397,-0.1015349055994936
ACH-000401,-0.08090333037461031
ACH-000402,0.2416937345266295
ACH-000403,0.020488053689502652
ACH-000404,-0.14848650968104055
ACH-000406,0.0006480937029781702
ACH-000407,0.02041212066321422
ACH-000408,-0.13194405840558684
ACH-000410,-0.012576631526870548
ACH-000411,0.13023168414732228
ACH-000414,-0.05890226053424397
ACH-000415,-0.253422691587716
ACH-000416,-0.09912409615963574
ACH-000420,-0.014777694252276272
ACH-000421,-0.022966464449799984
ACH-000424,0.1700339080588409
ACH-000425,0.040732630683705175
ACH-000426,0.02663874759710109
ACH-000427,-0.05649588909373005
ACH-000433,0.08759110752606612
ACH-000435,0.09391146935761867
ACH-000436,0.07137879108912568
ACH-000444,-0.027127899244922173
ACH-000445,0.10125109274880524
ACH-000448,-0.03449050516913165
ACH-000450,-0.10551182026583276
ACH-000452,-0.05170118331777363
ACH-000454,-0.09255201135680168
ACH-000458,-0.07760508115911129
ACH-000459,0.005276606083359058
