,CENPH (64946)
ACH-000004,-0.5348931251216099
ACH-000005,-0.3341697811454081
ACH-000007,-0.6287108069488567
ACH-000009,-0.4991550374772634
ACH-000011,-0.6194907272158421
ACH-000012,-0.6240865719135611
ACH-000013,-0.5637529947581671
ACH-000014,-0.7688952627229809
ACH-000015,-0.7267688272288271
ACH-000017,-0.6240298564201834
ACH-000018,-0.6978248756597024
ACH-000019,-0.6032241303938921
ACH-000021,-0.5060593236910804
ACH-000022,-0.5537466697088781
ACH-000025,-0.5496106023791069
ACH-000028,-0.6061581090951722
ACH-000030,-0.6465926941010618
ACH-000035,-0.6453002954959622
ACH-000036,-0.5727535319679469
ACH-000037,-0.6467732850090017
ACH-000039,-0.8213236889455829
ACH-000040,-0.5752757355953176
ACH-000041,-0.7467725476446224
ACH-000042,-0.6461596823025045
ACH-000045,-0.6277692746215927
ACH-000047,-0.7555824065398032
ACH-000052,-0.5763913939800258
ACH-000053,-0.5940513407046495
ACH-000054,-0.6560527558925018
ACH-000055,-0.6556222164053079
ACH-000060,-0.6067366953922931
ACH-000067,-0.4438385544560928
ACH-000070,-0.5615633667792448
ACH-000075,-0.7054467739264789
ACH-000078,-0.7251081693872291
ACH-000082,-0.479274270274714
ACH-000085,-0.478216822806819
ACH-000086,-0.3325316606548699
ACH-000087,-0.3959516154892975
ACH-000092,-0.5612385938743355
ACH-000095,-0.7876214732293507
ACH-000097,-0.4571577069386011
ACH-000098,-0.4087320516846235
ACH-000099,-0.6570361628437908
ACH-000108,-0.5183986445128853
ACH-000113,-0.6311866338183563
ACH-000116,-0.9436254226258004
ACH-000118,-0.4852852414384771
ACH-000120,-0.8808957895299467
ACH-000123,-0.5535184335549963
ACH-000127,-0.6375943342103759
ACH-000128,-0.6273224957538036
ACH-000132,-0.7048334420395048
ACH-000133,-0.5346304824939913
ACH-000137,-0.6131559473592849
ACH-000138,-0.3847334888677299
ACH-000142,-0.6231444062974891
ACH-000143,-0.9812719629772996
ACH-000146,-0.6244244331372336
ACH-000148,-0.6793508279223407
ACH-000150,-0.72102707354311
ACH-000152,-0.6272939680496846
ACH-000153,-0.6625843147364898
ACH-000159,-0.5039623984061193
ACH-000160,-0.3447399137002601
ACH-000163,-0.6151686981058541
ACH-000167,0.03399501767988269
ACH-000168,-0.43721881342939006
ACH-000169,-0.6459568283927598
ACH-000178,-0.5417442936326693
ACH-000183,-0.6385650586956501
ACH-000188,-0.6289800635523289
ACH-000189,-0.5976378571784582
ACH-000190,-0.1876092751815589
ACH-000198,-0.7630769175888085
ACH-000203,0.20071508912796632
ACH-000204,-0.7573447650802364
ACH-000206,-0.8769046194895768
ACH-000207,-0.6394878905268073
ACH-000208,-1.118639453727599
ACH-000210,-0.6148817958516712
ACH-000211,-0.5842493621267976
ACH-000215,-0.6882995824731216
ACH-000221,-0.7831576826952574
ACH-000222,-0.6317113569880405
ACH-000223,-0.7479904895780611
ACH-000226,-0.6162645527417535
ACH-000227,-0.4043053600905309
ACH-000228,-0.6195625822841021
ACH-000231,-0.4272629103253096
ACH-000232,-0.6289698703907399
ACH-000233,-0.508594080539451
ACH-000234,-0.8107398657583529
ACH-000235,-0.6848384170276366
ACH-000237,-0.6396583970020374
ACH-000238,-0.5102624291221685
ACH-000242,-0.7413987084123562
ACH-000243,-0.6076022153354377
ACH-000244,-0.7051069933815434
ACH-000246,-0.5856514109148432
ACH-000248,-0.517408532063775
ACH-000250,-0.4268224861012103
ACH-000251,-0.5223283171549022
ACH-000252,-0.4792896368464645
ACH-000253,-0.6989759120317479
ACH-000255,-0.6198324622994695
ACH-000256,-0.6595022492671754
ACH-000257,-0.90524033978969
ACH-000258,-0.6044160722020261
ACH-000259,-0.6371626046049433
ACH-000260,-0.6899733547992651
ACH-000261,-0.5623569096316413
ACH-000262,-0.6882987188679929
ACH-000263,-0.6771119623339844
ACH-000264,-0.5877501762988326
ACH-000265,-0.6672671471574021
ACH-000266,-0.7012889937424431
ACH-000272,-0.7703663386309016
ACH-000274,-0.634687163943667
ACH-000277,-0.6638882461081513
ACH-000278,-0.7541960628611027
ACH-000279,-0.648591976135863
ACH-000280,-0.5810499511999397
ACH-000281,-0.4904003414094912
ACH-000288,-0.4275399531309401
ACH-000291,-0.4812023191417253
ACH-000293,-0.4906267092211661
ACH-000294,-0.6010669594305792
ACH-000295,-0.31821237530516233
ACH-000296,-0.7373343694680624
ACH-000302,-0.730701512545891
ACH-000304,-0.7697220386029563
ACH-000307,-0.4310659466570217
ACH-000308,-0.5308368627230775
ACH-000310,-0.8355590894792232
ACH-000311,-0.4643793760774265
ACH-000312,-0.627304856339944
ACH-000315,-0.8499224016476146
ACH-000316,-0.5416993387370161
ACH-000317,-0.6969235712970883
ACH-000318,-0.6248185459330509
ACH-000319,-0.7362668789457361
ACH-000320,-0.4021370955032328
ACH-000322,-0.6167463227237769
ACH-000323,-0.4910314654295087
ACH-000324,-0.6634057457574563
ACH-000329,-0.5931460664986881
ACH-000330,-0.8074883331933134
ACH-000331,-0.7282343840168258
ACH-000332,-0.5370953812895047
ACH-000334,-0.7422550424073733
ACH-000335,-0.7304659676566444
ACH-000336,-0.7615173580409389
ACH-000337,-0.432440262430564
ACH-000338,-1.0808208282954086
ACH-000339,-0.7380651241443652
ACH-000341,-0.7605348364886914
ACH-000348,-0.6643814819895782
ACH-000350,-0.6734186684091722
ACH-000352,-0.7361235869154802
ACH-000356,-0.7014419084011311
ACH-000361,-0.7238309530950581
ACH-000362,-0.6064888392104439
ACH-000363,-0.3090568199728504
ACH-000364,-0.4860279337373804
ACH-000365,-0.6789391384965463
ACH-000366,-0.5643732644499476
ACH-000368,-0.6479767518096233
ACH-000374,-0.6657923983086451
ACH-000375,-0.5611140466855904
ACH-000376,-0.4914609524209602
ACH-000381,-0.6505064049262904
ACH-000383,-0.3873019904493725
ACH-000387,-0.6614877716135579
ACH-000389,-0.741364204763155
ACH-000390,-0.5798144078499433
ACH-000393,-0.594177746388042
ACH-000395,-0.6679660381988035
ACH-000396,-0.8583036092063465
ACH-000397,-0.7688179773549694
ACH-000401,-0.5983440406777791
ACH-000402,-1.0962455214419289
ACH-000403,-0.4103974411085621
ACH-000404,-0.7738989603288576
ACH-000406,-0.6374208721849672
ACH-000407,-0.6572288081650096
ACH-000408,-0.4087626298344438
ACH-000410,-0.6674354695388689
ACH-000411,-0.6631251773641097
ACH-000414,-0.6975359154014589
ACH-000415,-0.6303693505764897
ACH-000416,-0.7775375872980848
ACH-000420,-0.9044597103899692
ACH-000421,-0.6904703470018266
ACH-000424,-0.458750476059222
ACH-000425,-0.7550019585858224
ACH-000426,-0.8614862777364368
ACH-000427,-0.3852196699840039
ACH-000433,-0.4659520878000576
ACH-000435,-0.750939546657535
ACH-000436,-0.7542327816451115
ACH-000444,-0.5894716600847979
ACH-000445,-0.5668875517519824
ACH-000448,-0.7166909645270234
ACH-000450,-0.6813363440098388
ACH-000452,-0.5931214996835871
ACH-000454,-0.6519672722741336
ACH-000458,-0.7105423178204309
ACH-000459,-0.6343968410875778
ACH-000460,-0.5847656040358372
ACH-000461,-0.3486269482634829
ACH-000463,-0.4873277041812286
ACH-000464,-0.5963022854386965
ACH-000466,-0.5198147656462
ACH-000467,-0.6845090224361416
ACH-000468,-0.6371076439281096
ACH-000469,-0.6433016089952535
ACH-000470,-0.6442605302779851
ACH-000471,-0.4957384232629854
ACH-000472,-0.7046213482556076
ACH-000473,-0.8743408279875472
ACH-000475,-0.5427601714056249
ACH-000476,-0.6663191092103722
ACH-000477,-0.7904790538513827
ACH-000479,-0.9491183140171092
ACH-000480,-0.6464431203162516
ACH-000481,-0.9162984075460926
ACH-000483,-0.6894380407318343
ACH-000484,-0.9497000065981952
ACH-000485,-0.6838802619648532
ACH-000486,-0.5004607880302082
ACH-000487,-0.6091467471492874
ACH-000488,-0.5373410290436137
ACH-000490,-0.5316736188433825
ACH-000491,-0.6595381161185027
ACH-000495,-0.7080136977358353
ACH-000496,-0.5196719221204811
ACH-000499,-0.4255072850471853
ACH-000500,-0.7321082022857751
ACH-000502,-0.6468795220930549
ACH-000503,-0.8423050681480236
ACH-000505,-0.5769034194719127
ACH-000507,-0.7650246161036606
ACH-000510,-0.5140003049304647
ACH-000511,-0.5185627469309999
ACH-000512,-0.5877637011789371
ACH-000516,-0.57204265474954
ACH-000517,-0.5940685873546945
ACH-000518,-0.6140163935015592
ACH-000520,-0.4407586903535228
ACH-000521,-0.41165354018825706
ACH-000522,-0.6069672701756524
ACH-000524,-0.9205926873002184
ACH-000527,-0.5503375677378103
ACH-000528,-0.6476043870868419
ACH-000537,-0.5679251023736401
ACH-000541,-0.5900371238054348
ACH-000542,-0.4514886162653644
ACH-000544,-0.7869836705954868
ACH-000545,-0.7128547183776514
ACH-000547,-0.6543174266079622
ACH-000548,-0.7791566673533921
