,MRGPRE (116534)
ACH-000238,-0.1637792373602713
ACH-000242,-0.43787021977946816
ACH-000243,-0.16622631445444055
ACH-000244,-0.051163110077538966
ACH-000246,-0.19857820232617848
ACH-000248,-0.22556113115804055
ACH-000250,-0.3007979585449927
ACH-000251,-0.08726119254059646
ACH-000252,-0.20852113912279413
ACH-000253,-0.3059696796662893
ACH-000255,-0.08128950655806683
ACH-000256,-0.3590512372957481
ACH-000257,-0.3497482555781239
ACH-000258,-0.3826689549831971
ACH-000259,-0.2635097830123159
ACH-000260,-0.2764447162474498
ACH-000261,-0.3302283871072133
ACH-000262,-0.15292340196341198
ACH-000263,-0.5102598212748382
ACH-000264,-0.10133674257141427
ACH-000265,-0.2202841202589714
ACH-000266,-0.19897668748606628
ACH-000272,-0.32624697447036083
ACH-000274,-0.2684918794381006
ACH-000277,-0.3732584802139671
ACH-000278,-0.2259775769255431
ACH-000279,-0.2057126697175036
ACH-000280,-0.18757696097502585
ACH-000281,-0.2387221605579734
ACH-000288,-0.15550928553604315
ACH-000291,-0.2903722072894939
ACH-000293,-0.2858624225142449
ACH-000294,-0.010455919862517309
ACH-000295,-0.23925786307151795
ACH-000296,-0.2909181086178728
ACH-000302,-0.043336770395289145
ACH-000304,-0.2283292840651828
ACH-000307,-0.2962734414833902
ACH-000308,-0.2625650054566009
ACH-000310,-0.2971865781055748
ACH-000311,-0.3499439470684567
ACH-000312,-0.28691331825961536
ACH-000315,-0.1317675773121692
ACH-000316,-0.30717146903319503
ACH-000317,-0.10095565972277956
ACH-000318,-0.11696027580318327
ACH-000319,-0.5299156658979121
ACH-000320,-0.2671675792026181
ACH-000322,-0.1940639435181557
ACH-000323,-0.29895596448544715
ACH-000324,-0.22244733190271687
ACH-000329,-0.23732362276837424
ACH-000330,-0.2257782963996056
ACH-000331,-0.3372242253193953
ACH-000332,-0.21382552566410848
ACH-000334,-0.2709602127951446
ACH-000335,-0.057092323807109276
ACH-000336,-0.16053630822767107
ACH-000337,-0.36618072986112576
ACH-000338,-0.01100472638856486
ACH-000339,-0.1976022290445406
ACH-000341,-0.11779880466375048
ACH-000348,-0.14192768386268456
ACH-000350,-0.1384362239345685
ACH-000352,-0.2116767185745118
ACH-000356,-0.16331443289038708
ACH-000361,-0.15396668982101902
ACH-000362,-0.2535567808114669
ACH-000363,-0.17967434788562578
ACH-000364,-0.17725051061971273
ACH-000365,0.018944427770058968
ACH-000366,-0.20850117039594251
ACH-000368,-0.32270783451107404
ACH-000374,-0.1340957879135391
ACH-000375,-0.21249173721714915
ACH-000376,-0.2217902439221596
ACH-000381,-0.19860057045604088
ACH-000383,-0.2150573842219125
ACH-000387,-0.07351206013778422
ACH-000389,-0.24586908050988585
ACH-000390,-0.08329502101591912
ACH-000393,-0.3378494727522168
ACH-000395,-0.19549384280541293
ACH-000396,-0.23987888945985536
ACH-000397,-0.3067607689655421
ACH-000401,-0.34612480701079273
ACH-000402,0.04397246904874606
ACH-000403,-0.3679160620168891
ACH-000404,-0.2377317640511549
ACH-000406,-0.11681593150528995
ACH-000407,-0.2559434562732909
ACH-000408,0.014179869058474391
ACH-000410,-0.2667580261651101
ACH-000411,-0.2297616485269822
ACH-000414,-0.4252152810754356
ACH-000415,-0.13224011491499096
ACH-000416,-0.28381748910062576
ACH-000420,-0.07433306664189288
ACH-000421,-0.1850669755018331
ACH-000424,-0.2667333417832901
ACH-000425,-0.18929505994309515
ACH-000426,-0.10872091213139673
ACH-000427,-0.3569379114161178
ACH-000433,-0.1185123604479218
ACH-000435,-0.3684640712479848
ACH-000436,-0.2629702532898022
ACH-000444,-0.055708994135429714
ACH-000445,-0.20186902575839388
ACH-000448,-0.3179986361246748
ACH-000450,-0.3840031909275088
ACH-000452,-0.09845823065111307
ACH-000454,-0.10018671799558593
ACH-000458,-0.19093708707042067
ACH-000459,-0.1892550918332592
ACH-000460,-0.17117564622097298
ACH-000461,-0.09320004603572828
ACH-000463,-0.18770168125468564
ACH-000464,-0.11604751574315925
ACH-000466,-0.20057998804723468
ACH-000467,-0.2695804789392908
ACH-000468,-0.04277350689785523
ACH-000469,-0.29828665751761124
ACH-000470,-0.20513729094835326
ACH-000471,-0.2381008536444894
ACH-000472,-0.19091137800181185
ACH-000473,-0.2882343460568883
ACH-000475,-0.24776410080226385
ACH-000476,-0.3046340605690718
ACH-000477,-0.04327540739007674
ACH-000479,-0.02593262177218809
ACH-000480,-0.1962182806519319
ACH-000481,-0.21613818321312767
ACH-000483,-0.16768926053765162
ACH-000484,-0.19282189343094466
ACH-000485,-0.4585026798965045
ACH-000486,-0.29632062358967576
ACH-000487,-0.3303254366310538
ACH-000488,-0.12808174085633955
ACH-000490,-0.10930001199910863
ACH-000491,-0.16031529130926486
ACH-000495,-0.42769649357423056
ACH-000496,-0.2470613054746005
ACH-000499,-0.38254147483225504
ACH-000500,-0.3622665975250333
ACH-000502,-0.3674917727417405
ACH-000503,0.01850301302821506
ACH-000505,-0.19571246133118525
ACH-000507,-0.15937352849776834
ACH-000510,-0.09178098177608374
ACH-000511,-0.4092503920603684
ACH-000512,-0.10075516968377676
ACH-000516,-0.1898958930818732
ACH-000517,-0.20924402861301847
ACH-000518,-0.14704271791502133
ACH-000520,-0.24165823769382916
ACH-000521,-0.3815710854097708
ACH-000522,-0.23468892879479844
ACH-000524,-0.2276186029146991
ACH-000527,-0.15310884753151527
ACH-000528,-0.12767162360024406
ACH-000537,-0.10819681376807748
ACH-000541,-0.025476089027810355
ACH-000542,-0.2140028449681261
ACH-000544,-0.2861968714181384
ACH-000545,-0.16288150442674704
ACH-000547,4.724614705882555e-05
ACH-000548,-0.20086386989089047
ACH-000549,-0.12594718176363695
ACH-000550,-0.13856968028117475
ACH-000552,-0.2368931720734105
ACH-000556,-0.20710350398746333
ACH-000557,-0.264535397920496
ACH-000569,-0.2968572041855832
ACH-000570,-0.1220880980901429
ACH-000571,-0.3624358144110929
ACH-000573,-0.07749429709679928
ACH-000576,-0.11517481611739425
ACH-000579,-0.23869309981436496
ACH-000580,-0.0737217433752031
ACH-000584,-0.20599849581177407
ACH-000585,-0.14989089017460666
ACH-000588,-0.2148051283318435
ACH-000589,-0.1669372409467953
ACH-000591,-0.16531467168309655
ACH-000593,-0.3070148579164212
ACH-000600,-0.28943995065445216
ACH-000601,-0.35400980551801986
ACH-000605,-0.5526417564848322
ACH-000606,-0.07501944231189876
ACH-000608,-0.2570549326280357
ACH-000614,-0.26027706945140183
ACH-000616,-0.36808265595323625
ACH-000618,-0.04182436598482722
ACH-000619,-0.3209156002302569
ACH-000620,-0.17930497828962694
ACH-000621,-0.11201465662872943
ACH-000622,-0.20428287474752474
ACH-000623,-0.276778111073807
ACH-000624,-0.30006386359609666
ACH-000627,-0.17838372896410684
ACH-000630,-0.10626724627064484
ACH-000631,0.02377004615416055
ACH-000632,-0.19843738535993605
ACH-000633,-0.2422418522013697
ACH-000637,-0.16629844415744413
ACH-000638,-0.14592241081746898
ACH-000646,-0.08383625832772325
ACH-000647,-0.35601606093643
ACH-000648,-0.19918374729388105
ACH-000649,-0.261161936958898
ACH-000651,-0.1472750211605758
ACH-000652,-0.1207356285815511
ACH-000653,-0.2611493815241654
ACH-000657,-0.24867594272897384
ACH-000658,-0.0724427912065562
ACH-000661,-0.1368776640828781
ACH-000662,-0.3743249358268769
ACH-000663,-0.2271113515277809
ACH-000665,-0.09447516364046682
ACH-000671,-0.16340686954281752
ACH-000672,-0.1072028661760401
ACH-000673,-0.2883416906293731
ACH-000676,-0.18420776871577396
ACH-000677,-0.2255413483538116
ACH-000681,-0.18764012820091194
ACH-000683,-0.14152294869803378
ACH-000684,-0.23324054225488886
ACH-000688,-0.2271457530469729
ACH-000693,-0.09705978079116198
ACH-000694,-0.0664986451191772
ACH-000695,-0.24675673162899586
ACH-000696,-0.2576761816761487
ACH-000697,-0.4226974295348015
ACH-000699,-0.3321713865904587
ACH-000701,-0.3102183036740962
ACH-000706,-0.18227046454440604
ACH-000711,-0.2488645309637343
ACH-000713,-0.21414725346841199
ACH-000714,0.03782065061148256
ACH-000718,-0.3341841984593173
ACH-000720,-0.1820042638329904
ACH-000721,-0.15395497931575913
ACH-000724,-0.19569508211973333
ACH-000725,-0.05881580174749153
ACH-000732,-0.18150273610566697
ACH-000734,-0.37301547537224944
ACH-000735,-0.10096012891477874
ACH-000736,-0.17747342271140426
ACH-000738,-0.08165049045470668
ACH-000746,-0.09686010600357048
ACH-000747,-0.1564681638969917
ACH-000748,-0.21089554504268415
ACH-000753,-0.258216398741985
ACH-000756,-0.44153542170759136
ACH-000757,-0.21369014429008948
ACH-000758,-0.09963670709510432
ACH-000760,-0.17600622236198454
ACH-000762,-0.2837898711318709
ACH-000763,-0.1467019620071542
ACH-000764,-0.3602898286620004
ACH-000765,-0.15427030254107554
ACH-000766,-0.25628845750378004
ACH-000767,-0.3082488463696044
ACH-000768,-0.10484180831814703
ACH-000769,-0.1350713101262642
ACH-000770,-0.09703724211134304
ACH-000771,-0.1470072159686666
ACH-000773,-0.13044260178058145
ACH-000776,-0.2663045889272601
ACH-000777,-0.12637002531597685
ACH-000778,-0.14327147443248892
ACH-000781,-0.14428616228286473
ACH-000782,-0.12583960214710324
ACH-000783,-0.4789114261705244
ACH-000784,-0.09106458082626866
ACH-000785,-0.15003849858816745
ACH-000787,-0.09117816150573783
ACH-000788,-0.21649630573300888
ACH-000791,-0.1842240875523897
ACH-000792,-0.3568209454071312
ACH-000794,-0.23569206019992345
ACH-000796,-0.22474745975651675
ACH-000798,-0.2351771952747141
ACH-000799,-0.2428445363835137
ACH-000800,-0.2045961896864195
ACH-000802,-0.12950661412250875
ACH-000804,-0.050073913857477975
ACH-000805,-0.16725125099488009
ACH-000809,-0.11508956823295333
ACH-000810,-0.18902626331438188
ACH-000811,-0.2557440898908151
ACH-000817,-0.3733063931603112
ACH-000819,-0.2961967905583905
ACH-000820,-0.2277145425738423
ACH-000821,-0.17688033096574288
ACH-000822,-0.11423158278609948
ACH-000823,-0.12353411720797655
ACH-000824,-0.1408203055596242
ACH-000827,-0.2412921155409164
ACH-000829,-0.15002371035835144
ACH-000831,-0.30585321799404136
ACH-000832,-0.1930334156866173
ACH-000833,-0.1611000926983042
ACH-000834,-0.13330878105807498
ACH-000835,-0.15122694546034884
ACH-000836,-0.08652256043148182
ACH-000837,-0.09031840799579766
ACH-000838,-0.043185004160536736
ACH-000839,-0.18986604896573514
ACH-000840,0.13841806433074322
ACH-000841,-0.3669623575743786
ACH-000843,-0.039718793946189684
ACH-000846,-0.2330382236330297
ACH-000847,-0.050279593892522914
ACH-000848,-0.14912611924247235
ACH-000849,-0.14542842569278022
ACH-000851,-0.21916054439069696
ACH-000855,-0.1910506204030536
ACH-000856,-0.07999443016643447
ACH-000858,-0.13214860424798272
ACH-000859,-0.08034022699403541
ACH-000861,-0.08348855048331147
ACH-000862,-0.2256046243493633
ACH-000865,-0.09149083609532747
ACH-000866,-0.2615182631308244
ACH-000867,-0.2858773639826278
ACH-000869,-0.08611973323739118
ACH-000872,-0.03934551587791965
ACH-000873,-0.1749161606089985
ACH-000876,-0.21712614476465952
ACH-000878,-0.07621751388836387
ACH-000880,-0.3531076101286221
ACH-000881,-0.21356491817250603
ACH-000882,-0.17869693392588992
ACH-000884,-0.24789399664212305
ACH-000885,-0.2464193103203823
ACH-000887,-0.08845927702282441
ACH-000889,-0.12846970628693605
ACH-000896,-0.2340053757993772
ACH-000898,-0.2749585179164912
ACH-000900,-0.26377299155757256
ACH-000901,-0.2000017142710888
ACH-000905,-0.20152203597264776
ACH-000906,-0.15744212254997414
ACH-000907,-0.4297595278897892
ACH-000910,-0.2612596096696633
ACH-000911,-0.13007196679784827
ACH-000912,-0.16221497641193927
ACH-000913,-0.115132607965705
ACH-000915,-0.15937420914932066
ACH-000916,-0.17101824188324874
ACH-000917,0.0010993223894825144
ACH-000920,-0.3016350857364605
ACH-000921,-0.28924858521576835
ACH-000924,-0.18726464000974416
ACH-000926,-0.1310168759321347
ACH-000928,-0.35421691719974296
ACH-000929,-0.16356978620015816
ACH-000932,-0.23908694067095054
ACH-000935,-0.36976120135368135
ACH-000936,-0.3019529692690117
ACH-000937,-0.2852023145352237
ACH-000938,-0.2325229652399817
ACH-000939,-0.14393593957349649
ACH-000941,-0.15870442755322314
ACH-000943,-0.08285399407719
ACH-000946,-0.18799883087246333
ACH-000947,-0.14656102241935706
ACH-000948,-0.10066618915975943
ACH-000950,-0.1731771100160511
ACH-000953,-0.23002992564334115
ACH-000954,-0.3812833147783972
ACH-000957,-0.34054608800031605
ACH-000958,-0.2972755973456179
ACH-000960,-0.218591279530358
ACH-000963,-0.22455396688938445
ACH-000968,-0.12913008933788905
ACH-000969,-0.2909790854064728
ACH-000972,0.0036676354979711594
ACH-000973,-0.14946936322558607
ACH-000974,-0.3085397205234957
ACH-000978,-0.07265863231822328
ACH-000984,-0.3576988034859423
ACH-000986,-0.12720849919129884
ACH-000988,-0.17874623237432874
ACH-000993,-0.2853835137648397
ACH-000994,-0.27338909257668104
ACH-000996,-0.30901068410043153
ACH-001001,-0.21890390607646415
ACH-001020,-0.1192363995596648
ACH-001028,-0.17222465666918824
ACH-001031,-0.3431135883848777
ACH-001038,-0.12128286433502787
ACH-001048,-0.211391201263034
ACH-001050,-0.28950718271384884
ACH-001053,-0.2602889421188861
ACH-001054,-0.19618354638005286
ACH-001061,-0.2577384615988109
ACH-001067,-0.31089569833255226
ACH-001075,-0.06511547454199232
ACH-001096,-0.12418723483872204
ACH-001111,0.0045968780026094894
ACH-001119,-0.20794687110519067
ACH-001128,-0.13977577833836788
ACH-001134,-0.2211913807514914
ACH-001151,-0.15003168568917866
ACH-001163,-0.12504804442286654
ACH-001164,-0.07671189818269128
ACH-001183,-0.1310247754154522
ACH-001192,-0.1716633507966318
ACH-001193,-0.18484248268995174
ACH-001196,-0.34584479613421365
ACH-001197,-0.1671705643924082
ACH-001205,-0.3071565422791509
ACH-001211,-0.14026863668790926
ACH-001212,-0.4687240178645348
ACH-001228,-0.19299904714779315
ACH-001232,-0.3469567901822567
ACH-001239,-0.28922518672661784
ACH-001270,-0.09773218239385144
ACH-001274,-0.2961131530712864
ACH-001275,-0.2018141152768726
ACH-001277,-0.11450889223348534
ACH-001278,-0.2111628656077182
ACH-001280,-0.35547252687999703
ACH-001283,-0.16293274858183293
ACH-001289,-0.18560409582213275
ACH-001300,-0.2393584971521963
ACH-001301,-0.4345254656366495
ACH-001302,-0.2781330417823622
ACH-001306,-0.19677092893137446
ACH-001318,-0.10566509134482233
ACH-001322,-0.21393894582202516
ACH-001328,-0.3171831956210787
ACH-001332,-0.2232760562521251
ACH-001336,-0.06568334909255248
ACH-001346,-0.0915161804902121
ACH-001353,-0.2513921872407969
ACH-001354,-0.2973103359420093
ACH-001367,-0.03336953110010076
ACH-001368,-0.14154020606532358
ACH-001374,-0.4478409154779545
ACH-001377,-0.3448603596721338
ACH-001380,-0.18968137089697606
ACH-001391,-0.15349621171906028
ACH-001408,-0.2436207129397609
ACH-001430,-0.1418875138392327
ACH-001431,-0.2161211958935352
ACH-001450,-0.34326657508112784
ACH-001496,-0.29720922423336604
ACH-001500,-0.09896421814866407
ACH-001523,-0.2170675699195327
ACH-001532,-0.2636135641927683
ACH-001550,-0.05695240605127312
ACH-001552,-0.19814601109324448
ACH-001554,-0.18139003134804987
ACH-001654,-0.23781647056173255
ACH-001735,-0.1262393637033149
ACH-001736,-0.16083566584753312
ACH-001737,-0.2039097516755168
ACH-001740,-0.2943195520812705
ACH-001745,-0.14462883709613336
ACH-001765,-0.1955911106274993
