,ACRV1 (56)
ACH-000004,0.4252839767443359
ACH-000005,0.4164262846004758
ACH-000007,0.2454165760372401
ACH-000009,0.1495307535378311
ACH-000011,0.21254762424628845
ACH-000012,0.3437812167699124
ACH-000013,0.20823286886382908
ACH-000014,0.3316573607611861
ACH-000015,0.310445461034779
ACH-000017,0.36442823517036144
ACH-000018,0.27960064502309084
ACH-000019,0.3639847658249733
ACH-000021,0.23489047906128185
ACH-000022,0.20485609571446053
ACH-000025,0.2420824990741868
ACH-000028,0.17367111521851156
ACH-000030,0.287507539356312
ACH-000035,0.21542340304606647
ACH-000036,0.23113426522000505
ACH-000037,0.3504398490411311
ACH-000039,0.2742045562067465
ACH-000040,0.2448042375522985
ACH-000041,0.23830501403660925
ACH-000042,0.2731753161033828
ACH-000045,0.2961978742604651
ACH-000047,0.2450457527550005
ACH-000052,0.34617180953681376
ACH-000053,0.3008266836019789
ACH-000054,0.17743175517007645
ACH-000055,0.4007732818373505
ACH-000060,0.26876726073243085
ACH-000067,0.3735627809587629
ACH-000070,0.2944404276176905
ACH-000075,0.2772290151350387
ACH-000078,0.21919070359681184
ACH-000082,0.3413315915145088
ACH-000085,0.23818579038333906
ACH-000086,0.3406754194727844
ACH-000087,0.2030001205408108
ACH-000092,0.23652200556283234
ACH-000095,0.25397305037086104
ACH-000097,0.12964003129938526
ACH-000098,0.2604634042104889
ACH-000099,0.20278891157224527
ACH-000108,0.2294532982006181
ACH-000113,0.2961143901950332
ACH-000116,0.17208392820497062
ACH-000118,0.23598654346796036
ACH-000120,0.25075662645254443
ACH-000123,0.2087550941966945
ACH-000127,0.2663223258742161
ACH-000128,0.2388149878385848
ACH-000132,0.1378854906609855
ACH-000133,0.3068111556469016
ACH-000137,0.2458710509866931
ACH-000138,0.18086387283980587
ACH-000142,0.16470373719184794
ACH-000143,0.3042413837990096
ACH-000146,0.27547643096316626
ACH-000148,0.24629544436175196
ACH-000150,0.31044205010980697
ACH-000152,0.19917334247284105
ACH-000153,0.2552235134935092
ACH-000159,0.2800416689458967
ACH-000160,0.19073411971207696
ACH-000163,0.33397556572968834
ACH-000167,0.20386780445899225
ACH-000168,0.14353781490248838
ACH-000169,0.130561552256555
ACH-000178,0.2045101315286469
ACH-000183,0.3019579840571798
ACH-000188,0.2269905634306991
ACH-000189,0.20230516045378166
ACH-000190,0.16618167912858006
ACH-000198,0.33746714985682136
ACH-000203,-0.18804496091654385
ACH-000204,0.16980146451048447
ACH-000206,0.3507754598986572
ACH-000207,0.3615982147023424
ACH-000208,-0.0928201675480224
ACH-000210,0.23371764203680476
ACH-000211,0.25188399219731816
ACH-000215,0.21339404572787565
ACH-000221,0.23726527382027626
ACH-000222,0.1568362197309424
ACH-000223,0.2522237195575618
ACH-000226,0.29354375012215905
ACH-000227,0.2774844531202744
ACH-000228,0.3518829009217853
ACH-000231,0.2720954112979755
ACH-000232,0.20200676712597587
ACH-000233,0.3187629957341627
ACH-000234,0.3143357225887607
ACH-000235,0.2983704316079188
ACH-000237,0.17791844533133488
ACH-000238,0.19209577684094686
ACH-000242,-0.03322119845514706
ACH-000243,0.23468257808880005
ACH-000244,0.19829376137891333
ACH-000246,0.260739933120526
ACH-000248,0.2311036875712578
ACH-000250,0.2092709859920988
ACH-000251,0.4136903525794887
ACH-000252,0.4228415750224221
ACH-000253,0.32835076524955537
ACH-000255,0.22482536710267648
ACH-000256,0.16538978658942588
ACH-000257,0.3464330344704481
ACH-000258,0.29769545838522515
ACH-000259,0.182583268960281
ACH-000260,0.2705594603197128
ACH-000261,0.2626777984520441
ACH-000262,0.3099466351897897
ACH-000263,0.2598963509658509
ACH-000264,0.2276943496176005
ACH-000265,0.35991389928467704
ACH-000266,0.27271115877295143
ACH-000272,0.2575649649746298
ACH-000274,0.2447016303600028
ACH-000277,0.25713512564679825
ACH-000278,0.210421497784998
ACH-000279,0.18219978754324676
ACH-000280,0.21893582644489346
ACH-000281,0.20775448535666693
ACH-000288,0.1716898776910554
ACH-000291,0.275488041634272
ACH-000293,0.3075919253297823
ACH-000294,0.27925019237555304
ACH-000295,0.0917482760339852
ACH-000296,0.366455690259536
ACH-000302,0.23801155369343946
ACH-000304,0.050989073685680696
ACH-000307,0.2858792974602839
ACH-000308,0.23707301176823026
ACH-000310,0.2152554668861387
ACH-000311,0.17832703222758015
ACH-000312,0.14442555529517687
ACH-000315,0.2069272640281823
ACH-000316,0.2605189122071378
ACH-000317,0.3125422246314143
ACH-000318,0.4267675494496231
ACH-000319,0.2279093576268006
ACH-000320,0.2765457011478858
ACH-000322,0.181669662234088
ACH-000323,0.17834234973634586
ACH-000324,0.193571343091436
ACH-000329,0.2884620119490421
ACH-000330,0.11517314815821847
ACH-000331,0.3355028973735495
ACH-000332,0.2768476250027163
ACH-000334,0.2170131445229662
ACH-000335,0.09439832581344107
ACH-000336,0.5035395646978571
ACH-000337,0.4032402299915586
ACH-000338,0.336599967556282
ACH-000339,0.2170862327300139
ACH-000341,0.3686221403683976
ACH-000348,0.2694017825669403
ACH-000350,0.2711569350101949
ACH-000352,0.1950540866760054
ACH-000356,0.31449254246653496
ACH-000361,0.20438020271223456
ACH-000362,0.22190941465148967
ACH-000363,0.22478656637502456
ACH-000364,0.3634843576259753
ACH-000365,0.2780036805982676
ACH-000366,0.2502815329042264
ACH-000368,0.1862119046696276
ACH-000374,0.1109943684136123
ACH-000375,0.2394862176330763
ACH-000376,0.2721863586492295
ACH-000381,0.3276080158778286
ACH-000383,0.29268363297078925
ACH-000387,0.3115934404483981
ACH-000389,0.1286911409030176
ACH-000390,0.2091028249210651
ACH-000393,0.2594546028798189
ACH-000395,0.27189070185989433
ACH-000396,0.5204787776612573
ACH-000397,0.2409927287681735
ACH-000401,0.2523241128086928
ACH-000402,0.3403759863340071
ACH-000403,0.2115138841900073
ACH-000404,0.42521265298507344
ACH-000406,0.30131323443703323
ACH-000407,0.24119837770215655
ACH-000408,0.2841593865612373
ACH-000410,0.31686003450080985
ACH-000411,0.07989430125945501
ACH-000414,0.3154015957205386
ACH-000415,0.2568606390255408
ACH-000416,0.2499639444019837
ACH-000420,0.1852698210425165
ACH-000421,0.2757640059111998
ACH-000424,0.220869388221546
ACH-000425,0.13600419025013755
ACH-000426,0.25288361121908537
ACH-000427,0.17174591657370555
ACH-000433,0.1467149868682577
ACH-000435,-0.014189311968195404
ACH-000436,0.26189822952454217
ACH-000444,0.2462698135036871
ACH-000445,0.12703295117365962
ACH-000448,0.2601565743201439
ACH-000450,0.22097568672964427
ACH-000452,0.21871784164725008
ACH-000454,0.3610041293151008
ACH-000458,0.27006486866236185
ACH-000459,0.1912148147724652
ACH-000460,0.2414819275111069
ACH-000461,0.16675284523361916
ACH-000463,0.2868723568881861
ACH-000464,0.2807957313652717
ACH-000466,0.4413072405677202
ACH-000467,0.3697424063347016
ACH-000468,0.28460051393812297
ACH-000469,0.2327255250618812
ACH-000470,0.3602096328764613
ACH-000471,0.2472824668573685
ACH-000472,0.19196119481280047
ACH-000473,0.2652407236817337
ACH-000475,0.2623540817831212
ACH-000476,0.3038182397979495
ACH-000477,0.23937818949217346
ACH-000479,0.3044304617718616
ACH-000480,0.1981852132740958
ACH-000481,0.3155861499554185
ACH-000483,0.3483352489613505
ACH-000484,0.2972882688610732
ACH-000485,0.17249859166715126
ACH-000486,0.19574542346919147
ACH-000487,0.29121451322174896
ACH-000488,0.35200607009437546
ACH-000490,0.16195562709787525
ACH-000491,0.3503800065753634
ACH-000495,0.14123460400058313
ACH-000496,0.3199270386613947
ACH-000499,0.2295413702673304
ACH-000500,0.4346079514281754
ACH-000502,0.22960395564861075
ACH-000503,0.1630883155667335
ACH-000505,0.21659655755419527
ACH-000507,0.2922117830071037
ACH-000510,0.2557408740819953
ACH-000511,0.21854525966093025
ACH-000512,0.2771602756276967
ACH-000516,0.2659760759477788
ACH-000517,0.2249367962286396
ACH-000518,0.2928534046695185
ACH-000520,0.229588613624572
ACH-000521,0.1297041068388808
ACH-000522,0.1976100224468417
ACH-000524,0.23413383641567426
ACH-000527,0.21191336657703547
ACH-000528,0.2620144087554647
ACH-000537,0.2488259941842931
ACH-000541,0.5184708938368323
ACH-000542,0.22047265410683844
ACH-000544,0.3041866482524672
ACH-000545,0.14758926643839115
ACH-000547,0.1228432725374831
ACH-000548,0.2313189666233619
ACH-000549,0.3055179689985045
ACH-000550,0.3204111314242806
ACH-000552,0.28391115306017883
ACH-000556,0.2466904100417669
ACH-000557,0.29108079595955194
ACH-000569,0.3547494412585246
ACH-000570,0.2726226106239931
ACH-000571,0.24654865642065096
ACH-000573,0.2146949233611559
ACH-000576,0.4050562419530591
ACH-000579,0.3058154642163671
ACH-000580,0.1370553302120912
ACH-000584,0.25472758853238897
ACH-000585,0.24662769179742694
ACH-000588,0.23423150359974784
ACH-000589,0.19364726093429704
ACH-000591,0.1083047599260623
ACH-000593,0.2827671786486062
ACH-000600,0.23919648106740754
ACH-000601,0.19728093983902792
ACH-000605,0.3531187268089065
ACH-000606,0.09985328402799944
ACH-000608,0.22512575522813666
ACH-000614,0.3066095866958527
ACH-000616,0.25732090620795883
ACH-000618,0.1926081610136801
ACH-000619,0.2351789484327409
ACH-000620,0.219122042509371
ACH-000621,0.2542153150289531
ACH-000622,0.12516754068834496
ACH-000623,0.26760769081456703
ACH-000624,0.2260106124901527
ACH-000627,0.32646639099140545
ACH-000630,0.2258712344143664
ACH-000631,0.19341199006194632
ACH-000632,0.29534994009987503
ACH-000633,0.2838025601067924
ACH-000637,0.07410427758413125
ACH-000638,0.29685674824204245
ACH-000646,0.2110392115217624
ACH-000647,0.2338042490414028
ACH-000648,0.2674731153726289
ACH-000649,0.279791875566893
ACH-000651,0.3010460032273189
ACH-000652,0.23752587609270875
ACH-000653,0.12708889656478115
ACH-000657,0.23299888244469685
ACH-000658,0.30633297117230324
ACH-000661,0.24224731899513854
ACH-000662,0.443557598199536
ACH-000663,0.20854971818676668
ACH-000665,0.24686381715830505
ACH-000671,0.22362094319431408
ACH-000672,0.4674553665458402
ACH-000673,0.2343659058328057
