,RIMBP3B (440804)
ACH-000004,-0.3654874650011946
ACH-000005,-0.5558967553152858
ACH-000007,-0.04458084217477951
ACH-000009,-0.0836408196861462
ACH-000011,-0.08221476454069505
ACH-000012,-0.3047476337038363
ACH-000013,-0.09633988224373544
ACH-000014,-0.120313159333625
ACH-000015,-0.20564726399545308
ACH-000017,-0.07293461327453098
ACH-000018,-0.2612313918174889
ACH-000019,-0.16690005377938075
ACH-000021,-0.13173092515399198
ACH-000022,-0.21944167548980287
ACH-000025,-0.17135377246996555
ACH-000028,-0.09219745630149376
ACH-000030,-0.2462224791499236
ACH-000035,-0.21288784451598733
ACH-000036,-0.12610628215438127
ACH-000037,-0.08341987172067651
ACH-000039,-0.1398617048356817
ACH-000040,-0.2482561735921785
ACH-000041,-0.1327847284950334
ACH-000042,-0.4531145618499592
ACH-000045,-0.2518538925579563
ACH-000047,-0.12979374746257666
ACH-000052,-0.12244936464087552
ACH-000053,-0.059114165345171325
ACH-000054,-0.17818511786239774
ACH-000055,-0.2688564050177856
ACH-000060,-0.06722612430933272
ACH-000067,-0.15875377249737055
ACH-000070,-0.11872064344375302
ACH-000075,-0.25404758575578945
ACH-000078,-0.18318780454165887
ACH-000082,-0.12216673324667245
ACH-000085,-0.08054757431541865
ACH-000086,-0.014302064379526334
ACH-000087,-0.12355535835027845
ACH-000092,-0.1738344809573778
ACH-000095,-0.0975203874386714
ACH-000097,-0.33430236711909195
ACH-000098,-0.19821859358976998
ACH-000099,-0.0813827439741483
ACH-000108,-0.2490568858803424
ACH-000113,-0.16365336300075845
ACH-000116,-0.06720924369301308
ACH-000118,-0.08836843697316081
ACH-000120,-0.2519995679693895
ACH-000123,-0.16124146704080106
ACH-000127,-0.13222588213633954
ACH-000128,-0.1224218929780534
ACH-000132,-0.062220377727668474
ACH-000133,-0.1306265905714287
ACH-000137,-0.131572033585284
ACH-000138,-0.08534821993475188
ACH-000142,-0.02458369289937528
ACH-000143,-0.24366689486659115
ACH-000146,-0.22280287801682727
ACH-000148,-0.027853600626189245
ACH-000150,-0.2676533454752122
ACH-000152,-0.1866126244489886
ACH-000153,-0.11556237996844222
ACH-000159,-0.02491100109108861
ACH-000160,-0.050935495173529834
ACH-000163,-0.06634696478416234
ACH-000167,-0.4884481611219037
ACH-000168,-0.0797199143559845
ACH-000169,-0.13801466232746293
ACH-000178,-0.09713782437798182
ACH-000183,-0.26439921369113706
ACH-000188,-0.15164562148319113
ACH-000189,-0.012891538039831495
ACH-000190,-0.22355923151834856
ACH-000198,-0.1444870836684245
ACH-000203,-0.08392847616466312
ACH-000204,-0.16386062731147555
ACH-000206,-0.2796197675818449
ACH-000207,0.005988489659546764
ACH-000208,0.19971088946569565
ACH-000210,-0.037216436839982894
ACH-000211,-0.13318858249649898
ACH-000215,-0.14880359490908354
ACH-000221,-0.1822923191834786
ACH-000222,-0.16082939843697314
ACH-000223,-0.17788269188234282
ACH-000226,-0.16318978711168527
ACH-000227,-0.08960273236216726
ACH-000228,-0.042476495551515135
ACH-000231,-0.2932873687229617
ACH-000232,-0.2364762467023966
ACH-000233,-0.18198605002617102
ACH-000234,0.08319382551022833
ACH-000235,-0.05975239207263194
ACH-000237,-0.21561819715114053
ACH-000238,-0.14419838808443194
ACH-000242,-0.14309367579479867
ACH-000243,-0.3974513740195463
ACH-000244,-0.20111995888523307
ACH-000246,-0.028718047859889267
ACH-000248,-0.11129566102743392
