,NIPBL (25836)
ACH-000004,-0.2194829026121893
ACH-000005,-0.7176142187327503
ACH-000007,-0.14985811689644346
ACH-000009,-0.6108377763820619
ACH-000011,-0.6629660332030878
ACH-000012,-0.383290073254442
ACH-000013,-0.3540711473513725
ACH-000014,-0.2745430633597955
ACH-000015,-0.6426980441367445
ACH-000017,-0.452545078334555
ACH-000018,-0.4245995766474296
ACH-000019,-0.2231055334833565
ACH-000021,-0.34414780624607794
ACH-000022,-0.438476186535866
ACH-000025,0.013645726692634004
ACH-000028,-0.3836138906630199
ACH-000030,0.08557690783960117
ACH-000035,-0.08643553173693706
ACH-000036,-0.1079519150895875
ACH-000037,0.08531003410099215
ACH-000039,-0.31705186898230003
ACH-000040,-0.7977117326978338
ACH-000041,-0.925846598562323
ACH-000042,-0.7830720750931421
ACH-000045,-0.3997898668627691
ACH-000047,0.02115849974109708
ACH-000052,-0.4740386703036844
ACH-000053,-0.37646997856840425
ACH-000054,-0.25786185103239084
ACH-000055,-0.3124107267125877
ACH-000060,-0.0003970169292608699
ACH-000067,-0.3983985635848444
ACH-000070,-0.2840150994158599
ACH-000075,-0.32360278096705913
ACH-000078,-0.3777392347220075
ACH-000082,-0.3946667853069965
ACH-000085,-0.039585101155469184
ACH-000086,-0.09220347172576243
ACH-000087,-0.5888570456634014
ACH-000092,-0.22820814623435315
ACH-000095,-0.5189629518371329
ACH-000097,0.1587238258123639
ACH-000098,-0.3725411761430048
ACH-000099,-0.6481378546367251
ACH-000108,-0.3264225638490439
ACH-000113,-0.4791282382405357
ACH-000116,0.08133190035769369
ACH-000118,-0.3954315748532807
ACH-000120,-0.4351818523773523
ACH-000123,-0.6588498837923737
ACH-000127,-0.5148624617821117
ACH-000128,-0.3250054967214752
ACH-000132,0.04878481810956403
ACH-000133,-0.27123203929290124
ACH-000137,0.2540848633262458
ACH-000138,-0.2754623252879713
ACH-000142,-0.6107981765423047
ACH-000143,-0.8400503070004881
ACH-000146,-0.4500632472648284
ACH-000148,-0.420061473554238
ACH-000150,-0.28430935040886085
ACH-000152,-0.3356126662491093
ACH-000153,-0.27358366713566545
ACH-000159,-0.1976780022772234
ACH-000160,0.033044466217242184
ACH-000163,-0.8018910538607701
ACH-000167,0.09979777723299783
ACH-000168,-0.3991567798807401
ACH-000169,-0.4961319511303934
ACH-000178,-0.5464130795479295
ACH-000183,-0.399278447762768
ACH-000188,-0.17911718684923514
ACH-000189,-0.16449742116158314
ACH-000190,-0.09804471518613404
ACH-000198,-0.4795031532536686
ACH-000203,0.0263673468716902
ACH-000204,0.0282056858385365
ACH-000206,0.020158607945155973
ACH-000207,-0.16658907949072815
ACH-000208,-0.31080120243602544
ACH-000210,-0.5583762543611279
ACH-000211,-0.18242573096071532
ACH-000215,-0.341270316669267
ACH-000221,-0.4263928710474775
ACH-000222,-0.2722749581409408
ACH-000223,-0.2654512293424928
ACH-000226,-0.15147029844413168
ACH-000227,0.03484416377082265
ACH-000228,-0.34215597534169206
ACH-000231,-0.1249342139124554
ACH-000232,-0.22495036586776854
ACH-000233,-0.1582566679678412
ACH-000234,-0.3339196388242427
ACH-000235,-0.3207277898545585
ACH-000237,0.08116813872365469
ACH-000238,-0.25298383657983303
ACH-000242,-0.2566701677229309
ACH-000243,-0.5010205327319259
ACH-000244,-0.4195961117388967
ACH-000246,-0.0686068188484952
ACH-000248,-0.3612474506252267
ACH-000250,0.04407506547155468
ACH-000251,-0.3946260475885301
ACH-000252,-0.1727886619720218
ACH-000253,-0.4253151914212697
ACH-000255,-0.4254265739732122
ACH-000256,-0.23773720880171856
ACH-000257,-0.38650103447177453
ACH-000258,0.05379891391943439
ACH-000259,-0.6261903824105931
ACH-000260,-0.8824835593980199
ACH-000261,-0.32829881859305954
ACH-000262,-0.023947380450628462
ACH-000263,-0.3180717877398739
ACH-000264,-0.3810534974994499
ACH-000265,-0.3198239746402378
ACH-000266,-0.2922695457590733
ACH-000272,-0.0811773966905855
ACH-000274,-0.32254246078089377
ACH-000277,-0.5621189434651963
ACH-000278,-0.2332410255576561
ACH-000279,-0.5605237451800206
