,MSL1 (339287)
ACH-000004,-0.3723508379715535
ACH-000005,-0.2943901380014419
ACH-000007,-0.6624878151453073
ACH-000009,-0.44033442524612
ACH-000011,-0.38777745702475663
ACH-000012,-0.3278717530922916
ACH-000013,-0.5670139010486127
ACH-000014,-0.6761479109709153
ACH-000015,-0.2020262749382438
ACH-000017,-0.34905787329660265
ACH-000018,-0.3535064811142475
ACH-000019,-0.6619831315226391
ACH-000021,-0.10389902780355424
ACH-000022,-0.3953945743237735
ACH-000025,-0.4113847794542708
ACH-000028,-0.6607928176381104
ACH-000030,-0.21728106713869488
ACH-000035,-0.3204959677667817
ACH-000036,-0.5716692586492282
ACH-000037,-0.30323543831766137
ACH-000039,-0.11051485738707184
ACH-000040,-0.5099278122814511
ACH-000041,-0.060238810782338476
ACH-000042,-0.34918232481090394
ACH-000045,-0.5055031751862491
ACH-000047,-0.4475100524322153
ACH-000052,-0.3244932141805641
ACH-000053,-0.1238616354699026
ACH-000054,-0.3162320415979938
ACH-000055,-0.2867660680355593
ACH-000060,-0.3171434746357428
ACH-000067,-0.5615383031655277
ACH-000070,-0.5531654530066946
ACH-000075,-0.172424814772582
ACH-000078,-0.4117319210875217
ACH-000082,-0.3192717447780357
ACH-000085,-0.3696224716683735
ACH-000086,-0.4067577098238025
ACH-000087,-0.4692033000862016
ACH-000092,-0.3672911905160819
ACH-000095,-0.19558759239995469
ACH-000097,-0.6106909186036046
ACH-000098,-0.08201175168446957
ACH-000099,-0.059977146239177936
ACH-000108,-0.32683646547594514
ACH-000113,-0.3629421854255045
ACH-000116,-0.4046565709105591
ACH-000118,-0.4736463714125889
ACH-000120,-0.26514207336340434
ACH-000123,-0.0798346145964358
ACH-000127,-0.4484341406915213
ACH-000128,-0.09311225273636604
ACH-000132,-0.3944375032945519
ACH-000133,-0.4169016803756119
ACH-000137,-0.388348360561532
ACH-000138,-0.4133542393751221
ACH-000142,-0.28664956472249914
ACH-000143,-0.5699508767197966
ACH-000146,-0.1827809108070189
ACH-000148,-0.3036150453180869
ACH-000150,-0.1954203448916532
ACH-000152,-0.24320449489124465
ACH-000153,-0.442719359211758
ACH-000159,-0.33151758594776953
ACH-000160,-0.07446724701768369
ACH-000163,-0.04259963642682387
ACH-000167,0.4219238002490722
ACH-000168,-0.3784116684710706
ACH-000169,-0.4194750350279551
ACH-000178,-0.4601738403406601
ACH-000183,-0.3156242092496374
ACH-000188,-0.5126621794960567
ACH-000189,-0.31582674283257256
ACH-000190,-0.06239745347313023
ACH-000198,-0.530354835842332
ACH-000203,-0.3281420975726576
ACH-000204,-0.1869980374024986
ACH-000206,-0.5961593468606027
ACH-000207,-0.34391290457615203
ACH-000208,-0.25890589319373936
ACH-000210,-0.6841952124929589
ACH-000211,-0.6746782199135083
ACH-000215,-0.5390867831691957
ACH-000221,-0.33748802746753753
ACH-000222,-0.399316763412401
ACH-000223,-0.27537864301862736
ACH-000226,-0.4426677465357559
ACH-000227,-0.2738491844311239
ACH-000228,-0.40743760329002376
ACH-000231,-0.2502765387800511
ACH-000232,-0.18907779301180566
ACH-000233,-0.356134953151328
ACH-000234,-0.3280591994982202
ACH-000235,-0.4363297895425576
ACH-000237,-0.29270259567499796
ACH-000238,-0.5028666641801737
ACH-000242,-0.025911239440568532
ACH-000243,-0.5329208426047848
ACH-000244,-0.5197522221097481
ACH-000246,-0.2390039042856524
ACH-000248,-0.334528242306683
ACH-000250,-0.3058549848078213
ACH-000251,-0.3475774306888761
ACH-000252,-0.058469151646474836
ACH-000253,-0.20014765673669235
ACH-000255,-0.46761359104968503
ACH-000256,-0.38427584312797497
ACH-000257,-0.2648131914058822
ACH-000258,-0.4512321908227472
ACH-000259,-0.3868513840396546
ACH-000260,-0.31581232758519684
ACH-000261,-0.18714135524680967
ACH-000262,-0.4845940637701873
ACH-000263,-0.018437749011338125
ACH-000264,-0.5110421114455994
ACH-000265,-0.3922078238214433
ACH-000266,-0.6610565159648082
ACH-000272,0.0008000646767716677
ACH-000274,-0.4987809534470064
ACH-000277,-0.12599950130446955
ACH-000278,-0.49255787348292795
ACH-000279,-0.10888776155339304
ACH-000280,-0.5470127633313856
ACH-000281,-0.6065409551760742
ACH-000288,-0.2785026836327137
ACH-000291,-0.14256354368720991
ACH-000293,-0.3709267837631379
ACH-000294,-0.5015887264066141
ACH-000295,-0.31765119385435675
ACH-000296,-0.3928070112638665
ACH-000302,-0.12744342416361218
ACH-000304,-0.4664722193974077
ACH-000307,-0.2870962223153856
ACH-000308,-0.32407062860556685
ACH-000310,-0.21581893134720548
ACH-000311,-0.25585274001866115
ACH-000312,-0.3854607318110789
ACH-000315,-0.5366076666545558
ACH-000316,-0.2783397603836027
ACH-000317,-0.2839404132614258
ACH-000318,-0.23870543530535185
ACH-000319,-0.21572923444337525
ACH-000320,-0.22287431513053088
ACH-000322,-0.3360965182395652
ACH-000323,-0.21273659320671084
ACH-000324,-0.31312182936691785
ACH-000329,-0.3628165630697528
ACH-000330,-0.44228268763043305
ACH-000331,-0.5162045507661376
ACH-000332,-0.4535418870407946
ACH-000334,-0.3970765076871784
ACH-000335,-0.484367080998277
ACH-000336,-0.5093952538292175
ACH-000337,-0.474280396112406
ACH-000338,-0.6780836274685468
ACH-000339,-0.5384886758425804
ACH-000341,-0.21108926141466947
ACH-000348,-0.4437425939066823
ACH-000350,-0.23029812581315745
ACH-000352,-0.3456414880672685
ACH-000356,-0.4531297577279166
ACH-000361,-0.477069053464156
ACH-000362,-0.33380056036662725
ACH-000363,-0.1892101220272044
ACH-000364,-0.450849782139461
ACH-000365,-0.5817740246711351
ACH-000366,-0.16884037892017142
ACH-000368,-0.3095975210364169
ACH-000374,-0.5404175608435584
ACH-000375,-0.3740014217607049
ACH-000376,-0.2497250980191204
ACH-000381,-0.35883483204219563
ACH-000383,-0.26549293079991304
ACH-000387,-0.4380014905844724
ACH-000389,-0.5700054609020289
ACH-000390,-0.28752718981565384
ACH-000393,-0.2721151566333585
ACH-000395,-0.36344015551358216
ACH-000396,-0.2274464224004924
ACH-000397,-0.5992331926395711
ACH-000401,-0.4775947838040111
ACH-000402,0.01055240081298827
ACH-000403,-0.4389532966716775
ACH-000404,-0.4024461884242532
ACH-000406,-0.04640283411079702
ACH-000407,-0.2721660314196213
ACH-000408,-0.4661409741193259
ACH-000410,-0.35850443367654977
ACH-000411,-0.14584491853002812
