,SRD5A3 (79644)
ACH-000203,0.2030941069423941
ACH-000204,-0.17080452081010816
ACH-000206,-0.8415633719178346
ACH-000207,-0.2435065372057181
ACH-000208,-0.3345670467073145
ACH-000210,-0.18557309445361692
ACH-000211,-0.4500081528022421
ACH-000215,-0.4379252756047021
ACH-000221,-0.32556521811094336
ACH-000222,-0.3997395101625789
ACH-000223,-0.3790226996687625
ACH-000226,-0.33533014840123226
ACH-000227,-0.3379874984742317
ACH-000228,-0.1989151696303716
ACH-000231,-0.4616113323341081
ACH-000232,-0.4341759886329723
ACH-000233,-0.04380526447500333
ACH-000234,-0.1955122516343707
ACH-000235,-0.3435697765650159
ACH-000237,-0.3364420335139128
ACH-000238,-0.15061991587394016
ACH-000242,-0.3009019685601946
ACH-000243,-0.3124893789347684
ACH-000244,-0.3085728500633726
ACH-000246,-0.23488217022214256
ACH-000248,-0.2875579370443956
ACH-000250,-0.22894325481697855
ACH-000251,-0.31475400411348964
ACH-000252,-0.34774926608437845
ACH-000253,-0.32852414432583715
ACH-000255,-0.3058784365065868
ACH-000256,-0.13331787228037795
ACH-000257,-0.6199816967182835
ACH-000258,-0.18354782068704611
ACH-000259,-0.9349008641269009
ACH-000260,-0.3301407375792454
ACH-000261,-0.38073814799157374
ACH-000262,-0.2479466095793685
ACH-000263,-1.151177740605435
ACH-000264,-0.35547061613961656
ACH-000265,-0.4430512408736337
ACH-000266,-0.3781049759014406
ACH-000272,-0.419293009899074
ACH-000274,-0.3887016009666364
ACH-000277,-0.2178987781673635
ACH-000278,-0.2387117955352993
ACH-000279,-0.34476317247366384
ACH-000280,-0.25154804721085816
ACH-000281,-0.2490882559418348
ACH-000288,-0.2763091488830083
ACH-000291,-0.1882492876333267
ACH-000293,-0.32082394785930324
ACH-000294,-0.12042788315506975
ACH-000295,-0.39315538798418986
ACH-000296,-0.4541833834864986
ACH-000302,-0.3635369332442229
ACH-000304,-0.3565017627779237
ACH-000307,-0.3384647577840045
ACH-000308,-0.3500430142249843
ACH-000310,-0.5109663387769623
ACH-000311,-0.2425271079854844
ACH-000312,-0.3970018197013244
ACH-000315,-0.3918570095370884
ACH-000316,-0.3725577766107969
ACH-000317,-0.3950648073541613
ACH-000318,-0.2279862927126435
ACH-000319,-0.2464025662550517
ACH-000320,-0.442257251433878
ACH-000322,-0.18631683668873664
ACH-000323,-0.3962241916463391
ACH-000324,-0.4941878104097007
ACH-000329,-0.2976233932616376
ACH-000330,-0.4976116287095758
ACH-000331,-0.8909856570655746
ACH-000332,-0.29657531771574003
ACH-000334,-0.17195580624405826
ACH-000335,-0.4594230337511818
ACH-000336,-0.2278795193069342
ACH-000337,-0.2903839695595071
ACH-000338,-0.9390322654851768
ACH-000339,-0.4365729203379591
ACH-000341,-0.2544319651330881
ACH-000348,-0.338862137084721
ACH-000350,-0.4808394311353669
ACH-000352,-0.23497219265149255
ACH-000356,-0.2138179728091384
ACH-000361,-0.42634766933000295
ACH-000362,-0.20830422979442265
ACH-000363,-0.3123499030019427
ACH-000364,-0.416610355257962
ACH-000365,-0.3058544080070649
ACH-000366,-0.5860993616211563
ACH-000368,-0.32343956314803274
ACH-000374,-0.434414362120677
ACH-000375,-0.7186993606106095
ACH-000376,-0.2815592733078449
ACH-000381,-0.4117143928290785
ACH-000383,-0.3485712517252239
ACH-000387,-0.41442459916458013
ACH-000389,-0.6200362106858647
ACH-000390,-0.4719255072480403
ACH-000393,-0.3200222281811907
ACH-000395,-0.24938239037276455
ACH-000396,-0.4706516871264856
ACH-000397,-0.23653797018483996
ACH-000401,-1.128946846384977
ACH-000402,-0.5632151967296034
ACH-000403,-0.2514170408246439
ACH-000404,0.0017859788813140562
ACH-000406,-0.2754516456377206
ACH-000407,-0.32164563960774745
ACH-000408,-0.4622268329266722
ACH-000410,-0.3816155287938816
ACH-000411,-0.2382025199248441
ACH-000414,-0.31029582845964904
ACH-000415,-0.3556168476603255
ACH-000416,-0.3487139919020085
ACH-000420,-0.496105694650868
ACH-000421,-0.2524224896748581
ACH-000424,-0.3812257676272571
ACH-000425,-0.35237242941657176
ACH-000426,-0.7178664163178679
ACH-000427,-0.3853545183053301
ACH-000433,-0.40674569313899134
ACH-000435,-0.628727182114719
ACH-000436,-0.3277677106588491
ACH-000444,-0.32195865867540074
ACH-000445,-0.2847476428977202
ACH-000448,-0.3696571368026995
ACH-000450,-0.21560833850238406
ACH-000452,-0.2963198858841275
ACH-000454,-0.4003856799590913
ACH-000458,-0.2522386811063013
ACH-000459,-0.3471914929164316
ACH-000460,-0.2592787621868887
ACH-000461,-0.16574609839344748
ACH-000463,-0.27337093255800365
ACH-000464,-0.4962741393281149
ACH-000466,-0.22599116159406696
ACH-000467,-0.4035537417556044
ACH-000468,-0.3168217920754685
ACH-000469,-0.3737691370843525
ACH-000470,-0.3654647690602623
ACH-000471,-0.6794089891095169
ACH-000472,-0.3326973386867849
ACH-000473,-0.2565820511924649
ACH-000475,-0.35563020607812323
ACH-000476,-0.21098125291216074
ACH-000477,-0.4380151413492229
ACH-000479,-0.27098007506547483
ACH-000480,-0.4163436049279689
ACH-000481,-0.2986395383338428
ACH-000483,-0.4631783253182186
ACH-000484,-0.2359349917420958
ACH-000485,-0.2462338602541851
ACH-000486,-0.3719621926381016
ACH-000487,-0.1990106139778547
ACH-000488,-0.24737116187375005
ACH-000490,-0.3364416746076114
ACH-000491,-0.3339379378381959
ACH-000495,-0.3288260349602788
ACH-000496,-0.4936510671198696
ACH-000499,-0.5030467950534666
ACH-000500,-0.24268796951865554
ACH-000502,-0.3484674203454726
ACH-000503,-0.1060420842513502
ACH-000505,-0.5029951916268677
ACH-000507,-0.4562432509721929
ACH-000510,-0.3744935865969928
ACH-000511,-0.22090372736670416
ACH-000512,-0.023359496838694115
ACH-000516,-0.3385666066636058
ACH-000517,-0.35014614711358777
ACH-000518,-0.22094439172096728
ACH-000520,-0.4376435248223949
ACH-000521,-0.3522936908954534
ACH-000522,-0.3874627257003793
ACH-000524,-0.407807329026594
ACH-000527,-0.2875857760890041
ACH-000528,-0.3287266114554264
ACH-000537,-0.2366663936618511
ACH-000541,-0.4606020718909065
ACH-000542,-0.330920528283842
ACH-000544,-0.4147654983737499
ACH-000545,-0.16732199675093895
ACH-000547,-0.3964183505155627
ACH-000548,-0.5130338973778467
ACH-000549,-0.2747229993931939
ACH-000550,-0.21772473713539933
ACH-000552,-0.41585446156271466
ACH-000556,-0.2958128084006601
ACH-000557,-0.2550957836379585
ACH-000569,-0.10416039783648637
ACH-000570,-0.5091543523764774
ACH-000571,-0.2364367154435899
ACH-000573,-0.35847240537004704
ACH-000576,-0.32836212830907324
ACH-000579,-0.5879396681745109
ACH-000580,-0.30198962050786265
ACH-000584,-0.2096808078756889
ACH-000585,-0.24857917806083296
ACH-000588,-0.4764092670944012
ACH-000589,-0.218377169579661
ACH-000591,-0.4229949415388479
ACH-000593,-0.2623721392448553
ACH-000600,-0.3423166606176683
ACH-000601,-0.2409375084678613
ACH-000605,-0.16621823304707753
ACH-000606,-0.24648082791121556
ACH-000608,-0.4040042517089091
ACH-000614,-0.13812543872226535
ACH-000616,-0.4021097425161136
ACH-000618,-0.3172973832848494
ACH-000619,-0.2289392789135925
ACH-000620,-0.27146615434807986
ACH-000621,-0.35263481427108423
ACH-000622,-0.5198702253733472
ACH-000623,-0.4029866547943055
ACH-000624,-0.2440347891466281
ACH-000627,-0.19619138186946594
ACH-000630,-0.3743112365220564
ACH-000631,-0.4521970190374303
ACH-000632,-0.3442256017955282
ACH-000633,-0.11378432193746492
ACH-000637,-0.26081332389609824
ACH-000638,-0.4118700822705151
ACH-000646,-0.2308320703460087
ACH-000647,-0.3613200844645092
ACH-000648,-0.5656833614203001
ACH-000649,-0.3379886216472664
ACH-000651,-0.2590901562521008
ACH-000652,-0.3015460100670072
ACH-000653,-0.22432123965261985
ACH-000657,-0.6180520541959118
ACH-000658,-0.3845293630781922
ACH-000661,-0.35286669899966605
ACH-000662,-0.457382944806519
ACH-000663,-0.4719221850896786
ACH-000665,-0.3743653948830589
ACH-000671,-0.9452584818735544
ACH-000672,-0.3602022359422664
ACH-000673,-0.4731602897560162
ACH-000676,-0.3062513118249794
ACH-000677,-0.3765403344737208
ACH-000681,-0.22467296775590195
ACH-000683,-0.34311393339673113
ACH-000684,-0.39084498398202944
ACH-000688,-0.4295425871658188
ACH-000693,-0.2700218011753793
ACH-000694,-0.3879854295068784
ACH-000695,-0.2284390113262668
ACH-000696,-0.3456011825999598
ACH-000697,-0.029921948177710305
ACH-000699,-0.2892546640669448
ACH-000701,-0.2604102324404362
ACH-000706,-0.2891194896394591
ACH-000711,-0.3097696825397889
ACH-000713,-0.3019780738910461
ACH-000714,-0.19340669223136364
ACH-000718,-0.31751110483926115
ACH-000720,-0.2825094850295867
ACH-000721,-0.7901837615131863
ACH-000724,-0.387159134278595
ACH-000725,-0.21618574241925906
ACH-000732,-0.2376039598381444
ACH-000734,-0.3629917234624495
ACH-000735,-0.4040702135274556
ACH-000736,-0.2755370324407617
ACH-000738,-0.13272601474206794
ACH-000746,-0.5965300290419357
ACH-000747,-0.2157512963026461
ACH-000748,-0.2705679375580237
ACH-000753,-0.2501853187839342
ACH-000756,-0.2842733773608323
ACH-000757,-0.24773103177798475
ACH-000758,-0.3513209986901477
ACH-000760,-0.3326284145403272
ACH-000762,-0.2583418215856039
ACH-000763,-0.43355019334447453
ACH-000764,-0.3609010912719909
ACH-000765,-0.2852292377800204
ACH-000766,-0.4000376092391689
ACH-000767,-0.3842428540348015
ACH-000768,-0.4180344603007828
ACH-000769,-0.4347153702821903
ACH-000770,-0.27690447266961593
ACH-000771,-0.501232695438902
ACH-000773,-0.24105941731931105
ACH-000776,-0.09624204370551674
ACH-000777,-0.4786594632894283
ACH-000778,-0.268191750345022
ACH-000781,-0.2472613956458292
ACH-000782,-0.1402740368138008
ACH-000783,-0.16402896565510566
ACH-000784,-0.21435676356688907
ACH-000785,-0.3609914585594422
ACH-000787,-0.3152037807155592
ACH-000788,-0.279285996205818
ACH-000791,-0.31865746373489395
ACH-000792,-0.258238926696217
ACH-000794,-0.5748548167299681
ACH-000796,-0.2595929575459092
ACH-000798,-0.15949947977655793
ACH-000799,-0.4112855809959025
ACH-000800,-0.3582864690931834
ACH-000802,-0.21523817706115891
ACH-000804,-0.6844868165247122
ACH-000805,-0.1830096063076388
ACH-000809,-0.27874509198058073
ACH-000810,-0.4537561818199479
ACH-000811,-0.3977057829341824
ACH-000817,-0.3662195401051698
ACH-000819,-0.3819281898845168
ACH-000820,-0.5381891709701779
ACH-000821,-0.4426156009826783
ACH-000822,-0.2720020929688421
ACH-000823,-0.3274426846175175
ACH-000824,-0.4201649928613634
ACH-000827,-0.3370563722422525
ACH-000829,-0.21269141662593968
ACH-000831,-0.26062706769025457
ACH-000832,-0.5073424475635425
ACH-000833,-0.447191250425508
ACH-000834,-0.3803316243785921
ACH-000835,-0.3490803269077122
ACH-000836,-0.6280341777392496
ACH-000837,-0.2481808837116669
ACH-000838,-0.4621980159075205
ACH-000839,-0.4603823542738159
ACH-000840,-0.4186391546193973
ACH-000841,-0.5787118414318159
ACH-000843,-0.3209526003550195
ACH-000846,-0.3178097236818108
ACH-000847,-0.8157405587080587
ACH-000848,-1.0431313409698009
ACH-000849,-0.4609395540939912
ACH-000851,-0.4060386321790215
ACH-000855,-0.5153854164271077
ACH-000856,-0.2457374104767232
ACH-000858,-0.38330228842933506
ACH-000859,-0.5047957050508957
ACH-000861,-0.3614313978091133
ACH-000862,-0.2422884942368634
ACH-000865,-0.20579098114896904
ACH-000866,-0.7803256667246036
ACH-000867,-0.2968680826781576
ACH-000869,-0.4148957174317726
ACH-000872,-0.27951065131341823
ACH-000873,-0.5424804165324822
ACH-000876,-0.3137162846800142
ACH-000878,-0.40711224616353
ACH-000880,-0.4120714410562509
ACH-000881,-0.3641167729137608
ACH-000882,-0.3016115881570058
ACH-000884,-0.2644917141672241
ACH-000885,-0.24567190007091666
ACH-000887,-0.32882501025498234
ACH-000889,-0.27093389792359523
ACH-000896,-0.4442783467210821
ACH-000898,-0.14606358255302213
ACH-000900,-0.28606994033374894
ACH-000901,-0.3458650733555281
ACH-000905,-0.30368352277577965
ACH-000906,-0.3718544306030777
ACH-000907,-0.4281583155402556
ACH-000910,-0.19392373265037
ACH-000911,-0.17327036899695344
ACH-000912,-0.2911663445821733
ACH-000913,-0.38590938389968105
ACH-000915,-0.1022206109664875
ACH-000916,-0.5748453247471363
ACH-000917,-0.3402945461008484
ACH-000920,-0.5613288402511994
ACH-000921,-0.2090557139617092
ACH-000924,-0.34548765403732945
ACH-000926,-0.1822550198039569
ACH-000928,-0.028100133350044448
ACH-000929,-0.15446526654333192
ACH-000932,-0.5064307313395974
ACH-000935,-0.2773972004113983
ACH-000936,-0.4982939124135208
ACH-000937,-0.21534961457361435
ACH-000938,-0.8913556718172293
ACH-000939,-0.2211426804738548
ACH-000941,-0.3561357726380391
ACH-000943,-0.26923855167292365
ACH-000946,-0.4521994832454698
ACH-000947,-0.4472848522278992
ACH-000948,-0.4862420319864775
ACH-000950,-0.3849636076042027
ACH-000953,-0.2503499774823096
ACH-000954,-0.3186402568609808
ACH-000957,-0.28625354524430024
ACH-000958,-0.4272668826866601
ACH-000960,-0.1933141193078597
ACH-000963,-0.4170914719347691
ACH-000968,-0.17274608363630206
ACH-000969,-0.32616572214943995
ACH-000972,-0.09588099878374894
ACH-000973,-0.3255738634664133
ACH-000974,-0.4955107074017727
ACH-000978,-0.7582414691866365
ACH-000984,-0.4593830138081129
ACH-000986,-0.3095816746040661
ACH-000988,-0.2541872500447694
ACH-000993,-0.2740278868692566
ACH-000994,-0.23441510447833705
ACH-000996,-0.3287831603769408
ACH-001001,-0.3324040985328521
ACH-001020,-0.428648887596938
ACH-001028,-0.4240466064882609
ACH-001031,-0.7379383456448235
ACH-001038,-0.2839264955700981
ACH-001048,-0.4076637683982244
ACH-001050,-0.3183028767990347
ACH-001053,-0.27301985306933
ACH-001054,-0.5550869834884316
ACH-001061,-0.30731283639257706
ACH-001067,-0.486430789518465
ACH-001075,-0.4218943301124358
ACH-001096,-0.566672404351115
ACH-001111,-0.06792341843841371
ACH-001119,-0.4783450481417664
ACH-001128,-0.5691530205343625
ACH-001134,-0.2883591678235259
ACH-001151,-0.3294335945109418
ACH-001163,-0.2873532373524537
ACH-001164,-0.3454006088169166
ACH-001183,-0.20637083424259375
ACH-001192,-0.27785690684172226
ACH-001193,-0.032943585496334915
ACH-001196,-0.5726356005081223
ACH-001197,-0.4664490803291567
ACH-001205,0.028945294713231793
ACH-001211,-0.3918942942997991
ACH-001212,-0.5073589426385829
ACH-001228,-0.19254178699356328
ACH-001232,-0.4524189425459085
ACH-001239,-0.2647288439625848
ACH-001270,-0.08980680480364107
ACH-001274,-0.24410452368169994
ACH-001275,-0.2547626069008989
ACH-001277,-0.2003937126939556
ACH-001278,-0.4932772005853235
ACH-001280,0.003648359757712672
ACH-001283,-0.4981092421361175
ACH-001289,-0.2833232174659581
ACH-001300,-0.49421442565407797
ACH-001301,-0.4512158080471833
ACH-001302,-0.17711957139962128
ACH-001306,-0.4163908793543744
ACH-001318,-0.3232447720443833
ACH-001322,-0.7101038558220985
ACH-001328,-0.3050604958425796
ACH-001332,-0.22410959223960736
ACH-001336,-0.3175102459125307
ACH-001346,-0.29001941380297586
ACH-001353,-0.41020773779333697
ACH-001354,-0.1639638344149733
ACH-001367,-0.5464985035375138
ACH-001368,-0.2300341447781733
ACH-001374,-0.4852450313854662
ACH-001377,-0.2777855471245088
ACH-001380,-0.2753518844482363
ACH-001391,-0.2378170892735525
ACH-001408,-0.27625099799172426
ACH-001430,-0.2436929054198497
ACH-001431,-0.17659586537260938
ACH-001450,-0.9893154558565059
ACH-001496,-0.17080933159500106
ACH-001500,-0.2588592642579473
ACH-001523,-0.3484961372798103
ACH-001532,-0.7890251769416834
ACH-001550,-0.4726073862831594
ACH-001552,-0.3107513110622961
ACH-001554,-0.6020906571087798
ACH-001654,-0.31116937540640977
ACH-001735,-0.18904551058773114
ACH-001736,-0.19894052504561616
ACH-001737,-0.2825676545032931
ACH-001740,-0.5710317075583332
ACH-001745,-0.7634937850395932
ACH-001765,-0.4612175861687993
