,DTYMK (1841)
ACH-000004,-1.398731289531501
ACH-000005,-1.61295542446705
ACH-000007,-1.0751468801377877
ACH-000009,-1.1231632023640052
ACH-000011,-1.3825367354689222
ACH-000012,-1.2407388196724178
ACH-000013,-0.3812591795407043
ACH-000014,-1.4169366218103407
ACH-000015,-1.2409410042561655
ACH-000017,-1.4855665549733
ACH-000018,-1.3462186384333323
ACH-000019,-1.2026944399672732
ACH-000021,-1.3107154233328056
ACH-000022,-1.59405832598663
ACH-000025,-1.239438431146332
ACH-000028,-1.2089787606740527
ACH-000030,-1.250234884940126
ACH-000035,-0.9853243719152084
ACH-000036,-1.4523368516819464
ACH-000037,-0.6455024782571672
ACH-000039,-1.3528735309339917
ACH-000040,-0.8488601307820811
ACH-000041,-1.4118273410141575
ACH-000042,-1.4387830624067357
ACH-000045,-1.1843515987145166
ACH-000047,-1.4184306977381562
ACH-000052,-1.0059874068472592
ACH-000053,-1.3629900435698608
ACH-000054,-1.2847091264964383
ACH-000055,-0.8984685751164863
ACH-000060,-1.1904596263985188
ACH-000067,-1.1406702749370723
ACH-000070,-1.4197340724331042
ACH-000075,-0.6729067595706205
ACH-000078,-1.1362188949761247
ACH-000082,-0.6276763325156051
ACH-000085,-1.1926291243608078
ACH-000086,-0.3734639221307819
ACH-000087,-1.2605128175013685
ACH-000092,-1.377857847250183
ACH-000095,-1.3500829747679983
ACH-000097,-1.3469533316885467
ACH-000098,-0.4494347306038219
ACH-000099,-1.1594196224107058
ACH-000108,-1.2859604538215041
ACH-000113,-1.0971134217610512
ACH-000116,-0.9547581985665016
ACH-000118,-1.0442891634580027
ACH-000120,-1.0268244271832587
ACH-000123,-1.124836850888171
ACH-000127,-1.4120303803101253
ACH-000128,-1.2983792387551791
ACH-000132,-0.7448876650494882
ACH-000133,-1.2579305178651885
ACH-000137,-1.1060062688114
ACH-000138,-1.3674596553487668
ACH-000142,-1.3369654065495722
ACH-000143,-1.1573670913341625
ACH-000146,-1.6256893608635037
ACH-000148,-0.5630442422141436
ACH-000150,-0.7804988959457927
ACH-000152,-1.5073640555089138
ACH-000153,-0.5116419748450738
ACH-000159,-1.2956122908167416
ACH-000160,-1.0156563424134202
ACH-000163,-0.5720390363399164
ACH-000167,-1.559831536219013
ACH-000168,-1.4577817396064496
ACH-000169,-1.3339073653689506
ACH-000178,-1.3207264707945174
ACH-000183,-1.362921583553097
ACH-000188,-1.2343928659896126
ACH-000189,-1.3532329574839292
ACH-000190,-0.937126602017174
ACH-000198,-1.300215758526102
ACH-000203,-1.7466404884587556
ACH-000204,-0.9702575164853552
ACH-000206,-1.4176703893658604
ACH-000207,-1.5183139638096528
ACH-000208,-0.5114875534854506
ACH-000210,-1.1870837544119222
ACH-000211,-1.0313366137124444
ACH-000215,-1.0246831094853108
ACH-000221,-0.9056499675109114
ACH-000222,-1.1557814528725714
ACH-000223,-1.7300908447172532
ACH-000226,-1.220567717680363
ACH-000227,-1.2607135778375156
ACH-000228,-1.217382894878555
ACH-000231,-1.4060597877834196
ACH-000232,-1.1595809674656532
ACH-000233,-1.3603489076618465
ACH-000234,-1.5582595556751888
ACH-000235,-1.4179126752453637
ACH-000237,-0.7474558266656103
ACH-000238,-1.0421839393749406
ACH-000242,-1.1897618991647556
ACH-000243,-1.1985471110017465
ACH-000244,-0.7745370631584216
ACH-000246,-0.9706350211512412
ACH-000248,-1.3488821027762692
ACH-000250,-1.37838314623306
ACH-000251,-1.3492971499603872
ACH-000252,-1.4404137107378647
ACH-000253,-1.2804627753490707
ACH-000255,-0.6424805760420899
ACH-000256,-1.1099523361322658
ACH-000257,-1.5835954367330156
ACH-000258,-1.1770762488121045
ACH-000259,-1.3974590019822606
ACH-000260,-1.227529263141098
ACH-000261,-1.2195459644866795
ACH-000262,-1.1541645806732947
ACH-000263,-1.5365923209131742
ACH-000264,-0.9211461978289306
ACH-000265,-1.1044420229062977
ACH-000266,-1.4305182798198512
ACH-000272,-1.4504536817497389
ACH-000274,-1.2891220492208582
ACH-000277,-1.303192572296024
ACH-000278,-1.2298698961594487
ACH-000279,-1.429113288994219
ACH-000280,-1.122822898234582
ACH-000281,-1.2688015923266012
ACH-000288,-1.4145617311618146
ACH-000291,-0.6080214758454044
ACH-000293,-1.1283868048723422
ACH-000294,-1.3385957839421738
ACH-000295,-1.311986749942237
ACH-000296,-0.995517720115798
ACH-000302,-0.8558382432332817
ACH-000304,-1.8604701399296832
ACH-000307,-1.4856749947202883
ACH-000308,-1.7316463251051732
ACH-000310,-1.2012499863651456
ACH-000311,-1.3936150123792066
ACH-000312,-1.2105976889271204
ACH-000315,-1.4300850235693552
ACH-000316,-0.8987017365204444
ACH-000317,-1.6548435206371654
ACH-000318,-1.5081043172389492
ACH-000319,-1.1424543057386305
ACH-000320,-1.342931614971966
ACH-000322,-1.220221707014339
ACH-000323,-0.9002181149109174
ACH-000324,-1.314529799184878
ACH-000329,-1.182026399322016
ACH-000330,-1.3397151856651497
ACH-000331,-0.7894031047887768
ACH-000332,-1.3556546174780777
ACH-000334,-1.4793550446358614
ACH-000335,-1.3206969355206688
ACH-000336,-1.4052163735417549
ACH-000337,-1.5038910755876644
ACH-000338,-1.2467346269617965
ACH-000339,-1.4629519122772212
ACH-000341,-1.7656233092446856
ACH-000348,-1.4944525573503769
ACH-000350,-1.139620405164334
ACH-000352,-1.2246944736546497
ACH-000356,-0.9993092059081966
ACH-000361,-1.308082117893211
ACH-000362,-1.2151487633695937
ACH-000363,-1.5495995095167978
ACH-000364,-0.6296425302200882
ACH-000365,-1.3496422321079236
ACH-000366,-1.4394237405572952
ACH-000368,-0.44731535404955897
ACH-000374,-1.3853073096072903
ACH-000375,-1.0520915281992074
ACH-000376,-0.9808667929653964
ACH-000381,-1.3705712322551735
ACH-000383,-1.4426874510070602
ACH-000387,-1.659586159130779
ACH-000389,-0.9354244813040928
ACH-000390,-1.5313128251730308
ACH-000393,-0.6178363486524456
ACH-000395,-1.0236451041307688
ACH-000396,-1.6333898155467284
ACH-000397,-1.2717335150811342
ACH-000401,-1.2023165944247551
ACH-000402,-1.216414053284815
ACH-000403,-1.3130295201202953
ACH-000404,-1.2004616344106962
ACH-000406,-1.8210772604013132
ACH-000407,-1.0004566802316073
ACH-000408,-1.2621337559105
ACH-000410,-0.7160896490770233
ACH-000411,-1.3033975347485278
ACH-000414,-1.2640173006075412
ACH-000415,-1.3274638272440418
ACH-000416,-1.1509426323499805
ACH-000420,-0.6161956813299212
ACH-000421,-1.2765784651137015
ACH-000424,-1.3940272041285966
ACH-000425,-1.297907525039718
ACH-000426,-1.9184250254495248
ACH-000427,-1.5580902231027447
ACH-000433,-0.5439232723302151
ACH-000435,-1.5857085918675882
ACH-000436,-1.3811347163755725
ACH-000444,-1.1668689246905957
ACH-000445,-1.5582518738276585
ACH-000448,-1.2952866443963664
ACH-000450,-1.2731636295025233
ACH-000452,-1.1075760455587569
ACH-000454,-1.41643295280224
ACH-000458,-1.1271858759229807
ACH-000459,-1.5527657001947182
ACH-000460,-1.2898155372507814
ACH-000461,-1.2105501011339632
ACH-000463,-0.8113598140644936
ACH-000464,-0.7979875766366534
ACH-000466,-1.4581851500073204
