,CORO6 (84940)
ACH-000004,-0.3935600267285255
ACH-000005,-0.04060678528986286
ACH-000007,-0.1891969555682033
ACH-000009,-0.32159290002947244
ACH-000011,-0.1643735723257222
ACH-000012,-0.3762063651866163
ACH-000013,-0.3191279451935621
ACH-000014,-0.04312532762263229
ACH-000015,-0.123518818186272
ACH-000017,-0.4069051235947329
ACH-000018,-0.14088116563976524
ACH-000019,-0.5518767655707395
ACH-000021,-0.2445939223420057
ACH-000022,-0.2437957258003453
ACH-000025,-0.05034929590640799
ACH-000028,-0.3468420484316704
ACH-000030,-0.2280041968036169
ACH-000035,-0.3218021555044301
ACH-000036,-0.3685021083295707
ACH-000037,-0.1400869679303408
ACH-000039,-0.23749010048681984
ACH-000040,-0.37418406029127205
ACH-000041,-0.3166238784129257
ACH-000042,-0.1983713770233463
ACH-000045,-0.3023612626273923
ACH-000047,-0.2442366155978525
ACH-000052,-0.2186995859262679
ACH-000053,-0.3881352000646519
ACH-000054,-0.2140780686016644
ACH-000055,-0.17279487859921475
ACH-000060,-0.23519547112246306
ACH-000067,-0.3583571121252444
ACH-000070,-0.08460442371686598
ACH-000075,-0.3332986663450569
ACH-000078,-0.20803925278987725
ACH-000082,-0.2545026974719332
ACH-000085,-0.07568213839168003
ACH-000086,-0.38864189286254497
ACH-000087,-0.4738984201552386
ACH-000092,-0.06865789027128423
ACH-000095,-0.29601651311902816
ACH-000097,-0.2981902229434069
ACH-000098,-0.1959962251683999
ACH-000099,-0.11018887551705267
ACH-000108,-0.25405489240269713
ACH-000113,-0.07848985555081525
ACH-000116,-0.2921944272610755
ACH-000118,-0.14219994208422748
ACH-000120,-0.16695611879688604
ACH-000123,-0.30102492250913626
ACH-000127,-0.2478853049750372
ACH-000128,-0.23835556832955745
ACH-000132,-0.22253977841230566
ACH-000133,-0.16356249624008054
ACH-000137,-0.1600391444035781
ACH-000138,-0.1240401286548853
ACH-000142,-0.3465141567484131
ACH-000143,-0.2015323381704152
ACH-000146,-0.17003328242023505
ACH-000148,-0.2651526100573143
ACH-000150,-0.14155094279904668
ACH-000152,-0.25190342533446985
ACH-000153,-0.2847758870673524
