,GMPS (8833)
ACH-000004,-0.9783303360752184
ACH-000005,-0.9765674759058892
ACH-000007,-0.7348062070338703
ACH-000009,-0.6023295516886035
ACH-000011,-0.6872209242833375
ACH-000012,-0.4501356434626483
ACH-000013,-0.29518646461322445
ACH-000014,-0.8580660339344611
ACH-000015,-0.5995882590004299
ACH-000017,-1.0422765926428303
ACH-000018,-0.7442825186111931
ACH-000019,-0.8990022026733241
ACH-000021,-0.8856524127784778
ACH-000022,-0.7789720849049008
ACH-000025,-0.8618037792514356
ACH-000028,-0.8146858130407788
ACH-000030,-0.9756265033428734
ACH-000035,-0.5663930968196305
ACH-000036,-0.6117483798344308
ACH-000037,-0.4235985638729965
ACH-000039,-0.4723497441239883
ACH-000040,-0.3124460265851315
ACH-000041,-0.6483716333052743
ACH-000042,-0.7824958870963725
ACH-000045,-0.6135984046995157
ACH-000047,-0.9981401413779156
ACH-000052,-0.1850837575820478
ACH-000053,-0.9869859544772608
ACH-000054,-0.5277890395583746
ACH-000055,-0.4937253152501008
ACH-000060,-0.7636751122091046
ACH-000067,-0.4089335622928096
ACH-000070,-0.7427016700414024
ACH-000075,-0.5111095941814726
ACH-000078,-0.2896515909863792
ACH-000082,-0.5137158272858047
ACH-000085,-0.8435338058983001
ACH-000086,-0.13828437981671246
ACH-000087,-1.2574277593813907
ACH-000092,-0.3648178396949493
ACH-000095,-0.6821142212398608
ACH-000097,-1.0530563669993978
ACH-000098,-0.28783654902273065
ACH-000099,-0.6553804374603323
ACH-000108,-1.0051907519721173
ACH-000113,-0.23364267103496905
ACH-000116,-0.14895484357801053
ACH-000118,-0.8255561246551941
ACH-000120,-0.24436381973774965
ACH-000123,-0.7220496590222201
ACH-000127,-0.9746142145539132
ACH-000128,-0.5320175994186593
ACH-000132,-0.4507078208365538
ACH-000133,-0.29393248215050344
ACH-000137,-0.39035416617388097
ACH-000138,-0.9290033156589064
ACH-000142,-0.720063065815119
ACH-000143,-0.7506392615229662
ACH-000146,-1.034963674265631
ACH-000148,-0.42087123255998976
ACH-000150,-0.2746839073208109
ACH-000152,-0.6646566192471645
ACH-000153,-0.2906081008669531
ACH-000159,-1.0061194239816005
ACH-000160,-0.4098346777062977
ACH-000163,-0.4896436459328897
ACH-000167,-0.8415732459913969
ACH-000168,-0.5717486490080969
ACH-000169,-0.4525177099770089
ACH-000178,-0.9769206577917084
ACH-000183,-0.8394751824073945
ACH-000188,-0.6534574223327476
ACH-000189,-1.0370457285559205
ACH-000190,-0.7971929490252472
ACH-000198,-0.7377839181492724
ACH-000203,-1.1308195503166685
ACH-000204,-0.4649974719691023
ACH-000206,-1.0175625793584255
ACH-000207,-0.9511421864489764
ACH-000208,-0.8101794836650905
ACH-000210,-1.0604370074466034
ACH-000211,-0.21630924593971884
ACH-000215,-0.2712202209449848
ACH-000221,-0.2872025853018749
ACH-000222,-0.9985756462678572
ACH-000223,-0.5170551390613694
ACH-000226,-0.811744982979603
ACH-000227,-0.2261173236367057
ACH-000228,-0.5003267741918573
ACH-000231,-0.23304033618726694
ACH-000232,-0.07816392784875058
ACH-000233,-0.8005910781941991
ACH-000234,-1.0226049270843371
ACH-000235,-1.1503530558739603
ACH-000237,-0.4695384358650744
ACH-000238,-0.4709632817651597
ACH-000242,-0.07938006006918735
ACH-000243,-0.6166986024608917
ACH-000244,-0.1785082408471407
ACH-000246,-0.288469530427523
ACH-000248,-0.8861364036573997
ACH-000250,-0.7779653912217066
ACH-000251,-0.6935480844102425
ACH-000252,-0.8143712295499305
ACH-000253,-0.9939310859456484
ACH-000255,-0.5107052285038172
ACH-000256,-0.5969725323730182
ACH-000257,-0.5914318561190631
ACH-000258,-0.984824802664648
ACH-000259,-0.5853459835732685
ACH-000260,-0.3716912874017047
ACH-000261,-0.5987757288256012
ACH-000262,-0.600386856670463
ACH-000263,-0.9057542833332004
ACH-000264,-0.6404180165798061
ACH-000265,-0.6318277083334539
ACH-000266,-1.1717302736020443
ACH-000272,-0.9682509863773
ACH-000274,-0.4625874245412244
ACH-000277,-1.0336533175980382
ACH-000278,-1.0535548534310328
ACH-000279,-1.0074909244553878
ACH-000280,-0.474364274597585
ACH-000281,-0.9098641981603612
ACH-000288,-0.4986757924530629
ACH-000291,-0.1842435773028264
ACH-000293,-0.39006273686792814
ACH-000294,-1.1855125089117873
ACH-000295,-0.9820917751981756
ACH-000296,-0.6221605380245748
ACH-000302,-0.5078103176557981
ACH-000304,-0.5459559316395319
ACH-000307,-1.2185265765400612
ACH-000308,-0.9991620444502995
ACH-000310,-0.16802656589442627
ACH-000311,-0.6284058127083147
ACH-000312,-0.8886799371495703
ACH-000315,-0.9254354324111578
ACH-000316,-0.3751431004011697
ACH-000317,-1.5368248177507633
ACH-000318,-1.260188236565677
ACH-000319,-0.3783146594356927
ACH-000320,-0.5502168082746188
ACH-000322,-0.683349604490635
ACH-000323,-0.40421457524816096
ACH-000324,-0.8430831111262881
ACH-000329,-0.41973991064591604
ACH-000330,-0.95018368456384
ACH-000331,-0.15729837023736987
ACH-000332,-0.6615527172275802
ACH-000334,-1.1877520459401456
ACH-000335,-0.9279644885412256
ACH-000336,-0.5207260992490679
ACH-000337,-0.8847346430101173
ACH-000338,-0.8507348182978559
ACH-000339,-0.9424798751537564
ACH-000341,-0.5179998006983216
ACH-000348,-0.3910688535545119
ACH-000350,-0.4476476438118602
ACH-000352,-1.0267218419976152
ACH-000356,-0.8670134131784799
ACH-000361,-0.5548612564390168
ACH-000362,-0.7150664249596748
ACH-000363,-0.8786327916793447
ACH-000364,-0.3390392131866898
ACH-000365,-0.7691363557763095
ACH-000366,-0.6472418933888292
ACH-000368,-0.24153026527713894
ACH-000374,-0.6640475515208907
ACH-000375,-0.9276530403137212
ACH-000376,-0.3458841287954085
ACH-000381,-0.900966726599986
ACH-000383,-1.065275401656438
ACH-000387,-1.1094428254200883
ACH-000389,-0.04421545372535412
ACH-000390,-0.886058545606471
ACH-000393,-0.32381642465312194
ACH-000395,-0.8197649006663353
ACH-000396,-0.5743980310390826
ACH-000397,-0.9423285642837768
ACH-000401,-0.8805119482005346
ACH-000402,-0.84723911300081
ACH-000403,-0.40934837800268814
ACH-000404,-0.6629485126720298
ACH-000406,-1.2151737894495087
ACH-000407,-0.3112513721810702
ACH-000408,-0.8124766187465812
ACH-000410,-0.7987484081135776
ACH-000411,-0.9428353430043906
ACH-000414,-0.6081977624572752
ACH-000415,-0.2050833892024395
ACH-000416,-1.0428710725453878
ACH-000420,-0.3337328933628864
ACH-000421,-0.9838630943456051
ACH-000424,-0.9057480939709636
ACH-000425,-0.8627570288372405
ACH-000426,-0.8602258971459055
ACH-000427,-0.6588658808313602
ACH-000433,-0.09512253453575982
ACH-000435,-1.3453328185840747
ACH-000436,-0.9340253790524842
ACH-000444,-1.1718930381515285
ACH-000445,-0.6387086806162555
ACH-000448,-0.9177663391560812
ACH-000450,-0.499972908351178
ACH-000452,-0.9134370172006798
ACH-000454,-0.6754997127318352
ACH-000458,-0.846044671640684
ACH-000459,-0.9659009457633424
ACH-000460,-0.7871312156029946
ACH-000461,-0.846262779398733
ACH-000463,-0.4178191965304761
ACH-000464,-0.3705856442578711
ACH-000466,-0.6330239018343751
ACH-000467,-0.5882623832777443
ACH-000468,-0.5868662647221747
ACH-000469,-0.22823349089920505
ACH-000470,-0.7220124779961137
ACH-000471,-1.1592292931951345
ACH-000472,-0.2747874098715495
ACH-000473,-0.27306641195980585
ACH-000475,-0.8060812053245536
ACH-000476,-0.656424384976684
ACH-000477,-1.07056856218562
ACH-000479,-0.2825991855280808
ACH-000480,-0.208672853065204
ACH-000481,-0.8359298212807128
ACH-000483,-0.4644662380867944
ACH-000484,-1.0671202669253277
ACH-000485,-0.8797118095043732
ACH-000486,-0.6893992734723501
ACH-000487,-0.9466464812233694
ACH-000488,-0.3037518152520315
ACH-000490,-0.4420919846245909
ACH-000491,-0.6596813228342032
ACH-000495,-0.7984928904884562
ACH-000496,-0.903606318852926
ACH-000499,-0.7329770614978394
ACH-000500,-0.9221778165532613
ACH-000502,-0.8809063150957602
ACH-000503,-0.662602364695545
ACH-000505,-0.4963782174308228
ACH-000507,-0.7754737248070366
ACH-000510,-0.7642483490763917
ACH-000511,-0.3988440271115084
ACH-000512,-0.829603190405241
ACH-000516,-0.4699622505035013
ACH-000517,-0.8920720804553806
ACH-000518,-0.4933867807205914
ACH-000520,-0.6896092577337454
ACH-000521,-0.8370787231876443
ACH-000522,-0.8482427937313202
ACH-000524,-0.3210153286293362
ACH-000527,-0.6238346798085574
ACH-000528,-0.3636903912018316
ACH-000537,-0.8370548453354114
ACH-000541,-0.6533234713039887
ACH-000542,-0.8240664423558866
ACH-000544,-0.7567086805870163
ACH-000545,-0.5045489121490611
ACH-000547,-0.37262281040389816
ACH-000548,-0.9030020171989462
ACH-000549,-0.6122654415274689
ACH-000550,-0.6223341391327136
ACH-000552,-1.0223094902056438
ACH-000556,-1.0134801858210594
ACH-000557,-1.248087102738998
ACH-000569,-0.15431545985765308
ACH-000570,-0.2514983374262495
ACH-000571,-0.5781717817117225
ACH-000573,-1.1952516010618632
ACH-000576,-1.0943832257250148
ACH-000579,-0.8059059289991477
ACH-000580,-0.3351259520538853
ACH-000584,-1.105046012310108
ACH-000585,-0.5101058269654478
ACH-000588,-0.8787458961829323
ACH-000589,-0.3883697700570666
ACH-000591,-0.4024632854026685
ACH-000593,-0.9701811310597652
ACH-000600,-0.3401898210375656
ACH-000601,-0.6887341004273551
ACH-000605,-0.8058164654996393
ACH-000606,-0.4393501430693706
ACH-000608,-1.0374751648496658
ACH-000614,-1.071074596449246
ACH-000616,-0.2934326020997643
ACH-000618,-0.9435811262267696
ACH-000619,-0.5752343041765019
ACH-000620,-0.7953141565453454
ACH-000621,-0.801933345543323
ACH-000622,-0.35726134238722684
ACH-000623,-0.44580197841331937
ACH-000624,-0.8869013484039459
ACH-000627,-0.3821969307624846
ACH-000630,-0.301807462064829
ACH-000631,-0.6668479850433064
ACH-000632,-0.5122952339683224
ACH-000633,-0.4992342366723545
ACH-000637,-0.2052311074424063
ACH-000638,-0.6439783680091989
ACH-000646,-0.8700918197207923
ACH-000647,-0.9466853641769456
ACH-000648,-1.3621242356366012
ACH-000649,-0.7544780271471829
ACH-000651,-0.9072782011172518
ACH-000652,-1.0871250240797832
ACH-000653,-1.0824756692342803
ACH-000657,-0.33097834443780777
ACH-000658,-1.007008014272644
ACH-000661,-1.1433778503390375
ACH-000662,0.044254367823275985
ACH-000663,-1.0861029782810656
ACH-000665,-0.4850240199231186
ACH-000671,-0.4468710138584877
ACH-000672,-0.6607376424082487
ACH-000673,-0.3145319351141846
ACH-000676,-1.1330112687229716
ACH-000677,-0.6183048446181321
ACH-000681,-0.34333824814863995
ACH-000683,-0.5763571094444254
ACH-000684,-0.6854632859983252
ACH-000688,-0.6365308015368022
ACH-000693,-0.7424757044546423
ACH-000694,-0.5379480305923998
ACH-000695,-0.944416894558126
ACH-000696,-0.8329724105410486
ACH-000697,-0.6607022713353554
ACH-000699,-0.8130182540936474
ACH-000701,-0.8862810248006605
ACH-000706,-1.0630819031373495
ACH-000711,-0.7927650870954296
ACH-000713,-0.5799400930743002
ACH-000714,-0.7191203941146289
ACH-000718,-0.2167589435844013
ACH-000720,-0.3320701107331156
ACH-000721,-0.7969351227802072
ACH-000724,-0.6466529287431572
ACH-000725,-0.6165703132034467
ACH-000732,-0.4772684537416657
ACH-000734,-0.8565347688351975
ACH-000735,-0.7734886543229158
ACH-000736,-0.6337885243033258
ACH-000738,-0.2648642744612506
ACH-000746,-1.0767298652724309
ACH-000747,-0.8323124666716705
ACH-000748,-0.2388205757098037
ACH-000753,-1.0170925446740706
ACH-000756,-0.11649615571195054
ACH-000757,-0.24145766354965964
ACH-000758,-0.8446609472499373
ACH-000760,-0.954083525168083
ACH-000762,-0.2631868864050928
ACH-000763,-0.6363534367840218
ACH-000764,-0.7368086399486039
ACH-000765,-0.9228315932631328
ACH-000766,-0.7508966211681223
ACH-000767,-0.4700066037146872
ACH-000768,-1.1138632184319848
ACH-000769,-0.5054850485164506
ACH-000770,-0.849775161851502
ACH-000771,-0.220069928571427
ACH-000773,-0.7723062321484583
ACH-000776,-0.8885328120927019
ACH-000777,-1.0470938721768406
ACH-000778,-0.290681649126706
ACH-000781,-0.9320131743177552
ACH-000782,-0.7385518881506618
ACH-000783,-0.4946029879286413
ACH-000784,-0.763072988624375
ACH-000785,-1.1192300029809468
ACH-000787,-0.9477481000639808
ACH-000788,-0.5644133942981032
ACH-000791,-0.9690459132023536
ACH-000792,-0.3090942370004876
ACH-000794,-0.455714071291607
ACH-000796,-1.14819022746164
ACH-000798,-0.6370269941360757
ACH-000799,-0.4365679621983094
ACH-000800,-0.8493612439595398
ACH-000802,-0.3585742505529967
ACH-000804,-0.6205225876590001
ACH-000805,-0.7744323621969004
ACH-000809,-0.6430003781502442
ACH-000810,-0.8101843244798864
ACH-000811,-0.6184223937948292
ACH-000817,-0.5648822495942275
ACH-000819,-0.5295199502755966
ACH-000820,-0.5994513013813906
ACH-000821,-1.3078178023321774
ACH-000822,-1.2526484492622805
ACH-000823,-1.0258926363586325
ACH-000824,-0.17052824580725706
ACH-000827,-0.9027259684802384
ACH-000829,-0.8325236041437238
ACH-000831,-0.7867036915662322
ACH-000832,-0.5257938154015585
ACH-000833,-1.2273644336685319
ACH-000834,-0.09347002771093756
ACH-000835,-1.0100946221886482
ACH-000836,-0.8859282897094761
ACH-000837,-1.0015567403675787
ACH-000838,-1.3208967764044388
ACH-000839,-0.31592393877609803
ACH-000840,-1.3925448140287042
ACH-000841,-0.755395369796986
ACH-000843,-1.0179208367384245
ACH-000846,-0.4977029155873959
ACH-000847,-0.5866647678922191
ACH-000848,-1.0704160954544264
ACH-000849,-0.8532488259084667
ACH-000851,-0.7034838276139973
ACH-000855,-0.4980086524349662
ACH-000856,-0.8469892579608743
ACH-000858,-0.15590945295698624
ACH-000859,-0.9003712142165227
ACH-000861,-0.12606998255618984
ACH-000862,-0.7122667416831574
ACH-000865,-0.4279521027720533
ACH-000866,-1.0205512241449457
ACH-000867,-0.8632216133578784
ACH-000869,-0.7634158344246306
ACH-000872,-0.925138846942782
ACH-000873,-0.5873970573431491
ACH-000876,-1.0592196091542403
ACH-000878,-1.3575941746277478
ACH-000880,-0.7311445656830129
ACH-000881,-0.5766951922782739
ACH-000882,-1.0038978394229223
ACH-000884,-0.6646164113463601
ACH-000885,-0.5754765403425937
ACH-000887,-0.7446485445595271
ACH-000889,-0.9459918065449556
ACH-000896,-1.230629289638181
ACH-000898,-1.0639892748194657
ACH-000900,-0.44591068971843495
ACH-000901,-0.32664158474672905
ACH-000905,-0.456491105349409
ACH-000906,-0.7507893908047412
ACH-000907,-0.3986324724564682
ACH-000910,-0.9098869995656343
ACH-000911,-0.8523573842693231
ACH-000912,-0.9401897529737268
ACH-000913,-0.4977877317414786
ACH-000915,-0.9131994092830856
ACH-000916,-0.6357052508301874
ACH-000917,-1.187242951457517
ACH-000920,-0.9926110497021796
ACH-000921,-0.8402075588332812
ACH-000924,-1.0773280039230289
ACH-000926,-0.9815657827335236
ACH-000928,-0.7684067666624399
ACH-000929,-0.9457338284730851
ACH-000932,-0.8855790218103955
ACH-000935,-0.5617500019422991
ACH-000936,-0.8581757019291618
ACH-000937,-0.8522379394659787
ACH-000938,-0.8539201771377853
ACH-000939,-0.5480528164478949
ACH-000941,-0.7480045777152745
ACH-000943,-0.06309551626230976
ACH-000946,-0.8842338134716113
ACH-000947,-0.5018419675959612
ACH-000948,-0.9306783829110764
ACH-000950,-0.7934308986259324
ACH-000953,-0.5590123169473891
ACH-000954,-1.040576401914895
ACH-000957,-0.7582264647346946
ACH-000958,-0.5694429922395745
ACH-000960,-0.9094778112027708
ACH-000963,-0.741784156602356
ACH-000968,-0.6465640779183227
ACH-000969,-0.7166513137904028
ACH-000972,-0.3758647181983648
ACH-000973,-0.5069092125173379
ACH-000974,-0.9752529643085236
ACH-000978,-0.8832272703929186
ACH-000984,-0.3748333413393815
ACH-000986,-0.7043709130379885
ACH-000988,-0.7962912149973111
ACH-000993,-0.7857831889018407
ACH-000994,-1.0551597032557607
ACH-000996,-0.3387403037036265
ACH-001001,-0.044656247334450436
ACH-001020,-0.6269161318297625
ACH-001028,-0.9578174359148988
ACH-001031,-0.9780292631187524
ACH-001038,-0.8680743242731513
ACH-001048,-0.8774790752696285
ACH-001050,-0.8858097117099807
ACH-001053,-0.9489708884712328
ACH-001054,-0.8577341226489201
ACH-001061,-0.9372647471440858
ACH-001067,-0.7478948748017253
ACH-001075,-0.8987699017247462
ACH-001096,-0.960696782446446
ACH-001111,-0.6905095642817634
ACH-001119,-0.9509413624500108
ACH-001128,-0.958298638633501
ACH-001134,-0.7863099313150992
ACH-001151,-1.3442789060915843
ACH-001163,-1.165997439905245
ACH-001164,-0.8648013020138163
ACH-001183,-0.09953015160392348
ACH-001192,-0.6208554830431776
ACH-001193,-0.4719387384910212
ACH-001196,-0.9665653202959524
ACH-001197,-0.5566076658589627
ACH-001205,-0.5778178764379025
ACH-001211,-1.1269464432532488
ACH-001212,-0.6663919259271323
ACH-001228,-0.32515611745530626
ACH-001232,-0.2705876676997403
ACH-001239,-0.6884514228319033
ACH-001270,-0.5094439657369316
ACH-001274,-0.9184688526214212
ACH-001275,-0.8471675872753897
ACH-001277,-0.4934573547293181
ACH-001278,-0.8846965194939602
ACH-001280,-0.4263423693131287
ACH-001283,-0.2821841702943402
ACH-001289,-1.010783059351258
ACH-001300,-0.6806604577088249
ACH-001301,-0.1483192422912076
ACH-001302,-1.03148001246691
ACH-001306,-0.5249338418417621
ACH-001318,-0.6983882829565459
ACH-001322,-0.3473832720159182
ACH-001328,-0.3230099018589917
ACH-001332,-0.7489329507788073
ACH-001336,-0.2421066892457326
ACH-001346,-0.5353512725796316
ACH-001353,-0.9598773551357248
ACH-001354,-0.7131054514347686
ACH-001367,-0.7439672355404847
ACH-001368,-0.9742310672873624
ACH-001374,-0.5725045711252056
ACH-001377,-0.6472218695573256
ACH-001380,-1.0332587845089718
ACH-001391,-0.9071851639246982
