,FRS3 (10817)
ACH-000004,-0.2868865600746784
ACH-000005,-0.2889599709270318
ACH-000007,-0.17926178251195352
ACH-000009,-0.1940326613429861
ACH-000011,-0.15730792783715802
ACH-000012,-0.1089271698186124
ACH-000013,-0.27730513996967376
ACH-000014,-0.24161135648529225
ACH-000015,-0.16483042116214255
ACH-000017,-0.04496900825101465
ACH-000018,-0.09808453980646904
ACH-000019,-0.18205181412295984
ACH-000021,-0.16216029141085453
ACH-000022,-0.08211037644129841
ACH-000025,-0.2326418254603761
ACH-000028,-0.19939644125476336
ACH-000030,-0.1538780310718245
ACH-000035,-0.31343467718439555
ACH-000036,-0.001285760267297915
ACH-000037,-0.24880030250530025
ACH-000039,-0.3452800565540303
ACH-000040,-0.15768951788938598
ACH-000041,-0.15607695682384165
ACH-000042,-0.19671545747849045
ACH-000045,-0.11063670957441217
ACH-000047,-0.2440615761622593
ACH-000052,-0.2367379244553185
ACH-000053,-0.1673607581217391
ACH-000054,-0.1638821169648557
ACH-000055,-0.15377879311604836
ACH-000060,-0.2658398920413746
ACH-000067,-0.25633080665847635
ACH-000070,-0.2332268850775412
ACH-000075,-0.3583070152302223
ACH-000078,-0.21190528334477032
ACH-000082,-0.2381881629526005
ACH-000085,-0.21952543339840588
ACH-000086,-0.2344296628961913
ACH-000087,-0.24286340155577266
ACH-000092,-0.23000856734070585
ACH-000095,-0.2013781867657609
ACH-000097,-0.10171784255064376
ACH-000098,-0.2502232532072777
ACH-000099,-0.13661138226030434
ACH-000108,-0.22554760101343566
ACH-000113,-0.1911278738497505
ACH-000116,-0.1213998486078461
ACH-000118,-0.2419948378154981
ACH-000120,-0.23667252098983596
ACH-000123,-0.2421298457848184
ACH-000127,-0.21626595474047994
ACH-000128,-0.3558635700633723
ACH-000132,-0.31043675026853385
ACH-000133,-0.16891737707450152
ACH-000137,-0.10221861271403644
ACH-000138,-0.26227152375017154
ACH-000142,-0.2498383601266101
ACH-000143,-0.1861004010078903
ACH-000146,-0.2792206600360071
ACH-000148,-0.10254829292439313
ACH-000150,-0.1525112511583761
ACH-000152,-0.2375100608013516
ACH-000153,-0.17780524972002135
ACH-000159,-0.1115592624995431
ACH-000160,-0.2362613683460258
ACH-000163,-0.051459788665076514
ACH-000167,-0.2526253224721142
ACH-000168,-0.3385105790819705
ACH-000169,-0.055425051583015084
ACH-000178,-0.25767945140757403
ACH-000183,-0.18575050218342948
