,MSMB (4477)
ACH-000004,0.053211505667505724
ACH-000005,0.048131637481696965
ACH-000007,0.19655857721579476
ACH-000009,0.09630678712873766
ACH-000011,-0.07247872627014047
ACH-000012,-0.1286790192027013
ACH-000013,-0.02010771093830719
ACH-000014,-0.04256175255851563
ACH-000015,-0.04795996064961437
ACH-000017,0.10323248203116456
ACH-000018,0.06258268764705077
ACH-000019,0.07900321180985402
ACH-000021,0.0237282950878456
ACH-000022,0.00900174292140852
ACH-000025,-0.1450596085152155
ACH-000028,0.029684371453333018
ACH-000030,-0.19333892136419556
ACH-000035,-0.16004084943871602
ACH-000036,-0.039647905878758674
ACH-000037,0.04612989535746128
ACH-000039,0.02585255637272696
ACH-000040,0.07835715605650295
ACH-000041,0.022178386077752646
ACH-000042,0.05399928529821263
ACH-000045,0.07967989255940469
ACH-000047,0.14729696995779787
ACH-000052,0.028188412850990593
ACH-000053,-0.06065549338089302
ACH-000054,-0.012400959675981291
ACH-000055,0.06394603614053936
ACH-000060,0.08989371229137208
ACH-000067,-0.11203125645357133
ACH-000070,0.2919417727915997
ACH-000075,0.011132170347788723
ACH-000078,0.1151457241333292
ACH-000082,0.03607380912569539
ACH-000085,-0.14644114303764333
ACH-000086,-0.129523103839278
ACH-000087,0.006037625832718597
ACH-000092,-0.047974064815514486
ACH-000095,-0.007348404619180766
ACH-000097,-0.125931675397969
ACH-000098,0.08148085145268172
ACH-000099,-0.02575997336652057
ACH-000108,0.044076047291033565
ACH-000113,0.042047726025883816
ACH-000116,0.08075691208972036
ACH-000118,0.024028414741360547
ACH-000120,-0.053697277390783206
ACH-000123,-0.1008480784741219
ACH-000127,-0.01219504732166713
ACH-000128,0.00889330800135123
ACH-000132,-0.12903214199805166
ACH-000133,-0.06488087224051224
ACH-000137,-0.08543789482610714
ACH-000138,0.2090797421626537
ACH-000142,-0.002973856853919897
ACH-000143,0.11848546837719255
ACH-000146,-0.07937438513560376
ACH-000148,-0.009235965099998722
ACH-000150,-0.10333883839477168
ACH-000152,-0.08560826431507293
ACH-000153,-0.11889525692415046
ACH-000159,-0.11092928207294588
ACH-000160,-0.11270785567767433
ACH-000163,-0.04710761379477272
ACH-000167,0.04891977152593348
ACH-000168,0.08616315443806745
ACH-000169,-0.0014211093058524235
ACH-000178,-0.019513797700131584
ACH-000183,0.13235040990966754
ACH-000188,0.03358092532373562
ACH-000189,-0.06874332092129773
ACH-000190,-0.03622565224319699
ACH-000198,-0.061531192426606686
ACH-000203,-0.07118801598709043
ACH-000204,-0.15625409504457924
ACH-000206,0.0009336604991835461
ACH-000207,0.027145484042617053
ACH-000208,-0.014186816201530112
ACH-000210,0.2727323552967388
ACH-000211,-0.04941644443213069
ACH-000215,-0.04137236120341733
ACH-000221,0.04479898476502478
ACH-000222,0.06421526688732422
ACH-000223,-0.04741375064216196
ACH-000226,-0.15361754858488685
ACH-000227,-0.0343259304381777
ACH-000228,-0.08893757782369661
ACH-000231,-0.05204805135959776
ACH-000232,-0.11036757442524116
ACH-000233,0.00013372191814187576
ACH-000234,-0.010662639772882392
ACH-000235,-0.004962077006411202
ACH-000237,-0.10681534763264604
ACH-000238,0.0468971723303611
