,PINK1 (65018)
ACH-000004,-0.09956991555895801
ACH-000005,-0.018680716663447703
ACH-000007,0.01864982984175372
ACH-000009,-0.3238016516431878
ACH-000011,-0.06576066251685184
ACH-000012,-0.1655716939917157
ACH-000013,-0.10500491643196616
ACH-000014,-0.2011680318078708
ACH-000015,-0.16329105103796684
ACH-000017,0.054675859436376664
ACH-000018,0.01293814616903926
ACH-000019,0.3365789097110698
ACH-000021,-0.09758495512029622
ACH-000022,0.07283724554158627
ACH-000025,-0.08221274467870787
ACH-000028,0.03790923849881138
ACH-000030,-0.07227312671763003
ACH-000035,-0.2286616875102389
ACH-000036,-0.0393649763089238
ACH-000037,-0.15282047440333385
ACH-000039,-0.21570976931715732
ACH-000040,-0.13368534311978966
ACH-000041,-0.0270283662093339
ACH-000042,-0.06538190818864714
ACH-000045,-0.07985199027970209
ACH-000047,-0.11111537746898634
ACH-000052,-0.2940971271521032
ACH-000053,-0.11214911019433504
ACH-000054,0.018648126154708226
ACH-000055,-0.2568621522168195
ACH-000060,-0.08148556142992543
ACH-000067,-0.12147668993957494
ACH-000070,-0.2639773259569829
ACH-000075,-0.1919358305720215
ACH-000078,-0.12356235262585087
ACH-000082,-0.12444364422840973
ACH-000085,-0.2692556693204098
ACH-000086,-0.18802795916810724
ACH-000087,-0.06734562268707815
ACH-000092,-0.2717515892515716
ACH-000095,-0.060147141170211624
ACH-000097,-0.08209771913577679
ACH-000098,-0.09413540000687072
ACH-000099,-0.054601401028629114
ACH-000108,-0.11344618418716533
ACH-000113,0.015810039298020842
ACH-000116,-0.008719292998378694
ACH-000118,-0.0049993178729908425
ACH-000120,-0.2545616139107971
ACH-000123,-0.15184460835903058
ACH-000127,-0.07292138280787129
ACH-000128,-0.3871422062554867
ACH-000132,0.06455425782347017
ACH-000133,-0.06948222463469607
ACH-000137,-0.3267614098460552
ACH-000138,0.05076967100519232
ACH-000142,-0.14493620187048992
ACH-000143,-0.21755037332112795
ACH-000146,-0.11322542289301273
ACH-000148,-0.13150199183320654
ACH-000150,-0.4624788762288909
ACH-000152,-0.25661311130108755
ACH-000153,-0.08000858318523751
ACH-000159,-0.016976167523092257
ACH-000160,-0.26294470857508273
ACH-000163,-0.17661101034321042
ACH-000167,0.032143858112365815
ACH-000168,-0.05748874993818474
ACH-000169,-0.06468468759577853
ACH-000178,-0.11909250279806215
ACH-000183,-0.20066497145742224
ACH-000188,-0.1206952505524867
ACH-000189,-0.02614362446606645
ACH-000190,-0.04774758252946422
ACH-000198,-0.11397622358113065
ACH-000203,-0.013594796358630128
ACH-000204,-0.19659580500888224
ACH-000206,-0.16030026657122906
ACH-000207,0.1053689592538506
ACH-000208,-0.13524307845550038
ACH-000210,-0.15977538545797673
ACH-000211,-0.08953681508980507
ACH-000215,-0.007519769662516377
ACH-000221,-0.009750602650609171
ACH-000222,-0.2230531002105745
ACH-000223,-0.07293798618245212
ACH-000226,0.016428602719337247
ACH-000227,-0.11406036494018088
ACH-000228,0.08602378989676891
ACH-000231,0.02093038726617201
ACH-000232,-0.028183093761285437
ACH-000233,-0.06007974430159019
ACH-000234,-0.02461522253465817
ACH-000235,-0.04816187919211295
ACH-000237,-0.1720215456348067
ACH-000238,-0.19301394893858792
ACH-000242,0.010965515353356138
ACH-000243,-0.053435343338511326
ACH-000244,-0.12277274503297815
ACH-000246,-0.13497739561752073
ACH-000248,-0.03962680321065242
ACH-000250,-0.03878425077930624
ACH-000251,-0.16387817279876465
ACH-000252,-0.3366237770506101
ACH-000253,-0.12118570653272802
ACH-000255,-0.015842303477129668
ACH-000256,-0.11625074757144765
ACH-000257,-0.1303505138274436
ACH-000258,-0.15445367646032584
ACH-000259,-0.1284585423372083
ACH-000260,-0.12605548312642664
ACH-000261,-6.165400518505513e-05
ACH-000262,-0.11162802879202087
ACH-000263,0.1674748802215712
ACH-000264,-0.12302963661939385
ACH-000265,-0.03757637690682775
ACH-000266,-0.11841814537856928
ACH-000272,-0.11375355728792998
ACH-000274,-0.10083885156864007
ACH-000277,-0.12528918173325082
ACH-000278,-0.1252394349773766
ACH-000279,-0.04857288996500359
ACH-000280,-0.01494805433337545
ACH-000281,-0.3503132518536961
ACH-000288,-0.22309183158662355
ACH-000291,-0.041902238736315885
ACH-000293,-0.2803953747606586
ACH-000294,-0.037423827990562805
ACH-000295,0.13970887436501594
ACH-000296,-0.14411539369095694
ACH-000302,-0.0908384698210218
ACH-000304,-0.13180454084444468
ACH-000307,-0.08641579023525753
ACH-000308,-0.10197483677134182
ACH-000310,-0.004815377676922757
ACH-000311,-0.06898447855863299
ACH-000312,-0.3326103734483604
ACH-000315,-0.2063994755863342
ACH-000316,-0.18004133377127327
ACH-000317,-0.13174643704883074
ACH-000318,0.008988797694351574
ACH-000319,-0.06037889472033305
ACH-000320,-0.22042930002827715
ACH-000322,-0.4531839880002796
ACH-000323,-0.24531031116599125
ACH-000324,-0.13224447549792268
ACH-000329,-0.117218866736177
ACH-000330,0.052183334982759455
ACH-000331,-0.1839698695938548
ACH-000332,-0.10130779256236602
ACH-000334,-0.05097999585846743
ACH-000335,-0.20724767206766495
ACH-000336,-0.034403078557309015
ACH-000337,0.005349569816979059
ACH-000338,-0.2840930827839576
ACH-000339,0.030691275593487326
ACH-000341,-0.1682379731021797
