,THEM4 (117145)
ACH-000004,0.013518584470597549
ACH-000005,0.1586578369344587
ACH-000007,0.058196973642094765
ACH-000009,-0.2130184671436436
ACH-000011,-0.09461445443903252
ACH-000012,-0.05513528624243745
ACH-000013,-0.13718486909654426
ACH-000014,0.04456075642160754
ACH-000015,-0.14662052918972351
ACH-000017,-0.06762355084928688
ACH-000018,-0.1115168354504481
ACH-000019,-0.2734074830125864
ACH-000021,-0.07029094372562521
ACH-000022,-0.004044876913498885
ACH-000025,-0.15511070050145065
ACH-000028,-0.10455786158228893
ACH-000030,-0.06623248385055812
ACH-000035,-0.0919194267715996
ACH-000036,-0.07127023578573921
ACH-000037,-0.06670577918937277
ACH-000039,0.007774447205375685
ACH-000040,-0.08885574700889184
ACH-000041,-0.13853386800987094
ACH-000042,-0.1209175202987022
ACH-000045,-0.17091017432196007
ACH-000047,-0.08120025505398774
ACH-000052,-0.05535650735916657
ACH-000053,-0.2223980831236066
ACH-000054,0.0633321170777345
ACH-000055,-0.031332447355267745
ACH-000060,0.07647646910328171
ACH-000067,-0.14369154135714726
ACH-000070,-0.04990273205596234
ACH-000075,0.06348162176504075
ACH-000078,-0.051422486018044986
ACH-000082,-0.0648648701885706
ACH-000085,-0.04178750410841215
ACH-000086,-0.34661602307416056
ACH-000087,0.16203620977446415
ACH-000092,-0.25460539143276617
ACH-000095,-0.04824446947183602
ACH-000097,-0.16771685352446206
ACH-000098,-0.146407229695159
ACH-000099,-0.087501938334768
ACH-000108,-0.21668856277127127
ACH-000113,-0.15317240292838916
ACH-000116,-0.07175889723931722
ACH-000118,-0.039581461595345736
ACH-000120,-0.2605753913380094
ACH-000123,0.01746475880100261
ACH-000127,-0.0695721721277129
ACH-000128,-0.1561695096599055
ACH-000132,-0.21588711560708565
ACH-000133,-0.043896773524296606
ACH-000137,-0.16876562441518256
ACH-000138,-0.04783123055844689
ACH-000142,-0.126957532846402
ACH-000143,-0.09766427611951367
ACH-000146,-0.016220042547234092
ACH-000148,-0.14327655685191545
ACH-000150,-0.02697278979582677
ACH-000152,-0.09609424934308568
ACH-000153,0.0435837775273268
ACH-000159,-0.048796765102978576
ACH-000160,-0.07744134479449892
ACH-000163,-0.027263283129508376
ACH-000167,0.049304258734912884
ACH-000168,0.07126694403384337
ACH-000169,0.011343557293808428
ACH-000178,-0.11220867947798874
ACH-000183,-0.22742805486192175
ACH-000188,-0.1120549230989534
ACH-000189,-0.03125597417764363
ACH-000190,-0.18479979352291032
ACH-000198,-0.026181809019066055
ACH-000203,-0.33124855297946904
ACH-000204,-0.2505761271609776
