,BFSP1 (631)
ACH-000004,0.11095750884035536
ACH-000005,0.05598321318471841
ACH-000007,-0.058162486674960476
ACH-000009,0.07054450002525647
ACH-000011,0.17578495583458972
ACH-000012,0.09947053855847277
ACH-000013,0.09649053511837498
ACH-000014,0.12592381522252635
ACH-000015,0.12349057570420242
ACH-000017,-0.1400981493522325
ACH-000018,0.03675762173334121
ACH-000019,-0.008536558672771002
ACH-000021,0.0862174470249859
ACH-000022,0.0866547433221133
ACH-000025,0.10267724916806736
ACH-000028,-0.01486372074444182
ACH-000030,-0.02194879766909964
ACH-000035,-0.0936077209127224
ACH-000036,-0.08798495210069744
ACH-000037,-0.04488971547709674
ACH-000039,0.13053904079811882
ACH-000040,0.11332529424582985
ACH-000041,0.0904514766625897
ACH-000042,-0.0802475304717893
ACH-000045,-0.04179234022660387
ACH-000047,0.09046062733318162
ACH-000052,-0.2075231221157882
ACH-000053,-0.0539769279780198
ACH-000054,-0.043745656306747566
ACH-000055,-0.10759371591911812
ACH-000060,-0.1280479138214559
ACH-000067,0.11581931772291708
ACH-000070,-0.22376786635411103
ACH-000075,-0.08520455739446285
ACH-000078,0.06699341481277632
ACH-000082,-0.019311541064872872
ACH-000085,-0.3172109386132269
ACH-000086,0.06602770696038024
ACH-000087,0.051572523963309115
ACH-000092,-0.08542835218252208
ACH-000095,-0.04679369263798562
ACH-000097,0.05859070386389195
ACH-000098,0.009275671200847041
ACH-000099,-0.06456116523875408
ACH-000108,-0.03968240221767308
ACH-000113,0.06114206141332474
ACH-000116,-0.013201685790919002
ACH-000118,-0.1474990721766008
ACH-000120,0.004324547342588406
ACH-000123,-0.12551162240713915
ACH-000127,-0.019370568070490785
ACH-000128,-0.0031624539244688773
ACH-000132,0.0385837998266169
ACH-000133,-0.06471365516656148
ACH-000137,-0.06494516685516005
ACH-000138,0.04909393777337037
ACH-000142,0.17641979612142555
ACH-000143,-0.0933988741802166
ACH-000146,-0.055677618284137684
ACH-000148,-0.043114342760094
ACH-000150,-0.07639744543630891
ACH-000152,0.09678049260783357
ACH-000153,0.060158860401186724
ACH-000159,0.0983139163052216
ACH-000160,0.06374294211955656
ACH-000163,-0.08970893741038091
ACH-000167,-0.04988285988779145
ACH-000168,-0.04997136689777964
ACH-000169,0.05546574316689545
ACH-000178,0.1072764140708696
ACH-000183,-0.06982930096218587
ACH-000188,0.04701561461313943
ACH-000189,0.05234810138878472
ACH-000190,-0.4044336025607361
ACH-000198,0.05370194406084202
ACH-000203,-0.193140862366141
ACH-000204,0.017292012288773438
ACH-000206,-0.18606504800791168
ACH-000207,-0.13242627497748113
ACH-000208,0.02041740114413679
ACH-000210,0.34651481130002565
ACH-000211,0.10580981564279847
ACH-000215,0.054726609543948035
ACH-000221,0.16217866548425147
ACH-000222,0.07379698610561299
ACH-000223,0.10528604030890523
ACH-000226,0.09347856006117736
