,INSIG2 (51141)
ACH-000004,0.12897468292058473
ACH-000005,0.26682163624356403
ACH-000007,0.20980155926421576
ACH-000009,0.08569459378467606
ACH-000011,0.03131018763754452
ACH-000012,0.17688513239619402
ACH-000013,0.03980638539562846
ACH-000014,-0.0027977485338322697
ACH-000015,0.006188958409517398
ACH-000017,0.2019088032715206
ACH-000018,0.15973644993766253
ACH-000019,-0.002354686112942885
ACH-000021,0.20655751688804344
ACH-000022,0.2429533458789017
ACH-000025,0.18047534121411565
ACH-000028,0.16790700172040438
ACH-000030,0.12381402693392413
ACH-000035,-0.006228377726723478
ACH-000036,0.1353632739526386
ACH-000037,0.14195146906421918
ACH-000039,0.05749209005314775
ACH-000040,0.1801889538184348
ACH-000041,0.10859212976537318
ACH-000042,0.2784351503394711
ACH-000045,0.03644941552360791
ACH-000047,0.1988808518790702
ACH-000052,0.03603310847532315
ACH-000053,0.05644323032358356
ACH-000054,0.1480586662491593
ACH-000055,-0.0534131661069658
ACH-000060,0.12321715160364027
ACH-000067,0.12121720570757336
ACH-000070,0.0620574535272753
ACH-000075,0.0035217322960256025
ACH-000078,0.12467583689199675
ACH-000082,0.08813587186385474
ACH-000085,0.21107359351282665
ACH-000086,0.07066374943435899
ACH-000087,0.029869227511633886
ACH-000092,0.07122459530373869
ACH-000095,0.0963908272616277
ACH-000097,0.14828233673627134
ACH-000098,-0.025883544989806898
ACH-000099,0.18272925613225216
ACH-000108,0.10633625981932994
ACH-000113,0.035760123413506865
ACH-000116,0.14496146526582024
ACH-000118,0.6459020059863987
ACH-000120,0.25104168385331743
ACH-000123,0.10095767866679188
ACH-000127,0.2343763577970193
ACH-000128,0.0036968168994862397
ACH-000132,0.20774871557169355
ACH-000133,0.16243862111713592
ACH-000137,0.15669634830248222
ACH-000138,0.19161911053731392
ACH-000142,0.3076348955960597
ACH-000143,0.051412613790311895
ACH-000146,0.17695591791320706
ACH-000148,0.16166084491514485
ACH-000150,-0.02244347911887409
ACH-000152,0.1238907494612191
ACH-000153,0.2585837543439243
ACH-000159,0.18254767461952545
ACH-000160,0.07294835694923286
ACH-000163,0.009649852480511398
ACH-000167,-0.018312732829867392
ACH-000168,0.10358822607107154
ACH-000169,0.21233731808581502
ACH-000178,0.22565796177686204
ACH-000183,0.08027660838350846
ACH-000188,0.09311939041996822
ACH-000189,0.10005478450900727
ACH-000190,0.18613703653715954
ACH-000198,-0.006624473729516298
ACH-000203,0.6234354841893917
ACH-000204,0.38910885105190013
ACH-000206,0.3035363414592306
ACH-000207,0.05743818956827701
ACH-000208,0.1641237713931248
ACH-000210,0.26476766891243353
ACH-000211,0.05048503915010407
ACH-000215,0.12366319216897048
ACH-000221,0.015326685267615962
ACH-000222,-0.1050263952314312
ACH-000223,-0.09932949048919336
ACH-000226,-0.0042585233934272215
ACH-000227,0.030880547091504087
ACH-000228,-0.02430027420003724
ACH-000231,0.11188875490558894
ACH-000232,0.07494190348137299
ACH-000233,0.1446940706206062
ACH-000234,-0.021550777192958632
ACH-000235,0.1258384242622357
ACH-000237,0.04715665091264206
ACH-000238,0.09843990374603152
ACH-000242,0.17435934645867315
ACH-000243,0.03937029466685807
ACH-000244,-0.2569669516306289
ACH-000246,0.30469721680952244
ACH-000248,0.0835486805072153
ACH-000250,0.06981457107454965
ACH-000251,0.1867046230303353
ACH-000252,0.05329570329692727
ACH-000253,0.13439598921255289
ACH-000255,-0.020555418816652474
ACH-000256,0.19091445699378995
ACH-000257,0.04031977855039241
ACH-000258,0.15209815626423073
ACH-000259,0.2008741301022101
ACH-000260,0.08338124178960922
ACH-000261,0.12130365971220228
ACH-000262,-0.1288251482550011
ACH-000263,0.1709258435264669
ACH-000264,0.08757043806198207
ACH-000265,0.1584567809969267
ACH-000266,0.14667244063064447
ACH-000272,0.12605459374131442
ACH-000274,0.06977242036856338
ACH-000277,0.20150431252341647
ACH-000278,0.17460534752740015
ACH-000279,0.02138829002427459
ACH-000280,0.11227169088608274
ACH-000281,0.11450805575045908
ACH-000288,0.11334392848890502
ACH-000291,0.020533049378956395
ACH-000293,0.09355634704333864
ACH-000294,0.14083257949682193
ACH-000295,-0.06209123337969327
ACH-000296,0.09558887132471426
ACH-000302,0.044618890577435635
ACH-000304,0.08644651739382189
ACH-000307,0.12592238257013927
ACH-000308,-0.005474882283071865
ACH-000310,0.2028251774594889
ACH-000311,0.10970308854333363
ACH-000312,0.15473364862411093
ACH-000315,0.16804771295622922
ACH-000316,0.056489918926099524
ACH-000317,-0.1271435542266408
ACH-000318,0.0891425643593705
ACH-000319,0.14814968857969268
ACH-000320,0.06369149065835349
ACH-000322,0.10293711225079777
ACH-000323,-0.04140419582997455
ACH-000324,-0.2367059543249969
ACH-000329,-0.005946284076682453
ACH-000330,0.1834067441402532
ACH-000331,0.030549125547037793
ACH-000332,0.1868930110948755
ACH-000334,0.021914529480262176
ACH-000335,0.09634030865106588
ACH-000336,-0.0493336800445637
ACH-000337,0.0614556363583885
ACH-000338,-0.06767463573735749
ACH-000339,0.07691961350483831
ACH-000341,0.040482197950894964
ACH-000348,0.014704432672102781
ACH-000350,0.20106851620976365
ACH-000352,0.06766068995592926
ACH-000356,0.2554177279218636
ACH-000361,0.022481157096378605
ACH-000362,0.18146504209178968
ACH-000363,0.0789268212005423
ACH-000364,-0.2413721412764072
ACH-000365,0.1961154063518692
ACH-000366,0.21087303210291067
ACH-000368,0.25511732214970223
ACH-000374,-0.03612864947826973
ACH-000375,0.017558369283084668
ACH-000376,0.0317941832538165
ACH-000381,0.010430125034436272
ACH-000383,0.1023224206389801
ACH-000387,0.09103750008287692
ACH-000389,0.14155343806432022
ACH-000390,0.15119887118138053
ACH-000393,0.0962181863223178
