,HIST1H1A (3024)
ACH-000004,-0.2341430879822325
ACH-000005,0.15665989260980073
ACH-000007,-0.10207680613578853
ACH-000009,-0.06144696180453028
ACH-000011,-0.08577819567503703
ACH-000012,-0.1620714559675053
ACH-000013,-0.14378271006159915
ACH-000014,-0.03250252017039588
ACH-000015,-0.018843411717302447
ACH-000017,-0.1883160108317438
ACH-000018,-0.1958637013912225
ACH-000019,-0.327800244071097
ACH-000021,-0.054266428915201635
ACH-000022,-0.014729223730286125
ACH-000025,-0.08485520028572753
ACH-000028,-0.14210221705454373
ACH-000030,-0.19325973910635555
ACH-000035,-0.10584112989806643
ACH-000036,-0.205908749099264
ACH-000037,0.026860985889149282
ACH-000039,-0.03789956016187605
ACH-000040,-0.060550759483990885
ACH-000041,-0.029344526926422226
ACH-000042,-0.0128694745569619
ACH-000045,-0.15869304177079938
ACH-000047,-0.301282330707143
ACH-000052,-0.06603900423855859
ACH-000053,-0.1321970439427653
ACH-000054,-0.13601530559240513
ACH-000055,-0.07069400561464792
ACH-000060,-0.14674428974579787
ACH-000067,-0.12125895720275025
ACH-000070,0.008462509220108612
ACH-000075,-0.1769157533316192
ACH-000078,0.021385551524741902
ACH-000082,-0.07011999436208753
ACH-000085,-0.1177041362808636
ACH-000086,-0.19747244206976056
ACH-000087,-0.027486807270688
ACH-000092,-0.09839864288005107
ACH-000095,-0.06958694164075442
ACH-000097,-0.14783906936418156
ACH-000098,-0.06602897636818325
ACH-000099,-0.011800350719062479
ACH-000108,-0.05929888367965262
ACH-000113,-0.3444598458614108
ACH-000116,-0.20264423940021775
ACH-000118,-0.0929650623681885
ACH-000120,-0.06337230118334754
ACH-000123,-0.09126030203118064
ACH-000127,-0.2148967323298716
ACH-000128,-0.08128629282102992
ACH-000132,-0.0477648237365391
ACH-000133,-0.07456916937186969
ACH-000137,-0.20716095078900754
ACH-000138,-0.07504264539226238
ACH-000142,-0.07102599779505846
ACH-000143,0.009859882587206343
ACH-000146,-0.1542427198843845
ACH-000148,-0.027766633270678975
ACH-000150,-0.0195027505774984
ACH-000152,-0.2218215857622086
ACH-000153,-0.2304980265097557
ACH-000159,-0.06353241072670278
ACH-000160,0.07631572150112913
ACH-000163,-0.01015655663643726
ACH-000167,0.32051761954715746
ACH-000168,-0.13037391868401618
ACH-000169,-0.04958133185544762
ACH-000178,-0.2700223382781363
ACH-000183,-0.19783191439506148
ACH-000188,-0.2145263110625857
ACH-000189,-0.1466629944575874
ACH-000190,0.12179608840269335
ACH-000198,-0.06577576706412082
ACH-000203,-0.24450222740304825
ACH-000204,-0.1792340710356565
ACH-000206,-0.2109062459569046
ACH-000207,-0.14675125301776765
ACH-000208,-0.2521563460294652
ACH-000210,0.2710203196322609
ACH-000211,-0.11013393406549346
ACH-000215,-0.0775663680500402
ACH-000221,0.024130442389254797
ACH-000222,-0.14348597242533528
ACH-000223,-0.2711472982715399
ACH-000226,-0.049151153227820994
ACH-000227,-0.00467851033027066
ACH-000228,-0.10050399946130337
ACH-000231,-0.13519779868265652
ACH-000232,-0.0778186988110836
ACH-000233,-0.13732779125220065
ACH-000234,-0.08287645557020881
ACH-000235,-0.12247349519941232
ACH-000237,-0.0537954348951294
ACH-000238,-0.13048118617541574
ACH-000242,-0.03296577996013047
ACH-000243,-0.07250856782429099
ACH-000244,-0.19936134147797469
ACH-000246,-0.2592213391742184
ACH-000248,-0.15208276606855672
ACH-000250,-0.17281789353333488
ACH-000251,-0.3329522012201826
ACH-000252,-0.04647028312030573
ACH-000253,-0.07760621530056652
ACH-000255,-0.09530134943825347
ACH-000256,-0.07719929367824127
ACH-000257,-0.02006355245289737
ACH-000258,0.050510472766538965
ACH-000259,-0.05559128670472923
ACH-000260,-0.12843439142188595
ACH-000261,-0.13340408807314602
ACH-000262,-0.0884873886255512
ACH-000263,-0.19476706339851108
ACH-000264,-0.029343622094231137
ACH-000265,-0.12472199922443156
ACH-000266,-0.11141390884716366
ACH-000272,-0.07879207561751685
ACH-000274,-0.05775791152167008
ACH-000277,-0.13895733620988646
ACH-000278,-0.10233251692870876
ACH-000279,-0.08153374783009583
ACH-000280,-0.26578268676898337
ACH-000281,0.012158984448404223
ACH-000288,-0.21320072049760447
ACH-000291,-0.058326540992626526
ACH-000293,-0.029980701822443657
ACH-000294,0.0341808409180457
ACH-000295,-0.06934791116361197
ACH-000296,-0.2191234628210158
ACH-000302,-0.07871300436278524
ACH-000304,-0.2368474777461156
ACH-000307,-0.08651916527836165
ACH-000308,-0.10788127135025363
ACH-000310,0.02679804050943933
ACH-000311,0.011768945133296323
ACH-000312,-0.07654067215500909
ACH-000315,0.031050130357831864
ACH-000316,-0.2563493835974229
