,POFUT1 (23509)
ACH-000004,-0.2288394284173039
ACH-000005,-0.4611505473889162
ACH-000007,-0.3803485635441385
ACH-000009,-0.20591546202712832
ACH-000011,-0.07535418549811973
ACH-000012,0.06200087517890952
ACH-000013,-0.17601457374759238
ACH-000014,-0.2094727786051877
ACH-000015,-0.04643060375692998
ACH-000017,-0.01923272202354918
ACH-000018,-0.2854127807970909
ACH-000019,-0.03475388729506866
ACH-000021,-0.047997322527273734
ACH-000022,-0.10679628996166636
ACH-000025,-0.1941659919875302
ACH-000028,-0.1618654535986706
ACH-000030,-0.16647406049407013
ACH-000035,-0.11220486189100687
ACH-000036,-0.03474071662038508
ACH-000037,0.015571385516018431
ACH-000039,-0.07832195396434591
ACH-000040,-0.015407506190663103
ACH-000041,0.034292280407248986
ACH-000042,-0.13568525702749498
ACH-000045,0.018251552659992017
ACH-000047,-0.048760820200991165
ACH-000052,-0.024272578664055102
ACH-000053,-0.024903338429920815
ACH-000054,-0.047139319606031266
ACH-000055,-0.10829709548125012
ACH-000060,-0.2694555011837463
ACH-000067,-0.07656093283442045
ACH-000070,0.046968424503093235
ACH-000075,-0.05239325580489658
ACH-000078,-0.04072818902257625
ACH-000082,-0.06517448111955611
ACH-000085,-0.2864254149451737
ACH-000086,-0.1231650179783602
ACH-000087,0.3193904786925889
ACH-000092,-0.09290692462998458
ACH-000095,-0.024933413595829252
ACH-000097,-0.09955661329388917
ACH-000098,0.08457815334008616
ACH-000099,0.0061526105423628675
ACH-000108,-0.23640031521646154
ACH-000113,-0.019892328229765763
ACH-000116,-0.16100534627907126
ACH-000118,-0.0955397768633583
ACH-000120,-0.1457186340647686
ACH-000123,-0.08358447345765219
ACH-000127,0.013258560256330923
ACH-000128,-0.13205601253982815
ACH-000132,0.013611793285159608
ACH-000133,-0.22671111834611302
ACH-000137,-0.032194477367884174
ACH-000138,-0.08537658226171563
ACH-000142,-0.2644440627159793
ACH-000143,-0.014763267387968881
ACH-000146,-0.05181335383596232
ACH-000148,-0.042671632851558866
ACH-000150,0.08929348585960653
ACH-000152,0.006952820395043868
ACH-000153,-0.1965330908619223
ACH-000159,-0.15119290129137894
ACH-000160,-0.2161651445643127
ACH-000163,-0.0798475546916993
ACH-000167,-0.1475473675885541
ACH-000168,-0.07745897281796983
ACH-000169,-0.060809919085462814
ACH-000178,-0.10727770444380473
ACH-000183,-0.14318915970772272
ACH-000188,-0.10481447706251401
ACH-000189,-0.4265658825899751
ACH-000190,-0.2633510696465954
ACH-000198,0.028783678759558014
ACH-000203,-0.0522193195662994
ACH-000204,-0.12854748247245648
ACH-000206,-0.1649650805823248
ACH-000207,-0.015400383269902791
ACH-000208,-0.13130299702402912
ACH-000210,0.3060198327161295
ACH-000211,-0.1208117128884182
ACH-000215,-0.09778199647730454
ACH-000221,-0.03264513497482978
ACH-000222,-0.018048484972951
ACH-000223,-0.1493393860102551
ACH-000226,-0.08280643775677443
ACH-000227,-0.08007124888261469
ACH-000228,-0.1046279700950797
ACH-000231,-0.2179182992140414
ACH-000232,-0.06760720959224806
ACH-000233,-0.02521958389681913
ACH-000234,-0.2243849651325173
ACH-000235,-0.029992977783745576
ACH-000237,-0.07090254072913249
ACH-000238,-0.23041936234986954
ACH-000242,0.1750333937553663
ACH-000243,-0.17246535683526518
ACH-000244,0.02158171132890739
ACH-000246,-0.16380678913824195
ACH-000248,0.053628132300137785
ACH-000250,-0.013375095826251094
ACH-000251,-0.019660128941255732
ACH-000252,-0.2780836265732513
ACH-000253,-0.17629405964595515
