,UBOX5 (22888)
ACH-000004,-0.0002129570620624032
ACH-000005,-0.13053155990661752
ACH-000007,0.10073282073419833
ACH-000009,0.1360983993841045
ACH-000011,0.013443460056376413
ACH-000012,-0.07244503193871568
ACH-000013,-0.04955712197507638
ACH-000014,0.10091722971683624
ACH-000015,0.07338708993351524
ACH-000017,0.036719278935059184
ACH-000018,-0.0530746589172973
ACH-000019,0.13048679657034748
ACH-000021,0.10368484262732286
ACH-000022,0.08924535173051408
ACH-000025,0.17050665475512405
ACH-000028,-0.14241006094441358
ACH-000030,0.06832118358374424
ACH-000035,0.033368109681869026
ACH-000036,0.03810659978524267
ACH-000037,0.09133190651963846
ACH-000039,-0.01212021818843858
ACH-000040,0.042805411305146986
ACH-000041,-0.03797994913721645
ACH-000042,-0.17950512626623652
ACH-000045,-0.02997769899519018
ACH-000047,-0.039970853816125716
ACH-000052,-0.07630254824919705
ACH-000053,-0.010714495739599969
ACH-000054,-0.07797325275927681
ACH-000055,0.02082699160703995
ACH-000060,0.035823636407176236
ACH-000067,-0.018622389006919867
ACH-000070,-0.2492581622372928
ACH-000075,-0.014973004579882609
ACH-000078,-0.003499043387507563
ACH-000082,0.03754991626252348
ACH-000085,-0.061258416364560385
ACH-000086,0.010004829204387923
ACH-000087,0.3288389726802377
ACH-000092,0.06447346375469032
ACH-000095,0.08342989800401357
ACH-000097,-0.004803945793508268
ACH-000098,-0.04209029476754843
ACH-000099,-0.02992449378350135
ACH-000108,-0.0786365246822634
ACH-000113,0.06405898579482758
ACH-000116,-0.04434905644488433
ACH-000118,0.04459837985795946
ACH-000120,0.06904807729675694
ACH-000123,0.04283811848124422
ACH-000127,-0.011215827828326315
ACH-000128,-0.09803691145017593
ACH-000132,0.12628134794740506
ACH-000133,-0.1252460645116822
ACH-000137,0.06578446480118055
ACH-000138,-0.024651249782097026
ACH-000142,0.07538250990250264
ACH-000143,-0.09437781013674099
ACH-000146,0.11974500447351599
ACH-000148,0.005968173246782171
ACH-000150,-0.08469260854226224
ACH-000152,-0.1272635393059825
ACH-000153,0.0932122965386448
ACH-000159,-0.10187308212019444
ACH-000160,-0.07484836110718028
ACH-000163,0.0019149762905905508
ACH-000167,-0.02701544838044713
ACH-000168,-0.07406562295937799
ACH-000169,0.1611344163565704
ACH-000178,0.0181458145682997
ACH-000183,0.13593237322975724
ACH-000188,0.011709653580952968
ACH-000189,-0.13306967937932704
ACH-000190,-0.08528011815454536
ACH-000198,-0.0241803247076627
ACH-000203,0.05805746969728241
ACH-000204,-0.09235097713287907
ACH-000206,0.17954871902038858
ACH-000207,0.08161282935038293
ACH-000208,0.32331349825684164
ACH-000210,0.17906038029835694
ACH-000211,-0.029032905590580093
ACH-000215,0.04209731510694153
ACH-000221,0.052088614206781014
ACH-000222,-0.1438146901521595
ACH-000223,0.05720265306273331
ACH-000226,0.12759659788444178
ACH-000227,-0.1046703942418334
ACH-000228,0.027119939590459264
ACH-000231,-0.07513532631125877
ACH-000232,0.08677775788254334
ACH-000233,-0.018633809046528747
ACH-000234,0.10123345617139876
ACH-000235,-0.053658055351343666
ACH-000237,0.01439988604153902
ACH-000238,-0.045986000353580435
ACH-000242,0.1177766173445168
ACH-000243,-0.14191101021194585
ACH-000244,-0.09974088392366197
ACH-000246,-0.04010866258934475
ACH-000248,0.11019845338732147
ACH-000250,-0.050067805922816906
ACH-000251,-0.1430795076831263
ACH-000252,0.1429958465438273
ACH-000253,-0.11698135144430695
ACH-000255,0.20332090159878505
ACH-000256,-0.021381105625102998
ACH-000257,-0.4607788385119826
ACH-000258,0.16426670655930484
ACH-000259,-0.07328891518223395
ACH-000260,-0.2823671704231369
ACH-000261,0.21033910601496644
ACH-000262,0.01625112544072302
ACH-000263,-0.10348387658817244
ACH-000264,0.023164543624359976
ACH-000265,-0.13672709025245175
ACH-000266,0.059289436759170575
ACH-000272,0.05628460561091192
ACH-000274,-0.045278448965368784
ACH-000277,0.10339621307559284
ACH-000278,0.2032995085181865
ACH-000279,0.10990416262672817
ACH-000280,-0.009250034149691642
ACH-000281,-0.056439731107939005
ACH-000288,-0.0411450813428793
ACH-000291,-0.011782562921368641
ACH-000293,0.014371748196441884
ACH-000294,-0.0075280621786777266
ACH-000295,-0.014421969437860019
ACH-000296,-0.062358955085915324
ACH-000302,0.03565191925416922
ACH-000304,-0.03527161978155066
ACH-000307,-0.018140461882605784
