,HGS (9146)
ACH-000004,-0.6534625602817844
ACH-000005,-0.4831017401553011
ACH-000007,-0.3196885620780761
ACH-000009,-0.4824318684950736
ACH-000011,-0.3903731336982493
ACH-000012,-0.6672886443593274
ACH-000013,-0.3840297404847707
ACH-000014,-0.26985280223041985
ACH-000015,-0.40545955871667294
ACH-000017,-0.6836712411843325
ACH-000018,-0.48272314940179994
ACH-000019,-0.5588200037180907
ACH-000021,-0.6536665479971994
ACH-000022,-0.4647243135469232
ACH-000025,-0.3692343324498981
ACH-000028,-0.4120533088448348
ACH-000030,-0.5834399060047527
ACH-000035,-0.75528702401565
ACH-000036,-0.6255627060137521
ACH-000037,-0.3343476029512341
ACH-000039,-0.5989954299609067
ACH-000040,-0.499254203519892
ACH-000041,-0.2849635338976472
ACH-000042,-0.2504445815361773
ACH-000045,-0.5013499168387887
ACH-000047,-0.4739601801719947
ACH-000052,-0.4813419668869916
ACH-000053,-0.5068837959730823
ACH-000054,-0.5787935485019011
ACH-000055,-0.24564047946382
ACH-000060,-0.3824370703548237
ACH-000067,-0.6887945188213322
ACH-000070,-0.666188785515959
ACH-000075,-0.322130894256404
ACH-000078,-0.4263033951359512
ACH-000082,-0.4677714623737784
ACH-000085,-0.7102167894004223
ACH-000086,-0.5435823524698292
ACH-000087,-0.5401919606423853
ACH-000092,-0.7977796140072656
ACH-000095,-0.3620634978329401
ACH-000097,-0.5577725336109445
ACH-000098,-0.10005936975016004
ACH-000099,-0.30008340547937923
ACH-000108,-0.5788529277737012
ACH-000113,-0.8112929210234971
ACH-000116,-0.7297941529112725
ACH-000118,-0.6025551699859234
ACH-000120,-0.5097350748636343
ACH-000123,-0.5442269638975556
ACH-000127,-0.6961188820828499
ACH-000128,-0.5566688332615253
ACH-000132,-0.528172845622324
ACH-000133,-0.700103331299714
ACH-000137,-0.5754092344248155
ACH-000138,-0.6377928561855627
ACH-000142,-0.7410732535908809
ACH-000143,-0.22464697525295252
ACH-000146,-0.7658021203996801
ACH-000148,-0.7355277013699488
ACH-000150,-0.34564320206561056
ACH-000152,-0.7145824296391096
ACH-000153,-0.7425580080974016
ACH-000159,-0.6459479804298298
ACH-000160,-0.5670103488723075
ACH-000163,-0.6932508424555168
ACH-000167,-0.6574548725228736
ACH-000168,-0.7394757569959692
ACH-000169,-0.7272544365604094
ACH-000178,-0.6367967995960766
ACH-000183,-0.5514385277583903
ACH-000188,-0.6894927857867889
ACH-000189,-0.708670609334443
ACH-000190,-0.3194478538179894
ACH-000198,-0.6360237324082987
ACH-000203,-0.4933826269982723
ACH-000204,-0.4035186490862073
ACH-000206,-0.6287504554892226
ACH-000207,-0.6130871096310689
ACH-000208,-0.6411075016606509
ACH-000210,-0.3842373917527757
ACH-000211,-0.5064655992365638
ACH-000215,-0.640125144479339
ACH-000221,-0.3384089111748461
ACH-000222,-0.4550760102932937
ACH-000223,-0.7564593493990063
ACH-000226,-0.542003551853206
ACH-000227,-0.471631135593248
ACH-000228,-0.7647160871001752
ACH-000231,-0.2839998378582577
ACH-000232,-0.41010776651663305
ACH-000233,-0.8109227078709765
ACH-000234,-0.6321905410055231
ACH-000235,-0.6636428964680022
ACH-000237,-0.5887784812234377
ACH-000238,-0.7285485554194393
ACH-000242,-0.6388845322880992
ACH-000243,-0.6337610737464568
ACH-000244,-0.4854938796183305
ACH-000246,-0.478980557596557
ACH-000248,-0.5403296555315192
ACH-000250,-0.36774961559809016
ACH-000251,-0.3947200290509576
ACH-000252,-0.32359014142596576
ACH-000253,-0.626059723165906
ACH-000255,-0.6726528210264666
ACH-000256,-0.5877341538081701
ACH-000257,-0.5736327288926089
ACH-000258,-0.8675562701247492
ACH-000259,-0.4242856565077936
ACH-000260,-0.5473601830443571
ACH-000261,-0.41574661496595056
ACH-000262,-0.6447529691854649
ACH-000263,-0.6741483816720627
ACH-000264,-0.8440137217073589
ACH-000265,-0.3295404493786273
ACH-000266,-0.6947282083463637
ACH-000272,-0.7032065861075425
ACH-000274,-0.2403600626498993
ACH-000277,-0.7659734162252563
ACH-000278,-0.6332703580441491
ACH-000279,-0.5800467416794205
ACH-000280,-0.5693115362452896
ACH-000281,-0.5548197946579179
ACH-000288,-0.6737151781761781
ACH-000291,-0.4642243986095968
ACH-000293,-1.0580154678901097
ACH-000294,-0.8524986151320391
ACH-000295,-0.7937642140623661
ACH-000296,-0.6386865525342044
ACH-000302,-0.6540877359517112
ACH-000304,-0.3588715305910551
ACH-000307,-0.5111190903730589
ACH-000308,-1.1242210379406237
ACH-000310,-0.4648274869704073
ACH-000311,-0.5877467693058486
ACH-000312,-0.6523419437156445
ACH-000315,-0.4661738757530207
ACH-000316,-0.5034087309870895
ACH-000317,-0.4867020817299298
ACH-000318,-0.4883268033033413
ACH-000319,-0.576380800603704
ACH-000320,-0.5689128473394822
ACH-000322,-0.6645806961953427
ACH-000323,-0.897344932247753
ACH-000324,-0.5942712505485768
ACH-000329,-0.4130308515765619
ACH-000330,-0.4340784261659105
ACH-000331,-0.6215980660871158
ACH-000332,-0.5632698239998298
ACH-000334,-0.3998588119461611
ACH-000335,-0.3727142727907736
ACH-000336,-0.2427828000276495
ACH-000337,-0.6898530464406842
ACH-000338,-0.6759466292314328
ACH-000339,-0.6931414689616857
ACH-000341,-0.44180468335582057
ACH-000348,-0.455642215218852
ACH-000350,-0.33672512643253083
ACH-000352,-0.6761521315897108
ACH-000356,-0.7897141332681646
ACH-000361,-0.257635193287251
ACH-000362,-0.6530520133810402
ACH-000363,-0.4447577743800211
ACH-000364,-0.3320552890429656
ACH-000365,-0.6085725202847905
ACH-000366,-0.4268131361527226
ACH-000368,-0.6600912831525145
ACH-000374,-0.7157378366971521
ACH-000375,-0.4740252968141509
ACH-000376,-0.3207413396043192
ACH-000381,-0.423296599872548
ACH-000383,-0.614939513214515
ACH-000387,-0.6671223964583465
ACH-000389,-0.4973674686342033
ACH-000390,-0.4383662801066213
ACH-000393,-0.4626942617603014
ACH-000395,-0.776076415712545
ACH-000396,-0.4180174606361273
ACH-000397,-0.8048888856122967
ACH-000401,-0.581440603704939
ACH-000402,-0.6291886730476476
ACH-000403,-0.7061469341564374
ACH-000404,-0.4993226266953732
ACH-000406,-0.7157649460045097
ACH-000407,-0.5536901209000109
ACH-000408,-0.6017887822787212
ACH-000410,-0.4817489270737477
ACH-000411,-0.5812404993862904
ACH-000414,-0.6808683235141767
ACH-000415,-0.6182412111532924
ACH-000416,-0.6584692561221708
ACH-000420,-0.5802209501714722
ACH-000421,-0.6251754360464458
ACH-000424,-0.5535700540793249
ACH-000425,-0.7466374390553646
ACH-000426,-0.5904430141863412
ACH-000427,-0.7318677862967721
