,HECTD1 (25831)
ACH-000004,-0.4792979418811432
ACH-000005,-0.3946418095861143
ACH-000007,-0.3035477849958467
ACH-000009,-0.4476722767833475
ACH-000011,-0.5399990257685507
ACH-000012,-0.33391244738066683
ACH-000013,-0.506744919301261
ACH-000014,-0.5562715502274538
ACH-000015,-0.5037846410288581
ACH-000017,-0.8835879817605885
ACH-000018,-0.7772348050166524
ACH-000019,-0.4720691039104834
ACH-000021,-0.3056466277986992
ACH-000022,-0.5113567039988457
ACH-000025,-0.34847984872675963
ACH-000028,-0.6172541268225792
ACH-000030,-0.4401278157580546
ACH-000035,-0.25409697269785064
ACH-000036,-0.4200014149047537
ACH-000037,-0.4813871820917579
ACH-000039,-0.569239145410424
ACH-000040,-0.6328296072186158
ACH-000041,-0.6620475633181642
ACH-000042,-0.5000950051099127
ACH-000045,-0.206060938773892
ACH-000047,-0.3960588496659767
ACH-000052,-0.6758175381785934
ACH-000053,-0.4157362598805601
ACH-000054,-0.4367020940148477
ACH-000055,-0.3025352813927743
ACH-000060,-0.7510832747896342
ACH-000067,-0.7649513530020086
ACH-000070,-0.1781037007162364
ACH-000075,-0.1962180604430259
ACH-000078,-0.2271823885716785
ACH-000082,-0.6424937059810913
ACH-000085,-0.5854911093437709
ACH-000086,-0.2549516620620417
ACH-000087,-0.8165056799236676
ACH-000092,-0.4810744430032843
ACH-000095,-0.3339035778275293
ACH-000097,-0.7003225999769078
ACH-000098,-0.42167691710544497
ACH-000099,-0.6080285410590741
ACH-000108,-0.22321487795938727
ACH-000113,-0.4988643397953827
ACH-000116,-0.8026128266145761
ACH-000118,-0.2219718723808882
ACH-000120,-0.8227217052984286
ACH-000123,-0.908103017976304
ACH-000127,-0.36878387944141866
ACH-000128,-0.31764604939942664
ACH-000132,-0.4092472584279521
ACH-000133,-0.6788426622827288
ACH-000137,-0.13465899348154353
ACH-000138,-0.5117097813430183
ACH-000142,-0.4380250147445538
ACH-000143,-0.6009622214118372
ACH-000146,-0.5627580804105967
ACH-000148,-0.8962666431402062
ACH-000150,-0.30993039586924065
ACH-000152,-0.6221804894086961
ACH-000153,-0.15540668314724104
ACH-000159,-0.3097123353251571
ACH-000160,-0.9608202390657246
ACH-000163,-0.8520271600405651
ACH-000167,-0.7735502288559694
ACH-000168,-0.6618322279110544
ACH-000169,-0.4997727704943309
ACH-000178,-0.5483659963342719
ACH-000183,-0.9818323721755609
ACH-000188,-0.8037695126061841
ACH-000189,-0.3452368539634891
ACH-000190,-0.3649252218772302
ACH-000198,-0.2393128266748407
ACH-000203,-0.6597060710679455
ACH-000204,-0.4658450405441693
ACH-000206,-0.3561262536277811
ACH-000207,-0.9674874014173674
ACH-000208,-0.6382809374927553
ACH-000210,-0.3860010475876655
ACH-000211,-0.4701403005322783
ACH-000215,-0.4056252287214278
ACH-000221,-0.3767688687868301
ACH-000222,-0.2364613954119805
ACH-000223,-0.7370128540769766
ACH-000226,-0.2467112674896287
ACH-000227,-0.5017900138144679
ACH-000228,-0.7837651321736534
ACH-000231,-0.753801800081953
ACH-000232,-0.707784482737197
ACH-000233,-0.0812535776955752
ACH-000234,-0.5150329521720457
ACH-000235,-0.5177835328839838
ACH-000237,-0.38973104428182975
ACH-000238,-0.7479911636231346
ACH-000242,-0.2993956602003319
ACH-000243,-0.4625326716696309
ACH-000244,-0.4509614222982673
ACH-000246,-0.4672277229497826
ACH-000248,-0.8336030154999327
ACH-000250,-0.53917700166881
ACH-000251,-0.500618600771888
ACH-000252,-0.7653931471769391
ACH-000253,-0.1538773512536857
ACH-000255,-0.403491234454899
ACH-000256,-0.30169609735016484
ACH-000257,-0.7115151919386968
ACH-000258,-0.4539443243720496
ACH-000259,-0.4338796556714429
ACH-000260,-0.6091152532045323
ACH-000261,-0.6534341267275486
ACH-000262,-0.5807814366860208
ACH-000263,-0.3887215435104833
ACH-000264,-0.39870037230127403
ACH-000265,-0.3003205824511059
ACH-000266,-0.4607123055025269
ACH-000272,-0.21116893898802624
ACH-000274,-0.28344308330514256
ACH-000277,-0.9584679571977988
ACH-000278,-0.6006634028985848
ACH-000279,-0.6251524375763355
ACH-000280,-0.7718508669261274
ACH-000281,-0.12810246087834348
ACH-000288,-0.6243960049746288
ACH-000291,-0.5579576624967736
ACH-000293,-0.4878251054632127
