,SPTA1 (6708)
ACH-000004,0.017344911129764443
ACH-000005,0.07952606687993949
ACH-000007,-0.02046978191831436
ACH-000009,-0.008297517458960173
ACH-000011,0.2316084979611486
ACH-000012,0.04483993745418317
ACH-000013,0.1365079172514538
ACH-000014,0.04968845305034608
ACH-000015,-0.0165231369879489
ACH-000017,0.0222389023193305
ACH-000018,0.07193247469710994
ACH-000019,0.053998349051197186
ACH-000021,0.04980419683728676
ACH-000022,-0.0412043825299342
ACH-000025,-0.02515165631478941
ACH-000028,0.12596678411698722
ACH-000030,0.021360426356234467
ACH-000035,0.006546076062560868
ACH-000036,0.08104015322821165
ACH-000037,-0.0610530577961519
ACH-000039,0.008194140552586172
ACH-000040,0.06476660711325903
ACH-000041,0.039216533962744486
ACH-000042,0.03630902954410787
ACH-000045,0.07966259430586486
ACH-000047,0.10836247984324664
ACH-000052,0.03661198635612354
ACH-000053,0.04193281248147186
ACH-000054,0.1179008106284304
ACH-000055,-0.07554347643534425
ACH-000060,0.09290139656839408
ACH-000067,0.05431730886639526
ACH-000070,-0.05971466683825834
ACH-000075,-0.08266833321170068
ACH-000078,0.08701163454232075
ACH-000082,0.03039989943606544
ACH-000085,0.10197172227269836
ACH-000086,-0.18916007714908945
ACH-000087,0.1153335704311985
ACH-000092,-0.02556424083991377
ACH-000095,0.1295963898914798
ACH-000097,0.07467168109455341
ACH-000098,-0.042575545184603256
ACH-000099,0.1622360411322663
ACH-000108,0.08727775958847289
ACH-000113,0.04199859490004115
ACH-000116,0.03179518265920303
ACH-000118,0.06504463318969472
ACH-000120,0.06440655400518705
ACH-000123,0.07089048088193599
ACH-000127,-0.01769752496671816
ACH-000128,0.10485350373329556
ACH-000132,-0.009616701624176006
ACH-000133,-0.08212631573909407
ACH-000137,0.05159221834460386
ACH-000138,-0.0013284586437563107
ACH-000142,-0.07197547239915382
ACH-000143,0.11022151907833584
ACH-000146,0.07291693275864779
ACH-000148,0.030362231654693414
ACH-000150,0.12455951234555368
ACH-000152,0.057817582499590216
ACH-000153,-0.07914600958874002
ACH-000159,0.045681242368479466
ACH-000160,0.26553780392751675
ACH-000163,-0.014176797341100698
ACH-000167,-0.07760640647392418
ACH-000168,0.10304424117834073
ACH-000169,0.08982493584822132
ACH-000178,0.039867355527801414
ACH-000183,0.14689536185732474
ACH-000188,0.08752382205203303
ACH-000189,0.2283796804635153
ACH-000190,0.12776332307108315
ACH-000198,0.028753662599573068
ACH-000203,-0.059227914601166325
ACH-000204,-0.13281856466324146
ACH-000206,0.08598859046497957
ACH-000207,0.2497433062038221
ACH-000208,0.01826393397731649
ACH-000210,0.10084769122600024
ACH-000211,0.11261619874667858
ACH-000215,0.08358933327971736
ACH-000221,-0.0197635422331193
ACH-000222,0.02786074280518037
ACH-000223,-0.0318577181475097
ACH-000226,-0.04023996277787968
ACH-000227,0.045401576194647235
ACH-000228,0.10035744671929037
ACH-000231,0.08210417418595914
ACH-000232,0.017616223970792662
ACH-000233,0.07230020535103399
ACH-000234,0.10910319221762474
ACH-000235,0.015651199852186642
ACH-000237,0.042665547536928985
ACH-000238,0.02552616212314783
ACH-000242,0.29359542283155754
ACH-000243,0.034319000869251784
ACH-000244,0.18739085512973866
ACH-000246,0.06227793115633346
ACH-000248,0.12175671726246055
ACH-000250,0.0359511609001824
ACH-000251,0.12645847479773153
ACH-000252,0.07573737271989102
ACH-000253,-0.033417891593730265
ACH-000255,0.010860841543861709
ACH-000256,0.07230177483010285
ACH-000257,0.060283062852449776
ACH-000258,0.06390165054570435
ACH-000259,-0.0030616854061869397
ACH-000260,0.10114961473889353
ACH-000261,0.0622942104649653
ACH-000262,0.0591103748509756
ACH-000263,0.04092625373392038
ACH-000264,-0.04207670715164112
ACH-000265,0.09758919986653923
ACH-000266,0.026993266722776563
ACH-000272,-0.008215373071782456
ACH-000274,0.16105888734066734
ACH-000277,-0.02434496848894627
ACH-000278,0.007413556706499312
ACH-000279,0.10872055581110993
ACH-000280,0.1133958417059064
ACH-000281,0.11821914473879702
ACH-000288,0.04826774193011425
ACH-000291,0.11284883940733073
ACH-000293,0.03346430707860265
ACH-000294,0.1549629527675784
ACH-000295,0.06298083551555334
ACH-000296,0.1355120084093231
ACH-000302,-0.03682922002532588
ACH-000304,0.17135651507480104
ACH-000307,0.1052334019829342
ACH-000308,0.04920796641064175
ACH-000310,0.11645099539265966
ACH-000311,0.06697649106989463
ACH-000312,0.04304920827041422
ACH-000315,0.1440763850043256
ACH-000316,0.2125725651477064
ACH-000317,0.1512745213104406
ACH-000318,0.04107164157015725
ACH-000319,0.04573289335713957
ACH-000320,0.024141868872112608
ACH-000322,-0.09423071681579714
ACH-000323,-0.035706202954499285
ACH-000324,0.01394731001226978
ACH-000329,0.052201870346465284
ACH-000330,0.07525934492502798
ACH-000331,0.0688681632876881
ACH-000332,0.02692337175581677
ACH-000334,0.006765037439969379
ACH-000335,0.09390054893440887
ACH-000336,0.2349149790109377
ACH-000337,0.109999821620392
ACH-000338,0.13250767339226474
ACH-000339,0.07877587465341145
ACH-000341,-0.04832485073621276
ACH-000348,0.10311552699463827
ACH-000350,0.21987949818736754
ACH-000352,0.15414767450144048
ACH-000356,0.06286679940084647
ACH-000361,-0.07765317778751711
ACH-000362,0.11777944875905147
ACH-000363,0.05895306646237618
ACH-000364,0.02735187776516264
ACH-000365,0.1056159388415936
ACH-000366,0.07460882202400232
ACH-000368,0.23399825288848045
ACH-000374,0.10604638593047604
ACH-000375,0.054564523722853066
ACH-000376,0.11178865587116453
ACH-000381,-0.032406105487868445
ACH-000383,0.005590716050490872
ACH-000387,-0.07790385710993357
ACH-000389,0.1573101978727683
ACH-000390,0.19478136340089994
ACH-000393,0.04997150406906034
ACH-000395,0.21602563757249274
ACH-000396,0.10278384062961346
ACH-000397,0.02380658069783496
ACH-000401,0.009667272714100759
ACH-000402,-0.04631338413736913
ACH-000403,-0.0017666364569419984
ACH-000404,-0.08417465216936326
ACH-000406,0.037125980016811916
ACH-000407,0.08269245378140874
ACH-000408,0.14850211289038445
ACH-000410,-0.00044371248113869813
ACH-000411,0.04536585350879399
ACH-000414,0.10365526354568844
ACH-000415,0.10241836884610037
ACH-000416,-0.09204535194912952
ACH-000420,0.12282765068977812
ACH-000421,0.119907933517565
ACH-000424,-0.014042820959284255
ACH-000425,-0.030823846501083475
ACH-000426,-0.019808543704477075
ACH-000427,0.08309561896579956
ACH-000433,0.1507016484072485
ACH-000435,0.021437816031547208
ACH-000436,0.0588714939516433
ACH-000444,-0.035814983949817934
ACH-000445,0.07815908619668158
ACH-000448,0.09354499670319996
ACH-000450,0.2685058473974559
ACH-000452,0.07788149286992177
