,HIAT1 (64645)
ACH-000167,-0.16025539846644768
ACH-000168,-0.20139284234481955
ACH-000169,-0.3800624516708408
ACH-000178,-0.16871257334938286
ACH-000183,-0.22366012333882945
ACH-000188,-0.24135700843304014
ACH-000189,-0.09322716824544702
ACH-000190,-0.2576609471524249
ACH-000198,-0.4077648841345006
ACH-000203,-0.03816521123526282
ACH-000204,-0.033446314674053526
ACH-000206,-0.12791673714699014
ACH-000207,-0.4021267863582527
ACH-000208,0.22298503681837192
ACH-000210,-0.3066746335763598
ACH-000211,-0.04939952957907247
ACH-000215,-0.14621500229379453
ACH-000221,-0.19708711228253836
ACH-000222,-0.28815264189163337
ACH-000223,-0.13342336267238444
ACH-000226,-0.4121513742324461
ACH-000227,-0.4144690014549916
ACH-000228,-0.31454915097390695
ACH-000231,-0.305485584568722
ACH-000232,-0.1834429048302056
ACH-000233,-0.14941533115668876
ACH-000234,-0.3372719402589405
ACH-000235,-0.2684982783128396
ACH-000237,-0.30033785901081383
ACH-000238,-0.1825378677050022
ACH-000242,-0.10817280116950316
ACH-000243,-0.2739651303301019
ACH-000244,-0.026223129398041646
ACH-000246,-0.3321204572236453
ACH-000248,-0.3221230687433414
ACH-000250,-0.20139227242479893
ACH-000251,-0.4602344344589566
ACH-000252,-0.3092249309158939
ACH-000253,-0.2474540931319832
ACH-000255,-0.08961341801193944
ACH-000256,-0.15830942870056738
ACH-000257,-0.3332250912876741
ACH-000258,-0.06367323061024989
ACH-000259,-0.3415737250436268
ACH-000260,-0.18388764501678867
ACH-000261,-0.2494189998774966
ACH-000262,-0.24474851894046504
ACH-000263,-0.4132998158943898
ACH-000264,-0.18196811982460603
ACH-000265,-0.2420248642489861
ACH-000266,-0.15788538755547454
ACH-000272,-0.3014306660645691
ACH-000274,-0.2571943437340126
ACH-000277,-0.15771977855837313
ACH-000278,-0.2172396548501981
ACH-000279,-0.2083358334162229
ACH-000280,-0.3565834992001046
ACH-000281,-0.040677215336582584
ACH-000288,-0.22692380179312585
ACH-000291,-0.1597482173922947
ACH-000293,-0.2189327420532844
ACH-000294,-0.00710348196744298
ACH-000295,-0.3678221285091115
ACH-000296,-0.2726139890953643
ACH-000302,-0.32694466456777344
ACH-000304,-0.4307183463246899
ACH-000307,-0.3191512084231327
ACH-000308,-0.1688938420468249
ACH-000310,-0.3051712269299378
ACH-000311,-0.25677445806139354
ACH-000312,-0.2894945063371846
ACH-000315,-0.2679747926224964
ACH-000316,-0.1867473133019605
ACH-000317,-0.21855616526104374
ACH-000318,-0.3515197217208548
ACH-000319,-0.06780349804148775
ACH-000320,-0.3818546208929951
ACH-000322,-0.21041160573515827
ACH-000323,-0.4503481893518401
ACH-000324,-0.22464132340568868
ACH-000329,-0.2902011252374674
ACH-000330,-0.23156456628449704
ACH-000331,-0.1310838490242847
ACH-000332,-0.15476339612770634
ACH-000334,-0.2354169681868231
ACH-000335,-0.4263517979958378
ACH-000336,-0.19349118430022288
ACH-000337,-0.17863895569387486
ACH-000338,0.19359246087910464
ACH-000339,-0.13118399941216705
ACH-000341,-0.3873702776293266
ACH-000348,-0.3084089892945099
ACH-000350,-0.09257053362507407
ACH-000352,-0.1225983749308216
ACH-000356,-0.1864927288397056
ACH-000361,-0.37296097110550536
ACH-000362,-0.4018337301975893
ACH-000363,-0.2231924874520367
ACH-000364,-0.19499555956133
ACH-000365,-0.2948115952130549
ACH-000366,-0.24354197599374355
ACH-000368,-0.3272177775544406
ACH-000374,-0.3242903674215783
ACH-000375,-0.14580785394863954
ACH-000376,-0.22171217039126054
ACH-000381,-0.2303260332864664
ACH-000383,-0.29739972056804803
ACH-000387,-0.1930042054339263
ACH-000389,-0.3948295624988288
ACH-000390,-0.2821928774538818
ACH-000393,-0.19626655581128924
ACH-000395,-0.3151454870941172
ACH-000396,-0.2333371625764401
ACH-000397,-0.2853617656175848
ACH-000401,-0.3474111313792572
ACH-000402,-0.14308786931225478
ACH-000403,-0.28746563887416393
ACH-000404,-0.006227841432027149
ACH-000406,-0.16372885814071794
ACH-000407,-0.3493973873181245
ACH-000408,-0.3781285306055896
ACH-000410,-0.1648403371740794
ACH-000411,0.0259460132243721
ACH-000414,-0.11970520970334092
ACH-000415,-0.2949189080511247
ACH-000416,-0.2738462288686145
ACH-000420,-0.29613353020127353
ACH-000421,-0.08812074254530611
ACH-000424,-0.14322859537894167
ACH-000425,-0.18285601810773014
ACH-000426,-0.10703120201227023
ACH-000427,-0.3548562055018719
ACH-000433,-0.3308689090846749
ACH-000435,-0.2894559344413772
ACH-000436,-0.3417302061875535
ACH-000444,-0.10880249375861127
ACH-000445,-0.2403749071219379
ACH-000448,-0.1959308763273691
ACH-000450,-0.1516165886124184
ACH-000452,-0.2690014564377031
ACH-000454,-0.1558714469822263
ACH-000458,-0.122555116524436
ACH-000459,-0.006467146281870236
ACH-000460,-0.108439129752094
ACH-000461,-0.2748797025353871
ACH-000463,-0.13564533988928892
ACH-000464,-0.3394103813759313
ACH-000466,-0.24544950013792524
ACH-000467,-0.15976255141919132
ACH-000468,-0.23392260105976914
ACH-000469,-0.2971945785091204
ACH-000470,-0.0502174255256292
ACH-000471,-0.1271666079323474
ACH-000472,-0.16195554634676973
ACH-000473,-0.3546806691023146
ACH-000475,-0.1801534232553315
ACH-000476,-0.1767300942843577
ACH-000477,-0.17968328630373304
ACH-000479,-0.005977418059026107
ACH-000480,-0.1532273321903416
ACH-000481,-0.2219112360435873
ACH-000483,-0.22049877981658764
ACH-000484,-0.16775519582844062
ACH-000485,-0.3744937556456313
ACH-000486,-0.1912100468137553
ACH-000487,-0.3653500260742595
ACH-000488,-0.186926010033416
ACH-000490,-0.18936743293065733
ACH-000491,-0.13729260504882146
ACH-000495,-0.07128876030500744
ACH-000496,-0.38148175407490537
ACH-000499,-0.22258417916465456
ACH-000500,-0.30742872151903505
ACH-000502,-0.2469571882250716
ACH-000503,-0.4178639331604673
ACH-000505,-0.3491419569169293
ACH-000507,-0.10843369935789783
ACH-000510,-0.19724781872831088
ACH-000511,-0.2640003067910891
ACH-000512,-0.5107342883798334
ACH-000516,-0.2896423455018739
ACH-000517,-0.17994972959563993
ACH-000518,-0.25574022724011725
ACH-000520,-0.5384800640911065
ACH-000521,-0.14882842494080534
ACH-000522,-0.42310705463767145
ACH-000524,-0.22091662788874386
ACH-000527,-0.0683404456349062
ACH-000528,-0.1260975666587707
ACH-000537,-0.1397593030806898
ACH-000541,-0.04850590265880268
ACH-000542,-0.32876343308516964
ACH-000544,-0.1307174708352506
ACH-000545,-0.19351497748314775
ACH-000547,-0.17575888053150304
ACH-000548,-0.1342247724778082
ACH-000549,-0.4583973769723364
ACH-000550,-0.3269083696937269
ACH-000552,-0.2725514647028339
ACH-000556,-0.21287516368188655
ACH-000557,-0.33079523249499937
ACH-000569,-0.21698322226243272
ACH-000570,-0.24683537932869976
ACH-000571,-0.1418616920388091
ACH-000573,-0.1761062284146731
ACH-000576,-0.08150722438742301
ACH-000579,-0.03507259077711844
ACH-000580,-0.1982444480460834
ACH-000584,-0.30638791422318845
ACH-000585,-0.3396710425321039
ACH-000588,-0.2765932707916575
ACH-000589,-0.3188133237661252
ACH-000591,-0.35602607268413977
ACH-000593,-0.18186711248958876
ACH-000600,-0.12837045614901804
ACH-000601,-0.082567769634037
ACH-000605,-0.2770576904517148
ACH-000606,-0.03994875698938129
ACH-000608,-0.2233776594835548
ACH-000614,-0.3469782887334487
ACH-000616,-0.20280869728708398
ACH-000618,-0.04252592304634992
ACH-000619,-0.34099494533521657
ACH-000620,-0.2791453216380367
ACH-000621,-0.14815243350475826
ACH-000622,-0.2820274055330244
ACH-000623,-0.10690436709764424
ACH-000624,-0.22097741656055614
ACH-000627,-0.12102073994208586
ACH-000630,-0.17415556387833575
ACH-000631,-0.21580878748279705
ACH-000632,-0.2093667285762441
ACH-000633,-0.2388949620017719
ACH-000637,-0.252518262329674
ACH-000638,-0.28561935462368593
ACH-000646,-0.5744592332436051
ACH-000647,-0.20480397860353805
ACH-000648,-0.4662444124379789
ACH-000649,-0.09425331618463156
ACH-000651,-0.10634370749402
ACH-000652,-0.06498465185759321
ACH-000653,-0.21104924977889725
ACH-000657,-0.30847600366532324
ACH-000658,-0.061573257683532126
ACH-000661,-0.19309496400913334
ACH-000662,-0.06534253711838248
ACH-000663,-0.1900288137673852
ACH-000665,-0.1279981268897404
ACH-000671,-0.16615991512262931
ACH-000672,-0.5062398306911192
ACH-000673,-0.2618396239685388
ACH-000676,-0.2714540894465691
ACH-000677,-0.08605943781627139
ACH-000681,-0.16025514810527355
ACH-000683,-0.21547539131223534
ACH-000684,-0.2292365834025709
ACH-000688,-0.4854273476184853
ACH-000693,-0.336046038256208
ACH-000694,-0.2628519503143989
ACH-000695,-0.06948963550630884
ACH-000696,-0.21219108212955934
ACH-000697,-0.5424512984151844
ACH-000699,-0.09875629447839944
ACH-000701,-0.13854948538867806
ACH-000706,-0.17143194595871808
ACH-000711,-0.26449476810517525
ACH-000713,-0.2860819430095751
ACH-000714,-0.1950893921424488
ACH-000718,-0.20924701256694064
ACH-000720,-0.197309706154587
ACH-000721,-0.2010254280662592
ACH-000724,-0.23837640732493726
ACH-000725,-0.15442985179352495
ACH-000732,-0.2680844760144177
ACH-000734,-0.3006217234727265
ACH-000735,-0.3553470195160333
ACH-000736,-0.308585837711275
ACH-000738,-0.08005340015883128
ACH-000746,-0.2532845928639944
ACH-000747,-0.3252880603233177
ACH-000748,-0.1854791203957024
ACH-000753,-0.11027694335855018
ACH-000756,-0.2888884913347617
ACH-000757,-0.16630699591789472
ACH-000758,-0.2727599327024985
ACH-000760,-0.23497887073621695
ACH-000762,-0.4183806268886584
ACH-000763,-0.08516708973596239
ACH-000764,-0.4709136956101404
ACH-000765,-0.253898217211451
ACH-000766,-0.2318829899221656
ACH-000767,-0.2796465169843627
ACH-000768,-0.15579318673108122
ACH-000769,-0.23841073684554315
ACH-000770,-0.3506472336601216
ACH-000771,-0.386296576991993
ACH-000773,-0.1975562424975375
ACH-000776,-0.09722145652204303
ACH-000777,-0.1952793662534376
ACH-000778,-0.214723365407083
ACH-000781,-0.1513042283819485
ACH-000782,-0.3885359252623796
ACH-000783,-0.07538723846938823
ACH-000784,-0.07378656823011127
ACH-000785,-0.2728191074554969
ACH-000787,-0.10649455532961187
ACH-000788,-0.3035782384836351
ACH-000791,-0.2676364486469243
ACH-000792,-0.1959879710767929
ACH-000794,-0.2457679240869845
ACH-000796,-0.3113565238637596
ACH-000798,0.06255793288161236
ACH-000799,-0.17486295650390518
ACH-000800,-0.31705702680452397
ACH-000802,-0.25388091994509704
ACH-000804,-0.12261641088954907
ACH-000805,-0.363950650477806
ACH-000809,-0.441219301114152
ACH-000810,-0.5324846448435149
ACH-000811,-0.2554573400766042
ACH-000817,-0.23385127957372334
ACH-000819,-0.2598169483069416
ACH-000820,-0.20093746580908184
ACH-000821,0.02185596142654684
ACH-000822,-0.1321848402886099
ACH-000823,-0.27482944522135955
ACH-000824,-0.20181934948969205
ACH-000827,-0.1831825556584661
ACH-000829,-0.20722192826382774
ACH-000831,-0.11956222358171953
ACH-000832,-0.4783871021598313
ACH-000833,-0.058954449757726686
ACH-000834,-0.007499506507788169
ACH-000835,-0.1432664148938257
ACH-000836,-0.03546375378259268
ACH-000837,-0.2108559159543222
ACH-000838,-0.29686088773657354
ACH-000839,-0.5627118019740698
ACH-000840,-0.3151682066361895
ACH-000841,-0.15422163600284278
ACH-000843,-0.17693119043559147
ACH-000846,-0.5308367232979857
ACH-000847,-0.3764965311265168
ACH-000848,-0.3189820126300013
ACH-000849,-0.1247211995940998
ACH-000851,-0.2510086119757004
ACH-000855,-0.3658022954373046
ACH-000856,-0.18455623312281447
ACH-000858,-0.2710807140239654
ACH-000859,-0.2251753032928404
ACH-000861,-0.09524973031491846
ACH-000862,-0.1888559925888172
ACH-000865,-0.2803328215458711
ACH-000866,-0.15337559755859784
ACH-000867,-0.15216772095417622
ACH-000869,-0.34024877441526485
ACH-000872,-0.1507182733839986
ACH-000873,-0.2449336260939907
ACH-000876,-0.3035850064653782
ACH-000878,0.22428250180781287
ACH-000880,-0.10001751595606458
ACH-000881,-0.09817126419945432
ACH-000882,-0.13490405194565813
ACH-000884,-0.3214180210149449
ACH-000885,-0.30322329444457297
ACH-000887,-0.3566061703301813
ACH-000889,-0.22203414827147544
ACH-000896,-0.2327431358373439
ACH-000898,-0.13981971616176447
ACH-000900,-0.007950628822348052
ACH-000901,-0.18346708267911915
ACH-000905,-0.18207955022026792
ACH-000906,-0.15002623746641988
ACH-000907,-0.2066806354978747
ACH-000910,-0.1809079342056619
ACH-000911,-0.2923097816285942
ACH-000912,-0.17013714819870834
ACH-000913,-0.2024429711732328
ACH-000915,-0.3110759019725028
ACH-000916,0.16960235031251145
ACH-000917,-0.17476219395161294
ACH-000920,-0.1526751425889527
ACH-000921,-0.16987497574685234
ACH-000924,-0.1253570758989838
ACH-000926,0.02606950110117185
ACH-000928,-0.1667119954099278
ACH-000929,-0.18645856032264027
ACH-000932,-0.18863249048501915
ACH-000935,-0.28524269404545904
ACH-000936,-0.3640828325039732
ACH-000937,-0.1502517470798594
ACH-000938,-0.1869465120593652
ACH-000939,-0.021780740501059038
ACH-000941,-0.09793141971028016
ACH-000943,-0.2357474263894509
ACH-000946,-0.15428972642234487
ACH-000947,-0.2912461264795961
ACH-000948,-0.11930285542670255
ACH-000950,-0.1829221815568629
ACH-000953,-0.18383750086560435
ACH-000954,-0.037071273125427184
ACH-000957,-0.3136983012099744
ACH-000958,-0.08632688266423981
ACH-000960,-0.2567955905737241
ACH-000963,-0.1913293542501198
ACH-000968,-0.32924955545059265
ACH-000969,-0.20122697767374192
ACH-000972,-0.3382507129454395
ACH-000973,-0.15892041413568378
ACH-000974,-0.28423442416366645
ACH-000978,-0.038840757323812855
ACH-000984,-0.12054269074052006
ACH-000986,-0.1635757362724002
ACH-000988,-0.21534401147608564
ACH-000993,-0.14964778426348266
ACH-000994,-0.3412465179753144
ACH-000996,-0.17073684699906996
ACH-001001,-0.13393988822847053
ACH-001020,-0.3130308513719999
ACH-001028,-0.11254440346872352
ACH-001031,-0.10006757605079596
ACH-001038,-0.0700908857167349
ACH-001048,-0.3463582622081364
ACH-001050,-0.2750295025452897
ACH-001053,-0.17910593218595344
ACH-001054,-0.33439416268763894
ACH-001061,-0.25798159506574303
ACH-001067,-0.21599189063047716
ACH-001075,-0.42009922652214576
ACH-001096,-0.2164120825255096
ACH-001111,-0.30899695891000184
ACH-001119,-0.2150630326068012
ACH-001128,-0.4717127171205029
ACH-001134,-0.18169252697463945
ACH-001151,-0.27885907922509523
ACH-001163,-0.05427833877943004
ACH-001164,-0.11368897650874088
ACH-001183,-0.23124971519444906
ACH-001192,-0.11960728397506318
ACH-001193,-0.2670929989151027
ACH-001196,-0.17290525444336954
ACH-001197,-0.11664376733519807
ACH-001205,-0.19556107803180844
ACH-001211,-0.25157208124501274
ACH-001212,-0.2969074773522281
ACH-001228,-0.14506472095001996
ACH-001232,-0.213662520285326
ACH-001239,-0.17533870814465893
ACH-001270,-0.14722799092238187
ACH-001274,-0.2570179273149777
ACH-001275,0.11910163155777492
ACH-001277,-0.21697129774508075
ACH-001278,-0.22138055536419052
ACH-001280,-0.12381218226533976
ACH-001283,-0.2837588830329537
ACH-001289,-0.2679199860850012
ACH-001300,-0.2260991123155699
ACH-001301,-0.4675982912960329
ACH-001302,-0.010681450118237774
ACH-001306,-0.4297976576977781
ACH-001318,-0.24945362516595945
ACH-001322,-0.19817718161366216
ACH-001328,-0.15989823334808653
ACH-001332,-0.5626075657391297
ACH-001336,-0.2532963331045324
ACH-001346,-0.3065248196564684
ACH-001353,-0.13377312808072886
ACH-001354,-0.4123596468560933
ACH-001367,-0.3609326500738951
ACH-001368,-0.2576466628753571
ACH-001374,-0.15128955042623013
ACH-001377,-0.1418904237297911
ACH-001380,-0.2636762549098204
ACH-001391,-0.17530678959917767
ACH-001408,-0.3186993668146568
ACH-001430,-0.5567556492363963
ACH-001431,-0.2340285402711353
ACH-001450,-0.2882134432217765
ACH-001496,-0.18623193160867013
ACH-001500,-0.3138834532808054
ACH-001523,-0.12295160918585825
ACH-001532,-0.22160654361652385
ACH-001550,-0.2620094181855313
ACH-001552,-0.33831243473631606
ACH-001554,-0.14858835364495887
ACH-001654,-0.2571301371939509
ACH-001735,-0.449964202183204
ACH-001736,-0.23195879966904184
ACH-001737,0.05137873592145776
ACH-001740,-0.3798403248305808
ACH-001745,-0.16428204443820552
ACH-001765,-0.20912561676514785
