,ANKRD13C (81573)
ACH-000004,0.06960774089772925
ACH-000005,-0.12316926166784245
ACH-000007,-0.012730501364599602
ACH-000009,-0.06368414557129398
ACH-000011,-0.14916040305098272
ACH-000012,0.0005193181295073354
ACH-000013,0.021924509719860184
ACH-000014,0.008915598344164733
ACH-000015,-0.040349736871769626
ACH-000017,-0.08358863884244247
ACH-000018,-0.13822580329130152
ACH-000019,0.10354802688192724
ACH-000021,-0.0663351385371026
ACH-000022,0.08763225139709832
ACH-000025,-0.21506466342674516
ACH-000028,-0.05489202856382569
ACH-000030,-0.03412182293722084
ACH-000035,-0.018011030527845064
ACH-000036,0.09014361483235517
ACH-000037,-0.2599550141786832
ACH-000039,0.025619400476816538
ACH-000040,-0.13803885789519293
ACH-000041,0.005814030012634688
ACH-000042,0.07130660687001666
ACH-000045,0.055596895126688715
ACH-000047,0.16023671548591215
ACH-000052,-0.11652377983456115
ACH-000053,-0.09537364636826688
ACH-000054,-0.13979958926714756
ACH-000055,-0.09196968480442726
ACH-000060,-0.09454287219498864
ACH-000067,0.04437555023608472
ACH-000070,-0.0818752033873736
ACH-000075,-0.2859501380853585
ACH-000078,-0.07837774510876362
ACH-000082,0.048421188817358934
ACH-000085,-0.2298788260067763
ACH-000086,-0.09290521069389204
ACH-000087,-0.20486781985439892
ACH-000092,-0.005057657904137464
ACH-000095,-0.009229411777091122
ACH-000097,0.06623298693773252
ACH-000098,-0.10842097858481234
ACH-000099,-0.08296419484696774
ACH-000108,0.13722554401544854
ACH-000113,0.004443946918398321
ACH-000116,0.11559781109906116
ACH-000118,-0.026698646128087155
ACH-000120,0.11308739558265185
ACH-000123,-0.059542995826926785
ACH-000127,-0.02906319758917472
ACH-000128,0.12901298801879396
ACH-000132,-0.06889295520590827
ACH-000133,0.03686215166711922
ACH-000137,-0.32809845459105275
ACH-000138,0.043278066634608515
ACH-000142,0.017446082456764232
ACH-000143,-0.18861000533355285
ACH-000146,0.013674454817519652
ACH-000148,-0.06249158389627162
ACH-000150,-0.04069118426081157
ACH-000152,-0.11375028588487975
ACH-000153,0.022177279802151246
ACH-000159,0.06166163200079624
ACH-000160,-0.11621022737785072
ACH-000163,0.032792980695867266
ACH-000167,-0.5280681728228311
ACH-000168,-0.3237876267012074
ACH-000169,-0.05899521612231619
ACH-000178,0.039116757109650284
ACH-000183,-0.14914939871863672
ACH-000188,0.06900047050230848
ACH-000189,-0.19592836648300302
ACH-000190,-0.08411132665950058
ACH-000198,-0.04256874060360681
ACH-000203,-0.4317829361563563
ACH-000204,-0.10483561697000557
ACH-000206,0.05109897431773483
ACH-000207,-0.04880376796211201
ACH-000208,0.026193688801572173
ACH-000210,0.08361740091602883
ACH-000211,-0.04617231432504716
ACH-000215,0.03454726735274554
ACH-000221,-0.009529907236695152
ACH-000222,0.0030744315804352874
ACH-000223,-0.17553093584676016
ACH-000226,-0.09721488661332138
ACH-000227,0.14969639850140296
ACH-000228,0.040007241361674536
ACH-000231,0.07790293507021409
ACH-000232,-0.09528213079380604
ACH-000233,0.06961776970995101
ACH-000234,-0.04430190337736863
ACH-000235,0.005073489078826968
ACH-000237,-0.07056701604468499
ACH-000238,-0.04709763182209963
ACH-000242,-0.20029362370070866
ACH-000243,0.059747181402470775
ACH-000244,0.0934579058798624
ACH-000246,-0.16761913289928634
ACH-000248,-0.14008261085841578
ACH-000250,0.03726751944517929
ACH-000251,-0.17652257270495475
ACH-000252,0.19392041506120686
ACH-000253,0.02374307193213466
ACH-000255,-0.07006082309423768
ACH-000256,0.14283053764806544
ACH-000257,0.20096471392928944
ACH-000258,0.1166721991508568
ACH-000259,0.04643041332288648
ACH-000260,0.10258885362259364
ACH-000261,0.039176228141555886
ACH-000262,-0.420925408075241
ACH-000263,0.3136775573542569
ACH-000264,0.009384232287185969
ACH-000265,-0.08512113470393808
ACH-000266,0.07720503754043095
ACH-000272,-0.12972496580294268
ACH-000274,-0.04562847001207062
ACH-000277,-0.025116935173154668
ACH-000278,-0.2720438435400345
ACH-000279,-0.12855242792120514
ACH-000280,-0.2852729933036087
ACH-000281,0.22108412096999486
ACH-000288,-0.12967347944988236
ACH-000291,-0.0614900736832003
ACH-000293,-0.09615119663724613
ACH-000294,0.1078591770089693
ACH-000295,0.33801505516509434
ACH-000296,-0.11514239639890587
ACH-000302,-0.16573594134901573
ACH-000304,-0.11062074772990642
ACH-000307,-0.1428799046349493
ACH-000308,-0.14648037180118148
ACH-000310,-0.0926742075707412
ACH-000311,0.18478371189422427
ACH-000312,0.031747401804688866
ACH-000315,0.4038031280029352
ACH-000316,-0.02439526166441919
ACH-000317,-0.31372259426444604
ACH-000318,-0.024347124494801527
ACH-000319,-0.12345796030562978
ACH-000320,0.02182616814398416
ACH-000322,-0.2490431427093945
ACH-000323,-0.049029549304080565
ACH-000324,-0.10762243095371324
ACH-000329,0.007582085966424701
ACH-000330,0.040470233455882326
ACH-000331,-0.2917743492782581
ACH-000332,0.058356194700799474
ACH-000334,-0.13613327641829492
ACH-000335,-0.26554018044122263
ACH-000336,0.16869019178492367
ACH-000337,-0.01710134448561984
ACH-000338,0.6145585452885051
ACH-000339,-0.033413622710163834
ACH-000341,-0.035862223097094165
ACH-000348,-0.06410218583864766
ACH-000350,-0.009531250942842778
ACH-000352,-0.0527272437040386
ACH-000356,-0.06837802736813221
ACH-000361,-0.013408990281931328
ACH-000362,-0.0701917187166029
ACH-000363,-0.015282634239489891
ACH-000364,-0.14925705411319878
ACH-000365,0.08304660553320105
ACH-000366,0.029808461521164918
ACH-000368,-0.22525152539498286
ACH-000374,0.05429350211981647
ACH-000375,0.036068227730456134
ACH-000376,-0.05929804995576717
ACH-000381,-0.051687308151124337
ACH-000383,-0.039145090718632994
ACH-000387,-0.19378834909352355
ACH-000389,-0.08679938202850628
ACH-000390,-0.006276978010736419
ACH-000393,-0.0638809826480375
ACH-000395,0.005176549579935932
ACH-000396,-0.3474268993809088
ACH-000397,-0.08612289788907099
ACH-000401,-0.050149800207505424
ACH-000402,0.352947126218616
ACH-000403,-0.0515375869254152
ACH-000404,-0.2199038649580196
ACH-000406,-0.0069276666840576385
ACH-000407,-0.09545966046994883
ACH-000408,0.16263792082988682
ACH-000410,-0.07889604034990075
ACH-000411,-0.09244411934012703
ACH-000414,0.02553993239314311
ACH-000415,0.0012138150278005182
ACH-000416,0.02371295603064675
ACH-000420,-0.09750810799335093
ACH-000421,-0.03388080890504136
ACH-000424,-0.1245551974756994
ACH-000425,0.09206477010613323
ACH-000426,0.04210944133261965
ACH-000427,-0.02109801395145616
ACH-000433,0.042154449134733527
ACH-000435,-0.05814274085776715
ACH-000436,-0.1183426605420301
ACH-000444,-0.05550328361506935
ACH-000445,-0.10640271980232746
ACH-000448,0.024118363324360226
ACH-000450,-0.10935430733121117
ACH-000452,0.03389771943415417
ACH-000454,-0.049256213962463116
ACH-000458,0.038630533808368166
ACH-000459,0.04252184911396968
ACH-000460,-0.06878814838051556
ACH-000461,0.06816910957952489
ACH-000463,-0.2047636144001057
ACH-000464,-0.014855737436408872
ACH-000466,-0.14353526371999353
ACH-000467,0.06850130606407448
ACH-000468,0.13237327191368914
ACH-000469,-0.20636106467201146
ACH-000470,-0.07814840736463942
ACH-000471,-0.1595354781908792
ACH-000472,0.04863161938651685
ACH-000473,0.04161853788542258
ACH-000475,-0.07563236465190269
ACH-000476,-0.1962716491486314
ACH-000477,-0.14840921889173567
ACH-000479,-0.17389161952326926
ACH-000480,-0.22054225466494465
ACH-000481,-0.048490952872224095
ACH-000483,-0.1984111246463163
ACH-000484,-0.004203965369946289
ACH-000485,-0.04569953435565248
ACH-000486,-0.14598169836583474
ACH-000487,-0.1944734899299651
ACH-000488,0.0701066092083187
ACH-000490,0.031159345292514136
ACH-000491,0.026298927019108687
ACH-000495,-0.0051857571576445745
ACH-000496,-0.013143042452830671
ACH-000499,-0.2398040057676067
ACH-000500,-0.04753465132263642
ACH-000502,-0.034996041315624365
ACH-000503,0.061527229012900087
ACH-000505,-0.02738695550394557
ACH-000507,-0.17911606705364647
ACH-000510,-0.16491698598511598
ACH-000511,-0.08895453691470849
ACH-000512,0.18026535274478897
ACH-000516,-0.003807893630886293
ACH-000517,0.044810622571519416
ACH-000518,0.025558339285833485
ACH-000520,-0.10602695191388893
ACH-000521,0.05866426439055775
ACH-000522,-0.2640644298094597
ACH-000524,0.030812325094399663
ACH-000527,-0.034926008809793525
ACH-000528,0.0497400088961444
ACH-000537,-0.06148858591603819
ACH-000541,-0.1194311978498694
ACH-000542,-0.14127195033073334
ACH-000544,0.012075276613100906
ACH-000545,-0.010298582822879387
ACH-000547,-0.20839227582058026
ACH-000548,0.012636746048928513
ACH-000549,0.1839025323102792
ACH-000550,-0.13337488539091372
ACH-000552,0.002778362742506057
ACH-000556,-0.05925746305462073
ACH-000557,0.040906259243346094
ACH-000569,-0.2173203107646368
ACH-000570,-0.010574242137373879
ACH-000571,-0.22110080334944127
ACH-000573,-0.0032875066408529557
ACH-000576,-0.13152243041882766
ACH-000579,-0.12467204424925946
ACH-000580,0.14904054872990044
ACH-000584,0.11052721882199304
ACH-000585,0.014201947905089116
ACH-000588,-0.1587650700181402
ACH-000589,-0.042721052194543856
ACH-000591,-0.12575579900290768
ACH-000593,-0.08607236527486746
ACH-000600,-0.20655475249091906
ACH-000601,0.02876904551764369
ACH-000605,-0.1295182136610661
ACH-000606,-0.08890177777963107
ACH-000608,0.010521202956581464
ACH-000614,-0.2779032047595548
ACH-000616,-0.017603095482571284
ACH-000618,0.01783825396940121
ACH-000619,0.08590967020530006
ACH-000620,-0.12517700400993845
ACH-000621,-0.08589276738955205
ACH-000622,-0.048672184473469535
ACH-000623,-0.10325171706817562
ACH-000624,-0.027564795907615867
