,OCLN (100506658)
ACH-000004,-0.0999208673288262
ACH-000005,-0.06221125673072701
ACH-000007,0.11278368643114113
ACH-000009,0.04978805959939405
ACH-000011,-0.08065364233945511
ACH-000012,-0.3072557505305105
ACH-000013,-0.040919810216319456
ACH-000014,0.08375044243563345
ACH-000015,-0.30857571230701714
ACH-000017,-0.1911709747071323
ACH-000018,-0.2391221639891484
ACH-000019,-0.308206854235578
ACH-000021,-0.1120199186312188
ACH-000022,-0.06375238023017374
ACH-000025,0.08745191056373516
ACH-000028,-0.12136393230641634
ACH-000030,-0.013810531476593607
ACH-000035,-0.01077355031937739
ACH-000036,-0.2782283906500734
ACH-000037,-0.05317324360594937
ACH-000039,0.06967800670738858
ACH-000040,-0.21691576731167195
ACH-000041,-0.08723391115449555
ACH-000042,0.0928089682684637
ACH-000045,-0.19342860014573304
ACH-000047,0.047200181457700864
ACH-000052,-0.046701233321485534
ACH-000053,-0.19648750373595253
ACH-000054,-0.18112848434027198
ACH-000055,-0.10001929946538916
ACH-000060,0.22131487223625435
ACH-000067,-0.086129055094487
ACH-000070,-0.09576764213062512
ACH-000075,-0.1838774945243001
ACH-000078,-0.08006521705074933
ACH-000082,-0.08154720775861893
ACH-000085,0.011392664523249591
ACH-000086,-0.1802484689265624
ACH-000087,-0.011072090605494193
ACH-000092,-0.31515901926842194
ACH-000095,0.0467596405392559
ACH-000097,-0.19702928176225296
ACH-000098,-0.12497090693909993
ACH-000099,0.0992132098532298
ACH-000108,-0.022811054579003464
ACH-000113,-0.03059798322698225
ACH-000116,-0.2386369183114061
ACH-000118,0.07426465968239786
ACH-000120,0.07831174141337452
ACH-000123,-0.06460411069394957
ACH-000127,-0.0139496104675854
ACH-000128,-0.04081565901417932
ACH-000132,-0.06118500113630292
ACH-000133,-0.11043272397317824
ACH-000137,-0.22652344830031315
ACH-000138,0.07373668961600839
ACH-000142,-0.1351209097490758
ACH-000143,-0.01500696718593034
ACH-000146,-0.09791448117408803
ACH-000148,-0.07407077541969513
ACH-000150,0.010707292470010992
ACH-000152,0.04018125252099679
ACH-000153,-0.3450458555525745
ACH-000159,-0.13610607602809865
ACH-000160,-0.0039003079607395352
ACH-000163,-0.01281246954211201
ACH-000167,-0.3595547493932144
ACH-000168,0.059286957549739165
ACH-000169,-0.19482036342198294
ACH-000178,-0.0664445187848535
ACH-000183,-0.5387610152130514
ACH-000188,-0.09027418364763676
ACH-000189,-0.11598536356483286
ACH-000190,-0.14982586688225405
ACH-000198,-0.028305409797280887
ACH-000203,0.8917675829926256
ACH-000204,-0.2816816130315363
