,TXNRD2 (10587)
ACH-000004,-0.3301978394929944
ACH-000005,-0.3279949217969916
ACH-000007,-0.2212897809829855
ACH-000009,-0.1707370488502498
ACH-000011,-0.23033998294535246
ACH-000012,-0.2430726474210776
ACH-000013,-0.09501455526103696
ACH-000014,-0.2481806862495481
ACH-000015,-0.17053956266231535
ACH-000017,-0.17290912363626695
ACH-000018,-0.029091982396025087
ACH-000019,-0.2078807810093236
ACH-000021,-0.0787837442655008
ACH-000022,-0.16932083788086366
ACH-000025,-0.2449672588658013
ACH-000028,-0.17108850660917208
ACH-000030,-0.13257117288484924
ACH-000035,-0.2445910873161249
ACH-000036,-0.06154515065528696
ACH-000037,-0.04298554223622037
ACH-000039,-0.1221246897165663
ACH-000040,0.02690316538295754
ACH-000041,-0.15596284235227836
ACH-000042,-0.21885950400973248
ACH-000045,-0.17951961184515955
ACH-000047,-0.1308521019912749
ACH-000052,-0.20429696504280945
ACH-000053,-0.04111513508056554
ACH-000054,-0.09927117479061524
ACH-000055,-0.051296635940787004
ACH-000060,-0.1854721323119916
ACH-000067,0.04950444094592279
ACH-000070,-0.17219583331241514
ACH-000075,-0.16357068678255515
ACH-000078,-0.12122719149534746
ACH-000082,-0.10019214200082173
ACH-000085,-0.2446080841614085
ACH-000086,-0.07274832666117212
ACH-000087,-0.04780809786460127
ACH-000092,-0.22073119993343096
ACH-000095,-0.1187421839197354
ACH-000097,-0.22339806834874126
ACH-000098,-0.3162718498703703
ACH-000099,-0.21456273468773568
ACH-000108,-0.19190015397282048
ACH-000113,-0.03973317237374123
ACH-000116,-0.1112847187383725
ACH-000118,-0.126723296602665
ACH-000120,-0.13136622914406335
ACH-000123,-0.2008898516290808
ACH-000127,-0.002822899386824092
ACH-000128,0.035706151465825266
ACH-000132,-0.12183988951934956
ACH-000133,-0.039292694346638415
ACH-000137,-0.19953951948240856
ACH-000138,-0.015915236344874947
ACH-000142,-0.052068955148345315
ACH-000143,-0.1802478063248598
ACH-000146,-0.20609727690059285
ACH-000148,-0.08795539200751942
ACH-000150,0.011320166249836335
ACH-000152,0.0008082292328166037
ACH-000153,-0.1659045184756794
ACH-000159,-0.04706375834131935
ACH-000160,-0.20306989225072064
ACH-000163,0.05211799698676852
ACH-000167,-0.17689303431866454
ACH-000168,-0.20742911562221528
ACH-000169,-0.22436876532049746
ACH-000178,-0.08068065171054238
ACH-000183,-0.10791211042592948
ACH-000188,-0.10700324842293063
ACH-000189,-0.10583960507979698
ACH-000190,-0.13412525138434211
ACH-000198,-0.05293749980628162
ACH-000203,-0.3678541527377357
ACH-000204,-0.054240597214767414
ACH-000206,-0.15698842742598595
ACH-000207,-0.19323400653203288
ACH-000208,-0.18668890587728426
ACH-000210,0.15624204034611633
ACH-000211,-0.13439508485204393
ACH-000215,-0.2278866947497805
ACH-000221,-0.2684349989911837
ACH-000222,-0.14441407633105896
ACH-000223,-0.1943909271669323
ACH-000226,-0.17578882688324374
ACH-000227,-0.08769452505768273
ACH-000228,-0.18830172148961224
ACH-000231,-0.18571259775597304
ACH-000232,-0.09522192415412532
ACH-000233,-0.04049389262953765
ACH-000234,-0.1003317064493048
ACH-000235,-0.12598620615383446
ACH-000237,-0.1388434224330145
ACH-000238,-0.12072212165318907
ACH-000242,0.0173717697068196
ACH-000243,-0.20187321570487127
ACH-000244,-0.013526411461401109
ACH-000246,-0.1211881049891417
ACH-000248,-0.1679111531139702
ACH-000250,0.03830299316688001
ACH-000251,-0.06334059890258745
ACH-000252,-0.01570159343181869
ACH-000253,-0.1435044451908251
ACH-000255,-0.17982257341247904
ACH-000256,-0.4745204351493345
ACH-000257,0.031090836426463164
ACH-000258,-0.16848206130055232
ACH-000259,-0.16657826024621358
ACH-000260,-0.04534151838868397
ACH-000261,-0.10155971367043176
ACH-000262,0.00010158132401355516
ACH-000263,-0.1926958347733497
ACH-000264,-0.16169473092931738
ACH-000265,-0.239106832332706
ACH-000266,-0.1028422217709518
ACH-000272,-0.17741565966791026
ACH-000274,-0.1465116808135844
ACH-000277,-0.08210561045057753
ACH-000278,-0.10390400954930988
ACH-000279,-0.1620362705976396
ACH-000280,-0.1569783052434858
ACH-000281,-0.11618810948188164
ACH-000288,-0.15212659181520982
ACH-000291,-0.1825007151151169
ACH-000293,-0.1795906856715651
ACH-000294,0.030505093288905955
ACH-000295,-0.1743359057383454
ACH-000296,0.003306810664248341
ACH-000302,-0.26059684119900783
ACH-000304,-0.04678340644382133
ACH-000307,-0.04278962951152987
ACH-000308,-0.13776846637857618
ACH-000310,0.018373103498622603
ACH-000311,-0.2222889691151813
ACH-000312,-0.15659677782662978
ACH-000315,-0.028329245338454413
ACH-000316,-0.12683169836681693
ACH-000317,0.01740841557951866
ACH-000318,-0.1099721840362815
ACH-000319,-0.2686917011774372
ACH-000320,-0.11128389806332856
ACH-000322,-0.10608526858031504
ACH-000323,-0.2561143828151317
ACH-000324,-0.11033689545018452
ACH-000329,0.016611702827529516
ACH-000330,-0.19619922178043514
ACH-000331,-0.0917488906033165
ACH-000332,-0.09787333089852483
ACH-000334,-0.11764110275343635
ACH-000335,-0.3750275478774033
ACH-000336,0.07723083409643354
ACH-000337,-0.15606152465880185
ACH-000338,0.20917613805183013
ACH-000339,-0.07291641411705635
ACH-000341,-0.08635732804203608
ACH-000348,-0.1505038850005899
ACH-000350,-0.08523577006263784
ACH-000352,-0.18390136493691014
ACH-000356,-0.18252754944946928
ACH-000361,-0.20991103397291874
ACH-000362,-0.08285289808873672
ACH-000363,-0.09360640461628733
ACH-000364,-0.2340414338936144
ACH-000365,-0.2720110311430554
ACH-000366,-0.2260042742011133
ACH-000368,-0.15242644652727108
ACH-000374,0.02144966186295669
ACH-000375,-0.20073911101611486
ACH-000376,-0.09394876081624172
ACH-000381,0.029114114868386567
ACH-000383,-0.13933681683644075
ACH-000387,-0.12933877254236942
ACH-000389,-0.09430716502808108
ACH-000390,-0.20759505549959614
ACH-000393,-0.24492482861511305
ACH-000395,-0.06421659886350092
ACH-000396,-0.1510996357404243
ACH-000397,-0.1524994813634029
ACH-000401,-0.13034347420384773
ACH-000402,-0.3220126946997653
ACH-000403,-0.1785383904351061
ACH-000404,-0.09042351855111347
ACH-000406,-0.09507775070576123
ACH-000407,-0.0981977783966686
ACH-000408,-0.1373527968582415
ACH-000410,-0.17251133689976034
ACH-000411,-0.1151799126688108
ACH-000414,-0.17043675521919108
ACH-000415,-0.11370669923720254
ACH-000416,-0.11807916394969535
ACH-000420,-0.033847083352309536
ACH-000421,-0.33054814309569797
ACH-000424,-0.3195634156793953
ACH-000425,-0.2414162852927647
ACH-000426,0.009797556129547969
ACH-000427,-0.10573126937035926
ACH-000433,-0.2171219923023024
ACH-000435,-0.19631440810470732
ACH-000436,-0.10719064464726423
ACH-000444,-0.16440157040355646
ACH-000445,-0.29057438797686064
ACH-000448,-0.091361564335093
ACH-000450,-0.26260178600432976
ACH-000452,-0.05365998611128925
ACH-000454,-0.14687019592008446
ACH-000458,-0.22308082537364302
ACH-000459,-0.10399684412891767
ACH-000460,-0.07615550201869413
ACH-000461,-0.15463848523720272
ACH-000463,-0.2095896373089912
ACH-000464,-0.23731538719957104
ACH-000466,-0.01863245878006302
ACH-000467,-0.005238060453962627
ACH-000468,-0.2280145786307334
ACH-000469,-0.20711613404588372
ACH-000470,-0.21113498551803475
ACH-000471,-0.2043876468050292
ACH-000472,-0.15809305758197728
ACH-000473,-0.2729155150873205
ACH-000475,-0.14765259304959452
ACH-000476,-0.09262639632504578
ACH-000477,-0.21499077876703696
ACH-000479,-0.1933667330883928
ACH-000480,-0.15632506539249053
ACH-000481,-0.16129870664090504
ACH-000483,-0.2580795459433578
ACH-000484,-0.1169378651976538
ACH-000485,-0.018702488315127167
ACH-000486,-0.07172663996452447
ACH-000487,-0.019432423130907126
ACH-000488,-0.1421085123895003
ACH-000490,-0.14981384615185306
ACH-000491,-0.11112454327617703
ACH-000495,-0.15800483622277298
ACH-000496,-0.01863151358760354
ACH-000499,-0.3197170452811675
ACH-000500,0.023846987915816232
ACH-000502,-0.11231414216707007
ACH-000503,-0.15997331178028776
ACH-000505,-0.2566622899547351
ACH-000507,-0.033010372077006765
ACH-000510,-0.20979806739586085
ACH-000511,-0.2211974569727175
ACH-000512,-0.1958676562025608
ACH-000516,-0.2154053883568336
ACH-000517,-0.2354592405249905
ACH-000518,-0.17502100188768194
ACH-000520,-0.13543670861470325
ACH-000521,-0.0632574435121633
ACH-000522,-0.004131296243459974
ACH-000524,-0.17011288978196415
ACH-000527,-0.08563234365951539
ACH-000528,-0.13815170139789054
ACH-000537,0.032398068132220736
ACH-000541,-0.07312167901611175
ACH-000542,-0.14429345891012949
ACH-000544,-0.15375327922252513
ACH-000545,-0.09989650861836966
ACH-000547,-0.1265670714563201
ACH-000548,0.0698194490403051
ACH-000549,-0.09572252582663066
ACH-000550,-0.11515873266810095
ACH-000552,-0.17882729341165124
ACH-000556,-0.14115341874199208
ACH-000557,-0.09348384816089242
ACH-000569,-0.0911978055850034
ACH-000570,-0.2366696832435883
ACH-000571,-0.0738774546821041
ACH-000573,-0.04693426575424582
ACH-000576,-0.15589392213599915
ACH-000579,-0.20948194805658246
ACH-000580,-0.1460309662752952
ACH-000584,-0.05891722571685304
ACH-000585,-0.0174486570224533
ACH-000588,-0.09969969876314344
ACH-000589,-0.27086641993363103
ACH-000591,-0.13227407922125636
ACH-000593,-0.19055765182167764
ACH-000600,-0.10407850155842363
ACH-000601,-0.13223404539567554
ACH-000605,-0.20913328002916215
ACH-000606,-0.2662990262904106
ACH-000608,-0.204208151915552
ACH-000614,-0.0782279616558586
ACH-000616,-0.0756729358626441
ACH-000618,-0.2359833933959876
ACH-000619,-0.11815456865800593
ACH-000620,-0.04064870661592865
ACH-000621,-0.1476125947174179
ACH-000622,-0.10867157127182972
ACH-000623,-0.19425539745296933
ACH-000624,-0.1952340768523652
ACH-000627,-0.22034200570004328
ACH-000630,-0.08431546639152404
ACH-000631,0.00731707668039186
ACH-000632,-0.1499612636213455
ACH-000633,-0.16574669516707424
ACH-000637,-0.10298568782556468
ACH-000638,-0.04154401578552632
ACH-000646,-0.1412506015691271
ACH-000647,-0.13620332504030033
ACH-000648,-0.03234595602948316
ACH-000649,-0.06099141094331165
ACH-000651,-0.2482005965238579
ACH-000652,0.053013520477784216
ACH-000653,-0.02984663331085793
ACH-000657,-0.12879446864678684
ACH-000658,-0.02443495123109776
ACH-000661,0.048038729941577166
ACH-000662,-0.11070677985378699
ACH-000663,-0.15547097371875696
ACH-000665,-0.30493519322459456
ACH-000671,-0.12148889780138615
ACH-000672,-0.17286602881676993
