,GORASP1 (64689)
ACH-000688,-0.21479500296274096
ACH-000693,-0.1979107170342018
ACH-000694,-0.16344288347336694
ACH-000695,-0.14148421125686692
ACH-000696,-0.1589112906543057
ACH-000697,-0.13500993876768733
ACH-000699,-0.21220690276501106
ACH-000701,0.03564181409042795
ACH-000706,-0.2396690283176606
ACH-000711,-0.1961689218345112
ACH-000713,-0.20599837558714887
ACH-000714,-0.09668167502175112
ACH-000718,0.028912162747979576
ACH-000720,-0.12278586524261792
ACH-000721,-0.17828403084014902
ACH-000724,-0.18715937464486115
ACH-000725,-0.2003547596674419
ACH-000732,-0.27589076853704364
ACH-000734,-0.08340177396834092
ACH-000735,-0.23529520460007994
ACH-000736,-0.1651321602279575
ACH-000738,-0.234120456165732
ACH-000746,-0.164178142858551
ACH-000747,-0.1073409794073756
ACH-000748,-0.2426386676696894
ACH-000753,-0.1379158030208638
ACH-000756,-0.08714873325844706
ACH-000757,-0.02373981401456581
ACH-000758,-0.14421753906333468
ACH-000760,-0.07402500140710977
ACH-000762,-0.07084384876710863
ACH-000763,-0.11066578023606913
ACH-000764,-0.10982063696898466
ACH-000765,0.0222392924390576
ACH-000766,-0.01618745768992684
ACH-000767,-0.10056440621165158
ACH-000768,-0.19602691905671948
ACH-000769,-0.10867947731466844
ACH-000770,-0.24018253032110545
ACH-000771,-0.17140238884422532
ACH-000773,-0.18759993002272532
ACH-000776,-0.2657827833247633
ACH-000777,-0.11427413390620288
ACH-000778,-0.2865040293881497
ACH-000781,-0.1255917256106541
ACH-000782,0.01809071526414668
ACH-000783,-0.12273869208951738
ACH-000784,-0.1686708669173125
ACH-000785,-0.10856965131402267
ACH-000787,-0.09061443979181646
ACH-000788,-0.09363033624635916
ACH-000791,-0.1883673233489967
ACH-000792,-0.17735446467637062
ACH-000794,-0.2589863466306882
ACH-000796,-0.18985089633752647
ACH-000798,0.1710600228963068
ACH-000799,-0.2424685822279127
ACH-000800,-0.2544421131487278
ACH-000802,-0.1457557977866639
ACH-000804,-0.25303050044502523
ACH-000805,-0.10780853932845946
ACH-000809,-0.1945513044662763
ACH-000810,-0.1718215538654305
ACH-000811,-0.2159072405475459
ACH-000817,-0.3061961467086923
ACH-000819,-0.1037370501570354
ACH-000820,-0.2862956157290827
ACH-000821,-0.11038004838262992
ACH-000822,-0.26866673315996953
ACH-000823,-0.27632101735938597
ACH-000824,-0.1778203414207184
ACH-000827,-0.16142151271957575
ACH-000829,-0.11856040786393005
ACH-000831,-0.17145613929669246
ACH-000832,-0.2372571933825437
ACH-000833,-0.11160649428587023
ACH-000834,-0.14281435957722266
ACH-000835,-0.18342484178682356
ACH-000836,-0.2334139962898484
ACH-000837,-0.1687070565602836
ACH-000838,-0.03311228471015425
ACH-000839,-0.2629781532425579
ACH-000840,-0.12348995741516325
ACH-000841,-0.1933322780524536
ACH-000843,0.04657490653758975
ACH-000846,-0.09038225470633296
ACH-000847,-0.15562500440055224
ACH-000848,-0.22821713337079386
ACH-000849,-0.06449968021054522
ACH-000851,-0.11538111199732375
ACH-000855,-0.20236320231219865
ACH-000856,-0.2458743041821579
ACH-000858,-0.10412829166612847
ACH-000859,-0.05593054091456608
ACH-000861,-0.1942761667694062
ACH-000862,-0.15407799979253975
ACH-000865,-0.13180276487540246
ACH-000866,-0.10696664372474574
ACH-000867,-0.22812288849723295
ACH-000869,-0.3921841751428394
ACH-000872,-0.03972616729357199
ACH-000873,-0.13541962106733238
ACH-000876,-0.23815805101195886
ACH-000878,-0.14434303737206292
ACH-000880,-0.3091817895121176
ACH-000881,-0.24140459854385465
ACH-000882,-0.17321757256032924
ACH-000884,-0.10034697885743596
ACH-000885,-0.22017994241270655
ACH-000887,-0.14321271470046168
ACH-000889,-0.03889576068853971
ACH-000896,-0.18977137935711186
ACH-000898,-0.07098877108437117
ACH-000900,-0.26551913654990306
ACH-000901,-0.16497375260646502
ACH-000905,-0.1340517388006895
ACH-000906,-0.15263032049890093
ACH-000907,0.11142710705844698
ACH-000910,-0.17236396653599573
ACH-000911,-0.15679662156252916
ACH-000912,-0.16418194693363408
ACH-000913,-0.08799182327020609
ACH-000915,-0.060573412454488475
ACH-000916,-0.07001715111188099
ACH-000917,-0.15667993271582045
ACH-000920,0.0922112384519946
ACH-000921,-0.109196894587336
ACH-000924,-0.3207346878573705
ACH-000926,-0.1155297784155063
ACH-000928,-0.2782517257129285
ACH-000929,-0.3965796904804562
ACH-000932,-0.1346729260109598
ACH-000935,-0.3158012476269106
ACH-000936,-0.06665585985447507
ACH-000937,-0.12882274047324618
ACH-000938,-0.11275064010280507
ACH-000939,-0.09130669571501232
ACH-000941,-0.1584604161853564
ACH-000943,-0.1771944349649892
ACH-000946,-0.27005187456029073
ACH-000947,-0.12276741948539235
ACH-000948,-0.32442877486516625
ACH-000950,-0.2068097455223808
ACH-000953,-0.2834268594667938
ACH-000954,-0.2079959727268528
ACH-000957,-0.021925990373470088
ACH-000958,-0.09839854723343383
ACH-000960,-0.2614517520041693
ACH-000963,-0.4395315155590525
ACH-000968,-0.1292467275081948
ACH-000969,-0.13139017014394078
ACH-000972,-0.30677851856513416
ACH-000973,-0.24541762466748335
ACH-000974,-0.20666181593633567
ACH-000978,-0.02642199419234625
ACH-000984,-0.1217665050913894
ACH-000986,-0.18301240960542464
ACH-000988,-0.3271796760649663
ACH-000993,-0.1604928837559992
ACH-000994,-0.16443388898884584
ACH-000996,-0.3710689301822897
ACH-001001,-0.1555887760544742
ACH-001020,-0.1773224653311983
ACH-001028,-0.18565508449750912
ACH-001031,-0.2616295310496186
ACH-001038,-0.17421053795254474
ACH-001048,-0.07435612459613154
ACH-001050,-0.018962852743657124
ACH-001053,-0.19130394986351634
ACH-001054,-0.014604778275942396
ACH-001061,-0.16588673697455694
ACH-001067,-0.08949818075543499
ACH-001075,-0.2814379360051417
ACH-001096,-0.055804169365865464
ACH-001111,-0.08445660906476075
ACH-001119,-0.33369177142803497
ACH-001128,-0.03746710364622749
ACH-001134,-0.20932656236959976
ACH-001151,-0.11585688690140272
ACH-001163,-0.15821813656509426
ACH-001164,-0.05634854437961391
ACH-001183,-0.20108980322371936
ACH-001192,-0.2105314035892554
ACH-001193,-0.09691679537194177
ACH-001196,0.01194599475129904
ACH-001197,0.03887530066407825
ACH-001205,-0.15276896777013144
ACH-001211,-0.42856442404997896
ACH-001212,-0.2359916558625429
ACH-001228,-0.09935702069110727
ACH-001232,-0.1876909945382504
ACH-001239,-0.1062585691197306
ACH-001270,-0.14142233623669911
ACH-001274,-0.33126227599183505
ACH-001275,-0.11305860750807326
ACH-001277,-0.0716279824801363
ACH-001278,-0.11286931788453045
ACH-001280,-0.2409961549217385
ACH-001283,-0.12308938973553565
ACH-001289,-0.021401925593853274
ACH-001300,0.04908964446905634
ACH-001301,-0.23869571652938676
ACH-001302,-0.1614159029179976
ACH-001306,-0.16219257963842473
ACH-001318,-0.1950092841583452
ACH-001322,-0.21558378090245764
ACH-001328,-0.2590981799296149
ACH-001332,-0.02401774014857577
ACH-001336,-0.09445074325605664
ACH-001346,-0.18407048030103765
ACH-001353,-0.03258317715547069
ACH-001354,-0.10408655754076747
ACH-001367,0.01226720556008383
ACH-001368,-0.12442789640890088
ACH-001374,-0.3681993941841866
ACH-001377,-0.061081663164181364
ACH-001380,-0.260432288718181
ACH-001391,-0.07314159679508613
ACH-001408,-0.1610473638122777
ACH-001430,-0.07459346327366817
ACH-001431,-0.10039479848220403
ACH-001450,-0.2401585101246881
ACH-001496,-0.034780446873480926
ACH-001500,-0.2325343382878469
ACH-001523,-0.10146866327605446
ACH-001532,-0.20402465780362086
ACH-001550,-0.16327938160886524
ACH-001552,-0.2163450426626355
ACH-001554,-0.1745282510894955
ACH-001654,-0.08059481886338704
ACH-001735,-0.07147555208126136
ACH-001736,-0.07982102770067824
ACH-001737,-0.1476179949211932
ACH-001740,-0.034400322441439465
ACH-001745,-0.15915070827691175
ACH-001765,-0.17772638200415622
