,PPAP2B (8613)
ACH-000004,-0.08808980369976857
ACH-000005,-0.009073890431719037
ACH-000007,-0.11842318130959124
ACH-000009,-0.1893302884965193
ACH-000011,-0.18411854346974899
ACH-000012,-0.024427511979410826
ACH-000013,-0.01615505065870289
ACH-000014,-0.15379989769577382
ACH-000015,-0.21020614492324294
ACH-000017,-0.017169969489953175
ACH-000018,-0.16484159436106066
ACH-000019,0.00939267901137506
ACH-000021,0.007595145894548219
ACH-000022,-0.07143133308585647
ACH-000025,-0.14461474681014588
ACH-000028,-0.06940020752410757
ACH-000030,-0.1068635975564266
ACH-000035,-0.1696879703044485
ACH-000036,-0.014308222536705727
ACH-000037,-0.06662687765266881
ACH-000039,-0.09088351379515268
ACH-000040,-0.2564087541122215
ACH-000041,-0.1939009426330572
ACH-000042,0.0738261808088455
ACH-000045,0.007303196740290702
ACH-000047,0.006110208566579661
ACH-000052,-0.12279626460891255
ACH-000053,-0.09616561885270086
ACH-000054,-0.27550328541065194
ACH-000055,0.037702195771869874
ACH-000060,-0.0656958165646542
ACH-000067,0.049457202888469366
ACH-000070,-0.13957666750005454
ACH-000075,-0.2275325277267765
ACH-000078,-0.06335875355840502
ACH-000082,0.02714959358529453
ACH-000085,0.03346388748818956
ACH-000086,-0.17846565535344272
ACH-000087,-0.14223267660337655
ACH-000092,-0.07241423114364635
ACH-000095,-0.0033033599093313984
ACH-000097,0.031782393091594134
ACH-000098,-0.06949644755940024
ACH-000099,0.020894543713563144
ACH-000108,0.00012314909824735838
ACH-000113,-0.03973482486675276
ACH-000116,0.06255679364971634
ACH-000118,-0.0951406303170296
ACH-000120,0.11141954014560296
ACH-000123,-0.009201438003718428
ACH-000127,-0.012280831861653407
ACH-000128,-0.03395105394398324
ACH-000132,-0.004223133700269106
ACH-000133,-0.26082624284550243
ACH-000137,-0.2444912592282088
ACH-000138,0.015076544551034887
ACH-000142,-0.011303956151496163
ACH-000143,-0.195401767383658
ACH-000146,0.04091207093160146
ACH-000148,-0.12293684017830285
ACH-000150,-0.17506698784513233
ACH-000152,-0.09099329785714427
