,UGT1A8 (54576)
ACH-000004,-0.1128151020078404
ACH-000005,-0.4038589830231519
ACH-000007,-0.2368299927519245
ACH-000009,-0.2095653984208735
ACH-000011,-0.08987867143294317
ACH-000012,-0.03078395182937658
ACH-000013,-0.14386176291359207
ACH-000014,-0.0639816870847233
ACH-000015,-0.17522393323210925
ACH-000017,-0.12046515496491185
ACH-000018,-0.003857175896393442
ACH-000019,-0.3392188966676026
ACH-000021,-0.11561440213480415
ACH-000022,-0.1795884948760565
ACH-000025,-0.03540403296468552
ACH-000028,-0.1029021835454573
ACH-000030,-0.21674840039207569
ACH-000035,-0.3160940695129197
ACH-000036,-0.2280095815791493
ACH-000037,-0.22950882085670005
ACH-000039,0.06902011991551495
ACH-000040,-0.0951469555168429
ACH-000041,-0.21108521294978105
ACH-000042,-0.19832197183615335
ACH-000045,-0.1669281734505074
ACH-000047,-0.08090865130410099
ACH-000052,-0.3658646132202354
ACH-000053,-0.11667453123654745
ACH-000054,-0.14321683581462
ACH-000055,-0.14735921240590005
ACH-000060,-0.15947699962806378
ACH-000067,-0.15285245786727789
ACH-000070,-0.26256836716105336
ACH-000075,-0.30780329672934426
ACH-000078,-0.23336857209286202
ACH-000082,-0.1925757087641939
ACH-000085,-0.2811307636114366
ACH-000086,-0.06786439326540758
ACH-000087,-0.2235791258808812
ACH-000092,-0.0954187975958982
ACH-000095,-0.2054415973437464
ACH-000097,-0.36389050300008907
ACH-000098,-0.3208386865480485
ACH-000099,-0.14420563491899396
ACH-000108,-0.05405373182570514
ACH-000113,-0.12824397437644286
ACH-000116,-0.21778879578097654
ACH-000118,-0.1681889444387985
ACH-000120,-0.0591989291052287
ACH-000123,-0.0005774413439917021
ACH-000127,-0.15255843435263067
ACH-000128,-0.2414579160695773
ACH-000132,-0.1664671594453251
ACH-000133,-0.17102710055276346
ACH-000137,-0.1311623022578544
ACH-000138,-0.16968261962064085
ACH-000142,-0.11751865939047505
ACH-000143,-0.17814586260620655
ACH-000146,-0.0823360272912944
ACH-000148,-0.1722036338279351
ACH-000150,-0.2357438366260301
ACH-000152,-0.20690390667699032
ACH-000153,-0.17137306344179565
ACH-000159,-0.031849817556999074
ACH-000160,-0.17288942895748474
ACH-000163,-0.14730077044059026
ACH-000167,-0.34794378267079706
ACH-000168,-0.17776192993669626
ACH-000169,-0.2179203975427248
ACH-000178,-0.28357390877046496
ACH-000183,-0.2912771625914701
ACH-000188,-0.14381927674812536
ACH-000189,0.017233715808030924
ACH-000190,-0.2750753086735229
ACH-000198,-0.1651439881186221
ACH-000203,0.037097887622151486
ACH-000204,-0.43569538867772495
ACH-000206,-0.13665746060023215
ACH-000207,-0.29144411359386657
ACH-000208,-0.3054195242310821
ACH-000210,-0.4024493592464531
ACH-000211,-0.17858498702308254
ACH-000215,-0.19607357875558884
ACH-000221,-0.09826707643758624
ACH-000222,-0.2901845084592441
ACH-000223,-0.20354874968642653
ACH-000226,-0.12748882855369972
ACH-000227,-0.1869448942303858
ACH-000228,-0.21434224292773746
ACH-000231,-0.11446429521684298
ACH-000232,-0.11461569394667195
ACH-000233,-0.2704548319429652
ACH-000234,-0.14565141596434858
ACH-000235,-0.3281603131947737
ACH-000237,-0.3255882744327732
ACH-000238,-0.11198584635308052
ACH-000242,-0.2641127069646799
ACH-000243,-0.2614209471359973
ACH-000244,-0.18873793798097765
ACH-000246,-0.18655539654555395
ACH-000248,-0.17806087714488153
ACH-000250,-0.15998839360876854
ACH-000251,-0.29817445570498946
ACH-000252,-0.05820462125084502
ACH-000253,-0.09402639131636284
ACH-000255,-0.2899153331656157
ACH-000256,-0.05451804753432714
ACH-000257,0.04828829290099449
ACH-000258,-0.11459651529134415
ACH-000259,-0.1092896056215608
ACH-000260,-0.10722879307238588
ACH-000261,-0.10555782962588986
ACH-000262,-0.037242249309755227
ACH-000263,-0.047073652486913815
ACH-000264,-0.16485002524005626
ACH-000265,-0.20627529786544496
ACH-000266,-0.1810060896049622
ACH-000272,-0.19604213222681655
ACH-000274,-0.23926081125001775
ACH-000277,-0.13909711553737125
ACH-000278,-0.25381337709695884
ACH-000279,-0.15408538272935576
ACH-000280,-0.21746497916641055
ACH-000281,-0.21795580752138147
ACH-000288,-0.24603545268197174
ACH-000291,-0.2714410028532867
ACH-000293,-0.07390637969162936
ACH-000294,-0.21088369331956594
ACH-000295,-0.4715152150798694
ACH-000296,-0.0020869012364245387
ACH-000302,-0.20676986153983315
ACH-000304,-0.2715724928625987
ACH-000307,-0.101890014917774
ACH-000308,-0.1866587480677907
ACH-000310,-0.16860435080588454
ACH-000311,-0.2897513562631058
ACH-000312,-0.2007183676101278
ACH-000315,-0.3705032592868317
ACH-000316,-0.279092863335787
ACH-000317,-0.09903260901306593
ACH-000318,-0.19254139449130891
ACH-000319,-0.3062389917996958
ACH-000320,-0.12224756109642353
ACH-000322,-0.1896512423082008
ACH-000323,-0.44808960158689415
ACH-000324,-0.2938724081830333
ACH-000329,-0.33039196178083224
ACH-000330,-0.2442140770535424
ACH-000331,-0.27894996399656313
ACH-000332,-0.1142336012479704
ACH-000334,-0.33114074861035675
ACH-000335,-0.07701720257591216
ACH-000336,-0.4914980406223483
ACH-000337,-0.14472697068515458
ACH-000338,0.06772730571680505
ACH-000339,-0.17670948101683726
ACH-000341,-0.10203357657122912
ACH-000348,-0.1977044232992164
ACH-000350,-0.2113436913819026
ACH-000352,-0.1407053936320002
ACH-000356,-0.3030916480089377
ACH-000361,-0.2419885733010101
ACH-000362,-0.20926481109844844
ACH-000363,-0.11058202520739596
ACH-000364,-0.29209186749156274
ACH-000365,-0.11726594799342585
ACH-000366,-0.2540943626881284
ACH-000368,0.055958484928823764
ACH-000374,-0.2158355749111293
ACH-000375,-0.15684703759286367
ACH-000376,-0.23290820187281255
ACH-000381,-0.214298535942155
ACH-000383,-0.15043502837644498
ACH-000387,-0.17653941309994076
ACH-000389,-0.2543297756681289
ACH-000390,-0.153336815161163
ACH-000393,-0.2096925704208283
ACH-000395,-0.14937661369197422
ACH-000396,-0.5375166256074848
ACH-000397,-0.2138613309890098
ACH-000401,-0.2828547693076882
ACH-000402,-0.19461433730376326
ACH-000403,-0.2482348865309995
ACH-000404,-0.3304137055752402
ACH-000406,-0.14877121998365303
ACH-000407,-0.060516928063288976
ACH-000408,-0.017054561457966667
ACH-000410,-0.17583062085067133
ACH-000411,-0.14792732284726504
ACH-000414,-0.2655986465488714
ACH-000415,-0.1909302354321584
ACH-000416,-0.2394188594236109
ACH-000420,-0.2181204989371856
ACH-000421,-0.13820479380459402
ACH-000424,-0.10489620129297414
ACH-000425,-0.2879604845248371
ACH-000426,-0.17654542056163405
ACH-000427,-0.2692218936193972
ACH-000433,-0.2668276915207036
ACH-000435,0.016938728079366985
ACH-000436,-0.22386394329122236
ACH-000444,-0.183206730464066
ACH-000445,0.013016235731072079
ACH-000448,-0.21150740352990136
ACH-000450,0.05957966875594605
ACH-000452,-0.1794149504514736
ACH-000454,-0.2427717787952328
ACH-000458,-0.22399078138317932
ACH-000459,-0.18552081916611274
ACH-000460,-0.09760095165062213
ACH-000461,-0.1481882641174702
ACH-000463,-0.371422495890918
ACH-000464,-0.09699002362877276
ACH-000466,-0.21514531600734704
ACH-000467,-0.14329891874064465
ACH-000468,-0.11498987217255495
ACH-000469,-0.1860761927998695
ACH-000470,-0.11475312740384873
ACH-000471,-0.22530291973714145
ACH-000472,-0.1734474030219371
ACH-000473,-0.12040778237121601
ACH-000475,-0.12874960588569406
ACH-000476,-0.20992571453644174
ACH-000477,-0.08153065954418129
ACH-000479,-0.031755108191041284
ACH-000480,-0.2764196393181708
ACH-000481,-0.019621398690270728
ACH-000483,-0.3582460595530512
ACH-000484,-0.25408232849969925
ACH-000485,0.014222774198503787
ACH-000486,-0.1820970465016908
ACH-000487,-0.049042281707297804
ACH-000488,-0.2213374004027552
ACH-000490,-0.11976303192686298
ACH-000491,-0.09357356968145347
ACH-000495,-0.27485946302493
ACH-000496,-0.19067152951493693
ACH-000499,-0.16175233363629793
ACH-000500,-0.3570720003823579
ACH-000502,-0.10731717265998536
ACH-000503,-0.06684201824681167
ACH-000505,-0.20325174276596344
ACH-000507,-0.2580364079230223
ACH-000510,-0.2351725646413101
ACH-000511,-0.17653592230758414
ACH-000512,-0.3365814201151341
ACH-000516,-0.3315681956962345
ACH-000517,-0.21659689481620187
ACH-000518,-0.15623932371484567
ACH-000520,-0.3910901830321668
ACH-000521,-0.1506366380650821
ACH-000522,-0.09400006560474176
ACH-000524,-0.18269215016341292
ACH-000527,-0.2492970242350133
ACH-000528,-0.10067706593393956
ACH-000537,-0.08697227913038379
ACH-000541,-0.03572874078722
ACH-000542,-0.1460869992491136
ACH-000544,-0.12857403758781666
ACH-000545,-0.1965877631961018
ACH-000547,-0.30363205515810804
ACH-000548,-0.1829287885055417
ACH-000549,-0.14964174468853947
ACH-000550,-0.19713143466971514
ACH-000552,-0.22795095237812785
ACH-000556,-0.16256971470761078
ACH-000557,-0.28394443218653936
ACH-000569,0.07729235341466527
ACH-000570,-0.16097752797826753
ACH-000571,-0.15619255525505046
ACH-000573,-0.20160985888182076
ACH-000576,-0.25036848700666864
ACH-000579,-0.1057055225565295
ACH-000580,-0.34079216152512565
ACH-000584,-0.1469485755812006
ACH-000585,-0.2425559939222139
ACH-000588,-0.1590538807174343
ACH-000589,-0.3325307976577464
ACH-000591,-0.11862141876122875
ACH-000593,-0.06941346405188006
ACH-000600,-0.13794333592001545
